ParentTaskId	TaskId	MinLevel	MaxLevel	Value	Text	Title	Desc
1003	1059	30	40	40	NhiÖm vô hoµn thµnh! L¹i ®i <color=red>T­¬ng D­¬ng<color> t×m L­u UÈn Cæ<color=red> (201,199)<color>, dß th¸m lai lŞch cña <color=red>Thi Nghi Sinh<color>,ng­êi nµy h×nh nh­ lµ mËt th¸m		
1003	1059	30	40	50	L­u UÈn Cæ phong l­u nho nh·, biÓu hiÖn cña «ng ta kh«ng chót g× gièng mét tªn gian tÕ cña §¹i Kim.		
1003	1059	30	40	60	L­u UÈn Cæ cho biÕt Thi Nghi Sinh thËt sù cã biÓu hiÖn ph¶n quèc, b¹n lËp tøc quay l¹i b¸o cho Th¸c B¹t Hoµi Xuyªn.		
1003	1059	30	40	70	VÒ <color=red>BiÖn Kinh<color>gÆp Th¸c B¹t <color=red> (209,190)<color> b¸o tin. Th¸c B¹t v« cïng tøc giËn! 		
1003	1059	30	40	80	NhiÖm vô hoµn thµnh! Th¸c B¹t  b¶o b¹n ®i <color=red>L©m An<color> t×m tªn gian tÕ <color=red> (211,189)<color>, lîi dông h¾n ®Ó trõ Thi Nghi Sinh		
1003	1059	30	40	90	§èi tho¹i víi Tóy H¸n, h¾n chİnh lµ gia tÕ cña Kim Quèc Èn c­ ë L©m An		
1003	1059	30	40	100	Tóy H¸n v« t×nh cung cÊp cho b¹n tin tøc cña <color=red>Thi Nghi Sinh<color>.		
1003	1059	30	40	110	Ra <color=red>L©m An<color> b¾t  ®­îc Thi Nghi Sinh <color=red> (211,211)<color>, vÒ gÆp Th¸c B¹t phôc mÖnh		
1003	1059	30	40	120	VÒ <color=red>BiÖn Kinh<color>gÆp Th¸c B¹t <color=red> (209,190)<color> phôc mÖnh. NhiÖm vô hoµn thµnh! 		
1003	1060	40	50	10	GÇn ®©y nghe nãi Nam Tèng tæ chøc thi ®Êu l«i ®µi, cã nhiÒu cao thñ Èn danh l¹i xuÊt hiÖn. NhÊt ®Şnh ®ang cã 1 ©m m­u lín.	T­¬ng D­¬ng §¹i Hµo	GÇn ®©y nghe nãi Nam Tèng tæ chøc thi ®Êu l«i ®µi, cã nhiÒu cao thñ Èn danh l¹i xuÊt hiÖn. NhÊt ®Şnh ®ang cã 1 ©m m­u lín.
1003	1060	40	50	20	Th¸c B¹t b¶o b¹n ®i t×m <color=red>T­¬ng D­¬ng<color>L­u ¤n Cæ<color=red> (201,199)<color> ®iÒu tra thùc h­ tû thİ L«i ®µi		
1003	1060	40	50	30	L­u UÈn Cæ cho biÕt: môc ®İch lµ ph¸t ®éng phong trµo luyÖn vâ, cã thÓ thÊy Nam Tèng ®ang muèn t¨ng c­êng biªn phßng, chuÈn bŞ qu©n lùc ®Ó chèng l¹i §¹i Kim.		
1003	1060	40	50	40	B¹n quyÕt ®Şnh ®Õn <color=red>Tû vâ tr­êng<color> (D­¬ng Ch©u/Thµnh §«/T­¬ng D­¬ng) thö søc. Sau ®ã quay l¹i <color=red>T­¬ng D­¬ng<color> gÆp L­u ¤n Cæ<color=red> (201,199)<color> xin chØ thŞ!		
1003	1060	40	50	50	L­u UÈn Cæ nghe b¹n kÓ râ t×nh h×nh v« cïng lo l¾ng.		
1003	1060	40	50	60	L­u UÈn Cæ b¶o b¹n lËp tøc quay vÒ <color=red>BiÖn Kinh<color> t×m Th¸c B¹t <color=red> (209,190)<color>,t×nh h×nh rÊt khÈn cÊp!		
1003	1060	40	50	70	Th¸c B¹t  nghe b¹n kÓ xong v« cïng tøc giËn.		
1003	1060	40	50	80	Th¸c B¹t  b¶o b¹n ®Õn Tû vâ tr­êng ®¸nh th¾ng 1 trËn v× uy danh cña §¹i Kim. NÕu thua ®õng quay vÒ!		
1003	1060	40	50	90	Ng­êi ®Ò x­íng thi ®Êu l«i ®µi lµ <color=red>T­¬ng D­¬ng<color> ®¹i hµo NguyÔn Minh ViÔn<color=red> (222,200)<color>,vèn lµ §Ö tö tôc gia cña ThiÕu L©m Tù 		
1003	1060	40	50	100	Th¸c B¹t b¶o b¹n ®i h¹ thñ NguyÔn Minh ViÔn.		
1003	1060	40	50	110	KÕt liÔu NguyÔn Minh ViÔn, quay vÒ <color=red>BiÖn Kinh<color>gÆp Th¸c B¹t <color=red> (209,190)<color> phôc mÖnh.		
1003	1060	40	50	120	NhiÖm vô hoµn thµnh! TiÒn ®å réng thªnh thang		
1003	1061	50	60	10	Th¸c B¹t qu¶ nhiªn gi÷ lêi! Hoµng th­îng phong cho b¹n lµm B×nh Nam Qu©n §« S¸t HiÖu óy.	TuyÖt S¸t	Th¸c B¹t qu¶ nhiªn gi÷ lêi! Hoµng th­îng phong cho b¹n lµm B×nh Nam Qu©n §« S¸t HiÖu óy.
1003	1061	50	60	20	B¹n c¶m thÊy ch­a lËp ®­îc c«ng lao g×, muèn tham gia <color=red> ®¹i chiÕn Tèng Kim<color> lÊy <color=red>200 ®iÓm tİch lòy<color>.		
1003	1061	50	60	30	§¹t ®ñ ®iÓm tİch lòy, vÒ <color=red>BiÖn Kinh<color>gÆp Th¸c B¹t <color=red> (209,190)<color> th­¬ng l­îng.		
1003	1061	50	60	40	Th¸c B¹t cho biÕt Hoµng Th­îng chuÈn bŞ triÖu kiÕn b¹n, cÇn ph¶i chuÈn bŞ tr­íc c¸c kiÕn thøc qu©n sù nhÊt lµ <color=red>ChiÕn tr­êng Tèng Kim<color>.		
1003	1061	50	60	50	B¾t ®Çu chuÈn bŞ tr¶ lêi! Xem ra b¹n rÊt tù tin!		
1003	1061	50	60	60	B¹n ®· tr¶ lêi xong vÊn ®Ò! 		
1003	1061	50	60	70	Th¸c B¹t v« cïng hµi lßng, xem ra b¹n ®· thËt sù l·o luyÖn		
1003	1061	50	60	80	Th¸c B¹t Hoµi Xuyªn s¾c mÆt cã vÎ ®¨m chiªu! NhÊt ®Şnh ®· cã chuyÖn		
1003	1061	50	60	90	Th¸c B¹t than thë hãa ra lµ v× viÖc §¹i qu©n Nam h¹ gÆp khã kh¨n.		
1003	1061	50	60	100	 Kim binh ®ang khèn khã t¹i T­¬ng D­¬ng, b¹n phông mÖnh ®i trõ <color=red>Sö ThŞnh Do·n<color> ë T­¬ng D­¬ng <color=red> (169,219)<color>.		
1003	1061	50	60	110	Tr¶m M· ®ao cña ThŞnh Do·n suıt chót n÷a ®· lÊy m¹ng cña b¹n. Nh­ng b¹n vÉn lµ anh hïng! Quay vÒ <color=red>BiÖn Kinh<color> gÆp Th¸c B¹t <color=red> (209,190)<color>.		
1003	1061	50	60	120	VÒ <color=red>BiÖn Kinh<color> gÆp Th¸c B¹t <color=red> (209,190)<color>. LÇn nµy b¹n ®· lËp ®­îc c«ng to		
