µÀ¾ßÃû³Æ	µÀ¾ßÆ·ÖÊ	µÀ¾ßID	µÀ¾ßÖÖÀà	¾ßÌåÀà±ð	ÏêÏ¸Àà±ð	°×½ðµÈ¼¶	µÈ¼¶	Ä§·¨ÊôÐÔID1	²ÎÊý1	Ä§·¨1ÆðÊ¼Öµ1	Ä§·¨1½áÊøÖµ1	Ä§·¨1¼ÛÖµ1	Ä§·¨1ÆðÊ¼Öµ2	Ä§·¨1½áÊøÖµ2	Ä§·¨1¼ÛÖµ2	 Ä§·¨1ÆðÊ¼Öµ3 	 Ä§·¨1½áÊøÖµ3 	Ä§·¨1¼ÛÖµ3	 Ä§·¨1ÆðÊ¼Öµ4 	 Ä§·¨1½áÊøÖµ4 	Ä§·¨1¼ÛÖµ4	 Ä§·¨1ÆðÊ¼Öµ5	 Ä§·¨1½áÊøÖµ5	Ä§·¨1¼ÛÖµ5	Ä§·¨ÊôÐÔID2	²ÎÊý2	Ä§·¨2ÆðÊ¼Öµ1	Ä§·¨2½áÊøÖµ1	Ä§·¨2¼ÛÖµ1	Ä§·¨2ÆðÊ¼Öµ2	Ä§·¨2½áÊøÖµ2	Ä§·¨2¼ÛÖµ2	 Ä§·¨2ÆðÊ¼Öµ3 	 Ä§·¨2½áÊøÖµ3 	Ä§·¨2¼ÛÖµ3	Ä§·¨2ÆðÊ¼Öµ4	Ä§·¨2½áÊøÖµ4	Ä§·¨2¼ÛÖµ4	 Ä§·¨2ÆðÊ¼Öµ5	 Ä§·¨2½áÊøÖµ5	Ä§·¨2¼ÛÖµ5	Ä§·¨ÊôÐÔID3	²ÎÊý3	Ä§·¨3ÆðÊ¼Öµ1	Ä§·¨3½áÊøÖµ1	Ä§·¨3¼ÛÖµ1	Ä§·¨3ÆðÊ¼Öµ2	Ä§·¨3½áÊøÖµ2	Ä§·¨3¼ÛÖµ2	Ä§·¨3ÆðÊ¼Öµ3	Ä§·¨3½áÊøÖµ3	Ä§·¨3¼ÛÖµ3	Ä§·¨3ÆðÊ¼Öµ4	Ä§·¨3½áÊøÖµ4	Ä§·¨3¼ÛÖµ4	 Ä§·¨3ÆðÊ¼Öµ5	 Ä§·¨3½áÊøÖµ5	Ä§·¨3¼ÛÖµ5	Ä§·¨ÊôÐÔID4	²ÎÊý4	Ä§·¨4ÆðÊ¼Öµ1	Ä§·¨4½áÊøÖµ1	Ä§·¨4¼ÛÖµ1	Ä§·¨4ÆðÊ¼Öµ2	Ä§·¨4½áÊøÖµ2	Ä§·¨4¼ÛÖµ2	Ä§·¨4ÆðÊ¼Öµ3	Ä§·¨4½áÊøÖµ3	Ä§·¨4¼ÛÖµ3	Ä§·¨4ÆðÊ¼Öµ4	Ä§·¨4½áÊøÖµ4	Ä§·¨4¼ÛÖµ4	 Ä§·¨4ÆðÊ¼Öµ5	 Ä§·¨4½áÊøÖµ5	Ä§·¨4¼ÛÖµ5	±£µ×	11
[Ìì´ÍµÄ]ÓÄëÊÖ®½ðÉß·¢´ø2	4	56	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®½ðÉß·¢´ø3	4	56	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®½ðÉß·¢´ø4	4	56	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®½ðÉß·¢´ø5	4	56	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®½ðÉß·¢´ø6	4	56	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®½ðÉß·¢´ø7	4	56	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®½ðÉß·¢´ø8	4	56	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®½ðÉß·¢´ø9	4	56	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®½ðÉß·¢´ø10	4	56	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®³àÐ«ÃØ×°0	4	57	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®³àÐ«ÃØ×°1	4	57	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®³àÐ«ÃØ×°2	4	57	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®³àÐ«ÃØ×°3	4	57	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®³àÐ«ÃØ×°4	4	57	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®³àÐ«ÃØ×°5	4	57	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®³àÐ«ÃØ×°6	4	57	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®³àÐ«ÃØ×°7	4	57	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®³àÐ«ÃØ×°8	4	57	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®³àÐ«ÃØ×°9	4	57	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®³àÐ«ÃØ×°10	4	57	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®ÇàòÚ²øÑü0	4	58	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®ÇàòÚ²øÑü1	4	58	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®ÇàòÚ²øÑü2	4	58	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®ÇàòÚ²øÑü3	4	58	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®ÇàòÚ²øÑü4	4	58	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®ÇàòÚ²øÑü5	4	58	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®ÇàòÚ²øÑü6	4	58	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®ÇàòÚ²øÑü7	4	58	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®ÇàòÚ²øÑü8	4	58	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®ÇàòÚ²øÑü9	4	58	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®ÇàòÚ²øÑü10	4	58	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®Òøó¸»¤ÊÖ0	4	59	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®Òøó¸»¤ÊÖ1	4	59	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®Òøó¸»¤ÊÖ2	4	59	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®Òøó¸»¤ÊÖ3	4	59	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®Òøó¸»¤ÊÖ4	4	59	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®Òøó¸»¤ÊÖ5	4	59	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®Òøó¸»¤ÊÖ6	4	59	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®Òøó¸»¤ÊÖ7	4	59	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®Òøó¸»¤ÊÖ8	4	59	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®Òøó¸»¤ÊÖ9	4	59	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®Òøó¸»¤ÊÖ10	4	59	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450	450
[Ìì´ÍµÄ]ÓÄëÊÖ®Ä«ÖëÈíÂÄ0	4	60	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®Ä«ÖëÈíÂÄ1	4	60	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®Ä«ÖëÈíÂÄ2	4	60	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®Ä«ÖëÈíÂÄ3	4	60	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®Ä«ÖëÈíÂÄ4	4	60	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
[Ìì´ÍµÄ]ÓÄëÊÖ®Ä«ÖëÈíÂÄ5	4	60	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	100
