key	value
G_STRING_GOLDCOIN	TiÒn vµng
G_STRING_HONOUR	®iÓm vinh dù
G_STRING_GOLDCOIN_SCORE	TÝch lòy th­¬ng héi
G_STRING_RESPECT	Uy danh
G_STRING_ENERGY	Tinh lùc
G_STRING_CONTRIBUTION	 ®iÓm cèng hiÕn
G_STRING_BUILDFUND	§é kiÕn thiÕt bang héi
G_STRING_REFINING	Tinh LuyÖn Th¹ch

G_STR_MOUSE_MAGIC_ITEM	B¹n ch­a sö dông B¹ch C©u hoµn kh«ng thÓ sö dông chøc n¨ng tù ®éng ®¸nh qu¸i!
G_STR_ONLY_JEWELRY	¤ nµy chØ cã thÓ bá vµo trang søc (d©y chuyÒn, nhÉn, ngäc béi) ch­a ®­îc khãa b¶o hiÓm
G_STR_ONLY_CRYOLITE	¤ vËt phÈm nµy chØ kh«ng thÓ bá vµo HuyÒn tinh kho¸ng th¹ch cïng lo¹i.
G_STR_ONLY_PROPMINE	¤ vËt phÈm nµy chØ cã thÓ bá kho¸ng th¹ch thuéc tÝnh (HuyÒn ThiÕt kho¸ng, MËt Ng©n kho¸ng, Chu Sa kho¸ng, Khæng T­íc th¹ch, Phï Dung th¹ch, Chung Nhò th¹ch) .
G_STR_ONLY_EQUIP	¤ nµy chØ cã thÓ ®Æt vµo trang bÞ xanh hoÆc tr¾ng ch­a ®­îc khãa b¶o hiÓm.
G_STR_ONLY_MINE	¤ vËt phÈm nµy chØ cã thÓ HuyÒn tinh kho¸ng th¹ch kh«ng cïng lo¹i hoÆc kho¸ng th¹ch thuéc tÝnh.
G_STR_ONLY_BW_EQUIP	¤ nµy chØ cã thÓ ®Æt vµo trang bÞ xanh hoÆc tr¾ng (ngo¹i trõ trang søc) ch­a ®­îc khãa b¶o hiÓm.
G_STR_ONLY_PURPLE_EQUIP	¤ nµy chØ cã thÓ ®Æt vµo trang bÞ tÝm ch­a ®­îc khãa b¶o hiÓm.
G_STR_ONLY_CONSUME	¤ vËt phÈm nµy chØ cã thÓ bá vµo Thñy tinh, Phóc duyªn lé, kho¸ng th¹ch thÇn bÝ.
G_STR_ONLY_ORGMINE	¤ vËt phÈm nµy chØ cã thÓ bá vµo HuyÒn tinh kho¸ng th¹ch kh«ng cïng lo¹i hoÆc kho¸ng th¹ch thuéc tÝnh (HuyÒn ThiÕt kho¸ng, MËt Ng©n kho¸ng, Chu Sa kho¸ng, Khæng T­íc th¹ch, Phï Dung th¹ch, Chung Nhò th¹ch) 
G_STR_ONLY_ATLAS	¤ vËt phÈm nµy chØ cã thÓ bá §å phæ Hoµng Kim hoÆc HuyÒn tinh kho¸ng th¹ch kh«ng cïng lo¹i.
G_STR_ONLY_BOOK	¤ vËt phÈm nµy chØ cã thÓ bá kho¸ng th¹ch thuéc tÝnh hoÆc s¸ch kü n¨ng vµo.
G_STR_NO_BINDITEM	Kh«ng thÓ ®Æt vµo vËt phÈm ®· ®­îc khãa b¶o hiÓm!

G_STR_FORBIT_THROWITEM	Nh»m b¶o vÖ tµi s¶n cho b¹n! VËt ph¶m quý kh«ng ®­îc tïy ý vøt ra ngoµi!

G_STR_DUPEDITEM_MARK	 %s nµy ®· ®­îc phôc chÕ phi ph¸p! HÖ thèng ®· ghi nhí!
G_STR_DUPEDITEM_DELETE	 %s nµy ®· ®­îc phôc chÕ phi ph¸p! HÖ thèng ®· hñy bá 

G_STR_ITEM_ABRADETOZERO	 %s  ®· tæn h¹i, kh«ng thÓ tiÕp tôc sö dông, hiÖn trong hµnh trang. H·y ®Õn L©m An t×m <ThÇn bÝ Th­¬ng Nh©n> sö dông tiÒn ®ång ®Ó söa ch÷a!
G_STR_COPY_ITEM_WARNING	!! VËt phÈm nµy ®· bÞ phôc chÕ, sÏ bÞ hÖ thèng tÞch thu!! \n nghiªm cÊp lõa g¹t, xin ®õng giao dÞch\n\n

G_TIPS_PLAYEREVENT_KILLNPC	tiÕn ®é diÖt %s  lµ %d/%d

G_STR_ORIGINAL_PRICE	Gi¸ cò:
G_STR_ABATE_PRICE	Gi¸ vËt hiÖn t¹i:
G_STR_ABATE_BEGIN_DATE	gi¶m gi¸ tõ:
G_STR_TO	®Õn:
G_STR_SELL_BEGIN_DATE	Thêi gian b¸n tõ:
G_STR_ABATE_END	gi¶m gi¸ ®Õn:
G_STR_SELL_END	Thêi gian b¸n ®Õn:
G_STR_TEAMSHAREITEM_MODEPUNISH1	Thµnh viªn nhãm %s nhÆt ®­îc vËt phÈm %s
G_STR_TEAMSHAREITEM_MODEPUNISH2	NhËn ®­îc vËt phÈm chung cña tæ ®éi: %s

K_S_GOLD	Kim
K_S_WOOD	Méc
K_S_WATER	Thñy 
K_S_FIRE	Háa
K_S_EARTH	Thæ 

K_C_BEGIN	T©n thñ 
K_C_JUSTICE	Ch¸nh ph¸i
K_C_EVIL	Tµ ph¸i
K_C_BALANCE	Trung lËp
K_C_FREE	S¸t Thñ
K_C_ANIMAL	Ò°ÊÞ
K_C_EVENT	Â·ÈË

K_NPCRESNODE_0	®Ønh ®Çu 
K_NPCRESNODE_1	D­íi ch©n 
K_NPCRESNODE_2	TuÇn hoµn
K_NPCRESNODE_3	b¶n ®å nhá 

K_NPC_0	tªn Nh©n vËt 

K_REPAIRSCRIPT_FUNC_PRICE	get_repair_price
K_REPAIRSCRIPT_FUNC_REPAIR	repair_equip
K_CHAT_TEAM_DEFAULT_NAME	H¶o h÷u
K_MATE_UNITNAME	Phèi ngÉu\n
K_BROTHER_UNITNAME	Th©n nh©n\n
K_ENEMY_UNITNAME	Cõu nh©n\n

K_PLAYERCHAT_0	%04d.%02d.%02d
K_PLAYERCHAT_1	%02d:%02d:%02d

K_SCRIPTFUNC_GetAutoExpValue	AEXP_GetHangExpValue
K_SCRIPTFUNC_AddAutoExp	AEXP_AddHangExp

K_WEAPON_DETAILTYPE	Lo¹i h×nh cô thÓ 

K_KIND_FILE_SECT1	tªn file thuyÕt minh 
K_KIND_FILE_SECT2	B¶ng thuéc tÝnh vò khÝ 1
K_KIND_FILE_SECT3	B¶ng thuéc tÝnh vò khÝ 2
K_KIND_FILE_SECT4	h×nh vÏ thø tù ®éng t¸c 
K_KIND_FILE_SECT5	§­êng dÉn file gèc 

K_WEAPON_PARTICULARTYPE	Lo¹i h×nh chi tiÕt
K_WEAPON_SKILLID	Sè hiÖu kü n¨ng vËt lý t­¬ng øng

K_MESSAGE_SYSTEM_ANNOUCE_HEAD	C«ng bè 
K_MESSAGE_ITEM_EXPIREDITEM1	VËt phÈm [%s] sau %d giê %d phót ®Õn hÕt thêi h¹n sö dông. Qua thêi h¹n nµy hÖ thèng sÏ hñy bá ®¹o cô nµy.
K_MESSAGE_ITEM_EXPIREDITEM2	§¹o cô [%s] ®· qu¸ h¹n sö dông, hÖ thèng sÏ tù ®éng hñy bá!

K_KIND_NAME_SECT	lo¹i h×nh Nh©n vËt  
K_KIND_NAME_SPECIAL	NPC ®Æc thï  
K_KIND_NAME_NORMAL	NPC th­êng 

L_CANT_OPEN	ÎÞ·¨´ò¿ª%s
L_TONG_TAX	<%s>³ÇÇøË°ÊÕ½ð¶î: %u\r\n

L_SHAREDATABASE_0	²úÉúÁËÒ»¸ö±¦Îï %d, %d,%d\n
L_SHAREDATABASE_1	²úÉúÁËÒ»¸öÐÒÔËÖ®ÐÇ %s  %d, %d,%d\n
L_SHAREDATABASE_2	²úÉúÁËÒ»¸ö»Æ½ð¹ÖÎï %s  index = %d Sid=%d  %d, %d,%d\n

L_EXCEPT_EXCUTE_RS	Exception Have Caught When Execute Relay Script !!!!!

L_NPC_0	 [ÊýÖµ]%sÊÜµ½%dµãÔ­Ê¼¶¾ÉËº¦
L_NPC_1	 [ÊýÖµ]%sÊÜµ½%dµãÔ­Ê¼Ä§·¨ÉËº¦
L_NPC_2	 [ÊýÖµ]%sÊµ¼ÊÉËº¦£º%d
L_NPC_3	 [ÊýÖµ]%s·µ»ØÉËº¦%d
L_NPC_4	 [ÊýÖµ]%sÄ§·¨¶ÜÎüÊÕ±ÈÀý£º%d
L_NPC_5	 [ÊýÖµ]%sÉÁ¹ý¹¥»÷
L_NPC_6	[zroc]Npc(%d)ServerMove RegionIdx = %d
L_NPC_7	Packing sync data ok...\n
L_NPC_8	Packing sync data failed...\n
L_NPC_9	[Sync]%d:%s<%d> request to %d. size:%d
L_NPC_10	Packing player sync data ok...\n
L_NPC_11	Packing player sync data failed...\n
L_NPC_12	NpcID:%d  Life:%d\nRegionIndex:%d Pos:%d,%d\nPlayerNumber:%d\n
L_NPC_13	NpcNumber:\n%02d,%02d,%02d\n%02d,%02d,%02d\n%02d,%02d,%02d
L_NPC_14	 [ÊýÖµ]AttackRating %d: Defense %d: RandomPercent (%d, %d) 
L_NPC_15	 [error]ÖÂÃü´íÎó,ÎÞ·¨ÕýÈ·¶ÁÈ¡%s
L_NPC_16	ÔØÈëNpc%dÄ£°åÇëÇó·Ç·¨£¡
L_NPC_17	[Script]SetPos error:SubWorld:%d, Pos(%d, %d)
L_NPC_18	[Map]World%d haven't been loaded!
L_NPC_19	[Map]Change Pos(%d,%d) Invalid!
L_NPC_20	[DEATH]SetMode:%d
L_NPC_21	[DEATH] m_ProcessState: %d
L_NPC_22	[DEATH] m_bExchangeServer: %d
L_NPC_23	[DEATH] m_Doing: %d
L_NPC_24	[DEATH] WaitForFrame TRUE
L_NPC_25	[DEATH] WaitForFrame FALSE
L_NPC_26	[error]%s Region Index < 0 when hurt
L_NPC_27	[DEATH]On Hurt Finished
L_NPC_28	[error]%s Region Index < 0 when dorevive

L_NPC_29	±»¹Ö´òËÀËðÊ§¾­Ñé	%d\r\n
L_NPC_30	±»¹Ö´òËÀËðÊ§½ðÇ®	%d\r\n
L_NPC_31	±»Íæ¼Ò [%s]´òËÀËðÊ§¾­Ñé	%d\r\n
L_NPC_32	±»Íæ¼Ò [%s]´òËÀËðÊ§½ðÇ®	%d\r\n


L_NPCATTRIBM_0	 [ÊýÖµ]%s±ùÉËº¦Ôö¼Ó (%d) 
L_NPCATTRIBM_1	 [ÊýÖµ]%s»ðÉËº¦Ôö¼Ó (%d) 
L_NPCATTRIBM_2	 [ÊýÖµ]%sµçÉËº¦Ôö¼Ó (%d) 
L_NPCATTRIBM_3	 [ÊýÖµ]%sËùÓÐÎïÀí¹¥»÷Á¦Ôö¼Ó°Ù·ÖÖ®%d
L_NPCATTRIBM_4	 [ÊýÖµ]%sÔ¶³ÌÎïÀí¹¥»÷Á¦Ôö¼Ó°Ù·ÖÖ®%d
L_NPCATTRIBM_5	 [ÊýÖµ]%s¿ÕÊÖÎïÀí¹¥»÷Á¦Ôö¼Ó°Ù·ÖÖ®%d
L_NPCATTRIBM_6	 [ÊýÖµ]%s½ü³ÌÎïÀí¹¥»÷Á¦Ôö¼Ó°Ù·ÖÖ®%d
L_NPCATTRIBM_7	 [ÊýÖµ]%s½ü³ÌÎäÆ÷%dÎïÀí¹¥»÷Á¦Ôö¼Ó°Ù·ÖÖ®%d
L_NPCATTRIBM_8	 [ÊýÖµ]%s¶¾×´Ì¬±äÎª£º¼ä¸ô%dÖ¡·¢×÷Ò»´Î%dÉËº¦£¬¹²³ÖÐø%dÖ¡
L_NPCATTRIBM_9	 [ÊýÖµ]%sÎïÀíÉËº¦Á¦Ôö¼Ó (%d) 
L_NPCATTRIBM_10	 [ÊýÖµ]%sÎå·À¿¹ÐÔÔö¼Ó%d
L_NPCATTRIBM_11	 [ÊýÖµ]%sËùÓÐ¼¼ÄÜ¼Ó%d¼¶£¬Î´Íê³É
L_NPCATTRIBM_12	 [ÊýÖµ]%sÃüÖÐÂÊÔö¼Ó°Ù·ÖÖ®%d (%dµã) 
L_NPCATTRIBM_13	 [ÊýÖµ]%s¹¥»÷ËÙ¶ÈÔö¼Ó%d
L_NPCATTRIBM_14	 [ÊýÖµ]%sÊ©·¨ËÙ¶ÈÔö¼Ó%d
L_NPCATTRIBM_15	 [ÊýÖµ]%sµ±Ç°ÕóÓª±äÎª%d
L_NPCATTRIBM_16	 [ÊýÖµ]%s±ù¿¹ÐÔÔö¼ÓÁË%dµã
L_NPCATTRIBM_17	 [ÊýÖµ]%sÖÂÃüÒ»»÷°Ù·Ö±ÈÔö¼Ó%d
L_NPCATTRIBM_18	 [ÊýÖµ]%sµ±Ç°Ãô½ÝÔö¼ÓÁË%dµã
L_NPCATTRIBM_19	 [ÊýÖµ]%sÍÁÏµ¼¼ÄÜ¼Ó%d¼¶
L_NPCATTRIBM_20	 [ÊýÖµ]%sµ±Ç°¾«Á¦Ôö¼ÓÁË%dµã
L_NPCATTRIBM_21	 [ÊýÖµ]%s¿ìËÙÃüÖÐ»Ø¸´Ôö¼Ó%d
L_NPCATTRIBM_22	 [ÊýÖµ]%sÒÆ¶¯ËÙ¶ÈÔö¼Ó%d
L_NPCATTRIBM_23	 [ÊýÖµ]%s»ðÏµ¼¼ÄÜ¼Ó%d¼¶
L_NPCATTRIBM_24	 [ÊýÖµ]%s±ù¶³Ê±¼ä¼õÉÙ°Ù·ÖÖ®%d
L_NPCATTRIBM_25	 [ÊýÖµ]%sÕðÍË°Ù·Ö±ÈÔö¼Ó%d
L_NPCATTRIBM_26	 [ÊýÖµ]%sÉúÃüÉÏÏÞÔö¼ÓÁË°Ù·ÖÖ®%d (%dµã) 
L_NPCATTRIBM_27	 [ÊýÖµ]%sÉúÃüÉÏÏÞÔö¼ÓÁË%dµã
L_NPCATTRIBM_28	 [ÊýÖµ]%sÉúÃü»Ø¸´ËÙ¶ÈÔö¼ÓÁË%dµã
L_NPCATTRIBM_29	 [ÊýÖµ]%sÉúÃüÔö¼ÓÁË%dµã
L_NPCATTRIBM_30	 [ÊýÖµ]%sµç¿¹ÐÔÔö¼ÓÁË%dµã
L_NPCATTRIBM_31	 [ÊýÖµ]%sMFÖµÔö¼ÓÁË%d,Î´Íê³É
L_NPCATTRIBM_32	 [ÊýÖµ]%sÄÚÁ¦ÉÏÏÞÔö¼ÓÁË°Ù·ÖÖ®%d (%dµã) 
L_NPCATTRIBM_33	 [ÊýÖµ]%sÄÚÁ¦ÉÏÏÞÔö¼ÓÁË%dµã
L_NPCATTRIBM_34	 [ÊýÖµ]%sÄÚÁ¦»Ø¸´ËÙ¶ÈÔö¼ÓÁË%dµã
L_NPCATTRIBM_35	 [ÊýÖµ]%sÄÚÁ¦Ôö¼ÓÁË%dµã
L_NPCATTRIBM_36	 [ÊýÖµ]%sÎüÊÕÉËº¦°Ù·Ö±ÈÎª%d£¬³ÖÐø%dÖ¡
L_NPCATTRIBM_37	 [ÊýÖµ]%s½ü³ÌÎïÀíÉËº¦·´µ¯°Ù·Ö±ÈÔö¼Ó%d
L_NPCATTRIBM_38	 [ÊýÖµ]%s½ü³ÌÎïÀíÉËº¦·´µ¯Ôö¼Ó%d
L_NPCATTRIBM_39	 [ÊýÖµ]%s½ðÏµ¼¼ÄÜ¼Ó%d¼¶, Î´Íê³É
L_NPCATTRIBM_40	 [ÊýÖµ]%sÎïÀí¿¹ÐÔÔö¼ÓÁË%dµã
L_NPCATTRIBM_41	 [ÊýÖµ]%sÉËº¦×ªÄÚÁ¦°Ù·Ö±ÈÔö¼ÓÁË%d
L_NPCATTRIBM_42	 [ÊýÖµ]%sÖÐ¶¾ÉËº¦¼õÉÙ%d
L_NPCATTRIBM_43	 [ÊýÖµ]%s¶¾¿¹ÐÔÔö¼ÓÁË%dµã
L_NPCATTRIBM_44	 [ÊýÖµ]%sÖÐ¶¾Ê±¼ä¼õÉÙ°Ù·ÖÖ®%d
L_NPCATTRIBM_45	 [ÊýÖµ]%sÔ¶³ÌÉËº¦·´µ¯Ôö¼Ó%d
L_NPCATTRIBM_46	 [ÊýÖµ]%sÔ¶³ÌÉËº¦·´µ¯°Ù·Ö±ÈÔö¼Ó%d
L_NPCATTRIBM_47	 [ÊýÖµ]%s×Óµ¯¼õËÙ×´Ì¬±äÎª%d
L_NPCATTRIBM_48	 [ÊýÖµ]%sÌåÁ¦ÉÏÏÞÔö¼ÓÁË°Ù·ÖÖ®%d (%dµã) 
L_NPCATTRIBM_49	 [ÊýÖµ]%sÌåÁ¦ÉÏÏÞÔö¼ÓÁË%dµã
L_NPCATTRIBM_50	 [ÊýÖµ]%sÌåÁ¦»Ø¸´ËÙ¶ÈÔö¼ÓÁË%dµã
L_NPCATTRIBM_51	 [ÊýÖµ]%sÌåÁ¦Ôö¼ÓÁË%dµã
L_NPCATTRIBM_52	 [ÊýÖµ]%sÍµÉúÃü°Ù·Ö±ÈÎª%d (±ÈÔ­±¾ÉÏÉýÁË%dµã) 
L_NPCATTRIBM_53	 [ÊýÖµ]%sÍµÄÚÁ¦°Ù·Ö±ÈÎª%d (±ÈÔ­±¾ÉÏÉýÁË%dµã) 
L_NPCATTRIBM_54	 [ÊýÖµ]%sÍµÌåÁ¦°Ù·Ö±ÈÎª%d (±ÈÔ­±¾ÉÏÉýÁË%dµã) 
L_NPCATTRIBM_55	 [ÊýÖµ]%sµ±Ç°Á¦Á¿Ôö¼ÓÁË%dµã
L_NPCATTRIBM_56	 [ÊýÖµ]%sÑ£ÔÎÊ±¼ä¼õÉÙ%d
L_NPCATTRIBM_57	 [ÊýÖµ]%sÊÓÒ°·¶Î§Ôö¼Ó%d
L_NPCATTRIBM_58	 [ÊýÖµ]%sµ±Ç°»îÁ¦Ôö¼ÓÁË%dµã
L_NPCATTRIBM_59	 [ÊýÖµ]%sË®Ïµ¼¼ÄÜ¼Ó%d¼¶£¬Î´Íê³É
L_NPCATTRIBM_60	 [ÊýÖµ]%sÄ¾Ïµ¼¼ÄÜ¼Ó%d¼¶£¬Î´Íê³É
L_NPCATTRIBM_61	 [ÊýÖµ]%s»ð¿¹ÐÔÔö¼ÓÁË%dµã
L_NPCATTRIBM_62	 [ÊýÖµ]%s·ÀÓùÔö¼ÓÁË%dµã
L_NPCATTRIBM_63	 [ÊýÖµ]%s±ùÔöÇ¿Ôö¼ÓÁË%dµã
L_NPCATTRIBM_64	 [ÊýÖµ]%s»ðÔöÇ¿Ôö¼ÓÁË%dµã
L_NPCATTRIBM_65	 [ÊýÖµ]%sµçÔöÇ¿Ôö¼ÓÁË%dµã
L_NPCATTRIBM_66	 [ÊýÖµ]%s¶¾ÔöÇ¿Ôö¼ÓÁË%dµã
L_NPCATTRIBM_67	 [ÊýÖµ]%sºÈÁË²¹ÑªÒ©£¬»ñµÃ%dÖ¡ÄÚÃ¿10Ö¡»Ø¸´%dµãÉúÃüµÄÐ§¹û
L_NPCATTRIBM_68	 [ÊýÖµ]%sºÈÁË²¹ÄÚÁ¦Ò©£¬»ñµÃ%dÖ¡ÄÚÃ¿10Ö¡»Ø¸´%dµãÄÚÁ¦µÄÐ§¹û
L_NPCATTRIBM_69	 [ÊýÖµ]%sÎïÀí¿¹ÐÔÉÏÏÞÔö¼ÓÁË%dµã
L_NPCATTRIBM_70	 [ÊýÖµ]%s±ù¿¹ÐÔÉÏÏÞÔö¼ÓÁË%dµã
L_NPCATTRIBM_71	 [ÊýÖµ]%s»ð¿¹ÐÔÉÏÏÞÔö¼ÓÁË%dµã
L_NPCATTRIBM_72	 [ÊýÖµ]%sµç¿¹ÐÔÉÏÏÞÔö¼ÓÁË%dµã
L_NPCATTRIBM_73	 [ÊýÖµ]%s¶¾¿¹ÐÔÉÏÏÞÔö¼ÓÁË%dµã
L_NPCATTRIBM_74	 [ÊýÖµ]%sÎå·À¿¹ÐÔÉÏÏÞÔö¼Ó%d
L_NPCATTRIBM_75	 [ÊýÖµ]%sÑ£ÔÎ°Ù·Ö±ÈÔö¼Ó%d
L_NPCATTRIBM_76	 [ÊýÖµ]%sÖÂÃüÒ»»÷¿¹ÐÔÔö¼Ó%d
L_NPCATTRIBM_77	 [ÊýÖµ]%sÎïÀíÉËº¦Ôö¼Ó (%d) 
L_NPCATTRIBM_78	 [ÊýÖµ]%s×´Ì¬ÃâÒß×´Ì¬±äÎª%d

L_NPCSET_0	ÎÄ¼þÔØÈëÊ§°Ü£º%s£¬ÇëÍ¨ÖªÑÐ·¢ÈËÔ±½øÐÐ´¦Àí£¡
L_NPCSET_1	ÎÄ¼þÔØÈëÊ§°Ü£º%s
L_NPCSET_3	[Script]Npc %s,%d
L_NPCSET_4	[Request]Remove %d from %d on %d timeout
L_NPCSET_5	[Request]Insert %d at %d on %d
L_NPCSET_6	[Request]Remove %d from %d on %d
L_NPCSET_7	                 %d:AddNpc:%d\n
L_NPCSET_8	                 %d:RemoveNpc:%d %s\n
L_NPCSET_9	Error!!!NpcCount is Full!!Can Not Add Any More!\n


L_NPCTEMPLATE_0	ÎÞ·¨ÕÒµ½%s\n
L_NPCTEMPLATE_1	 [%s]µ÷ÓÃGetNpcLevelDataº¯ÊýµÄ ´«Èë²ÎÊý [%s]ÓÐÎó£¬Çë¼ì²é\n
L_NPCTEMPLATE_2	µ÷ÓÃGetNpcLevelDataº¯ÊýµÄ ´«Èë²ÎÊý [%s]ÓÐÎó£¬Çë¼ì²é\n
L_NPCTEMPLATE_3	ÎÞÕÒµ½¸Ã [%s]Ä§·¨µÄId,Çë¼ì²é£¡

L_PLAYER_1	[skill]right
L_PLAYER_2	[skill]left
L_PLAYER_3	[skill]return
L_PLAYER_4	SubWorld Fail.\n
L_PLAYER_5	NPC Fail.\n
L_PLAYER_6	player Packing sync data failed...\n
L_PLAYER_7	Load PlayerInfo Step %d Failed...\n
L_PLAYER_8	player Packing skill sync data failed...\n
L_PLAYER_9	 [ÊýÖµ]%sÊµ¼ÊÔö¼Ó¾­Ñé%dµã
L_PLAYER_10	%s (%s) ÔÚ%dÑ­»·¼ñÁË%dÁ½Òø×Ó\n
L_PLAYER_11	%s\nSubWorld:%d\nReviveID:%d\nMpsX:%d\nMpsY:%d\n
L_PLAYER_12	[%s][%s] sell %s(%s)(count:%d) to [%s][%s], GenTime:%u\r\n
L_PLAYER_13	TradeTime: %d-%d %d:%d:%d\r\n\r\n
L_PLAYER_14	%d/%d/%d %d:%d:%d
L_PLAYER_15	%s\t%s\t%d\t%s\t%d\t%d\r\n
L_PLAYER_16	Account %s, Player %s UseSilver Type = %d, UseType = %d, Count = %d\n
L_PLAYER_17	Exception Have Caught When Execute Script[%d]!!!!!
L_PLAYER_18	 [trade]trade Óë%s½»Ò×¿ªÊ¼£¡
L_PLAYER_19	 [trade]trade µÃµ½½»Ò×¶Ô·½Ç®ÐÅÏ¢£º%d
L_PLAYER_20	 [trade]trade ½»Ò×Íê³É£¡
L_PLAYER_21	 [trade]trade ½»Ò×È¡Ïû£¡

L_PLAYER_22	¼ñÈ¡ÎïÆ·\r\n
L_PLAYER_23	¼ñÈ¡½ðÇ®	%d\r\n
L_PLAYER_24	¶ªÆúÎïÆ·\r\n
L_PLAYER_25	Íæ¼ÒÏà»¥½»Ò×Âô³öÎïÆ·¸ø [%s]\r\n
L_PLAYER_26	Íæ¼ÒÏà»¥½»Ò×¶Ô·½ÕËºÅ [%s]½ÇÉ«Ãû [%s]	ÊÕÈë£º%d Ö§³ö£º%d\r\n
L_PLAYER_27	Song ph­¬ng giao dÞch tõ [%s] [%s] mua vµo vËt phÈm\r\n

L_PLAYERCHAT_0	 [chat]ÁÄÌìÊý¾Ý°ü´íÎó£¡
L_PLAYERCHAT_1	player Packing friend sync data failed...\n
L_PLAYERCHAT_2	player Packing friend 2 sync data failed...\n

L_PLAYERSET_0	SERVER:Player[%s] has been removed!
L_PLAYERSET_2	[error]Attach to a connected player named %s
L_PLAYERSET_3	[error]Find Guid to a disconnect player
L_PLAYERSET_4	%s ½Å±¾ÎÞ·¨¼ÓÔØ£¬¿ÉÄÜÎÄ¼þ²»´æÔÚ»òÓï·¨´íÎó
L_PlayerSet_AutohangItem	%s »ñµÃÁË %s\n
L_PLAYER_TIRE_MSG1	B¹n ®ang trong giai ®o¹n mÖt mái! HiÖu qu¶ luyÖn c«ng chØ nhËn ®­îc 50%! Xin h·y nghØ ng¬i, gi÷ g×n søc kháe!
L_PLAYER_TIRE_MSG2	B¹n ®· mÖt mái! Kh«ng nhËn ®­îc bÊt cø hiÖu qu¶ luyÖn c«ng nµo! Xin h·y nghØ ng¬i, gi÷ g×n søc kháe!
L_PLAYER_TIRE_MSG3	B¹n ®· ch¬i liªn tôc 4 giê 50 phót! ChØ cßn 10 phót ®Ó b¹n chuÈn bÞ rêi m¹ng! Xin h·y nghØ ng¬i, gi÷ g×n søc kháe!
L_PLAYER_TIRE_MSG4	B¹n ®· ch¬i liªn tôc 4 giê 59 phót! ChØ cßn 1 phót ®Ó b¹n chuÈn bÞ rêi m¹ng!Xin h·y nghØ ng¬i, gi÷ g×n søc kháe!
L_PLAYER_TIRE_MSG5	HÖ thèng ®· chÆn kh«ng cho ng­êi ch¬i tiÕp tôc ®¨ng nhËp! §îi h«m sau míi cã thÓ ch¬i tiÕp!
L_PLAYER_TIRE_MSG6	B¹n ®· mÖt mái, kh«ng thÓ t¨ng ®iÓm tiÒm n¨ng!
L_PLAYER_TIRE_MSG7	B¹n ®· mÖt mái, kh«ng thÓ t¨ng ®iÓm kü n¨ng!
L_PLAYER_TIRE_MSG8	B¹n ®· b¾t ®Çu mÖt mái! Kh«ng thÓ gia nhËp hoÆc rêi khái bang héi!
L_PLAYER_TIRE_MSG9	B¹n ®· mÖt mái! 
L_PLAYER_TIRE_MSG10	B¹n ®· mÖt mái, kh«ng thÓ ®èi tho¹i víi nh©n vËt nµy!
L_PLAYER_TIRE_MSG11	B¹n ®· mÖt mái! Kh«ng thÓ giao dÞch víi ng­êi kh¸c!
L_PLAYER_TIRE_MSG12	B¹n ®· mÖt mái! Kh«ng thÓ mua bÊt cø mãn g×!
L_PLAYER_TIRE_MSG13	Ng­êi nµy ®ang trong thêi gian mÖt mái, kh«ng thÓ b¸n hµng cho b¹n!



L_PLAYERSTALL_0	Recv  c2s_stallmarkprice request
L_PLAYERSTALL_1	Recv  c2s_stallmakeadv request
L_PLAYERSTALL_2	Recv  c2s_stallstallbuyitem request
L_PLAYERSTALL_3	Recv  c2s_stallexit request
L_PLAYERSTALL_4	Recv  c2s_stallrequestadv request
L_PLAYERSTALL_5	Recv  c2s_stallrequestiteminfo request
L_PLAYERSTALL_6	In KPlayerStall::ProcessStallProtocol recv unknown protocol
L_PLAYERSTALL_7	In KPlayerStall construcotr
L_PLAYERSTALL_8	KPlayerStall::CheckItemPriceRange : some item price is not correctly\n
L_PLAYERSTALL_9	KPlayerStall::GetItemPrice : the item  %d don't exist\n
L_PLAYERSTALL_10	KPlayerStall::SetItemPrice : the item  %d don't exist\n
L_PLAYERSTALL_11	KPlayerStall::CheckMakeStallCondition : you are in fight area\n
L_PLAYERSTALL_12	KPlayerStall::CheckMakeStallCondition : No item in equitment room\n
L_PLAYERSTALL_13	KPlayerStall::CheckMakeStallCondition : Player is on horse\n
L_PLAYERSTALL_14	KPlayerStall::HasEnoughSpace : no enough space for Width = %d , Height = %d \n
L_PLAYERSTALL_15	KPlayerStall::HasEnoughMoney : no enough Money  %d  \n
L_PLAYERSTALL_16	KPlayerStall::HasThisItem : item haven't  existed , Itemidx = %d, nX = %d , nY = %d ,Price = %d  nIdx = %d\n
L_PLAYERSTALL_17	KPlayerStall::HasThisItem : item couldn't be sell\n
L_PLAYERSTALL_18	KPlayerStall::HasThisItem : price rise,now price is %d, your pay is %d  \n
L_PLAYERSTALL_19	KPlayerStall::HasThisItem : price down,now price is %d, your pay is %d  \n
L_PLAYERSTALL_20	KPlayerStall::c2sstallmarkprice : the item be priced number is error	
L_PLAYERSTALL_21	Recv markprice item list:	
L_PLAYERSTALL_22	Recv markprice protocol, but cann't fit the condition	
L_PLAYERSTALL_23	Recv markprice protocol, but some item has a error price	
