key	value
L_TONG_LONG_7	 [GM²Ù×÷]Éè¶¨°ï»áµÈ¼¶Îª %s £¡ [GM thao tac ] Thiet dinh dang cap bang hoi la []! 
L_TONG_LONG_8	 [GM²Ù×÷]Éè¶¨°ï»á¾­ÑéÎª %s £¡ [GM thao tac ] Thiet dinh kinh nghiem bang hoi la []! 
L_TONG_LONG_9	 [GM²Ù×÷]Éè¶¨°ï»áµÈ¼¶Îª %s £¡²Ù×÷³É¹¦ [GM thao tac ] Thiet dinh dang cap bang hoi la []! thao tac thanh cong
L_TONG_LONG_10	 [GM²Ù×÷]Éè¶¨°ï»á¾­ÑéÎª %s £¡²Ù×÷³É¹¦ [GM thao tac ] Thiet dinh kinh nghiem bang hoi la []! thao tac thanh cong
L_TONG_LONG_11	 [GM²Ù×÷]Éè¶¨°ï»á [%s]ÖÐ³ÉÔ± [%s]Èë°ïÊ±¼äÎª£º%dÄê%dÔÂ%dÈÕ£¡ [GM thao tac ] Thiet dinh thoi gian nhap bang [] cua thanh vien [] trong bang hoi la: [] nam [] thang [] ngay! 
L_TONG_LONG_12	 [GM²Ù×÷]Éè¶¨°ï»á [%s]ÖÐ³ÉÔ± [%s]Èë°ïÊ±¼äÎª£º%dÄê%dÔÂ%dÈÕ£¡²Ù×÷³É¹¦ [GM thao tac ] Thiet dinh thoi gian nhap bang [] cua thanh vien [] trong bang hoi la: [] nam [] thang [] ngay! thao tac thanh cong
L_TONG_LONG_13	 [GM²Ù×÷]Ç¿ÖÆ½âÉ¢°ï»á [%s]£¡ [GM thao tac ] cuong che giai tan bang hoi []! 
L_TONG_LONG_14	 [GM²Ù×÷]Ç¿ÖÆ½âÉ¢°ï»á [%s]£¡²Ù×÷³É¹¦ [GM thao tac ] cuong che giai tan bang hoi []! thao tac thanh cong

L_RR_SAVE_FAIL	±£´æÍæ¼ÒºÃÓÑÐÅÏ¢³ö´í£¡ Giu gin su than thiet cua nguoi choi. Tin tuc bi sai! 
L_RR_SAVE_FAIL_2	±£´æÍæ¼ÒºÃÓÑÐÅÏ¢³ö´í£º%s Giu gin su than thiet cua nguoi choi. Tin tuc bi sai! 

L_SCRIPT_0	°üº¬ (Include) µÄ½Å±¾ÎÄ¼þ%sÊ±³ö´í¡£  Van ban goc (Include) [] bi sai. 
L_SCRIPT_1	½Å±¾Ö¸ÁîTaskSetMode´«ÈëµÄ²ÎÊýÊýÁ¿²»¶Ô£¡ Van ban goc chi dinh TaskSetMode so luong tham so chuyen nhap khong dung! 
L_SCRIPT_2	½Å±¾Ö¸ÁîTaskSetStartDay´«ÈëµÄ²ÎÊýÊýÁ¿²»¶Ô£¡ Van ban goc chi dinh TaskSetStartDay so luong tham so chuyen nhap khong dung! 

L_TASKCENTRE_0	ÏÂ´ÎÔËÐÐÊ±¼ä£º%d! Thoi gian van hanh lan sau:! 
L_TASKCENTRE_1	ÏÂ´ÎÔËÐÐÊ±¼ä£º%dÔÂ%dÈÕ! Thoi gian van hanh lan sau:  thang   ngay! 
L_TASKCENTRE_2	ÔØÈë¶¨Ê±ÈÎÎñÉè¶¨ÎÄ¼þÊ§°Ü£º%s!!!! Dowload thoi han nhiem vu. Thiet dinh file that bai:!!!!
L_TASKCENTRE_3	ÔØÈë¶¨Ê±ÈÎÎñÉè¶¨ÎÄ¼þÊ§°Ü£¬ÑÏÖØÎÊÌâ!!!! Dowload dinh gio, nhiem vu. Thiet dinh file that bai, van de nghiem trong!!!!
L_TASKCENTRE_4	ÔØÈë¶¨Ê±ÈÎÎñÉè¶¨ÎÄ¼þ£º%s Dowload dinh gio, nhiem vu. Thiet dinh file: 
L_TASKCENTRE_5	¶¨Ê±ÈÎÎñÊýÁ¿£º%d  thoi han nhiem vu, so luong: 
L_TASKCENTRE_6	¶¨Ê±ÈÎÎñ%d£º%s £¬´ÎÊý£º%d  Huy bo dinh gio, nhiem vu:, nhiem vu, so lan thiet dinh:  so lan da chap hanh: 
L_TASKCENTRE_7	Çå³ý¶¨Ê±ÈÎÎñ£º%s£¬ÈÎÎñÉè¶¨´ÎÊý£º%d  ÒÑÖ´ÐÐ´ÎÊý£º%d
L_TASKCENTRE_8	Í¨¹ý½Å±¾Ö¸ÁîÖ±½ÓÌí¼Ó¶¨Ê±ÈÎÎñ£º%s
L_TASKCENTRE_9	¶¨Ê±ÈÎÎñ³õÊ¼»¯²ÎÊýÉè¶¨³É¹¦£º%s Thiet dinh thanh cong thoi han nhiem vu: 
L_TASKCENTRE_10	¼ÓÔØ½Å±¾ÎÄ¼þ%sÊ±³ö´í£¬Çë¼ì²éÓï·¨. Gia tai file Van ban goc [] gio bi sai, xin kiem tra ngu phap. 
L_TASKCENTRE_11	¶¨Ê±ÈÎÎñ½Å±¾ÎÄ¼þ¼ÓÔØÊ§°Ü£º%s£¬ÑÏÖØÎÊÌâ£¡£¡£¡  thoi han nhiem vu gia tai that bai: [], van de nghiem trong!!! 
L_TASKCENTRE_12	Ð¶ÔØËùÓÐÈÎÎñ£¡ Tu choi nhiem vu dang mang! 
L_TASKCENTRE_13	µÃµ½½Å±¾Ö¸Áî·¢À´µÄÏûÏ¢£¬Ð¶ÔØÒ»¸öÈÎÎñ£º%s Nhan duoc Van ban goc tin tuc ra lenh, tu choi mot nhiem vu: []
L_TASKCENTRE_14	Éè¶¨¶¨Ê±ÈÎÎñÃû³Æ£º%s ThiÕt lËp thêi h¹n cho nhiÖm vô: []
L_TASKCENTRE_15	Éè¶¨¶¨Ê±ÈÎÎñÔËÐÐÊ±¼ä£º%dÊ±%d·Ö! Thiet lap thoi han cho nhiem vu thoi gian van hanh: [] gio [] phut! 
L_TASKCENTRE_16	Ä¿Ç°Ê±¼äÊÇ£º%dÊ±%d·Ö! Thoi gian truoc mat la: [] gio [] phut! 
L_TASKCENTRE_17	½ñÌì²»»áÔËÐÐ£ºÊ±¼ä¹ýÁË£¡  Hom nay khong the van hanh:thoi gian qua roi
L_TASKCENTRE_18	ÏÂ´ÎÔËÐÐÊ±¼ä£º%d:%d! %d  Thoi gian van hanh lan sau: []: []! []
L_TASKCENTRE_19	ÏÂ´ÎÔËÐÐÊ±¼ä£º%dÔÂ%dÈÕ! Thoi gian van hanh lan sau:  thang   ngay! 
L_TASKCENTRE_19_1	Thêi gian sö dông lÇn sau lµ: n¨m %d th¸ng %d ngµy %d!
L_TASKCENTRE_20	Éè¶¨¶¨Ê±ÈÎÎñÔËÐÐÊ±¼ä´íÎó£º%dÊ±%d·Ö%dÃë!!! Thiet lap thoi han cho nhiem vu, thoi gian van hanh bi sai: [] gio [] phut [] giay!!!
L_TASKCENTRE_21	Éè¶¨¶¨Ê±ÈÎÎñÆÕÍ¨Ä£Ê½¶à´ÎÔËÐÐ¼äµÄ¼ä¸ôÊ±¼ä£º%dÃëÒ»´Î! Thiet lap thoi han cho nhiem vu, dang thuc thong thuong, thoi gian gian cach trong qua trinh van hanh lien tuc: [] giay thu nhat! 
L_TASKCENTRE_22	Éè¶¨¶¨Ê±ÈÎÎñ ÈÕ Ä£Ê½¶à´ÎÔËÐÐ¼äµÄ¼ä¸ôÊ±¼ä£º%dÌìÒ»´Î! Thiet lap thoi han cho nhiem vu, dang thuc ngay, thoi gian gian cach trong qua trinh van hanh lien tuc: [] ngay thu nhat! 
L_TASKCENTRE_23	Éè¶¨¶¨Ê±ÈÎÎñ ÔÂ Ä£Ê½¶à´ÎÔËÐÐ¼äµÄ¼ä¸ôÊ±¼ä£º%dÔÂÒ»´Î! Thiet lap thoi han cho nhiem vu, dang thuc thang, thoi gian gian cach trong qua trinh van hanh lien tuc: [] thang thu nhat! 
L_TASKCENTRE_24	Éè¶¨¶¨Ê±ÈÎÎñÖ´ÐÐ´ÎÊý£º%d! Thiet lap thoi han cho nhiem vu, so lan chap hanh.....: []! 
L_TASKCENTRE_25	Éè¶¨¶¨Ê±ÈÎÎñÄ£Ê½£º%d £¬Ä£Ê½0£ºÆÕÍ¨Ä£Ê½£¬Ã¿Ìì¼¸´Î£»Ä£Ê½1£ºÃ¿¼¸ÌìÒ»´Î£»Ä£Ê½2£ºÃ¿¼¸ÔÂÒ»´Î£» Thiet lap thoi han cho nhiem vu, dang thuc: [], dang thuc 0:dang thuc thong thuong, moi ngay may lan;  dang thuc 1:
L_TASKCENTRE_26	Éè¶¨¶¨Ê±ÈÎÎñ¿ªÊ¼ÈÕÆÚ´íÎó£ºÔÂ·Ý²ÎÊý´íÎó %d ÔÂ Thiet lap thoi han cho nhiem vu, thoi gian bat dau bi sai:tham so phan thang bi sai [] thang
L_TASKCENTRE_27	Éè¶¨¶¨Ê±ÈÎÎñ¿ªÊ¼ÈÕÆÚ´íÎó£ºÈÕÆÚ²ÎÊý´íÎó %d ÈÕ Thiet lap thoi han cho nhiem vu, thoi gian bat dau bi sai:tham so thoi gian bi sai [] ngay 
L_TASKCENTRE_28	Éè¶¨¶¨Ê±ÈÎÎñ¿ªÊ¼ÈÕÆÚ£º%d ÔÂ %d ÈÕ Thiet lap thoi han cho nhiem vu, thoi gian bat dau: [] thang [] ngay 
L_TASKCENTRE_29	Ö´ÐÐ¶¨Ê±ÈÎÎñ£º%s Chap hanh thoi han nhiem vu: []
L_TASKCENTRE_30	Ö´ÐÐÈÎÎñ½Å±¾³ö´í!%s Chap hanh nhiem vu Van ban goc bi sai! []
L_TASKCENTRE_31	Ö´ÐÐ¶¨Ê±ÈÎÎñ½Å±¾³ö´í£º%s£¡£¡£¡ Chap hanh thoi han nhiem vu Van ban goc bi sai: []!!!

L_TONGCONNECT_0	°ïÖ÷´«Î»£º´«¸ø%s£¬¹¥³ÇÕ½×´Ì¬£º%d£¡ Bang chu chuyen vi:chuyen cho, trang thai cong thanh chien:! 
L_TONGCONNECT_1	°ïÖ÷´«Î»£º¹¥³ÇÕ½´«Î»²Ù×÷Ëø¶¨£¡ Bang chu chuyen vi:cong thanh chien chuyen vi thao tac lap ma khoa! 
L_TONGCONNECT_2	°ïÖ÷´«Î»£º%s½ÓÊÜ´«Î»£¡¹¥³ÇÕ½×´Ì¬£º%d£¡ Bang chu chuyen vi:  tiep thu chuyen vi! trang thai cong thanh chien:! 
L_TONGCONNECT_4	%s Hñy bá mèi quan hÖ b»ng h÷u víi B¹n. 
L_TONGCONNECT_5	%s Hñy bá quan hÖ phu thª víi B¹n. 
L_TONGCONNECT_6	%s Hñy bá quan hÖ th©n nh©n víi B¹n. 
L_TONGCONNECT_7	Bang chñ truyÒn vÞ thÊt b¹i: ng©n quü bang héi (%s) kh«ng ®ñ %d v¹n
L_TONGCONNECT_8	Bang chñ truyÒn vÞ thµnh c«ng: Chøc vÞ bang chñ bang (%s) do (%s) truyÒn l¹i cho (%s), ng©n quü bang bÞ khÊu trõ %d v¹n.

L_RELAY_LOG_START	\r\n*\r\n***** S3Relay Start (@ %04d/%02d/%02d %02d:%02d:%02d.%03d) >>>>>\r\n*\r\n\r\n
L_RELAY_LOG_END	\r\n*\r\n***** S3Relay Stop (@ %04d/%02d/%02d %02d:%02d:%02d.%03d) <<<<<\r\n*\r\n\r\n

L_S3RELAY_INIT_ALREADY	¾¯¸æ: S3RelayÒÑ¾­Æô¶¯£¡ Canh bao:S3Relay da Khoi dong! 
L_S3RELAY_INIT_START	S3Relay-¿ªÊ¼Æô¶¯£¡ S3Relay- Bat dau Khoi dong! 
L_S3RELAY_INIT_FINISHED	S3Relay-Æô¶¯Íê±Ï£¡ S3Relay- Khoi dong hoan tat! 
L_S3RELAY_INIT_FAIL	FAIL: S3RelayÆô¶¯Ê§°Ü£¡ S3Relay Khoi dong that bai! 
L_S3RELAY_LOGIN_FAIL	FAIL: ***ÕÊºÅÃÜÂë´íÎó!*** *** mat ma Account bi sai! ***
L_S3RELAY_UNINIT_START	S3Relay-¿ªÊ¼¹Ø±Õ£¡ S3Relay- bat dau dong lai! 
L_S3RELAY_UNINIT_FINISHED	S3Relay-¹Ø±ÕÍê³É£¡ S3Relay- dong lai hoan thanh! 
L_S3RELAY_UNINIT_RUNTIMER_FAIL	FAIL: ¼ÇÂ¼ÔËÐÐÊ±¼äÊ§°Ü£¡ thoi gian van hanh ky luc that bai! 
L_S3RELAY_UNINIT_SHAREDB_FAIL	FAIL: ¹²ÏíÊý¾Ý¿â¹Ø±Õ³ö´í£¡ cong huong, kho du lieu dong lai bi sai! 
L_S3RELAY_UNINIT_OFFLINEMSGDB_FAIL	FAIL: ¹Ø±ÕÀëÏßÁôÑÔÊý¾Ý¿â³ö´í£¡ loi nhac khi thoat khoi mang kho du lieu bi sai! 

L_S3RELAY_DISCONN_RELAY_ROOT	S3Relay: ÓëRelayRootµÄÁ´½Ó¶Ï¿ªÁË -  cung voi RelayRoot lien tiep bi ngat quang - 
L_S3RELAY_TO_RECONNECT_RELAYROOT	S3Relay: ÕýÔÚÖØÁ¬RelayRoot dang tro lai RelayRoot
L_S3RELAY_DISCONN_GS_CHAT	S3Relay: ÓëGameSvrµÄÁÄÌìÁ¬½Ó¶Ï¿ªÁË -  cung voi GameSvr tan gau bi lien tuc gian doan - 
L_S3RELAY_NOTIFY_TO_STOP	RelayµÄ·þÎñ½«±»Í£Ö¹£¡\nÇëÈ·ÈÏÍø¹ØÓëRelayRoot¶¼ÒÑ¿ªÆô£¬\n²¢¼ì²éµÇÂ½Ê±µÄÃÜÂëÕÊºÅÊÇ·ñÕýÈ·¡£\ntrang thai phuc vu bi dinh chi! \n xin xac nhap ma dong cung voi RelayRoot deu da khoi dong, \n xin kiem tra lai so Account va mat ma da chinh xac chua.

L_S3RELAY_INIT_SCRIPT_FIAIL	FAIL: Æô¶¯½Å±¾Ä£¿é³ö´í£¡ Khoi dong Van ban goc Mo-dun bi sai! 
L_S3RELAY_INIT_NC_CHECK_FAIL	FAIL: Î´ÄÜÍ¨¹ýÍø¿¨¼ì²é£¡ chua the thong qua he thong kiem tra Account! 
L_S3RELAY_INIT_HEAVEN_FAIL	FAIL: Æô¶¯HeavenÄ£¿é³ö´í£¡ Khoi dong Heaven Mo-dun bi sai! 
L_S3RELAY_INIT_RAINBOW_FAIL	FAIL: Æô¶¯RainbowÄ£¿é³ö´í£¡ Khoi dong Rainbow Mo-dun bi sai! 
L_S3RELAY_INIT_CHNLMGR_FAIL	FAIL: Æô¶¯ÁÄÌìÆµµÀÄ£¿é³ö´í£¡ Khoi dong tan so tan gau, Mo-dun bi sai! 
L_S3RELAY_INIT_FRIENDMGR_FAIL	FAIL: Æô¶¯ºÃÓÑÄ£¿é³ö´í£¡ Khoi dong hao huu, Mo-dun bi sai! 
L_S3RELAY_INIT_RELAYCENTRE_FAIL	FAIL: Æô¶¯RelayCentre³ö´í£¡ Khoi dong RelayCentre bi sai! 
L_S3RELAY_INIT_ROOTCENTRE_FAIL	FAIL: Æô¶¯RootCentre³ö´í£¡ Khoi dong RootCentre bi sai! 
L_S3RELAY_INIT_ROOTCLIENT_FAIL	FAIL: ÓëRootRelay½¨Á¢Á¬½Ó³ö´í -  cung voi RootRelay lap lien tiep bi sai bi sai - 
L_S3RELAY_INIT_GATEWAYCENTRE_FAIL	FAIL: Æô¶¯Íø¹ØÁ¬½Ó¹ÜÀíÄ£¿é³ö´í£¡ Khëi ®éng qu¶n lý c¸c tÇn sè trªn m¹ng, M«-®un bÞ sai! 
L_S3RELAY_INIT_GATEWAY_FAIL	FAIL: ÓëÍø¹Ø½¨Á¢Á¬½Ó³ö´í -  lËp tÇn sè qu¶n lý trªn m¹ng bÞ sai - 
L_S3RELAY_INIT_HOSTCENTRE_FAIL	FAIL: Æô¶¯ÓÎÏ·ÊÀ½ç·þÎñÆ÷Á¬½Ó¹ÜÀíÄ£¿é³ö´í£¡ Khoi dong the gioi tro choi, may phuc vu co su co, Mo-dun bi sai! 
L_S3RELAY_INIT_SHAREDB_FAIL	FAIL: ´ò¿ª¹²ÏíÊý¾Ý¿â³ö´í£¡ mo cong huong kho du lieu bi sai! 
L_S3RELAY_INIT_OFFLINEMSGDB_FAIL	FAIL: ´ò¿ªÀëÏßÁôÑÔÊý¾Ý¿â³ö´í£¡ mo loi nhac khi roi mang kho du lieu bi sai! 

L_RELAYSRV_START_FAIL	FAIL: relay·þÎñ-Æô¶¯Ê§°Ü£¡ relay phuc vu - Khoi dong that bai! 
L_HOSTSRV_START_FAIL	FAIL: ÓÎÏ··þÎñÆ÷Á¬½Ó·þÎñ-Æô¶¯Ê§°Ü£¡ May phuc vu lien tiep phuc vu tro choi - Khoi dong that bai! 
L_CHATSRV_START_FAIL	FAIL: ÁÄÌì·þÎñ-Æô¶¯Ê§°Ü£¡ phuc vu tan gau - Khoi dong that bai! 
L_TONGSRV_START_FAIL	FAIL: °ïÅÉ·þÎñ-Æô¶¯Ê§°Ü£¡ phôc vô bang ph¸i - Khëi ®éng thÊt b¹i! 

L_TONGSET_INIT_OK	°ïÅÉÄ£¿é-³õÊ¼»¯³É¹¦ bang phai Mo-dun -so khoi thanh cong 
L_TONGSET_INIT_FAILED	FAIL: °ïÅÉÄ£¿é-³õÊ¼»¯Ê§°Ü£¡ bang phai Mo-dun - so khoi that bai! 

L_DUNGEONMAP_INIT_OK	Reset map phã b¶n thµnh c«ng
L_DUNGEONMAP_INIT_FAILED	Reset map phã b¶n thÊt b¹i!

L_TONGSVR_NEW_CONNECT	°ïÅÉ·þÎñ-Óëip:%s½¨Á¢Á¬½Ó¡£  Phuc vu bang phai - cung voi ip:  lap lien tiep. 
L_TONGSVR_CLOSE_CONNECT	°ïÅÉ·þÎñ-¹Ø±ÕÓëip:%sµÄÁ¬½Ó¡£ Phuc vu bang phai - dong lai cung voi ip:  lien tiep. 

L_TONG_CREATE_ONE	°ïÅÉ- [%s]´´½¨ [%s]³É¹¦¡£ bang phai - [ ] sang lap [ ]thanh cong. 
L_TONG_CREATE_ONE_FAIL	FAIL: °ïÅÉ- [%s]´´½¨ [%s]Ê§°Ü¡£ bang phai - [ ] sang lap [ ]that bai. 

L_TONGDB_STORE_BRIEF_BEGIN	°ïÅÉÊý¾Ý¿â-±£´æ°ïÅÉÐÅÏ¢¿ªÊ¼ Kho du lieu bang phai-bao ton tin tuc bang phai bat dau 
L_TONGDB_STORE_BRIEF_SUCCESS	°ïÅÉÊý¾Ý¿â-±£´æ°ïÅÉÐÅÏ¢³É¹¦ Kho du lieu bang phai -bao ton tin tuc bang phai thanh cong 
L_TONGDB_STORE_BRIEF_FAILED	°ïÅÉÊý¾Ý¿â-±£´æ°ïÅÉ [%s]ÐÅÏ¢Ê§°Ü£¡ Kho du lieu bang phai -bao ton tin tuc [ ] bang phai that bai! 
L_TONGDB_STORE_MEMBER_BEGIN	°ïÅÉÊý¾Ý¿â-±£´æ³ÉÔ±ÐÅÏ¢¿ªÊ¼ Kho du lieu bang phai -bao ton tin tuc thanh vien bat dau 
L_TONGDB_STORE_MEMBER_SUCCESS	°ïÅÉÊý¾Ý¿â-±£´æ³ÉÔ±ÐÅÏ¢³É¹¦ Kho du lieu bang phai -bao ton tin tuc thanh vien thanh cong 
L_TONGDB_STORE_MEMBER_FAILED	°ïÅÉÊý¾Ý¿â-±£´æ³ÉÔ± [%s]ÐÅÏ¢Ê§°Ü£¡ Kho du lieu bang phai -bao ton tin tuc [ ] thanh vien that bai! 
L_TONGDB_OPEN_FAILED	FAIL: °ïÅÉÊý¾Ý¿â´ò¿ªÊ§°Ü£¡ FAIL:Kho du lieu bang phai mo ra that bai! 

L_TONGDB_FLUSH_SUCCESS	°ïÅÉÊý¾Ý¿â-Ë¢ÐÂ³É¹¦¡£ Kho du lieu bang phai-cap nhat thanh cong. 
L_TONGDB_FLUSH_FAILED	°ïÅÉÊý¾Ý¿â-Ë¢ÐÂÊ§°Ü£¡ Kho du lieu bang phai-cap nhat that bai! 
L_TONGDB_BACKUP_BEING	°ïÅÉÊý¾Ý¿â-¿ªÊ¼±¸·Ý¹ý³Ì... Kho du lieu bang phai- bat dau qua trinh du bi...
L_TONGDB_BACKUP_FAILED	°ïÅÉÊý¾Ý¿â-±¸·Ý-³ö´í£¡ Kho du lieu bang phai- du bi- bi sai! 
L_TONGDB_BACKUP_SUCCESS	°ïÅÉÊý¾Ý¿â-±¸·Ý-³É¹¦¡£ Kho du lieu bang phai-du bi-thanh cong. 
L_TONGDB_BACKUP_OPEN_ORIG_FAIL	°ïÅÉÊý¾Ý¿â-±¸·Ý-´ò¿ªÔ­ÓÐ¿âÊ§°Ü£¡ Kho du lieu bang phai-du bi-mo kho du lieu hien huu that bai! 
L_TONGDB_BACKUP_OPEN_BK_FAIL	°ïÅÉÊý¾Ý¿â-±¸·Ý-´´½¨±¸·Ý¿âÊ§°Ü£¡ Kho du lieu bang phai-du bi- sang lap kho du lieu du bi that bai! 
L_TONGDB_BACKUP_ACCE_TONG_FAIL	°ïÅÉÊý¾Ý¿â-±¸·Ý-ÒâÍ¼·ÃÎÊÔ­°ï»áÐÅÏ¢Ê§°Ü£¡ Kho du lieu bang phai-du bi- y do phong van tin tuc bang hoi that bai! 
L_TONGDB_BACKUP_COPY_TONG_FAIL	°ïÅÉÊý¾Ý¿â-±¸·Ý-¸´ÖÆ°ï»á [%s]Êý¾Ý³ö´í£¡ Kho du lieu bang phai-du bi- phuc che du lieu bang hoi [ ] bi sai! 
L_TONGDB_BACKUP_ERR_TONG	°ïÅÉÊý¾Ý¿â-±¸·Ý-Óö¼û´íÎó°ï»á [%s]£¡ Kho du lieu bang phai- du bi-chuyen nhapbang hoi bi sai [ ]! 
L_TONGDB_BACKUP_ACCE_MEMB_FAIL	°ïÅÉÊý¾Ý¿â-±¸·Ý-ÒâÍ¼·ÃÎÊÔ­³ÉÔ±¿âÊ§°Ü£¡ Kho du lieu bang phai-du bi-y do phong van du lieu thanh vien that bai! 
L_TONGDB_BACKUP_COPY_MEMB_FAIL	°ïÅÉÊý¾Ý¿â-±¸·Ý-¸´ÖÆ°ï»á³ÉÔ± [%s]³ö´í£¡ Kho du lieu bang phai- du bi-phuc che thanh vien bang hoi [ ] bi sai! 
L_TONGDB_BACKUP_ERR_MEMB	°ïÅÉÊý¾Ý¿â-±¸·Ý-Óö¼û´íÎó°ï»á³ÉÔ± [%s]£¡ Kho du lieu bang phai- du bi- chuyen nhap bi sai thanh vien bang hoi [ ]! 

L_PR_ERROR_RELATION_RECORD	Íæ¼Ò¹ØÏµ- [%s]¼ÍÂ¼¼ÓÔØÊ±·¢ÏÖ´íÎóµÄÊý¾Ý¡£ Quan he nguoi choi - [ ] trong thoi gian gia tai phat hien du lieuco sai sot. 
L_PR_NOT_ON_LINE_WHEN_ADD_RELA	Íæ¼Ò¹ØÏµ- [%s]Óë [%s]½¨Á¢ [%s]¹ØÏµÊ±Ç°Õß²»ÔÚÏß¡£ Quan he nguoi choi - [ ] cung voi [ ] lap [ ] nhung nguoi quan he truoc day khong co tren mang. 
L_PR_MATE_NOT_MATCH	Íæ¼Ò¹ØÏµ- [%s]Óë [%s]µÄÅäÅ¼¹ØÏµ²»Æ¥Åä¡£ Quan he nguoi choi - [ ] cung voi [ ] quan he phoi ngau khong phu hop. 

L_HOSTCONNECT_RECV_UNKNOW_PKG	¾¯¸æ:hostÁ¬½ÓÊÕµ½²»Ã÷µÄÊý¾Ý°ü (%d) ¡£ Canh cao:host lien tiep nhan duoc nhung du lieu khong ro rang. 
L_BACKUP_FINISHED	±¸·ÝÈ«²¿³É¹¦Ö´ÐÐÍê±Ï¡£ Du bi toan bo thanh cong, chap hanh hoan tat. 
L_BACKUP_FINISHED_FAILED	±¸·ÝÈ«²¿Ö´ÐÐÍê±Ï£¬ÆÚ¼äÓÐ´íÎó·¢Éú£¡ Du bi toan bo chap hanh hoan tat, thoi gian co chut sai lech! 
L_BACKUP_DOING	§ang xö lý file dô tr÷, xin ®îi gi©y l¸t….

L_NOTENOUGHSPACE_INFO	Kho¶ng trèng trong æ ®Üa kh«ng ®ñ %d G,  kh«ng thÓ l­u file!, xin xãa bít file ®Ó cã kho¶ng trèng!
L_RELATION_RENAME	%s%s cña b¹n ®· ®æi tªn lµ %s, xin ®¨ng nhËp l¹i vµ thay ®æi danh s¸ch h¶o h÷u
L_TONGMEMBER_RENAME	Thµnh viªn bang héi %s ®· ®æi tªn lµ %s
L_RELATION_FRIEND	B¹n h÷u
L_RELATION_ENEMY	Cõu nh©n 
L_RELATION_RELATIVE	Th©n nh©n 
L_RELATION_MATE	Phèi ngÉu 

G_CITYWARDATA_0	< Vßng §¶ L«i §µi míi nhÊt >\n
G_CITYWARDATA_1	Hai bªn quyÕt ®Êu: 
G_CITYWARDATA_2	TrËn thi ®Êu b¸n kÕt: 
G_CITYWARDATA_3	L­ît thi ®Êu thø %u: 
G_CITYWARDATA_4	%s ®Êu víi %s
G_CITYWARDATA_5	%s th¾ng %s
G_CITYWARDATA_6	<< Khu vùc thµnh %s >>\n
G_CITYWARDATA_7	, 
G_CITYWARDATA_8	Thi ®Êu vÉn ch­a tiÕn hµnh...
G_CITYWARDATA_9	<Khu vùc khiªu chiÕn %s - ®¹i chiÕn L«i ®µi>\n 
G_CITYWARDATA_10	Tr­íc m¾t ®ang lµ thêi gian hßa b×nh \n
G_CITYWARDATA_11	Khu vùc L«i ®µi hiÖn ®ang b¸o danh \n
G_CITYWARDATA_12	Khu vùc L«i ®µi ®· c«ng bè tr×nh tù thi ®Êu \n
G_CITYWARDATA_13	Khu vùc L«i ®µi ®· tiÕn hµnh thi ®Êu \n
G_CITYWARDATA_14	 §· tuyÓn ®­îc mét bang héi khiªu chiÕn %s, phe c«ng thµnh chuÈn bÞ chiÕn ®Êu \n
G_CITYWARDATA_15	C«ng thµnh chiÕn ®· b¾t ®Çu \n
G_CITYWARDATA_16	§ang lóc hçn ®én \n
G_CITYWARDATA_17	Chän vÞ Th¸i Thó t¹i thµnh lµm %s, thèng lÜnh bang héi %s\n
G_CITYWARDATA_18	ThiÕt lËp thuÕ suÊt giao dÞch lµ %u, chØ sè vËt gi¸ lµ %u\n
G_CITYWARDATA_19	ThuÕ suÊt míi vÉn ch­a c«ng bè \n
G_CITYWARDATA_20	Thêi gian chiÕm lÜnh: %ld ngµy \n
G_CITYWARDATA_21	Thêi gian chiÕm lÜnh:? \n
G_CITYWARDATA_22	Thµnh nµy vÉn ch­a cã vÞ Th¸i Thó \n
L_ADD_SELF_TAG_TOO_FAST	Ng­¬i ph¸t biÓu t©m t×nh qu¸ nhiÒu, xin h·y ®îi %d phót %d gi©y sau h·y thö l¹i
L_ADD_SELF_TAG_MSG	%s ®· göi mét dßng t©m t×no: %s
L_RECEIVE_OTHER_TAG	Ng­¬i nhËn ®­îc %s sù ®¸nh gi¸ tõ giang hå
L_ADD_OTHER_TAG_TOO_FAST	§¸nh gi¸ cña ng­¬i ®èi víi %s qu¸ nhiÒu råi, xin h·y ®îi ®Õn %d phót %d gi©y sau h·y thö l¹i
L_RELATION_NOT_ALLOW_TAG	§Çu tiªn xin h·y ®¸nh gi¸ %s víi nh÷ng ng­êi cã quan hÖ h·o h÷u/ng­êi th©n/phèi ngÉu sau ®ã sÏ ®¸nh gi¸ cho anh ta/c« ta nhÐ
L_STR_FORBIDJUDGE	HiÖn t¹i ®èi ph­¬ng kh«ng cho phÐp ®¸nh gi¸
