CharacterName	CharacterType	ResFilePath	PartFileName	WeaponActionTab1	WeaponActionTab2	ActionRenderOrderTab	Head	Hair	Shoulder	Body	LeftHand	RightHead	LeftWeapon	RightWeapon	HorseFront	HorseMiddle	HorseBack	Mantle
critter044	NormalNpc	spr\npcres\critter\critter044																
critter045	NormalNpc	spr\npcres\critter\critter045																
boss001	NormalNpc	spr\npcres\boss\boss001																
boss002	NormalNpc	spr\npcres\boss\boss002																
boss005	NormalNpc	spr\npcres\boss\boss005																
boss011	NormalNpc	spr\npcres\boss\boss011																
boss014	NormalNpc	spr\npcres\boss\boss014																
boss015	NormalNpc	spr\npcres\boss\boss015																
boss018	NormalNpc	spr\npcres\boss\boss018																
boss008	NormalNpc	spr\npcres\boss\boss008																
boss012	NormalNpc	spr\npcres\boss\boss012																
boss006	NormalNpc	spr\npcres\boss\boss006																
enemy195	NormalNpc	spr\npcres\enemy\enemy195																
enemy196	NormalNpc	spr\npcres\enemy\enemy196																
enemy197	NormalNpc	spr\npcres\enemy\enemy197																
enemy198	NormalNpc	spr\npcres\enemy\enemy198																
passerby193	NormalNpc	spr\npcres\passerby\passerby193																
passerby194	NormalNpc	spr\npcres\passerby\passerby194																
passerby195	NormalNpc	spr\npcres\passerby\passerby195																
passerby196	NormalNpc	spr\npcres\passerby\passerby196																
passerby197	NormalNpc	spr\npcres\passerby\passerby197																
passerby198	NormalNpc	spr\npcres\passerby\passerby198																
passerby199	NormalNpc	spr\npcres\passerby\passerby199																
passerby200	NormalNpc	spr\npcres\passerby\passerby200																
enemy199	NormalNpc	spr\npcres\enemy\enemy199																
enemy200	NormalNpc	spr\npcres\enemy\enemy200																
enemy201	NormalNpc	spr\npcres\enemy\enemy201																
enemy202	NormalNpc	spr\npcres\enemy\enemy202																
enemy203	NormalNpc	spr\npcres\enemy\enemy203																
enemy204	NormalNpc	spr\npcres\enemy\enemy204																
enemy205	NormalNpc	spr\npcres\enemy\enemy205																
enemy206	NormalNpc	spr\npcres\enemy\enemy206																
enemy207	NormalNpc	spr\npcres\enemy\enemy207																
enemy208	NormalNpc	spr\npcres\enemy\enemy208																
npc050111001	NormalNpc	spr\npcres\event\npc050111001																
npc050111002	NormalNpc	spr\npcres\event\npc050111002																
npc050111003	NormalNpc	spr\npcres\event\npc050111003																
npc050111004	NormalNpc	spr\npcres\event\npc050111004																
npc050111005	NormalNpc	spr\npcres\event\npc050111005																
npc050111006	NormalNpc	spr\npcres\event\npc050111006																
npc050111007	NormalNpc	spr\npcres\event\npc050111007																
npc050111008	NormalNpc	spr\npcres\event\npc050111008																
npc050111009	NormalNpc	spr\npcres\event\npc050111009																
npc050111010	NormalNpc	spr\npcres\event\npc050111010																
npc050111011	NormalNpc	spr\npcres\event\npc050111011																
npc050111012	NormalNpc	spr\npcres\event\npc050111012																
boss003	NormalNpc	spr\npcres\boss\boss003																
boss004	NormalNpc	spr\npcres\boss\boss004																
boss007	NormalNpc	spr\npcres\boss\boss007																
boss009	NormalNpc	spr\npcres\boss\boss009																
boss013	NormalNpc	spr\npcres\boss\boss013																
boss017	NormalNpc	spr\npcres\boss\boss017																
boss019	NormalNpc	spr\npcres\boss\boss019																
boss022	NormalNpc	spr\npcres\boss\boss022																
boss023	NormalNpc	spr\npcres\boss\boss023																
boss024	NormalNpc	spr\npcres\boss\boss024																
passerby201	NormalNpc	spr\skill\gongcheng																
boss010	NormalNpc	spr\npcres\boss\boss010																
passerby202	NormalNpc	spr\obj\box																
boss016	NormalNpc	spr\npcres\boss\boss016																
boss020	NormalNpc	spr\npcres\boss\boss020																
boss025	NormalNpc	spr\npcres\boss\boss025																
boss026	NormalNpc	spr\npcres\boss\boss026																
boss027	NormalNpc	spr\npcres\boss\boss027																
boss028	NormalNpc	spr\npcres\boss\boss028																
boss029	NormalNpc	spr\npcres\boss\boss029																
boss030	NormalNpc	spr\npcres\boss\boss030																
boss031	NormalNpc	spr\npcres\boss\boss031																
boss032	NormalNpc	spr\npcres\boss\boss032																
passerby203	NormalNpc	spr\item\mid_autumn																
boss033	NormalNpc	spr\npcres\boss\boss033																
boss034	NormalNpc	spr\npcres\boss\boss034																
boss035	NormalNpc	spr\npcres\boss\boss035																
boss036	NormalNpc	spr\npcres\boss\boss036																
boss037	NormalNpc	spr\npcres\boss\boss037																
boss038	NormalNpc	spr\npcres\boss\boss038																
boss039	NormalNpc	spr\npcres\boss\boss039																
boss040	NormalNpc	spr\npcres\boss\boss040																
boss041	NormalNpc	spr\npcres\boss\boss041																
boss042	NormalNpc	spr\npcres\boss\boss042																
passerby204	NormalNpc	spr\npcres\passerby\passerby204																
passerby205	NormalNpc	spr\npcres\passerby\passerby205																
passerby206	NormalNpc	spr\npcres\passerby\passerby206																
passerby207	NormalNpc	spr\npcres\passerby\passerby207																
boss043	NormalNpc	spr\npcres\boss\boss043																
boss044	NormalNpc	spr\npcres\boss\boss044																
boss045	NormalNpc	spr\npcres\boss\boss045																
ani068	NormalNpc	spr\npcres\animal\ani068																
ani069	NormalNpc	spr\npcres\animal\ani069																
enemy209	NormalNpc	spr\npcres\enemy\enemy209																
enemy210	NormalNpc	spr\npcres\enemy\enemy210																
enemy211	NormalNpc	spr\npcres\enemy\enemy211																
enemy212	NormalNpc	spr\npcres\enemy\enemy212																
enemy213	NormalNpc	spr\npcres\enemy\enemy213																
enemy214	NormalNpc	spr\npcres\enemy\enemy214																
enemy215	NormalNpc	spr\npcres\enemy\enemy215																
enemy216	NormalNpc	spr\npcres\enemy\enemy216																
enemy217	NormalNpc	spr\npcres\enemy\enemy217																
enemy218	NormalNpc	spr\npcres\enemy\enemy218																
enemy219	NormalNpc	spr\npcres\enemy\enemy219																
enemy220	NormalNpc	spr\npcres\enemy\enemy220																
enemy221	NormalNpc	spr\npcres\enemy\enemy221																
enemy222	NormalNpc	spr\npcres\enemy\enemy222																
enemy223	NormalNpc	spr\npcres\enemy\enemy223																
enemy224	NormalNpc	spr\npcres\enemy\enemy224																
passerby208	NormalNpc	spr\npcres\passerby\passerby208																
passerby209	NormalNpc	spr\npcres\passerby\passerby209																
passerby210	NormalNpc	spr\npcres\passerby\passerby210																
passerby211	NormalNpc	spr\npcres\passerby\passerby211																
passerby212	NormalNpc	spr\obj\prop																
passerby213	NormalNpc	spr\obj\signpost																
building1	NormalNpc	spr\npcres\building																
building2	NormalNpc	spr\npcres\building																
building3	NormalNpc	spr\npcres\building																
building4	NormalNpc	spr\npcres\building																
building5	NormalNpc	spr\npcres\building																
building6	NormalNpc	spr\npcres\building																
building7	NormalNpc	spr\npcres\building																
passerby214	NormalNpc	spr\obj\prop																
passerby215	NormalNpc	spr\obj\prop																
building8	NormalNpc	spr\npcres\building																
building9	NormalNpc	spr\npcres\building																
building10	NormalNpc	spr\npcres\building																
building11	NormalNpc	spr\npcres\building																
building12	NormalNpc	spr\npcres\building																
building13	NormalNpc	spr\npcres\building																
building14	NormalNpc	spr\npcres\building																
building15	NormalNpc	spr\npcres\building																
building16	NormalNpc	spr\npcres\building																
building17	NormalNpc	spr\npcres\building																
building18	NormalNpc	spr\npcres\building																
building19	NormalNpc	spr\npcres\building																
building20	NormalNpc	spr\npcres\building																
building21	NormalNpc	spr\npcres\building																
building22	NormalNpc	spr\npcres\building																
building23	NormalNpc	spr\npcres\building																
building24	NormalNpc	spr\npcres\building																
building25	NormalNpc	spr\npcres\building																
building26	NormalNpc	spr\npcres\building																
building27	NormalNpc	spr\npcres\building																
building28	NormalNpc	spr\npcres\building																
building29	NormalNpc	spr\npcres\building																
building30	NormalNpc	spr\npcres\building																
building31	NormalNpc	spr\npcres\building																
building32	NormalNpc	spr\npcres\building																
building33	NormalNpc	spr\npcres\building																
building34	NormalNpc	spr\npcres\building																
building35	NormalNpc	spr\npcres\building																
boss046	NormalNpc	spr\npcres\boss\boss046																
boss047	NormalNpc	spr\npcres\boss\boss047																
boss048	NormalNpc	spr\npcres\boss\boss048																
boss049	NormalNpc	spr\npcres\boss\boss049																
boss050	NormalNpc	spr\npcres\boss\boss050																
boss051	NormalNpc	spr\npcres\boss\boss051																
boss052	NormalNpc	spr\npcres\boss\boss052																
boss053	NormalNpc	spr\npcres\boss\boss053																
boss054	NormalNpc	spr\npcres\boss\boss054																
boss055	NormalNpc	spr\npcres\boss\boss055																
building36	NormalNpc	spr\npcres\building																
building37	NormalNpc	spr\npcres\building																
item001	NormalNpc	spr\obj\item\																
boss056	NormalNpc	spr\npcres\boss\boss056																
boss057	NormalNpc	spr\npcres\boss\boss057																
item002	NormalNpc	spr\item\vietnam\midautumn06																
item003	NormalNpc	spr\item\vietnam\midautumn06																
item004	NormalNpc	spr\item\vietnam\midautumn06																
item005	NormalNpc	spr\item\vietnam\midautumn06																
item006	NormalNpc	spr\item\vietnam\midautumn06																
item007	NormalNpc	spr\item\vietnam\midautumn06																
boss058	NormalNpc	spr\npcres\boss\boss058																
boss059	NormalNpc	spr\npcres\boss\boss059																
boss060	NormalNpc	spr\npcres\boss\boss060																
boss061	NormalNpc	spr\npcres\boss\boss061																
boss062	NormalNpc	spr\npcres\boss\boss062																
boss063	NormalNpc	spr\npcres\boss\boss063																
boss064	NormalNpc	spr\npcres\boss\boss064																
boss065	NormalNpc	spr\npcres\boss\boss065																
boss066	NormalNpc	spr\npcres\boss\boss066																
boss067	NormalNpc	spr\npcres\boss\boss067																
passerby216	NormalNpc	spr\npcres\passerby\passerby216																
passerby217	NormalNpc	spr\obj\item																
boss068	NormalNpc	spr\npcres\boss\boss068																
passerby218	NormalNpc	spr\npcres\passerby\passerby218																
passerby219	NormalNpc	spr\npcres\passerby\passerby219																
passerby220	NormalNpc	spr\npcres\passerby\passerby220																
passerby221	NormalNpc	spr\npcres\passerby\passerby221																
passerby222	NormalNpc	spr\npcres\passerby\passerby222																
passerby223	NormalNpc	spr\npcres\passerby\passerby223																
passerby224	NormalNpc	spr\npcres\passerby\passerby224																
passerby225	NormalNpc	spr\npcres\passerby\passerby225																
passerby226	NormalNpc	spr\npcres\passerby\passerby226																
passerby227	NormalNpc	spr\npcres\passerby\passerby227																
passerby228	NormalNpc	spr\npcres\passerby\passerby228																
passerby229	NormalNpc	spr\npcres\passerby\passerby229																
passerby230	NormalNpc	spr\npcres\passerby\passerby230																
passerby231	NormalNpc	spr\npcres\passerby\passerby231																
passerby232	NormalNpc	spr\npcres\passerby\passerby232																
passerby233	NormalNpc	spr\npcres\passerby\passerby233																
passerby234	NormalNpc	spr\npcres\passerby\passerby234																
passerby235	NormalNpc	spr\npcres\passerby\passerby235																
passerby236	NormalNpc	spr\npcres\passerby\passerby236																
passerby237	NormalNpc	spr\obj\item																
boss069	NormalNpc	spr\npcres\boss\boss069																
boss070	NormalNpc	spr\npcres\boss\boss070																
boss071	NormalNpc	spr\npcres\boss\boss071																
boss072	NormalNpc	spr\npcres\boss\boss072																
boss073	NormalNpc	spr\npcres\boss\boss073																
boss074	NormalNpc	spr\npcres\boss\boss074																
boss075	NormalNpc	spr\npcres\boss\boss075																
boss076	NormalNpc	spr\npcres\boss\boss076																
enemy225	NormalNpc	spr\npcres\enemy\enemy225																
passerby238	NormalNpc	spr\npcres\passerby\passerby238																
passerby239	NormalNpc	spr\npcres\passerby\passerby239																
enemy226	NormalNpc	spr\npcres\enemy\enemy226																
passerby240	NormalNpc	spr\npcres\passerby\passerby240																
passerby241	NormalNpc	spr\npcres\passerby\passerby241																
enemy227	NormalNpc	spr\npcres\enemy\enemy227																
enemy228	NormalNpc	spr\npcres\enemy\enemy228																
enemy229	NormalNpc	spr\npcres\enemy\enemy229																
enemy230	NormalNpc	spr\npcres\enemy\enemy230																
enemy231	NormalNpc	spr\npcres\enemy\enemy231																
passerby242	NormalNpc	spr\npcres\passerby\passerby242																
passerby243	NormalNpc	spr\npcres\passerby\passerby243																
passerby244	NormalNpc	spr\npcres\passerby\passerby244																
passerby245	NormalNpc	spr\npcres\passerby\passerby245																
passerby246	NormalNpc	spr\npcres\passerby\passerby246																
passerby247	NormalNpc	spr\npcres\passerby\passerby247																
passerby248	NormalNpc	spr\npcres\passerby\passerby248																
passerby249	NormalNpc	spr\npcres\passerby\passerby249																
passerby250	NormalNpc	spr\npcres\passerby\passerby250																
passerby251	NormalNpc	spr\npcres\passerby\passerby251																
passerby252	NormalNpc	spr\npcres\passerby\passerby252																
boss077	NormalNpc	spr\npcres\boss\boss077																
boss078	NormalNpc	spr\npcres\boss\boss078																
enemy232	NormalNpc	spr\npcres\enemy\enemy232																
passerby253	NormalNpc	spr\npcres\enemy\passerby253																
passerby254	NormalNpc	spr\npcres\passerby\passerby254																
passerby255	NormalNpc	spr\npcres\passerby\passerby255																
boss079	NormalNpc	spr\npcres\boss\boss079																
boss080	NormalNpc	spr\npcres\boss\boss080																
boss081	NormalNpc	spr\npcres\boss\boss081																
passerby256	NormalNpc	spr\npcres\passerby\passerby256																
passerby257	NormalNpc	spr\npcres\passerby\passerby257																
npc090216001	NormalNpc	spr\npcres\event\npc090216001																
npc090216002	NormalNpc	spr\npcres\event\npc090216002																
passerby258	NormalNpc	spr\npcres\passerby\passerby258																
passerby259	NormalNpc	spr\npcres\passerby\passerby259																
passerby260	NormalNpc	spr\npcres\passerby\passerby260																
passerby261	NormalNpc	spr\npcres\passerby\passerby261																
passerby262	NormalNpc	spr\npcres\passerby\passerby262																
passerby263	NormalNpc	spr\npcres\passerby\passerby263																
passerby264	NormalNpc	spr\npcres\passerby\passerby264																
passerby265	NormalNpc	spr\npcres\passerby\passerby265																
passerby266	NormalNpc	spr\npcres\passerby\passerby266																
passerby267	NormalNpc	spr\npcres\passerby\passerby267																
passerby268	NormalNpc	spr\npcres\passerby\passerby268																
passerby269	NormalNpc	spr\npcres\passerby\passerby269																
passerby270	NormalNpc	spr\npcres\passerby\passerby270																
passerby271	NormalNpc	spr\npcres\passerby\passerby271																
passerby272	NormalNpc	spr\npcres\passerby\passerby272																
passerby273	NormalNpc	spr\npcres\passerby\passerby273																
passerby274	NormalNpc	spr\npcres\passerby\passerby274																
passerby275	NormalNpc	spr\npcres\passerby\passerby275																
passerby276	NormalNpc	spr\npcres\passerby\passerby276																
passerby277	NormalNpc	spr\npcres\passerby\passerby277																
passerby278	NormalNpc	spr\npcres\passerby\passerby278																
passerby279	NormalNpc	spr\npcres\passerby\passerby279																
passerby280	NormalNpc	spr\npcres\passerby\passerby280																
passerby281	NormalNpc	spr\npcres\passerby\passerby281																
passerby282	NormalNpc	spr\npcres\passerby\passerby282																
passerby283	NormalNpc	spr\npcres\passerby\passerby283																
passerby284	NormalNpc	spr\npcres\passerby\passerby284																
passerby285	NormalNpc	spr\npcres\passerby\passerby285																
passerby286	NormalNpc	spr\npcres\passerby\passerby286																
passerby287	NormalNpc	spr\npcres\passerby\passerby287																
passerby288	NormalNpc	spr\npcres\passerby\passerby288																
passerby289	NormalNpc	spr\npcres\passerby\passerby289																
passerby290	NormalNpc	spr\npcres\passerby\passerby290																
passerby291	NormalNpc	spr\npcres\passerby\passerby291																
passerby292	NormalNpc	spr\npcres\passerby\passerby292																
passerby293	NormalNpc	spr\npcres\passerby\passerby293																
passerby294	NormalNpc	spr\npcres\passerby\passerby294																
passerby295	NormalNpc	spr\npcres\passerby\passerby295																
passerby296	NormalNpc	spr\npcres\passerby\passerby296																
passerby297	NormalNpc	spr\npcres\passerby\passerby297																
passerby298	NormalNpc	spr\npcres\passerby\passerby298																
passerby299	NormalNpc	spr\npcres\passerby\passerby299																
passerby300	NormalNpc	spr\npcres\passerby\passerby300																
passerby301	NormalNpc	spr\npcres\passerby\passerby301																
passerby302	NormalNpc	spr\npcres\passerby\passerby302																
passerby303	NormalNpc	spr\npcres\passerby\passerby303																
passerby304	NormalNpc	spr\npcres\passerby\passerby304																
passerby305	NormalNpc	spr\npcres\passerby\passerby305																
passerby306	NormalNpc	spr\npcres\passerby\passerby306																
passerby307	NormalNpc	spr\npcres\passerby\passerby307																
passerby308	NormalNpc	spr\npcres\passerby\passerby308																
passerby309	NormalNpc	spr\npcres\passerby\passerby309																
passerby310	NormalNpc	spr\npcres\passerby\passerby310																
passerby311	NormalNpc	spr\npcres\passerby\passerby311																
passerby312	NormalNpc	spr\npcres\passerby\passerby312																
passerby313	NormalNpc	spr\npcres\passerby\passerby313																
passerby314	NormalNpc	spr\npcres\passerby\passerby314																
passerby315	NormalNpc	spr\npcres\passerby\passerby315																
passerby316	NormalNpc	spr\npcres\passerby\passerby316																
passerby317	NormalNpc	spr\npcres\passerby\passerby317																
passerby318	NormalNpc	spr\npcres\event\npc050111011																
passerby319	NormalNpc	spr\npcres\passerby\passerby319																
passerby320	NormalNpc	spr\npcres\passerby\passerby320																
passerby321	NormalNpc	spr\npcres\passerby\passerby321																
passerby322	NormalNpc	spr\npcres\passerby\passerby322																
passerby323	NormalNpc	spr\npcres\event\npc20100302001																
passerby324	NormalNpc	spr\npcres\event\npc20100302002																
passerby325	NormalNpc	spr\npcres\passerby\passerby325																
passerby326	NormalNpc	spr\npcres\passerby\passerby326																
passerby327	NormalNpc	spr\npcres\passerby\passerby327																
passerby328	NormalNpc	spr\npcres\passerby\passerby328																
passerby329	NormalNpc	spr\npcres\passerby\passerby329																
passerby330	NormalNpc	spr\npcres\passerby\passerby330																
passerby331	NormalNpc	spr\npcres\passerby\passerby331																
passerby332	NormalNpc	spr\npcres\passerby\passerby332																
passerby333	NormalNpc	spr\npcres\passerby\passerby333																
passerby334	NormalNpc	spr\npcres\passerby\passerby334																
passerby335	NormalNpc	spr\npcres\passerby\passerby335																
passerby336	NormalNpc	spr\npcres\passerby\passerby336																
passerby337	NormalNpc	spr\npcres\passerby\passerby337																
passerby338	NormalNpc	spr\npcres\passerby\passerby338																
passerby339	NormalNpc	spr\npcres\passerby\passerby339																
yanhua	NormalNpc	\spr\skill\补充																
passerby_wulin	NormalNpc	spr\npcres\passerby\passerby_wulin																
passerby_menzhu	NormalNpc	spr\npcres\passerby\passerby_wulin																
passerby_jianfeng	NormalNpc	spr\npcres\passerby\passerby_jianfeng																
passerby_yunxia	NormalNpc	spr\npcres\passerby\passerby_yunxia																
passerby_qixiyanhuo	NormalNpc	spr\npcres\passerby\passerby_qixiyanhuo																
boss082	NormalNpc	spr\npcres\boss\boss082																
passerby_light_a	NormalNpc	spr\npcres\passerby\passerby_light_a																
passerby_light_b	NormalNpc	spr\npcres\passerby\passerby_light_b																
passerby_henge_a	NormalNpc	spr\npcres\passerby\passerby_henge_a																
passerby_henge_b	NormalNpc	spr\npcres\passerby\passerby_henge_b																
passerby_henge_c	NormalNpc	spr\npcres\passerby\passerby_henge_c																
obj_herb_001	NormalNpc	spr\obj\prop\																
obj_herb_002	NormalNpc	spr\obj\prop\																
obj_herb_003	NormalNpc	spr\obj\prop\																
obj_herb_004	NormalNpc	spr\obj\prop\																
passerby_yuandan	NormalNpc	spr\npcres\passerby\passerby_yuandan																
obj_jiejing_shui	NormalNpc	spr\obj\item																
enemy047x	NormalNpc	spr\npcres\enemy\enemy047x																
passerby_jiuzhuo	NormalNpc	spr\item\newyear2010																
boss083	NormalNpc	spr\npcres\boss\boss083_ciweiwang																
boss084	NormalNpc	spr\npcres\boss\boss084_fenglinglong																
boss085	NormalNpc	spr\npcres\boss\boss085_shewang																
boss086	NormalNpc	spr\npcres\boss\boss086_powaner																
boss087	NormalNpc	spr\npcres\boss\boss087_longjiutian																
passerby340_jin	NormalNpc	spr\npcres\passerby\passerby340_diaoxiang																
passerby340_mu	NormalNpc	spr\npcres\passerby\passerby340_diaoxiang																
passerby340_shui	NormalNpc	spr\npcres\passerby\passerby340_diaoxiang																
passerby340_huo	NormalNpc	spr\npcres\passerby\passerby340_diaoxiang																
passerby340_tu	NormalNpc	spr\npcres\passerby\passerby340_diaoxiang																
passerby341_jin	NormalNpc	spr\npcres\passerby\passerby341_zhuzi																
passerby341_mu	NormalNpc	spr\npcres\passerby\passerby341_zhuzi																
passerby341_shui	NormalNpc	spr\npcres\passerby\passerby341_zhuzi																
passerby341_huo	NormalNpc	spr\npcres\passerby\passerby341_zhuzi																
passerby341_tu	NormalNpc	spr\npcres\passerby\passerby341_zhuzi																
passerby342	NormalNpc	spr\npcres\passerby\passerby342_zhizhuwang																
passerby343	NormalNpc	spr\npcres\passerby\passerby343_shedan																
passerby344	NormalNpc	spr\npcres\passerby\passerby344_xuelingzhu																
passerby345	NormalNpc	spr\npcres\passerby\passerby345																
passerby346	NormalNpc	spr\npcres\passerby\passerby346																
passerby347	NormalNpc	spr\npcres\passerby\passerby347																
boss088	NormalNpc	spr\npcres\boss\boss088																
boss089	NormalNpc	spr\npcres\boss\boss089																
boss090	NormalNpc	spr\npcres\boss\boss090																
boss091	NormalNpc	spr\npcres\boss\boss091																
boss092	NormalNpc	spr\npcres\boss\boss092																
passerby348	NormalNpc	spr\npcres\passerby\passerby348																
passerby349	NormalNpc	spr\npcres\passerby\passerby349																
passerby350	NormalNpc	spr\npcres\passerby\passerby350																
passerby351	NormalNpc	spr\npcres\passerby\passerby351																
passerby352	NormalNpc	spr\npcres\passerby\passerby352																
passerby353	NormalNpc	spr\npcres\passerby\passerby353																
passerby354a	NormalNpc	spr\npcres\passerby\passerby354																
passerby354b	NormalNpc	spr\npcres\passerby\passerby354																
passerby354c	NormalNpc	spr\npcres\passerby\passerby354																
passerby354d	NormalNpc	spr\npcres\passerby\passerby354																
passerby354e	NormalNpc	spr\npcres\passerby\passerby354																
passerby354f	NormalNpc	spr\npcres\passerby\passerby354																
passerby354g	NormalNpc	spr\npcres\passerby\passerby354																
passerby354h	NormalNpc	spr\npcres\passerby\passerby354																
passerby354i	NormalNpc	spr\npcres\passerby\passerby354																
passerby354j	NormalNpc	spr\npcres\passerby\passerby354																
passerby354k	NormalNpc	spr\npcres\passerby\passerby354																
passerby354l	NormalNpc	spr\npcres\passerby\passerby354																
passerby354m	NormalNpc	spr\npcres\passerby\passerby354																
passerby354n	NormalNpc	spr\npcres\passerby\passerby354																
passerby354o	NormalNpc	spr\npcres\passerby\passerby354																
passerby354p	NormalNpc	spr\npcres\passerby\passerby354																
passerby354q	NormalNpc	spr\npcres\passerby\passerby354																
passerby354r	NormalNpc	spr\npcres\passerby\passerby354																
passerby354s	NormalNpc	spr\npcres\passerby\passerby354																
passerby354t	NormalNpc	spr\npcres\passerby\passerby354																
boss093	NormalNpc	spr\npcres\boss\boss093																
passerby355a	NormalNpc	spr\npcres\passerby\passerby355																
passerby355b	NormalNpc	spr\npcres\passerby\passerby355																
passerby355c	NormalNpc	spr\npcres\passerby\passerby355																
passerby356	NormalNpc	spr\npcres\passerby\passerby356																
boss094	NormalNpc	spr\npcres\boss\boss094																
boss095	NormalNpc	spr\npcres\boss\boss095																
boss096	NormalNpc	spr\npcres\boss\boss096																
passerby357	NormalNpc	spr\npcres\passerby\passerby357																
passerby358	NormalNpc	spr\npcres\passerby\passerby358																
passerby359	NormalNpc	spr\npcres\passerby\passerby359																
passerby360	NormalNpc	spr\npcres\passerby\passerby360																
boss097	NormalNpc	spr\npcres\boss\boss097																
enemy233	NormalNpc	spr\npcres\enemy\enemy233																
enemy234	NormalNpc	spr\npcres\enemy\enemy234																
enemy235	NormalNpc	spr\npcres\enemy\enemy235																
enemy236	NormalNpc	spr\npcres\enemy\enemy236																
enemy237	NormalNpc	spr\npcres\enemy\enemy237																
enemy238	NormalNpc	spr\npcres\enemy\enemy238																
enemy239	NormalNpc	spr\npcres\enemy\enemy239																
enemy240	NormalNpc	spr\npcres\enemy\enemy240																
boss098	NormalNpc	spr\npcres\boss\boss098																
enemy241	NormalNpc	spr\npcres\enemy\enemy241																
passerby361	NormalNpc	spr\npcres\passerby\passerby361																
passerby362	NormalNpc	spr\npcres\passerby\passerby362																
boss099	NormalNpc	spr\npcres\boss\boss099																
enemy242	NormalNpc	spr\npcres\enemy\enemy242																
passerby363	NormalNpc	spr\npcres\passerby\passerby363																
passerby364	NormalNpc	spr\npcres\passerby\passerby364																
boss119	NormalNpc	spr\npcres\boss\boss119																
boss120	NormalNpc	spr\npcres\boss\boss120																
boss121	NormalNpc	spr\npcres\boss\boss121																
boss122	NormalNpc	spr\npcres\boss\boss122																
boss123	NormalNpc	spr\npcres\boss\boss123																
boss124	NormalNpc	spr\npcres\boss\boss124																
boss125	NormalNpc	spr\npcres\boss\boss125																
boss126	NormalNpc	spr\npcres\boss\boss126																
passerby365	NormalNpc	spr\npcres\passerby\passerby365																
passerby366	NormalNpc	spr\npcres\passerby\passerby366																
passerby367	NormalNpc	spr\npcres\passerby\passerby367																
passerby368	NormalNpc	spr\npcres\passerby\passerby368																
passerby369	NormalNpc	spr\npcres\passerby\passerby369																
boss127	NormalNpc	spr\npcres\boss\boss127																
boss128	NormalNpc	spr\npcres\boss\boss128																
boss102	NormalNpc	spr\npcres\boss\boss102																
boss103	NormalNpc	spr\npcres\boss\boss103																
boss106	NormalNpc	spr\npcres\boss\boss106																
boss107	NormalNpc	spr\npcres\boss\boss107																
boss109	NormalNpc	spr\npcres\boss\boss109																
boss110	NormalNpc	spr\npcres\boss\boss110																
boss112	NormalNpc	spr\npcres\boss\boss112																
boss113	NormalNpc	spr\npcres\boss\boss113																
boss116	NormalNpc	spr\npcres\boss\boss116																
boss118	NormalNpc	spr\npcres\boss\boss118																
passerby370	NormalNpc	spr\npcres\passerby\passerby370																
passerby371	NormalNpc	spr\npcres\passerby\passerby371																
boss100	NormalNpc	spr\npcres\boss\boss100																
boss129	NormalNpc	spr\npcres\boss\boss129																
boss130	NormalNpc	spr\npcres\boss\boss130																
boss131	NormalNpc	spr\npcres\boss\boss131																
boss132	NormalNpc	spr\npcres\boss\boss132																
boss133	NormalNpc	spr\npcres\boss\boss133																
boss134	NormalNpc	spr\npcres\boss\boss134																
passerby372	NormalNpc	spr\npcres\passerby\passerby372																
passerby373	NormalNpc	spr\npcres\passerby\passerby373																
passerby374	NormalNpc	spr\npcres\passerby\passerby374																
passerby375	NormalNpc	spr\npcres\passerby\passerby375																
boss135	NormalNpc	spr\npcres\boss\boss135																
passerby376	NormalNpc	spr\npcres\passerby\passerby376																
critter013	NormalNpc	spr\npcres\critter\critter013																
passerby379	NormalNpc	spr\npcres\passerby\passerby379																
enemy243	NormalNpc	spr\npcres\enemy\enemy243																
enemy244	NormalNpc	spr\npcres\enemy\enemy244																
critter002	NormalNpc	spr\npcres\critter\critter002																
critter005	NormalNpc	spr\npcres\critter\critter005																
passerby380	NormalNpc	spr\npcres\passerby\passerby380																
passerby381	NormalNpc	spr\npcres\passerby\passerby381																
boss136	NormalNpc	spr\npcres\boss\boss136																
boss137	NormalNpc	spr\npcres\boss\boss137																
boss138	NormalNpc	spr\npcres\boss\boss138																
boss139	NormalNpc	spr\npcres\boss\boss139																
boss140	NormalNpc	spr\npcres\boss\boss140																
boss141	NormalNpc	spr\npcres\boss\boss141																
boss142	NormalNpc	spr\npcres\boss\boss142																
boss115	NormalNpc	spr\npcres\boss\boss115																
passerby382	NormalNpc	spr\npcres\passerby\passerby382																
passerby383	NormalNpc	spr\npcres\passerby\passerby383																
passerby384	NormalNpc	spr\npcres\passerby\passerby384																
passerby385	NormalNpc	spr\npcres\passerby\passerby385																
passerby386	NormalNpc	spr\npcres\passerby\passerby386																
passerby387	NormalNpc	spr\npcres\passerby\passerby387																
passerby388	NormalNpc	spr\npcres\passerby\passerby388																
boss143	NormalNpc	spr\npcres\boss\boss143																
boss144	NormalNpc	spr\npcres\boss\boss144																
boss145	NormalNpc	spr\npcres\boss\boss145																
boss146	NormalNpc	spr\npcres\boss\boss146																
boss147	NormalNpc	spr\npcres\boss\boss147																
boss148	NormalNpc	spr\npcres\boss\boss148																
boss149	NormalNpc	spr\npcres\boss\boss149																
boss150	NormalNpc	spr\npcres\boss\boss150																
