Name	DataID	Kind	ScriptName	ImageName	SoundName	LifeTime	Layer	Height	SkillKind	SkillCamp	SkillRange	SkillCastTime	SkillID	SkillLevel	LightRadius	LightRed	LightGreen	LightBlue	LightAlpha	LightReflectType	ImageTotalFrame	ImageCurFrame	ImageTotalDir	ImageCurDir	ImageInterval	ImageCgXpos	ImageCgYpos	Bar0	Bar1	Bar2	Bar3	Bar4	Bar5	Bar6	Bar7	Bar8	Bar9	Bar10	Bar11	Bar12	Bar13	Bar14	ImageDropName	ImageDropTotalFrame	ImageDropCurFrame	ImageDropTotalDir	ImageDropCurDir	ImageDropInterval(Ö¡¼ä¸ô£©	ImageDropCgXpos	ImageDropCgYpos	IsUnseen	ObstacleKind	LoopAnimation
ani053	95	Body		\spr\obj\corpse\ani053_DIE_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	28	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
ani054	96	Body		\spr\obj\corpse\ani054_DIE_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
ani055	97	Body		\spr\obj\corpse\ani055_DIE_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
ani056	98	Body		\spr\obj\corpse\ani056_DIE_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1									0	0	0
ani057	99	Body		\spr\obj\corpse\ani057_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2									0	0	0
ani058	100	Body		\spr\obj\corpse\ani058_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	38	160	192	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2									0	0	0
ani059	101	Body		\spr\obj\corpse\ani059_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2									0	0	0
ani060	102	Body		\spr\obj\corpse\ani060_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2									0	0	0
ani061	103	Body		\spr\obj\corpse\ani061_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
ani062	104	Body		\spr\obj\corpse\ani062_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	4	0	0	1	1	4	1	1	1	1	1	1	0	0	0									0	0	0
ani063	105	Body		\spr\obj\corpse\ani063_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
ani064	106	Body		\spr\obj\corpse\ani064_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
ani065	107	Body		\spr\obj\corpse\ani065_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	48	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
ani066	108	Body		\spr\obj\corpse\ani066_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	48	160	192	1	4	0	1	1	1	1	1	1	1	1	1	1	1	1									0	0	0
ani067	109	Body		\spr\obj\corpse\ani067_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	1	4	0	1	1	1	1	1	1	1	1	1	1	1	1									0	0	0
enemy001	110	Body		\spr\obj\corpse\enemy003_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	25	160	192	5	4	0	1	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy002	111	Body		\spr\obj\corpse\enemy005_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	25	160	192	5	4	0	1	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy003	112	Body		\spr\obj\corpse\enemy003_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	25	160	192	5	4	0	1	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy004	113	Body		\spr\obj\corpse\enemy004_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	25	160	192	5	4	0	1	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy005	114	Body		\spr\obj\corpse\enemy005_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	16	160	192	5	4	0	1	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy006	115	Body		\spr\obj\corpse\enemy006_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	5	4	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy007	116	Body		\spr\obj\corpse\enemy007_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	38	160	192	5	4	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy008	117	Body		\spr\obj\corpse\enemy008_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy009	118	Body		\spr\obj\corpse\enemy009_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy010	119	Body		\spr\obj\corpse\enemy009_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy011	120	Body		\spr\obj\corpse\enemy011_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy012	121	Body		\spr\obj\corpse\enemy011_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy013	122	Body		\spr\obj\corpse\enemy013_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy014	123	Body		\spr\obj\corpse\enemy013_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy015	124	Body		\spr\obj\corpse\enemy015_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy016	125	Body		\spr\obj\corpse\enemy016_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy017	126	Body		\spr\obj\corpse\enemy017_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy018	127	Body		\spr\obj\corpse\enemy017_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy019	128	Body		\spr\obj\corpse\enemy019_DIE_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy020	129	Body		\spr\obj\corpse\enemy020_DIE_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy021	130	Body		\spr\obj\corpse\enemy021_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	38	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy022	131	Body		\spr\obj\corpse\enemy022_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	25	160	192	5	4	0	1	1	4	1	1	1	1	1	2	3	2	0									0	0	0
enemy023	132	Body		\spr\obj\corpse\enemy023_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1									0	0	0
enemy024	133	Body		\spr\obj\corpse\enemy024_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy025	134	Body		\spr\obj\corpse\enemy025_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy026	135	Body		\spr\obj\corpse\enemy026_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy027	136	Body		\spr\obj\corpse\enemy026_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy028	137	Body		\spr\obj\corpse\enemy028_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	33	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy029	138	Body		\spr\obj\corpse\enemy029_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy030	139	Body		\spr\obj\corpse\enemy029_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy031	140	Body		\spr\obj\corpse\enemy031_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	1	4	1	1	1	1	1	1	1	1	1	1	1	1									0	0	0
enemy032	141	Body		\spr\obj\corpse\enemy032_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy033	142	Body		\spr\obj\corpse\enemy032_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy034	143	Body		\spr\obj\corpse\enemy034_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	4	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy035	144	Body		\spr\obj\corpse\enemy035_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1									0	0	0
enemy036	145	Body		\spr\obj\corpse\enemy036_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy037	146	Body		\spr\obj\corpse\enemy036_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy038	147	Body		\spr\obj\corpse\enemy036_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy039	148	Body		\spr\obj\corpse\enemy036_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy040	149	Body		\spr\obj\corpse\enemy040_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	27	160	192	5	4	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy041	150	Body		\spr\obj\corpse\enemy040_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	4	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy042	151	Body		\spr\obj\corpse\enemy040_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	4	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy043	152	Body		\spr\obj\corpse\enemy043_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	16	160	192	5	4	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy044	153	Body		\spr\obj\corpse\enemy044_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	25	160	192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1									0	0	0
enemy045	154	Body		\spr\obj\corpse\enemy044_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1									0	0	0
enemy046	155	Body		\spr\obj\corpse\enemy046_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	28	160	192	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1									0	0	0
enemy047	156	Body		\spr\obj\corpse\enemy047_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	28	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy048	157	Body		\spr\obj\corpse\enemy048_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	19	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy049	158	Body		\spr\obj\corpse\enemy048_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	19	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy050	159	Body		\spr\obj\corpse\enemy050_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0									0	0	0
enemy051	160	Body		\spr\obj\corpse\enemy051_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	16	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy052	161	Body		\spr\obj\corpse\enemy052_die_corpse.spr		200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	19	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy053	162	Body		\spr\obj\corpse\enemy053_die_corpse.spr		200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	0	5	4	5	1	1	1	1	1	3	1	2	0	0	0									0	0	0
enemy054	163	Body		\spr\obj\corpse\enemy054_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy055	164	Body		\spr\obj\corpse\enemy055_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	19	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy056	165	Body		\spr\obj\corpse\enemy056_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy057	166	Body		\spr\obj\corpse\enemy057_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	5	4	5	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy058	167	Body		\spr\obj\corpse\enemy057_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	5	4	5	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy059	168	Body		\spr\obj\corpse\enemy059_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	27	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy060	169	Body		\spr\obj\corpse\enemy060_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	28	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy061	170	Body		\spr\obj\corpse\enemy061_die_corpse.spr		200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	20	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy062	171	Body		\spr\obj\corpse\enemy061_die_corpse.spr		200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy063	172	Body		\spr\obj\corpse\enemy061_die_corpse.spr		200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy064	173	Body		\spr\obj\corpse\enemy064_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	17	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy065	174	Body		\spr\obj\corpse\enemy065_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	20	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy066	175	Body		\spr\obj\corpse\enemy066_die_corpse.spr		200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy067	176	Body		\spr\obj\corpse\enemy067_die_corpse.spr		200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	26	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy068	177	Body		\spr\obj\corpse\enemy068_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	28	160	192	0	0	0	5	1	4	1	1	1	1	1	1	3	1	1									0	0	0
enemy069	178	Body		\spr\obj\corpse\enemy069_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy070	179	Body		\spr\obj\corpse\enemy070_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy071	180	Body		\spr\obj\corpse\enemy070_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy072	181	Body		\spr\obj\corpse\enemy072_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	27	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy073	182	Body		\spr\obj\corpse\enemy073_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	28	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy074	183	Body		\spr\obj\corpse\enemy074_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	20	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy075	184	Body		\spr\obj\corpse\enemy075_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy076	185	Body		\spr\obj\corpse\enemy076_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	40	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy077	186	Body		\spr\obj\corpse\enemy077_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	26	160	192	5	4	0	1	1	4	1	1	1	3	1	1	0	3	2									0	0	0
enemy078	187	Body		\spr\obj\corpse\enemy078_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy079	188	Body		\spr\obj\corpse\enemy079_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	35	160	192	0	5	4	5	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy080	189	Body		\spr\obj\corpse\enemy080_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	36	160	192	0	0	0	5	1	4	1	1	1	3	1	2	0	0	0									0	0	0
enemy081	190	Body		\spr\obj\corpse\enemy081_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy082	191	Body		\spr\obj\corpse\enemy082_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	28	160	192	5	1	4	1	1	1	1	1	1	1	1	1	1	1	2									0	0	0
enemy083	192	Body		\spr\obj\corpse\enemy083_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	0	0	0	0	0	0	5	1	4	1	1	2	3	2	0									0	0	0
enemy084	193	Body		\spr\obj\corpse\enemy083_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	0	0	0	0	0	0	5	1	4	1	1	2	3	2	0									0	0	0
enemy085	194	Body		\spr\obj\corpse\enemy085_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	28	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy086	195	Body		\spr\obj\corpse\enemy086_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	32	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy087	196	Body		\spr\obj\corpse\enemy086_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy088	197	Body		\spr\obj\corpse\enemy088_die_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	28	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy089	198	Body		\spr\obj\corpse\enemy089_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	16	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy090	199	Body		\spr\obj\corpse\enemy089_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy091	200	Body		\spr\obj\corpse\enemy091_die_corpse.spr		200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	14	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy092	201	Body		\spr\obj\corpse\enemy091_die_corpse.spr		200	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy093	202	Body		\spr\obj\corpse\enemy093_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	30	160	192	1	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
enemy094	203	Body		\spr\obj\corpse\enemy094_DIE_corpse.spr		200	0	3	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	24	160	192	5	4	0	1	1	4	1	1	1	1	1	1	3	1	2									0	0	0
enemy095	204	Body		\spr\obj\corpse\enemy095_die_corpse.spr		200	0	2	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	64	0	8	0	20	160	192	5	1	4	1	1	1	1	1	1	1	1	1	3	1	2									0	0	0
