Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (vµng) 	0	11	259	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1137	1137													44	7200	7200															
MÆt n¹ - H¹ Thµnh	0	11	260	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1138	1138													44	7200	7200															
MÆt n¹ - T« Tõ Hinh	0	11	261	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1139	1139													44	7200	7200															
MÆt n¹ - §­êng Thiªn T©m	0	11	262	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1140	1140													44	7200	7200															
MÆt n¹ - Niªn Thó 	0	11	263	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1141	1141													44	7200	7200															
MÆt n¹ - H¹ Thµnh	0	11	264	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1138	1138													44	7200	7200															
MÆt n¹ - T« Tõ Hinh	0	11	265	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1139	1139													44	7200	7200															
MÆt n¹ - §­êng Thiªn T©m	0	11	266	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1140	1140													44	7200	7200															
MÆt n¹ - T©y B¾c S¬n tÆc ®Çu lÜnh 	0	11	267	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		140	140													44	43200	43200															
MÆt n¹ - T©y Nam S¬n tÆc ®Çu lÜnh 	0	11	268	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		141	141													44	43200	43200															
MÆt n¹ - Giang Nam S¬n tÆc ®Çu lÜnh 	0	11	269	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		142	142													44	43200	43200															
MÆt n¹ - §«ng B¾c S¬n tÆc ®Çu lÜnh 	0	11	270	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		143	143													44	43200	43200															
MÆt n¹ - Hoa B¾c S¬n tÆc ®Çu lÜnh 	0	11	271	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		144	144													44	43200	43200															
MÆt n¹ - Nam Bé S¬n tÆc ®Çu lÜnh 	0	11	272	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		145	145													44	43200	43200															
MÆt n¹ - S¬n tÆc ®Çu lÜnh	0	11	273	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		148	148													44	43200	43200															
MÆt n¹ - T©y B¾c S¬n tÆc Gi¸p 	0	11	274	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		149	149													44	43200	43200															
MÆt n¹ - T©y B¾c S¬n tÆc Êt 	0	11	275	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		150	150													44	43200	43200															
MÆt n¹ - T©y Nam S¬n tÆc Gi¸p 	0	11	276	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		151	151													44	43200	43200															
MÆt n¹ - T©y Nam S¬n tÆc Êt 	0	11	277	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		152	152													44	43200	43200															
MÆt n¹ - Giang Nam S¬n tÆc Gi¸p 	0	11	278	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		153	153													44	43200	43200															
MÆt n¹ - Giang Nam S¬n tÆc Êt 	0	11	279	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		154	154													44	43200	43200															
MÆt n¹ - Hoa Nam S¬n tÆc Gi¸p 	0	11	280	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		155	155													44	43200	43200															
MÆt n¹ - Hoa Nam S¬n tÆc Êt 	0	11	281	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		156	156													44	43200	43200															
MÆt n¹ - §«ng B¾c S¬n tÆc Gi¸p 	0	11	282	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		157	157													44	43200	43200															
MÆt n¹ - §«ng B¾c S¬n tÆc Êt 	0	11	283	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		158	158													44	43200	43200															
MÆt n¹ - Hoa B¾c S¬n tÆc Gi¸p 	0	11	284	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		159	159													44	43200	43200															
MÆt n¹ - Hoa B¾c S¬n tÆc Êt 	0	11	285	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		160	160													44	43200	43200															
MÆt n¹ - Trung Nguyªn S¬n tÆc Gi¸p 	0	11	286	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		161	161													44	43200	43200															
MÆt n¹ - Trung Nguyªn S¬n tÆc Êt 	0	11	287	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		162	162													44	43200	43200															
MÆt n¹ - S¬n tÆc Gi¸p 	0	11	288	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		163	163													44	43200	43200															
MÆt n¹ - S¬n tÆc Êt 	0	11	289	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		164	164													44	43200	43200															
MÆt n¹ - S¬n tÆc Bİnh 	0	11	290	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		165	165													44	43200	43200															
MÆt n¹ - S¬n tÆc §inh 	0	11	291	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		166	166													44	43200	43200															
MÆt n¹ - S¬n tÆc MËu 	0	11	292	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		167	167													44	43200	43200															
MÆt n¹ - S¬n tÆc Kû 	0	11	293	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		168	168													44	43200	43200															
MÆt n¹ - S¬n tÆc Canh 	0	11	294	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		169	169													44	43200	43200															
MÆt n¹ - Qu¸i thó 	0	11	295	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		176	176													44	43200	43200															
MÆt n¹ - Méc nh©n	0	11	296	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		190	190													44	43200	43200															
MÆt n¹ - §ång nh©n	0	11	297	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		191	191													44	43200	43200															
MÆt n¹ - N÷ thİch kh¸ch	0	11	298	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		192	192													44	43200	43200															
MÆt n¹ - DiÖu Nh­ 	0	11	299	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		193	193													44	43200	43200															
MÆt n¹ - DiÖu Èn 	0	11	300	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		470	470													44	43200	43200															
MÆt n¹ - DiÖp B¨ng H©n	0	11	301	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		471	471													44	43200	43200															
MÆt n¹ - TÇn û Phong	0	11	302	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		473	473													44	43200	43200															
MÆt n¹ - T¹ V©n La	0	11	303	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		474	474													44	43200	43200															
MÆt n¹ - Thanh Liªn Tö 	0	11	304	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		476	476													44	43200	43200															
MÆt n¹ - §ång TŞch Nhan	0	11	305	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		478	478													44	43200	43200															
MÆt n¹ - Ngôy LiÔu ¤ng	0	11	306	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		480	480													44	43200	43200															
MÆt n¹ - Hßa Th­îng chiÕn ®Êu	0	11	307	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		411	411													44	43200	43200															
MÆt n¹ - La Khu«ng Sinh	0	11	308	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		483	483													44	43200	43200															
MÆt n¹ - §­êng Cõu	0	11	309	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		485	485													44	43200	43200															
MÆt n¹ - §­êng Nhµn 	0	11	310	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		486	486													44	43200	43200															
MÆt n¹ - §­êng V©n	0	11	311	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		487	487													44	43200	43200															
MÆt n¹ - §­êng D· 	0	11	312	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		488	488													44	43200	43200															
MÆt n¹ - H¹ Thµnh	0	11	313	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		491	491													44	43200	43200															
MÆt n¹ - H¾c DiÖn Lang Qu©n	0	11	314	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		492	492													44	43200	43200															
MÆt n¹ - §å DŞ 	0	11	315	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		493	493													44	43200	43200															
MÆt n¹ - Ni c« chiÕn ®Êu	0	11	316	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		412	412													44	43200	43200															
MÆt n¹ - Kim Quèc Quan viªn	0	11	317	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		49	49													44	43200	43200															
MÆt n¹ - Long B¸t	0	11	318	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1042	1042													44	43200	43200															
MÆt n¹ - LiÖu Kú 	0	11	319	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		501	501													44	43200	43200															
MÆt n¹ - Phông HÊp Nh­ 	0	11	320	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		502	502													44	43200	43200															
MÆt n¹ - Tõ Tù Lùc 	0	11	321	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		680	680													44	43200	43200															
MÆt n¹ - KiÕm ThËp Tam	0	11	322	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		505	505													44	43200	43200															
MÆt n¹ - YÕn Cöu	0	11	323	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		506	506													44	43200	43200															
MÆt n¹ - Bµnh Liªn §øc	0	11	324	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		507	507													44	43200	43200															
MÆt n¹ - L­u Phi Long 	0	11	325	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		508	508													44	43200	43200															
MÆt n¹ - M¹c TiÓu Oanh	0	11	326	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		509	509													44	43200	43200															
MÆt n¹ - §µm Tam Tho¸i	0	11	327	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		510	510													44	43200	43200															
MÆt n¹ - Nam trung niªn ThÇn bİ 	0	11	328	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		652	652													44	43200	43200															
MÆt n¹ - Long Ngò 	0	11	329	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		664	664													44	43200	43200															
MÆt n¹ - Lé Tr­êng Thiªn 	0	11	330	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		669	669													44	43200	43200															
MÆt n¹ - Lôc l©m	0	11	331	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		670	670													44	43200	43200															
MÆt n¹ - Phan Nh­ Long 	0	11	332	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		671	671													44	43200	43200															
MÆt n¹ - M«ng Cæ Vâ sÜ 	0	11	333	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		673	673													44	43200	43200															
MÆt n¹ - Thñy TÆc 	0	11	334	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		674	674													44	43200	43200															
MÆt n¹ - Hµ Hoa §¹o	0	11	335	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		675	675													44	10080	10080															
MÆt n¹ - Long Truy Vò 	0	11	336	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		676	676													44	10080	10080															
MÆt n¹ - Liªu §Şnh	0	11	337	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		694	694													44	10080	10080															
MÆt n¹ - L¹c Quang	0	11	338	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		54	54													44	43200	43200															
MÆt n¹ - Ng©n Nha	0	11	339	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		56	56													44	43200	43200															
MÆt n¹ - S­¬ng §ao	0	11	340	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		57	57													44	43200	43200															
MÆt n¹ - L·nh §ao	0	11	341	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		59	59													44	43200	43200															
MÆt n¹ - Hµn Th­¬ng	0	11	342	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		63	63													44	43200	43200															
MÆt n¹ - B«n L«i	0	11	343	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		94	94													44	43200	43200															
MÆt n¹ - §éc Bé 	0	11	344	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		109	109													44	43200	43200															
MÆt n¹ - Gi¸ng Chïy	0	11	345	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		113	113													44	43200	43200															
MÆt n¹ - Xİch Ch­ëng	0	11	346	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		134	134													44	43200	43200															
MÆt n¹ - Lang Bæng	0	11	347	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		157	157													44	43200	43200															
MÆt n¹ - Bé Hi TrÇn	0	11	348	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		851	851													44	43200	43200															
MÆt n¹ - KiÒu §Ønh Thiªn 	0	11	349	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		852	852													44	43200	43200															
MÆt n¹ - §iªu DŞch §ao	0	11	350	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		853	853													44	43200	43200															
MÆt n¹ - T©y M«n Giíi	0	11	351	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		854	854													44	43200	43200															
MÆt n¹ - HÇu KhÊt KiÕm	0	11	352	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		855	855													44	43200	43200															
MÆt n¹ - øng KhiÕu Phong	0	11	353	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		856	856													44	43200	43200															
MÆt n¹ - Viªn NiÖm TŞch	0	11	354	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		857	857													44	43200	43200															
MÆt n¹ - Ch÷ Thiªn MÉn 	0	11	355	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		858	858													44	43200	43200															
MÆt n¹ - %Thiªn V­¬ng%	0	11	356	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1193	1193													44	7200	7200															
MÆt n¹ - Lo¹n thÕ anh hµo	0	11	357	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1194	1194													44	7200	7200															
MÆt n¹ - Truy mÖnh c­ sü	0	11	358	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1195	1195													44	7200	7200															
MÆt n¹ - ThÇn tiªn	0	11	359	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1196	1196													44	7200	7200															
MÆt n¹ - Nga chiÕn huyÕt	0	11	360	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1197	1197													44	7200	7200															
MÆt n¹ - Hå ®iÖp bèi bèi	0	11	361	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1198	1198													44	7200	7200															
MÆt n¹ - Ngäc mai lÇu	0	11	362	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1199	1199													44	7200	7200															
MÆt n¹ - Thanh h­¬ng	0	11	363	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1200	1200													44	7200	7200															
MÆt n¹ - Cæ ®¹o phong	0	11	364	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1201	1201													44	7200	7200															
MÆt n¹ - Nh· háa n÷ nh©n	0	11	365	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1202	1202													44	7200	7200															
MÆt n¹ ngôy trang	0	11	366	\spr\item\equip\mask\yrmj_03.spr	379	1	1	Mang vµo sÏ nhËn ®­îc 1 kü n¨ng ngôy trang, sö dông víi nh÷ng ng­êi ch¬i kh¸c cã thÓ biÕn thµnh h×nh d¸ng cña hä.		0	1	0		-1	-1													44	1440	1440	187	188682	188682												
VINAGAME_GM	0	11	367	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1204	1204													31	1	1															
TaiwanGAME_GM	0	11	368	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1205	1205													31	1	1															
MÆt n¹ - L¹c Quang	0	11	369	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		54	54													44	1440	1440															
MÆt n¹ - Ng©n Nha	0	11	370	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		56	56													44	1440	1440															
MÆt n¹ - S­¬ng §ao	0	11	371	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		57	57													44	1440	1440															
MÆt n¹ - L·nh §ao	0	11	372	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		59	59													44	1440	1440															
