ItemGenre	DetailType	ParticularType	Series	Level	IsNew	money	FuYuan	Coin	Score	GoldCoin	Contribution	Honour	GoldCoinScore	½ð±Ò¹ºÎï·µ»¹µÄ½ð±Ò»ý·Ö	UniPriceType	UniPriceAmount	SaleLogRequired	CurrentPrice	PromotionBeginDate	PromotionEndDate	SaleBeginDate	SaleEndDate	ExpiredTime£¨minute or YYYYmmdd£©	UsedTime£¨minute or OnlineTime£©	"ConsumeType(0-once;1-unlimit)"	comment
0	11	54	0	1		2000000											1									Ò×ÈÝÃæ¾ß-½ðÃ¨(¾É°æ±¾,²»ÔÙ··Âô)
0	11	61	0	1		2000000											1									Ò×ÈÝÃæ¾ß-½ðË¿ºï(¾É°æ±¾,²»ÔÙ··Âô)
0	11	65	0	1		2000000											1									Ò×ÈÝÃæ¾ß-Ã·»¨Â¹(¾É°æ±¾,²»ÔÙ··Âô)
0	11	66	0	1		2000000											1									Ò×ÈÝÃæ¾ß-°×Öí(¾É°æ±¾,²»ÔÙ··Âô)
6	1	147	0	1					150								1									HuyÒn Tinh Kho¸ng Th¹ch-PhÈm chÊt: 1
6	1	147	0	2					500								1									HuyÒn Tinh Kho¸ng Th¹ch-PhÈm chÊt: 2
6	1	147	0	3					2250								1									HuyÒn Tinh Kho¸ng Th¹ch-PhÈm chÊt: 3
6	1	147	0	4					9000								1									HuyÒn Tinh Kho¸ng Th¹ch-PhÈm chÊt: 4
6	1	147	0	5					35000								1									HuyÒn Tinh Kho¸ng Th¹ch-PhÈm chÊt: 5
6	1	147	0	6					120000								1									HuyÒn Tinh Kho¸ng Th¹ch-PhÈm chÊt: 6
6	1	149	0	1				1	100								1									HuyÒn ThiÕt Nguyªn Kho¸ng
6	1	151	0	1				1	100								1									MËt Ng©n Nguyªn Kho¸ng
6	1	153	0	1				1	100								1									Chu Sa Nguyªn Kho¸ng
6	1	383	0	1					20000								1	1								§å ph?Hoµng Kim - §Þnh Quèc Thanh Sa Tr­êng Sam
6	1	384	0	1					50000								1	2								§å ph?Hoµng Kim - §Þnh Quèc ?Sa Ph¸t Qu¸n
6	1	385	0	1					20000								1	1								§å ph?Hoµng Kim - §Þnh Quèc XÝch Quyªn NhuyÔn Ngoa
6	1	386	0	1					20000								1	1								§å ph?Hoµng Kim - §Þnh Quèc T?§»ng H?uyÓn
6	1	387	0	1					20000								1	1								§å ph?Hoµng Kim - §Þnh Quèc Ng©n Tµm Yªu ®¸i
6	1	388	0	1					50000								1	2								§å ph?Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn
6	1	389	0	1					20000								1	2								§å ph?Hoµng Kim - An Bang Cóc Hoa Th¹ch Ch?hoµn
6	1	390	0	1					20000								1	2								§å ph?Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi
6	1	391	0	1					20000								1	2								§å ph?Hoµng Kim - An Bang K?HuyÕt Th¹ch Giíi Ch?
6	1	130	0	1		3000000											1									§¹i B¹ch C©u hoµn
6	1	401	0	1		100											0									T©n Th?thiÕp
1	0	0	0	5		4000											0									Cöu ChuyÓn Hoµn Hån ®¬n (V?l©m ®¹i héi)
1	1	0	0	5		4000											0									?®Çu Hoµn thÇn ®¬n (V?l©m ®¹i héi)
1	2	0	0	5		5000											0									Ng?Hoa Ngäc L?Hoµn (V?l©m ®¹i héi)
1	4	0	0	5		1000											0									Long §µm Hãa §éc ®¬n (V?l©m ®¹i héi)
6	1	240	0	1													1									§å ph?Hoµng Kim - Méng Long Kim Ti ChÝnh Hång C?Sa
6	1	244	0	1													1									§å ph?Hoµng Kim - Phôc Ma T?Kim C«n
6	1	249	0	1													1									§å ph?Hoµng Kim - T?Kh«ng Gi¸ng Ma Giíi §ao
6	1	254	0	1													1									§å ph?Hoµng Kim - H¸m Thiªn Kim Hoµn §¹i Nh·n ThÇn Chïy
6	1	259	0	1													1									§å ph?Hoµng Kim - K?NghiÖp B«n L«i Toµn Long Th­¬ng
6	1	260	0	1													1									§å ph?Hoµng Kim - K?NghiÖp HuyÒn V?Hoµng Kim Kh¶i
6	1	264	0	1													1									§å ph?Hoµng Kim - Ng?Long L­îng Ng©n B¶o §ao
6	1	269	0	1													1									§å ph?Hoµng Kim - V?Gian ?Thiªn KiÕm
6	1	277	0	1													1									§å ph?Hoµng Kim - V?Ma TÈy T­îng Ngäc KhÊu
6	1	278	0	1													1									§å ph?Hoµng Kim - M¶nh Hång Truy NhuyÔn Th¸p Hµi
6	1	280	0	1													1									§å ph?Hoµng Kim - V?TrÇn Thanh T©m H­íng ThiÖn Ch©u
6	1	284	0	1													1									§å ph?Hoµng Kim - T?Hoµng Phông Nghi §ao
6	1	289	0	1													1									§å ph?Hoµng Kim - BÝch H¶i Uyªn ¦¬ng Liªn Hoµn ®ao
6	1	292	0	1													1									§å ph?Hoµng Kim - BÝch H¶i Hång L¨ng Ba
6	1	294	0	1													1									§å ph?Hoµng Kim - U Lung Kim X?Ph¸t §¸i
6	1	298	0	1													1									§å ph?Hoµng Kim - U Lung MÆc Th?NhuyÔn L?
6	1	299	0	1													1									§å ph?Hoµng Kim - Minh ¶o T?S¸t §éc NhËn
6	1	305	0	1													1									§å ph?Hoµng Kim - Ch?Ph­îc DiÖt L«i C¶nh Ph?
6	1	309	0	1													1									§å ph?Hoµng Kim - B¨ng Hµn §¬n Ch?Phi §ao
6	1	314	0	1													1									§å ph?Hoµng Kim - Thiªn Quang Hoa V?M¹n Thiªn
6	1	319	0	1													1									§å ph?Hoµng Kim - S©m Hoang Phi Tinh §o¹t Hån
6	1	325	0	1													1									§å ph?Hoµng Kim - §Þa Ph¸ch H¾c DiÖm Xung Thiªn Liªn
6	1	330	0	1													1									§å ph?Hoµng Kim - §ång Cõu Gi¸ng Long C¸i Y
6	1	332	0	1													1									§å ph?Hoµng Kim - §ång Cõu Kh¸ng Long H?UyÓn
6	1	334	0	1													1									§å ph?Hoµng Kim - §Þch Kh¸i Lôc Ngäc Tr­îng
6	1	339	0	1													1									§å ph?Hoµng Kim - Ma S¸t Qu?Cèc U Minh Th­¬ng
6	1	348	0	1													1									§å ph?Hoµng Kim - Ma Hoµng Kim Gi¸p Kh«i
6	1	349	0	1													1									§å ph?Hoµng Kim - Ma Hoµng ¸n XuÊt H?H¹ng Khuyªn
6	1	350	0	1													1									§å ph?Hoµng Kim - Ma Th?s¬n  H¶i Phi Hång L?
6	1	357	0	1													1									§å ph?Hoµng Kim - L¨ng Nh¹c V?Cùc HuyÒn Ngäc Béi
6	1	359	0	1													1									§å ph?Hoµng Kim - CËp Phong Ch©n V?KiÕm
6	1	360	0	1													1									§å ph?Hoµng Kim - CËp Phong Tam Thanh Ph?
6	1	364	0	1													1									§å ph?Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt
6	1	370	0	1													1									§å ph?Hoµng Kim - L«i Khung Thiªn §Þa H?Ph?
6	1	374	0	1													1									§å ph?Hoµng Kim - V?¶o B¾c Minh §¹o Qu¸n
6	1	380	0	1													1									§å ph?Hoµng Kim - ®éng S¸t B¹ch Ngäc Cµn Kh«n Béi
6	1	381	0	1													1									§å ph?Hoµng Kim - ®éng S¸t B¹ch Kim T?Phông Giíi
6	1	382	0	1													1									§å ph?Hoµng Kim - ®éng S¸t Ph?Thóy Ngäc H¹ng Khuyªn
6	1	22	0	1				5									1									TÈy Tñy Kinh
6	1	438	0	1													1	8								Th?®Þa ph?(s?dông v?h¹n)
6	1	439	0	1													1	8								T©m T©m T­¬ng ¸nh Ph?(s?dông v?h¹n)
6	1	440	0	1				2									1									M¶nh S¬n H?X?T¾c (100)
0	11	87	0	1													1									Ò×ÈÝÃæ¾ß-Íõ×ô(¾É°æ±¾,²»ÔÙ··Âô)
0	11	88	0	1													1									Ò×ÈÝÃæ¾ß-Ðþ¾õ´óÊ¦(¾É°æ±¾,²»ÔÙ··Âô)
0	11	89	0	1													1									Ò×ÈÝÃæ¾ß-ÌÆ²»È¾(¾É°æ±¾,²»ÔÙ··Âô)
0	11	90	0	1													1									Ò×ÈÝÃæ¾ß-°×Ó¨Ó¨(¾É°æ±¾,²»ÔÙ··Âô)
0	11	91	0	1													1									Ò×ÈÝÃæ¾ß-Çå¾øÊ¦Ì«(¾É°æ±¾,²»ÔÙ··Âô)
0	11	92	0	1													1									Ò×ÈÝÃæ¾ß-æÌÏþÙ»(¾É°æ±¾,²»ÔÙ··Âô)
0	11	93	0	1													1									Ò×ÈÝÃæ¾ß-ºÎÈËÎÒ(¾É°æ±¾,²»ÔÙ··Âô)
0	11	94	0	1													1									Ò×ÈÝÃæ¾ß-µ¥Ë¼ÄÏ(¾É°æ±¾,²»ÔÙ··Âô)
0	11	95	0	1													1									Ò×ÈÝÃæ¾ß-è¯çá×Ó(¾É°æ±¾,²»ÔÙ··Âô)
0	11	96	0	1													1									Ò×ÈÝÃæ¾ß-º«ÃÉ(¾É°æ±¾,²»ÔÙ··Âô)
6	1	447	0	1		100											1									MËt ®å luyÖn cÊp
6	1	448	0	1		100											1									MËt ®å luyÖn cÊp
6	1	449	0	1		100											1									MËt ®å luyÖn cÊp
6	1	450	0	1		100											1									MËt ®å luyÖn cÊp
6	1	451	0	1		100											1									MËt ®å luyÖn cÊp
6	1	452	0	1		100											1									MËt ®å luyÖn cÊp
6	1	453	0	1		100											1									MËt ®å luyÖn cÊp
6	1	454	0	1		100											1									MËt ®å luyÖn cÊp
6	1	455	0	1		100											1									MËt ®å luyÖn cÊp
6	1	456	0	1		100											1									MËt ®å luyÖn cÊp
6	1	457	0	1		100											1									MËt ®å luyÖn cÊp
6	1	458	0	1		100											1									MËt ®å luyÖn cÊp
6	1	459	0	1		100											1									MËt ®å luyÖn cÊp
6	1	460	0	1		100											1									MËt ®å luyÖn cÊp
6	1	461	0	1		100											1									MËt ®å luyÖn cÊp
6	1	462	0	1		100											1									MËt ®å luyÖn cÊp
6	1	463	0	1		100											1									MËt ®å luyÖn cÊp
6	1	464	0	1		100											1									MËt ®å luyÖn cÊp
6	1	465	0	1		100											1									MËt ®å luyÖn cÊp
6	1	466	0	1		100											1									MËt ®å luyÖn cÊp
6	1	467	0	1		100											1									MËt ®å luyÖn cÊp
6	1	468	0	1		100											1									MËt ®å luyÖn cÊp
6	1	469	0	1		100											1									MËt ®å luyÖn cÊp
6	1	470	0	1		100											1									MËt ®å luyÖn cÊp
6	1	471	0	1		100											1									MËt ®å luyÖn cÊp
6	1	472	0	1		100											1									MËt ®å luyÖn cÊp
6	1	473	0	1		100											1									MËt ®å luyÖn cÊp
6	1	474	0	1		100											1									MËt ®å luyÖn cÊp
6	1	475	0	1		100											1									MËt ®å luyÖn cÊp
6	1	476	0	1		100											1									MËt ®å luyÖn cÊp
6	1	477	0	1		100											1									MËt ®å luyÖn cÊp
6	1	478	0	1		100											1									MËt ®å luyÖn cÊp
6	1	479	0	1		100											1									MËt ®å luyÖn cÊp
6	1	480	0	1		100											1									MËt ®å luyÖn cÊp
6	1	481	0	1		100											1									MËt ®å luyÖn cÊp
6	1	482	0	1		100											1									MËt ®å luyÖn cÊp
6	1	483	0	1		100											1									MËt ®å luyÖn cÊp
6	1	484	0	1		100											1									MËt ®å luyÖn cÊp
6	1	485	0	1		100											1									MËt ®å luyÖn cÊp
6	1	486	0	1		100											1									MËt ®å luyÖn cÊp
6	1	487	0	1		100											1									MËt ®å luyÖn cÊp
6	1	488	0	1		100											1									MËt ®å luyÖn cÊp
6	1	489	0	1		100											1									MËt ®å luyÖn cÊp
6	1	490	0	1		100											1									MËt ®å luyÖn cÊp
6	1	491	0	1		100											1									MËt ®å luyÖn cÊp
6	1	492	0	1		100											1									MËt ®å luyÖn cÊp
6	1	493	0	1		100											1									MËt ®å luyÖn cÊp
6	1	494	0	1		100											1									MËt ®å luyÖn cÊp
6	1	495	0	1		100											1									MËt ®å luyÖn cÊp
6	1	496	0	1		100											1									MËt ®å luyÖn cÊp
6	1	497	0	1		100											1									MËt ®å luyÖn cÊp
6	1	498	0	1		100											1									MËt ®å luyÖn cÊp
6	1	499	0	1		100											1									MËt ®å luyÖn cÊp
6	1	500	0	1		100											1									MËt ®å luyÖn cÊp
6	1	501	0	1		100											1									MËt ®å luyÖn cÊp
6	1	502	0	1		100											1									MËt ®å luyÖn cÊp
6	1	503	0	1		100											1									MËt ®å luyÖn cÊp
6	1	504	0	1		100											1									MËt ®å luyÖn cÊp
6	1	505	0	1		100											1									MËt ®å luyÖn cÊp
6	1	506	0	1		100											1									MËt ®å luyÖn cÊp
6	1	507	0	1		100											1									MËt ®å luyÖn cÊp
6	1	508	0	1		100											1									MËt ®å luyÖn cÊp
6	1	509	0	1		100											1									MËt ®å luyÖn cÊp
6	1	510	0	1		100											1									MËt ®å luyÖn cÊp
6	1	511	0	1		100											1									MËt ®å luyÖn cÊp
6	1	512	0	1		100											1									MËt ®å luyÖn cÊp
6	1	513	0	1		100											1									MËt ®å luyÖn cÊp
6	1	514	0	1		100											1									MËt ®å luyÖn cÊp
6	1	515	0	1		100											1									MËt ®å luyÖn cÊp
6	1	516	0	1		100											1									MËt ®å luyÖn cÊp
6	1	517	0	1		100											1									MËt ®å luyÖn cÊp
6	1	518	0	1		100											1									MËt ®å luyÖn cÊp
6	1	519	0	1		100											1									MËt ®å luyÖn cÊp
6	1	520	0	1		100											1									MËt ®å luyÖn cÊp
6	1	521	0	1		100											1									MËt ®å luyÖn cÊp
6	1	522	0	1		100											1									MËt ®å luyÖn cÊp
6	1	523	0	1		100											1									MËt ®å luyÖn cÊp
6	1	524	0	1		100											1									MËt ®å luyÖn cÊp
6	1	525	0	1		100											1									MËt ®å luyÖn cÊp
6	1	526	0	1		100											1									MËt ®å luyÖn cÊp
6	1	527	0	1		100											1									MËt ®å luyÖn cÊp
6	1	528	0	1		100											1									MËt ®å luyÖn cÊp
6	1	529	0	1		100											1									MËt ®å luyÖn cÊp
6	1	530	0	1		100											1									MËt ®å luyÖn cÊp
6	1	531	0	1		100											1									MËt ®å luyÖn cÊp
6	1	532	0	1		100											1									MËt ®å luyÖn cÊp
6	1	533	0	1		100											1									MËt ®å luyÖn cÊp
6	1	534	0	1		100											1									MËt ®å luyÖn cÊp
6	1	535	0	1		100											1									MËt ®å luyÖn cÊp
6	1	536	0	1		100											1									MËt ®å luyÖn cÊp
6	1	537	0	1		100											1									MËt ®å luyÖn cÊp
6	1	538	0	1		100											1									MËt ®å luyÖn cÊp
6	1	539	0	1		100											1									MËt ®å luyÖn cÊp
6	1	540	0	1		100											1									MËt ®å luyÖn cÊp
6	1	541	0	1		100											1									MËt ®å luyÖn cÊp
6	1	542	0	1		100											1									MËt ®å luyÖn cÊp
6	1	543	0	1		100											1									MËt ®å luyÖn cÊp
6	1	544	0	1		100											1									MËt ®å luyÖn cÊp
6	1	545	0	1		100											1									MËt ®å luyÖn cÊp
6	1	546	0	1		100											1									MËt ®å luyÖn cÊp
6	1	547	0	1		100											1									MËt ®å luyÖn cÊp
6	1	548	0	1		100											1									MËt ®å luyÖn cÊp
6	1	549	0	1		100											1									MËt ®å luyÖn cÊp
6	1	550	0	1		100											1									MËt ®å luyÖn cÊp
6	1	551	0	1		100											1									MËt ®å luyÖn cÊp
6	1	552	0	1		100											1									MËt ®å luyÖn cÊp
6	1	553	0	1		100											1									MËt ®å luyÖn cÊp
6	1	554	0	1		100											1									MËt ®å luyÖn cÊp
6	1	555	0	1		100											1									MËt ®å luyÖn cÊp
6	1	556	0	1		100											1									MËt ®å luyÖn cÊp
6	1	557	0	1		100											1									MËt ®å luyÖn cÊp
6	1	558	0	1		100											1									MËt ®å luyÖn cÊp
6	1	559	0	1		100											1									MËt ®å luyÖn cÊp
6	1	560	0	1		100											1									MËt ®å luyÖn cÊp
6	1	561	0	1		100											1									MËt ®å luyÖn cÊp
6	1	562	0	1		100											1									MËt ®å luyÖn cÊp
6	1	563	0	1		100											1									MËt ®å luyÖn cÊp
6	1	564	0	1		100											1									MËt ®å luyÖn cÊp
6	1	565	0	1		100											1									MËt ®å luyÖn cÊp
6	1	566	0	1		100											1									MËt ®å luyÖn cÊp
6	1	567	0	1		100											1									MËt ®å luyÖn cÊp
6	1	568	0	1		100											1									MËt ®å luyÖn cÊp
6	1	569	0	1		100											1									MËt ®å luyÖn cÊp
6	1	570	0	1		100											1									MËt ®å luyÖn cÊp
6	1	571	0	1		100											1									MËt ®å luyÖn cÊp
6	1	572	0	1		100											1									MËt ®å luyÖn cÊp
6	1	573	0	1		100											1									MËt ®å luyÖn cÊp
6	1	574	0	1		100											1									MËt ®å luyÖn cÊp
6	1	575	0	1		100											1									MËt ®å luyÖn cÊp
6	1	576	0	1		100											1									MËt ®å luyÖn cÊp
6	1	577	0	1		100											1									MËt ®å luyÖn cÊp
6	1	578	0	1		100											1									MËt ®å luyÖn cÊp
6	1	579	0	1		100											1									MËt ®å luyÖn cÊp
6	1	580	0	1		100											1									MËt ®å luyÖn cÊp
6	1	581	0	1		100											1									MËt ®å luyÖn cÊp
6	1	582	0	1		100											1									MËt ®å luyÖn cÊp
6	1	583	0	1		100											1									MËt ®å luyÖn cÊp
6	1	584	0	1		100											1									MËt ®å luyÖn cÊp
6	1	585	0	1		100											1									MËt ®å luyÖn cÊp
6	1	586	0	1		100											1									MËt ®å luyÖn cÊp
6	1	587	0	1		100											1									MËt ®å luyÖn cÊp
6	1	588	0	1		100											1									MËt ®å luyÖn cÊp
6	1	589	0	1		100											1									MËt ®å luyÖn cÊp
6	1	590	0	1		100											1									MËt ®å luyÖn cÊp
6	1	591	0	1		100											1									MËt ®å luyÖn cÊp
6	1	592	0	1		100											1									MËt ®å luyÖn cÊp
6	1	593	0	1		100											1									MËt ®å luyÖn cÊp
6	1	594	0	1		100											1									MËt ®å luyÖn cÊp
6	1	595	0	1		100											1									MËt ®å luyÖn cÊp
6	1	596	0	1		100											1									MËt ®å luyÖn cÊp
6	1	597	0	1		100											1									MËt ®å luyÖn cÊp
6	1	598	0	1		100											1									MËt ®å luyÖn cÊp
6	1	599	0	1		100											1									MËt ®å luyÖn cÊp
6	1	600	0	1		100											1									MËt ®å luyÖn cÊp
6	1	601	0	1		100											1									MËt ®å luyÖn cÊp
6	1	602	0	1		100											1									MËt ®å luyÖn cÊp
6	1	603	0	1		100											1									MËt ®å luyÖn cÊp
6	1	604	0	1		100											1									MËt ®å luyÖn cÊp
6	1	605	0	1		100											1									MËt ®å luyÖn cÊp
6	1	606	0	1		100											1									MËt ®å luyÖn cÊp
6	1	607	0	1		100											1									MËt ®å luyÖn cÊp
6	1	608	0	1		100											1									MËt ®å luyÖn cÊp
6	1	609	0	1		100											1									MËt ®å luyÖn cÊp
6	1	610	0	1		100											1									MËt ®å luyÖn cÊp
6	1	611	0	1		100											1									MËt ®å luyÖn cÊp
6	1	612	0	1		100											1									MËt ®å luyÖn cÊp
6	1	613	0	1		100											1									MËt ®å luyÖn cÊp
6	1	614	0	1		100											1									MËt ®å luyÖn cÊp
6	1	615	0	1		100											1									MËt ®å luyÖn cÊp
6	1	616	0	1		100											1									MËt ®å luyÖn cÊp
6	1	617	0	1		100											1									MËt ®å luyÖn cÊp
6	1	618	0	1		100											1									MËt ®å luyÖn cÊp
6	1	619	0	1		100											1									MËt ®å luyÖn cÊp
6	1	620	0	1		100											1									MËt ®å luyÖn cÊp
6	1	621	0	1		100											1									MËt ®å luyÖn cÊp
6	1	622	0	1		100											1									MËt ®å luyÖn cÊp
6	1	623	0	1		100											1									MËt ®å luyÖn cÊp
6	1	624	0	1		100											1									MËt ®å luyÖn cÊp
6	1	625	0	1		100											1									MËt ®å luyÖn cÊp
6	1	626	0	1		100											1									MËt ®å luyÖn cÊp
6	1	627	0	1		100											1									MËt ®å luyÖn cÊp
6	1	628	0	1		100											1									MËt ®å luyÖn cÊp
6	1	629	0	1		100											1									MËt ®å luyÖn cÊp
6	1	630	0	1		100											1									MËt ®å luyÖn cÊp
6	1	631	0	1		100											1									MËt ®å luyÖn cÊp
6	1	632	0	1		100											1									MËt ®å luyÖn cÊp
6	1	633	0	1		100											1									MËt ®å luyÖn cÊp
6	1	634	0	1		100											1									MËt ®å luyÖn cÊp
6	1	635	0	1		100											1									MËt ®å luyÖn cÊp
6	1	636	0	1		100											1									MËt ®å luyÖn cÊp
6	1	637	0	1		100											1									MËt ®å luyÖn cÊp
6	1	638	0	1		100											1									MËt ®å luyÖn cÊp
6	1	639	0	1		100											1									MËt ®å luyÖn cÊp
6	1	640	0	1		100											1									MËt ®å luyÖn cÊp
6	1	641	0	1		100											1									MËt ®å luyÖn cÊp
6	1	642	0	1		100											1									MËt ®å luyÖn cÊp
6	1	643	0	1		100											1									MËt ®å luyÖn cÊp
6	1	644	0	1		100											1									MËt ®å luyÖn cÊp
6	1	645	0	1		100											1									MËt ®å luyÖn cÊp
6	1	646	0	1		100											1									MËt ®å luyÖn cÊp
6	1	647	0	1		100											1									MËt ®å luyÖn cÊp
6	1	648	0	1		100											1									MËt ®å luyÖn cÊp
6	1	649	0	1		100											1									MËt ®å luyÖn cÊp
6	1	650	0	1		100											1									MËt ®å luyÖn cÊp
6	1	651	0	1		100											1									MËt ®å luyÖn cÊp
6	1	652	0	1		100											1									MËt ®å luyÖn cÊp
6	1	653	0	1		100											1									MËt ®å luyÖn cÊp
6	1	654	0	1		100											1									MËt ®å luyÖn cÊp
6	1	655	0	1		100											1									MËt ®å luyÖn cÊp
6	1	656	0	1		100											1									MËt ®å luyÖn cÊp
6	1	657	0	1		100											1									MËt ®å luyÖn cÊp
6	1	658	0	1		100											1									MËt ®å luyÖn cÊp
6	1	659	0	1		100											1									MËt ®å luyÖn cÊp
6	1	660	0	1		100											1									MËt ®å luyÖn cÊp
6	1	661	0	1		100											1									MËt ®å luyÖn cÊp
6	1	662	0	1		100											1									MËt ®å luyÖn cÊp
6	1	663	0	1		100											1									MËt ®å luyÖn cÊp
6	1	664	0	1		100											1									MËt ®å luyÖn cÊp
6	1	665	0	1		100											1									MËt ®å luyÖn cÊp
6	1	666	0	1		100											1									MËt ®å luyÖn cÊp
6	1	667	0	1		100											1									MËt ®å luyÖn cÊp
6	1	668	0	1		100											1									MËt ®å luyÖn cÊp
6	1	669	0	1		100											1									MËt ®å luyÖn cÊp
6	1	670	0	1		100											1									MËt ®å luyÖn cÊp
6	1	671	0	1		100											1									MËt ®å luyÖn cÊp
6	1	672	0	1		100											1									MËt ®å luyÖn cÊp
6	1	673	0	1		100											1									MËt ®å luyÖn cÊp
6	1	674	0	1		100											1									MËt ®å luyÖn cÊp
6	1	675	0	1		100											1									MËt ®å luyÖn cÊp
6	1	676	0	1		100											1									MËt ®å luyÖn cÊp
6	1	677	0	1		100											1									MËt ®å luyÖn cÊp
6	1	678	0	1		100											1									MËt ®å luyÖn cÊp
6	1	679	0	1		100											1									MËt ®å luyÖn cÊp
6	1	680	0	1		100											1									MËt ®å luyÖn cÊp
6	1	681	0	1		100											1									MËt ®å luyÖn cÊp
6	1	682	0	1		100											1									MËt ®å luyÖn cÊp
6	1	683	0	1		100											1									MËt ®å luyÖn cÊp
6	1	684	0	1		100											1									MËt ®å luyÖn cÊp
6	1	685	0	1		100											1									MËt ®å luyÖn cÊp
6	1	686	0	1		100											1									MËt ®å luyÖn cÊp
6	1	687	0	1		100											1									MËt ®å luyÖn cÊp
6	1	688	0	1		100											1									MËt ®å luyÖn cÊp
6	1	689	0	1		100											1									MËt ®å luyÖn cÊp
6	1	690	0	1		100											1									MËt ®å luyÖn cÊp
6	1	691	0	1		100											1									MËt ®å luyÖn cÊp
6	1	692	0	1		100											1									MËt ®å luyÖn cÊp
6	1	693	0	1		100											1									MËt ®å luyÖn cÊp
6	1	694	0	1		100											1									MËt ®å luyÖn cÊp
6	1	695	0	1		100											1									MËt ®å luyÖn cÊp
6	1	696	0	1		100											1									MËt ®å luyÖn cÊp
6	1	697	0	1		100											1									MËt ®å luyÖn cÊp
6	1	698	0	1		100											1									MËt ®å luyÖn cÊp
6	1	699	0	1		100											1									MËt ®å luyÖn cÊp
6	1	700	0	1		100											1									MËt ®å luyÖn cÊp
6	1	701	0	1		100											1									MËt ®å luyÖn cÊp
6	1	702	0	1		100											1									MËt ®å luyÖn cÊp
6	1	703	0	1		100											1									MËt ®å luyÖn cÊp
6	1	704	0	1		100											1									MËt ®å luyÖn cÊp
6	1	705	0	1		100											1									MËt ®å luyÖn cÊp
6	1	706	0	1		100											1									MËt ®å luyÖn cÊp
6	1	707	0	1		100											1									MËt ®å luyÖn cÊp
6	1	708	0	1		100											1									MËt ®å luyÖn cÊp
6	1	709	0	1		100											1									MËt ®å luyÖn cÊp
6	1	710	0	1		100											1									MËt ®å luyÖn cÊp
6	1	711	0	1		100											1									MËt ®å luyÖn cÊp
6	1	712	0	1		100											1									MËt ®å luyÖn cÊp
6	1	713	0	1		100											1									MËt ®å luyÖn cÊp
6	1	714	0	1		100											1									MËt ®å luyÖn cÊp
6	1	715	0	1		100											1									MËt ®å luyÖn cÊp
6	1	716	0	1		100											1									MËt ®å luyÖn cÊp
6	1	717	0	1		100											1									MËt ®å luyÖn cÊp
6	1	718	0	1		100											1									MËt ®å luyÖn cÊp
6	1	719	0	1		100											1									MËt ®å luyÖn cÊp
6	1	720	0	1		100											1									MËt ®å luyÖn cÊp
6	1	721	0	1		100											1									MËt ®å luyÖn cÊp
6	1	722	0	1		100											1									MËt ®å luyÖn cÊp
6	1	723	0	1		100											1									MËt ®å luyÖn cÊp
6	1	724	0	1		100											1									MËt ®å luyÖn cÊp
6	1	725	0	1		100											1									MËt ®å luyÖn cÊp
6	1	726	0	1		100											1									MËt ®å luyÖn cÊp
6	1	727	0	1		100											1									MËt ®å luyÖn cÊp
6	1	728	0	1		100											1									MËt ®å luyÖn cÊp
6	1	729	0	1		100											1									MËt ®å luyÖn cÊp
6	1	730	0	1		100											1									MËt ®å luyÖn cÊp
6	1	731	0	1		100											1									MËt ®å luyÖn cÊp
6	1	732	0	1		100											1									MËt ®å luyÖn cÊp
6	1	733	0	1		100											1									MËt ®å luyÖn cÊp
6	1	734	0	1		100											1									MËt ®å luyÖn cÊp
6	1	735	0	1		100											1									MËt ®å luyÖn cÊp
6	1	736	0	1		100											1									MËt ®å luyÖn cÊp
6	1	737	0	1		100											1									MËt ®å luyÖn cÊp
6	1	738	0	1		100											1									MËt ®å luyÖn cÊp
6	1	739	0	1		100											1									MËt ®å luyÖn cÊp
6	1	740	0	1		100											1									MËt ®å luyÖn cÊp
6	1	741	0	1		100											1									MËt ®å luyÖn cÊp
6	1	742	0	1		100											1									MËt ®å luyÖn cÊp
6	1	743	0	1		100											1									MËt ®å luyÖn cÊp
6	1	744	0	1		100											1									MËt ®å luyÖn cÊp
6	1	745	0	1		100											1									MËt ®å luyÖn cÊp
6	1	746	0	1		100											1									MËt ®å luyÖn cÊp
6	1	747	0	1		100											1									MËt ®å luyÖn cÊp
6	1	748	0	1		100											1									MËt ®å luyÖn cÊp
6	1	749	0	1		100											1									MËt ®å luyÖn cÊp
6	1	750	0	1		100											1									MËt ®å luyÖn cÊp
6	1	751	0	1		100											1									MËt ®å luyÖn cÊp
6	1	752	0	1		100											1									MËt ®å luyÖn cÊp
6	1	753	0	1		100											1									MËt ®å luyÖn cÊp
6	1	754	0	1		100											1									MËt ®å luyÖn cÊp
6	1	755	0	1		100											1									MËt ®å luyÖn cÊp
6	1	756	0	1		100											1									MËt ®å luyÖn cÊp
6	1	757	0	1		100											1									MËt ®å luyÖn cÊp
6	1	758	0	1		100											1									MËt ®å luyÖn cÊp
6	1	759	0	1		100											1									MËt ®å luyÖn cÊp
6	1	760	0	1		100											1									MËt ®å luyÖn cÊp
6	1	761	0	1		100											1									MËt ®å luyÖn cÊp
6	1	762	0	1		100											1									MËt ®å luyÖn cÊp
6	1	763	0	1		100											1									MËt ®å luyÖn cÊp
