Row	Col	PointType	PointX	PointY
7	1	t13_lamp	50528	133088
7	1	t13_lamp	50528	132640
7	1	t13_lamp	50400	132768
7	1	t13_lamp	50240	133216
7	1	t13_lamp	50368	133312
7	1	t13_lamp	50976	132736
7	1	t13_lamp	50848	132608
7	1	t13_lamp	50752	132832
7	1	t13_lamp	50848	133248
7	1	t13_lamp	50944	133152
7	1	t16_box	50112	133024
7	1	t16_box	50144	133152
7	1	t16_box	50208	132928
7	1	t16_box	50336	132800
7	1	t16_box	50464	132672
7	1	t16_box	50592	132544
7	1	t16_box	50432	132992
7	1	t16_box	50592	133632
7	1	t16_box	50496	133408
7	1	t16_box	50400	133280
7	1	t16_box	50304	133120
7	1	t16_box	50816	132544
7	1	t16_box	51040	132768
7	1	t16_box	51136	132992
7	1	t16_box	50720	132640
7	1	t16_box	50880	133408
7	1	t16_box	50720	133536
7	1	t16_box	50784	133344
7	1	t16_box	51072	133184
7	1	t16_box	50784	133152
7	1	t16_npc	50816	132736
7	1	t17_accrue	50624	132960
7	1	t17_conquer	50720	132960
7	1	t17_joss	50688	132640
7	1	t17_joss	50432	132864
7	1	t17_joss	50816	133184
7	1	t17_joss	50912	132896
7	1	t17_joss	50560	133184
7	1	t20_boss	50496	133056
7	1	t20_pillar	50304	133024
7	1	t20_pillar	50688	132640
7	1	t20_pillar	50976	133120
7	1	t21_boy	50080	132928
7	1	t21_boy	50112	133152
7	1	t21_boy	50560	132448
7	1	t21_boy	50400	132576
7	1	t21_boy	50240	132800
7	1	t21_boy	50656	133600
7	1	t21_boy	50464	133472
7	1	t21_boy	50304	133344
7	1	t21_boy	50912	133440
7	1	t21_boy	51104	133248
7	1	t21_girl	50080	133024
7	1	t21_girl	50624	132416
7	1	t21_girl	50656	133536
7	1	t21_girl	50464	133376
7	1	t21_girl	50272	133184
7	1	t21_girl	51008	132736
7	1	t21_girl	50816	132576
7	1	t21_girl	50880	133376
7	1	t21_girl	51072	133120
7	1	t21_girl	51200	132928
7	1	t22_monster	50144	132864
7	1	t22_monster	50656	132416
7	1	t22_monster	50496	133536
7	1	t22_monster	51168	132896
7	1	t22_monster	50880	133536
7	1	t24_boss	50816	132736
7	1	t24_monster	50048	133056
7	1	t24_monster	50144	133184
7	1	t24_monster	50624	132384
7	1	t24_monster	50464	132512
7	1	t24_monster	50336	133376
7	1	t24_monster	50432	133472
7	1	t24_monster	50560	133568
7	1	t24_monster	50560	133280
7	1	t24_monster	50240	133312
7	1	t24_monster	51072	132704
7	1	t24_monster	50944	132576
7	1	t24_monster	50976	132896
7	1	t24_monster	50784	132448
7	1	t24_monster	50848	133472
7	1	t24_monster	50976	133376
7	1	t24_monster	51104	133184
7	1	t24_monster	50848	133248
7	1	t24_monster	50720	133600
7	1	t24_monster	51296	133088
7	1	t24_monster	51232	132864
7	1	t24_pillar	50304	133024
7	1	t24_pillar	50688	132640
7	1	t24_pillar	50976	133120
7	1	t32_boy	50048	132992
7	1	t32_girl	51264	132992
7	1	t33_box	50816	132736
7	1	t33_monster	50048	133056
7	1	t33_monster	50144	133184
7	1	t33_monster	50624	132384
7	1	t33_monster	50464	132512
7	1	t33_monster	50336	133376
7	1	t33_monster	50432	133472
7	1	t33_monster	50560	133568
7	1	t33_monster	50560	133280
7	1	t33_monster	50240	133312
7	1	t33_monster	51072	132704
7	1	t33_monster	50944	132576
7	1	t33_monster	50976	132896
7	1	t33_monster	50784	132448
7	1	t33_monster	50848	133472
7	1	t33_monster	50976	133376
7	1	t33_monster	51104	133184
7	1	t33_monster	50848	133248
7	1	t33_monster	50720	133600
7	1	t33_monster	51296	133088
7	1	t33_monster	51232	132864
7	1	t34_boss	50688	132832
7	1	t34_monster	50624	132544
7	1	t34_monster	50624	132640
7	1	t34_monster	50336	132992
7	1	t34_monster	50400	132992
7	1	t34_monster	50368	132800
7	1	t34_monster	50272	132864
7	1	t34_monster	51104	133088
7	1	t34_monster	51136	132896
7	1	t34_monster	51136	132992
7	1	t34_monster	51072	132928
7	1	t34_monster	50752	132544
7	1	t34_monster	50752	132448
7	1	t34_monster	50752	133440
7	1	t34_monster	50816	133408
7	1	t34_monster	50688	133376
7	1	t34_monster	50816	133344
7	1	t34_pillar	50688	132544
7	1	t34_pillar	50336	132896
7	1	t34_pillar	50752	133344
7	1	t34_pillar	51072	132992
7	1	t40_boss	50560	133184
1	2	left	54400	101856
1	2	left	54432	101824
1	2	left	54432	101856
1	2	left	54432	101888
1	2	left	54400	101888
1	2	left	54368	101888
1	2	left	54464	101792
1	2	left	54464	101824
1	2	left	54464	101856
1	2	left	54464	101888
1	2	left	54464	101760
1	2	left	54464	101792
1	2	left	54464	101824
1	2	left	54464	101856
1	2	left	54400	101824
1	2	left	54432	101792
1	2	left	54432	101824
1	2	left	54432	101856
1	2	left	54400	101856
1	2	left	54368	101856
1	2	left	54400	101792
1	2	left	54432	101792
1	2	left	54432	101760
1	2	left	54464	101760
1	2	left	54464	101728
1	2	left	54464	101792
1	2	left	54464	101824
1	2	left	54464	101856
1	2	left	54464	101888
1	2	left	54432	101888
1	2	left	54400	101888
1	2	left	54368	101888
1	2	left	54336	101888
1	2	left	54336	101824
1	2	left	54368	101824
1	2	left	54496	101728
1	2	left	54496	101696
1	2	left	54496	101760
1	2	left	54496	101792
1	2	left	54496	101824
1	2	left	54496	101856
1	2	left	54496	101888
1	2	left	54368	101920
1	2	left	54400	101920
1	2	left	54432	101920
1	2	left	54464	101920
1	2	left	54400	101952
1	2	left	54432	101952
1	2	right	55200	102720
1	2	right	55200	102688
1	2	right	55200	102656
1	2	right	55232	102656
1	2	right	55232	102688
1	2	right	55168	102656
1	2	right	55168	102688
1	2	right	55168	102720
1	2	right	55168	102752
1	2	right	55232	102592
1	2	right	55264	102592
1	2	right	55232	102624
1	2	right	55232	102560
1	2	right	55232	102624
1	2	right	55232	102656
1	2	right	55200	102592
1	2	right	55200	102560
1	2	right	55200	102528
1	2	right	55200	102688
1	2	right	55200	102656
1	2	right	55200	102624
1	2	right	55168	102624
1	2	right	55168	102656
1	2	right	55168	102688
1	2	right	55168	102720
1	2	right	55136	102592
1	2	right	55168	102592
1	2	right	55136	102720
1	2	right	55136	102688
1	2	right	55136	102656
1	2	right	55136	102624
1	2	right	55104	102592
1	2	right	55104	102624
1	2	right	55104	102688
1	2	right	55104	102656
1	2	right	55104	102720
1	2	right	55104	102752
1	2	right	55136	102560
1	2	right	55168	102560
1	2	right	55168	102528
1	2	right	55136	102528
1	2	right	55104	102528
1	2	right	55104	102560
1	2	top	55136	101888
1	2	top	55136	101920
1	2	top	55168	101920
1	2	top	55200	101952
1	2	top	55136	101952
1	2	top	55168	101952
1	2	top	55104	101856
1	2	top	55104	101888
1	2	top	55104	101920
1	2	top	55104	101952
1	2	top	55200	101952
1	2	top	55200	101920
1	2	top	55136	101856
1	2	top	55136	101888
1	2	top	55168	101888
1	2	top	55200	101920
1	2	top	55136	101920
1	2	top	55168	101920
1	2	top	55104	101824
1	2	top	55104	101856
1	2	top	55104	101888
1	2	top	55104	101920
1	2	top	55072	101792
1	2	top	55072	101824
1	2	top	55072	101856
1	2	top	55072	101888
1	2	top	55072	101920
1	2	top	55072	101952
1	2	top	55104	101952
1	2	top	55136	101952
1	2	top	55168	101952
1	2	top	55168	101888
1	2	top	55136	101856
1	2	top	55104	101824
1	2	top	55040	101792
1	2	top	55040	101824
1	2	top	55040	101856
1	2	top	55040	101760
1	2	top	55040	101888
1	2	top	55040	101920
1	2	top	55040	101952
1	2	top	55104	101984
1	2	top	55136	101984
1	2	top	55168	101984
1	2	top	55072	101984
1	2	top	55104	102016
1	2	top	55136	102016
1	2	top	55168	102016
1	2	bottom	54368	102720
1	2	bottom	54368	102688
1	2	bottom	54336	102688
1	2	bottom	54400	102688
1	2	bottom	54400	102720
1	2	bottom	54400	102752
1	2	bottom	54432	102688
1	2	bottom	54432	102720
1	2	bottom	54432	102752
1	2	bottom	54432	102784
1	2	bottom	54368	102688
1	2	bottom	54368	102656
1	2	bottom	54336	102656
1	2	bottom	54400	102656
1	2	bottom	54400	102688
1	2	bottom	54400	102720
1	2	bottom	54432	102656
1	2	bottom	54432	102688
1	2	bottom	54432	102720
1	2	bottom	54432	102752
1	2	bottom	54304	102624
1	2	bottom	54272	102656
1	2	bottom	54304	102656
1	2	bottom	54304	102688
1	2	bottom	54336	102688
1	2	bottom	54336	102720
1	2	bottom	54368	102720
1	2	bottom	54368	102752
1	2	bottom	54400	102752
1	2	bottom	54400	102784
1	2	bottom	54432	102784
1	2	bottom	54432	102752
1	2	bottom	54432	102720
1	2	bottom	54432	102688
1	2	bottom	54432	102656
1	2	bottom	54432	102592
1	2	bottom	54432	102624
1	2	bottom	54400	102592
1	2	bottom	54400	102624
1	2	bottom	54368	102624
1	2	bottom	54336	102624
1	2	bottom	54368	102592
1	2	bottom	54336	102592
1	2	bottom	54464	102656
1	2	bottom	54464	102688
1	2	bottom	54464	102720
1	2	bottom	54464	102752
1	2	bottom	54432	102816
1	2	bottom	54464	102784
1	2	bottom	54464	102816
1	2	entrance_top	55040	102016
1	2	entrance_bottom	54496	102592
1	2	entrance_left	54528	101920
1	2	entrance_right	55104	102560
1	2	stele	54784	102208
1	2	yulonghufa	54528	102176
1	2	yulongboy	54688	101760
1	2	yulongboy	54592	101888
1	2	yulongboy	54528	102272
1	2	yulongboy	54688	102560
1	2	yulongboy	54944	101888
1	2	yulongboy	54976	102048
1	2	yulongboy	54816	101824
1	2	yulongboy	54880	102560
1	2	yulongboy	54784	102560
1	2	yulongboy	54976	102400
1	2	yulonggirl	54560	102048
1	2	yulonggirl	54624	101792
1	2	yulonggirl	54720	102688
1	2	yulonggirl	54752	102528
1	2	yulonggirl	54592	102560
1	2	yulonggirl	54592	102400
1	2	yulonggirl	54464	102432
1	2	yulonggirl	55040	102336
1	2	yulonggirl	54912	101952
1	2	yulonggirl	54912	102400
1	2	boss	55008	102208
1	2	fenglinglong	54528	102176
1	2	cup	54656	102048
1	2	cup	54560	102240
1	2	cup	54624	102432
1	2	cup	54784	102016
1	2	cup	54976	102240
1	2	cup	54912	102080
1	2	cup	54784	102464
1	2	cup	54912	102432
1	2	bosses	55008	102208
1	2	bosses	54688	102208
1	2	bosses	54720	102304
1	2	gujuesha	54720	102304
1	2	juesha1	54784	101696
1	2	juesha2	55040	101920
1	2	juesha3	55360	102240
1	2	juesha4	54528	101888
1	2	juesha5	55072	102560
1	2	juesha6	54176	102240
1	2	juesha7	54464	102592
1	2	juesha8	54752	102816
1	2	pillar	54656	102368
1	2	pillar	54656	101920
1	2	pillar	54528	102048
1	2	pillar	54368	102496
1	2	pillar	54496	102592
1	2	pillar	55104	102016
1	2	pillar	54976	101888
1	2	pillar	54880	102112
1	2	pillar	54976	102528
1	2	pillar	55072	102432
1	2	t1_boss	54976	102112
1	2	t1_tree	54080	102304
1	2	t1_tree	54784	101664
1	2	t1_tree	54784	102880
1	2	t1_tree	55424	102304
1	2	t2_guard	54560	101920
1	2	t2_guard	54560	102272
1	2	t2_guard	54272	102240
1	2	t2_guard	54560	102688
1	2	t2_guard	54912	101952
1	2	t2_guard	55040	102304
1	2	t2_guard	55008	102688
1	2	t2_guard	55328	102336
1	2	t2_pillar	54560	101824
1	2	t2_pillar	54560	102176
1	2	t2_pillar	54272	102144
1	2	t2_pillar	54560	102592
1	2	t2_pillar	54912	101856
1	2	t2_pillar	55040	102208
1	2	t2_pillar	55008	102592
1	2	t2_pillar	55328	102240
1	2	t3_bead	54144	102368
1	2	t3_bead	54688	101824
1	2	t3_bead	54592	101920
1	2	t3_bead	54400	102080
1	2	t3_bead	54272	102240
1	2	t3_bead	54464	102336
1	2	t3_bead	54592	102752
1	2	t3_bead	54336	102464
1	2	t3_bead	54496	102496
1	2	t3_bead	54784	101728
1	2	t3_bead	54976	101888
1	2	t3_bead	55040	102304
1	2	t3_bead	55168	102176
1	2	t3_bead	54784	102912
1	2	t3_bead	54944	102784
1	2	t3_bead	55008	102496
1	2	t3_bead	55232	102400
1	2	t3_bead	54784	102560
1	2	t3_bead	55296	102176
1	2	t3_boss	54912	102368
1	2	t5_box	54080	102272
1	2	t5_box	54176	102176
1	2	t5_box	54304	102144
1	2	t5_box	54464	102048
1	2	t5_box	54624	101824
1	2	t5_box	54720	101696
1	2	t5_box	54496	102208
1	2	t5_box	54336	102336
1	2	t5_box	54528	102720
1	2	t5_box	54720	102720
1	2	t5_box	54656	102848
1	2	t5_box	54272	102496
1	2	t5_box	54432	102432
1	2	t5_box	54624	102528
1	2	t5_box	54880	101696
1	2	t5_box	54880	101888
1	2	t5_box	55232	102304
1	2	t5_box	55072	102144
1	2	t5_box	54848	102816
1	2	t5_box	54944	102656
1	2	t5_box	54912	102496
1	2	t5_box	55008	102400
1	2	t5_box	55168	102464
1	2	t5_box	55392	102304
1	2	t7_snake	54240	102368
1	2	t7_snake	54176	102208
1	2	t7_snake	54656	101696
1	2	t7_snake	54592	101760
1	2	t7_snake	54464	101888
1	2	t7_snake	54400	101984
1	2	t7_snake	54720	101632
1	2	t7_snake	54272	102112
1	2	t7_snake	54752	102784
1	2	t7_snake	54496	102752
1	2	t7_snake	54656	102688
1	2	t7_snake	54688	102912
1	2	t7_snake	54464	102560
1	2	t7_snake	54624	102496
1	2	t7_snake	54336	102464
1	2	t7_snake	54336	102592
1	2	t7_snake	55232	102272
1	2	t7_snake	55232	102080
1	2	t7_snake	55136	102016
1	2	t7_snake	55040	101920
1	2	t7_snake	54944	101920
1	2	t7_snake	54848	101760
1	2	t7_snake	54784	101824
1	2	t7_snake	55040	102752
1	2	t7_snake	55072	102560
1	2	t7_snake	55168	102496
1	2	t7_snake	55040	102496
1	2	t7_snake	54880	102944
1	2	t7_snake	54880	102752
1	2	t7_snake	54816	102720
1	2	t7_boss	54656	102048
1	2	t9_boss	54656	102048
1	2	t9_monster	54240	102368
1	2	t9_monster	54176	102208
1	2	t9_monster	54656	101696
1	2	t9_monster	54592	101760
1	2	t9_monster	54464	101888
1	2	t9_monster	54400	101984
1	2	t9_monster	54720	101632
1	2	t9_monster	54272	102112
1	2	t9_monster	54752	102784
1	2	t9_monster	54496	102752
1	2	t9_monster	54656	102688
1	2	t9_monster	54688	102912
1	2	t9_monster	54464	102560
1	2	t9_monster	54624	102496
1	2	t9_monster	54336	102464
1	2	t9_monster	54336	102592
1	2	t9_monster	55232	102272
1	2	t9_monster	55232	102080
1	2	t9_monster	55136	102016
1	2	t9_monster	55040	101920
1	2	t9_monster	54944	101920
1	2	t9_monster	54848	101760
1	2	t9_monster	54784	101824
1	2	t9_monster	55040	102752
1	2	t9_monster	55072	102560
1	2	t9_monster	55168	102496
1	2	t9_monster	55040	102496
1	2	t9_monster	54880	102944
1	2	t9_monster	54880	102752
1	2	t9_monster	54816	102720
1	2	t10_monster	54720	101856
1	2	t10_monster	54720	101952
1	2	t10_monster	54432	102304
1	2	t10_monster	54496	102304
1	2	t10_monster	54464	102112
1	2	t10_monster	54368	102176
1	2	t10_monster	55232	102208
1	2	t10_monster	55232	102304
1	2	t10_monster	55168	102240
1	2	t10_monster	54848	101856
1	2	t10_monster	54848	101760
1	2	t10_monster	55200	102400
1	2	t10_monster	54848	102752
1	2	t10_monster	54912	102720
1	2	t10_monster	54784	102688
1	2	t10_monster	54912	102656
1	2	t10_pillar	54784	101856
1	2	t10_pillar	54432	102208
1	2	t10_pillar	54848	102656
1	2	t10_pillar	55168	102304
1	2	t11_boss	54752	102400
1	2	t11_monster	54240	102336
1	2	t11_monster	54720	101824
1	2	t11_monster	54464	102048
1	2	t11_monster	54752	102784
1	2	t11_monster	54432	102496
1	2	t11_monster	54592	102624
1	2	t11_monster	55104	101984
1	2	t11_monster	54976	102688
1	2	t11_monster	55136	102592
1	2	t11_monster	55296	102176
1	2	t11_monster	55296	102464
1	2	t12_joss	54560	102208
1	2	t12_joss	54656	102464
1	2	t12_joss	54976	102208
1	2	t12_joss	54784	101984
1	2	t12_joss	54880	102464
1	2	t12_monster	54208	102272
1	2	t12_monster	54720	101760
1	2	t12_monster	54528	101920
1	2	t12_monster	54720	101888
1	2	t12_monster	54432	102176
1	2	t12_monster	54368	102080
1	2	t12_monster	54624	102688
1	2	t12_monster	54464	102560
1	2	t12_monster	54336	102432
1	2	t12_monster	55264	102112
1	2	t12_monster	55104	101920
1	2	t12_monster	54912	101792
1	2	t12_monster	54976	102656
1	2	t12_monster	55136	102496
1	2	t12_monster	54784	102784
1	2	t12_monster	54816	102592
1	2	t12_monster	55424	102240
1	2	t12_monster	55328	102336
1	2	t12_boss	54624	102368
1	2	t13_lamp	54656	102368
1	2	t13_lamp	54656	101920
1	2	t13_lamp	54528	102048
1	2	t13_lamp	54368	102496
1	2	t13_lamp	54496	102592
1	2	t13_lamp	55104	102016
1	2	t13_lamp	54976	101888
1	2	t13_lamp	54880	102112
1	2	t13_lamp	54976	102528
1	2	t13_lamp	55072	102432
1	2	t16_box	54208	102304
1	2	t16_box	54240	102432
1	2	t16_box	54304	102208
1	2	t16_box	54432	102080
1	2	t16_box	54560	101952
1	2	t16_box	54688	101824
1	2	t16_box	54528	102272
1	2	t16_box	54688	102912
1	2	t16_box	54592	102688
1	2	t16_box	54496	102560
1	2	t16_box	54400	102400
1	2	t16_box	54912	101824
1	2	t16_box	55136	102048
1	2	t16_box	55232	102272
1	2	t16_box	54816	101920
1	2	t16_box	54976	102688
1	2	t16_box	54816	102816
1	2	t16_box	54880	102624
1	2	t16_box	55168	102464
1	2	t16_box	54880	102432
1	2	t16_npc	54912	102048
1	2	t17_accrue	54720	102272
1	2	t17_conquer	54816	102272
1	2	t17_joss	54784	101952
1	2	t17_joss	54528	102176
1	2	t17_joss	54912	102496
1	2	t17_joss	55008	102208
1	2	t17_joss	54656	102496
1	2	t20_boss	54592	102368
1	2	t20_pillar	54400	102336
1	2	t20_pillar	54784	101952
1	2	t20_pillar	55072	102432
1	2	t21_boy	54176	102240
1	2	t21_boy	54208	102464
1	2	t21_boy	54656	101760
1	2	t21_boy	54496	101888
1	2	t21_boy	54336	102112
1	2	t21_boy	54752	102912
1	2	t21_boy	54560	102784
1	2	t21_boy	54400	102656
1	2	t21_boy	55008	102752
1	2	t21_boy	55200	102560
1	2	t21_girl	54176	102336
1	2	t21_girl	54720	101728
1	2	t21_girl	54752	102848
1	2	t21_girl	54560	102688
1	2	t21_girl	54368	102496
1	2	t21_girl	55104	102048
1	2	t21_girl	54912	101888
1	2	t21_girl	54976	102688
1	2	t21_girl	55168	102432
1	2	t21_girl	55296	102240
1	2	t22_monster	54240	102176
1	2	t22_monster	54752	101728
1	2	t22_monster	54592	102848
1	2	t22_monster	55264	102208
1	2	t22_monster	54976	102848
1	2	t24_boss	54912	102048
1	2	t24_monster	54144	102368
1	2	t24_monster	54240	102496
1	2	t24_monster	54720	101696
1	2	t24_monster	54560	101824
1	2	t24_monster	54432	102688
1	2	t24_monster	54528	102784
1	2	t24_monster	54656	102880
1	2	t24_monster	54656	102592
1	2	t24_monster	54336	102624
1	2	t24_monster	55168	102016
1	2	t24_monster	55040	101888
1	2	t24_monster	55072	102208
1	2	t24_monster	54880	101760
1	2	t24_monster	54944	102784
1	2	t24_monster	55072	102688
1	2	t24_monster	55200	102496
1	2	t24_monster	54944	102560
1	2	t24_monster	54816	102912
1	2	t24_monster	55328	102176
1	2	t24_monster	55392	102400
1	2	t24_pillar	54400	102336
1	2	t24_pillar	54784	101952
1	2	t24_pillar	55072	102432
1	2	t32_boy	54144	102304
1	2	t32_girl	55360	102304
1	2	t33_box	54912	102048
1	2	t33_monster	54144	102368
1	2	t33_monster	54240	102496
1	2	t33_monster	54720	101696
1	2	t33_monster	54560	101824
1	2	t33_monster	54432	102688
1	2	t33_monster	54528	102784
1	2	t33_monster	54656	102880
1	2	t33_monster	54656	102592
1	2	t33_monster	54336	102624
1	2	t33_monster	55168	102016
1	2	t33_monster	55040	101888
1	2	t33_monster	55072	102208
1	2	t33_monster	54880	101760
1	2	t33_monster	54944	102784
1	2	t33_monster	55072	102688
1	2	t33_monster	55200	102496
1	2	t33_monster	54944	102560
1	2	t33_monster	54816	102912
1	2	t33_monster	55328	102176
1	2	t33_monster	55392	102400
1	2	t34_boss	54784	102144
1	2	t34_monster	54720	101856
1	2	t34_monster	54720	101952
1	2	t34_monster	54432	102304
1	2	t34_monster	54496	102304
1	2	t34_monster	54464	102112
1	2	t34_monster	54368	102176
1	2	t34_monster	55232	102208
1	2	t34_monster	55232	102304
1	2	t34_monster	55168	102240
1	2	t34_monster	54848	101856
1	2	t34_monster	54848	101760
1	2	t34_monster	55200	102400
1	2	t34_monster	54848	102752
1	2	t34_monster	54912	102720
1	2	t34_monster	54784	102688
1	2	t34_monster	54912	102656
1	2	t34_pillar	54784	101856
1	2	t34_pillar	54432	102208
1	2	t34_pillar	54848	102656
1	2	t34_pillar	55168	102304
1	2	t40_boss	54656	102496
2	2	left	54400	106976
2	2	left	54432	106944
2	2	left	54432	106976
2	2	left	54432	107008
2	2	left	54400	107008
2	2	left	54368	107008
2	2	left	54464	106912
2	2	left	54464	106944
2	2	left	54464	106976
2	2	left	54464	107008
2	2	left	54464	106912
2	2	left	54464	106944
2	2	left	54464	106976
2	2	left	54464	107008
2	2	left	54400	106976
2	2	left	54432	106944
2	2	left	54432	106976
2	2	left	54432	107008
2	2	left	54400	107008
2	2	left	54368	107008
2	2	left	54432	106944
2	2	left	54464	106944
2	2	left	54464	106912
2	2	left	54496	106912
2	2	left	54496	106880
2	2	left	54496	106944
2	2	left	54496	106976
2	2	left	54496	107008
2	2	left	54496	107040
2	2	left	54464	107040
2	2	left	54432	107040
2	2	left	54400	107040
2	2	left	54368	107040
2	2	left	54368	106976
2	2	left	54400	106976
2	2	left	54528	106880
2	2	left	54528	106848
2	2	left	54528	106912
2	2	left	54528	106944
2	2	left	54528	106976
2	2	left	54528	107008
2	2	left	54528	107040
2	2	left	54400	107072
2	2	left	54432	107072
2	2	left	54464	107072
2	2	left	54496	107072
2	2	left	54432	107104
2	2	left	54464	107104
2	2	right	55200	107840
2	2	right	55200	107808
2	2	right	55200	107776
2	2	right	55232	107776
2	2	right	55232	107808
2	2	right	55168	107776
2	2	right	55168	107808
2	2	right	55168	107840
2	2	right	55168	107872
2	2	right	55264	107744
2	2	right	55264	107776
2	2	right	55264	107712
2	2	right	55232	107776
2	2	right	55232	107808
2	2	right	55232	107744
2	2	right	55232	107712
2	2	right	55232	107680
2	2	right	55200	107840
2	2	right	55200	107808
2	2	right	55200	107776
2	2	right	55168	107776
2	2	right	55168	107808
2	2	right	55168	107840
2	2	right	55168	107872
2	2	right	55168	107744
2	2	right	55200	107744
2	2	right	55168	107872
2	2	right	55168	107840
2	2	right	55168	107808
2	2	right	55168	107776
2	2	right	55136	107744
2	2	right	55136	107776
2	2	right	55136	107840
2	2	right	55136	107808
2	2	right	55136	107872
2	2	right	55136	107904
2	2	right	55168	107712
2	2	right	55200	107712
2	2	right	55200	107680
2	2	right	55168	107680
2	2	right	55136	107680
2	2	right	55136	107712
2	2	right	55296	107744
2	2	top	55136	107008
2	2	top	55136	107040
2	2	top	55168	107040
2	2	top	55200	107072
2	2	top	55136	107072
2	2	top	55168	107072
2	2	top	55104	106976
2	2	top	55104	107008
2	2	top	55104	107040
2	2	top	55104	107072
2	2	top	55232	107104
2	2	top	55232	107072
2	2	top	55136	107008
2	2	top	55136	107040
2	2	top	55168	107040
2	2	top	55200	107072
2	2	top	55136	107072
2	2	top	55168	107072
2	2	top	55104	106976
2	2	top	55104	107008
2	2	top	55104	107040
2	2	top	55104	107072
2	2	top	55104	106944
2	2	top	55104	106976
2	2	top	55104	107008
2	2	top	55104	107040
2	2	top	55104	107072
2	2	top	55104	107104
2	2	top	55136	107104
2	2	top	55168	107104
2	2	top	55200	107104
2	2	top	55200	107040
2	2	top	55168	107008
2	2	top	55136	106976
2	2	top	55072	106944
2	2	top	55072	106976
2	2	top	55072	107008
2	2	top	55072	106912
2	2	top	55072	107040
2	2	top	55072	107072
2	2	top	55072	107104
2	2	top	55136	107136
2	2	top	55168	107136
2	2	top	55200	107136
2	2	top	55104	107136
2	2	top	55136	107168
2	2	top	55168	107168
2	2	top	55200	107168
2	2	bottom	54368	107840
2	2	bottom	54368	107808
2	2	bottom	54336	107808
2	2	bottom	54400	107808
2	2	bottom	54400	107840
2	2	bottom	54400	107872
2	2	bottom	54432	107808
2	2	bottom	54432	107840
2	2	bottom	54432	107872
2	2	bottom	54432	107904
2	2	bottom	54368	107840
2	2	bottom	54368	107808
2	2	bottom	54336	107808
2	2	bottom	54400	107808
2	2	bottom	54400	107840
2	2	bottom	54400	107872
2	2	bottom	54432	107808
2	2	bottom	54432	107840
2	2	bottom	54432	107872
2	2	bottom	54432	107904
2	2	bottom	54336	107776
2	2	bottom	54304	107808
2	2	bottom	54336	107808
2	2	bottom	54336	107840
2	2	bottom	54368	107840
2	2	bottom	54368	107872
2	2	bottom	54400	107872
2	2	bottom	54400	107904
2	2	bottom	54432	107904
2	2	bottom	54432	107936
2	2	bottom	54464	107936
2	2	bottom	54464	107904
2	2	bottom	54464	107872
2	2	bottom	54464	107840
2	2	bottom	54464	107808
2	2	bottom	54464	107744
2	2	bottom	54464	107776
2	2	bottom	54432	107744
2	2	bottom	54432	107776
2	2	bottom	54400	107776
2	2	bottom	54368	107776
2	2	bottom	54400	107744
2	2	bottom	54368	107744
2	2	bottom	54496	107808
2	2	bottom	54496	107840
2	2	bottom	54496	107872
2	2	bottom	54496	107904
2	2	bottom	54464	107968
2	2	bottom	54496	107936
2	2	bottom	54496	107968
2	2	entrance_top	55072	107168
2	2	entrance_bottom	54528	107744
2	2	entrance_left	54560	107072
2	2	entrance_right	55136	107712
2	2	stele	54784	107328
2	2	yulonghufa	54528	107296
2	2	yulongboy	54688	106880
2	2	yulongboy	54592	107008
2	2	yulongboy	54528	107392
2	2	yulongboy	54688	107680
2	2	yulongboy	54944	107008
2	2	yulongboy	54976	107168
2	2	yulongboy	54816	106944
2	2	yulongboy	54880	107680
2	2	yulongboy	54784	107680
2	2	yulongboy	54976	107520
2	2	yulonggirl	54560	107168
2	2	yulonggirl	54624	106912
2	2	yulonggirl	54720	107808
2	2	yulonggirl	54752	107648
2	2	yulonggirl	54592	107680
2	2	yulonggirl	54592	107520
2	2	yulonggirl	54464	107552
2	2	yulonggirl	55040	107456
2	2	yulonggirl	54912	107072
2	2	yulonggirl	54912	107520
2	2	boss	55008	107328
2	2	fenglinglong	54528	107296
2	2	cup	54656	107168
2	2	cup	54560	107360
2	2	cup	54624	107552
2	2	cup	54784	107136
2	2	cup	54976	107360
2	2	cup	54912	107200
2	2	cup	54784	107584
2	2	cup	54912	107552
2	2	bosses	55008	107328
2	2	bosses	54688	107328
2	2	bosses	54720	107424
2	2	gujuesha	54720	107424
2	2	juesha1	54752	106848
2	2	juesha2	55008	107072
2	2	juesha3	55328	107392
2	2	juesha4	54496	107040
2	2	juesha5	55040	107712
2	2	juesha6	54144	107392
2	2	juesha7	54432	107744
2	2	juesha8	54720	107968
2	2	pillar	54624	107072
2	2	pillar	54496	107200
2	2	pillar	54336	107648
2	2	pillar	54464	107744
2	2	pillar	54624	107520
2	2	pillar	55072	107168
2	2	pillar	54944	107040
2	2	pillar	54848	107264
2	2	pillar	54944	107680
2	2	pillar	55040	107584
2	2	t1_boss	54976	107232
2	2	t1_tree	54080	107424
2	2	t1_tree	54784	106784
2	2	t1_tree	54784	108000
2	2	t1_tree	55424	107424
2	2	t2_guard	54560	107040
2	2	t2_guard	54560	107392
2	2	t2_guard	54272	107360
2	2	t2_guard	54560	107808
2	2	t2_guard	54912	107072
2	2	t2_guard	55040	107424
2	2	t2_guard	55008	107808
2	2	t2_guard	55328	107456
