TaskName	TaskType	Genre	Detail	Particular	Level	GoodsFive	Quality	GoodsNum	DelGoods	RecordSeed	Money	KillNpcName	DropRate	TalkNpcName	TalkNpcMap	TaskText
NgÉu nhiªn_MËt §å_Thu thËp NhÉn	thu thËp vËt phÈm 	0	3	0	1	n		1	1							Hoµng Ngäc Giíi ChØ
NgÉu nhiªn_MËt §å_Thu thËp NhÉn	thu thËp vËt phÈm 	0	3	0	2	n		1	1							C¶m L·m Th¹ch Giíi ChØ
NgÉu nhiªn_MËt §å_Thu thËp NhÉn	thu thËp vËt phÈm 	0	3	0	3	n		1	1							Phï Dung Th¹ch Giíi ChØ
NgÉu nhiªn_MËt §å_Thu thËp NhÉn	thu thËp vËt phÈm 	0	3	0	4	n		1	1							PhØ Thóy Giíi ChØ
NgÉu nhiªn_MËt §å_Thu thËp NhÉn	thu thËp vËt phÈm 	0	3	0	5	n		1	1							Thóy Lùu Th¹ch Giíi ChØ
NgÉu nhiªn_MËt §å_Thu thËp NhÉn	thu thËp vËt phÈm 	0	3	0	6	n		1	1							Tæ MÉu Lôc Giíi ChØ
NgÉu nhiªn_MËt §å_Thu thËp NhÉn	thu thËp vËt phÈm 	0	3	0	7	n		1	1							H¶i Lam B¶o Th¹ch Giíi ChØ
NgÉu nhiªn_MËt §å_Thu thËp NhÉn	thu thËp vËt phÈm 	0	3	0	8	n		1	1							Hång B¶o Th¹ch Giíi ChØ
NgÉu nhiªn_MËt §å_Thu thËp NhÉn	thu thËp vËt phÈm 	0	3	0	9	n		1	1							Lam B¶o Th¹ch Giíi ChØ
NgÉu nhiªn_MËt §å_Thu thËp NhÉn	thu thËp vËt phÈm 	0	3	0	10	n		1	1							Toµn Th¹ch Giíi ChØ

NgÉu nhiªn_MËt §å_Thu thËp D©y chuyÒn	§èi tho¹i													§oan Méc Thanh	Long M«n trÊn	
NgÉu nhiªn_MËt §å_Thu thËp D©y chuyÒn	thu thËp vËt phÈm 	0	4	0	1	n		1	1							§ång H¹ng Liªn
NgÉu nhiªn_MËt §å_Thu thËp D©y chuyÒn	thu thËp vËt phÈm 	0	4	0	2	n		1	1							Ng©n H¹ng Liªn
NgÉu nhiªn_MËt §å_Thu thËp D©y chuyÒn	thu thËp vËt phÈm 	0	4	0	3	n		1	1							Kim H¹ng Liªn
NgÉu nhiªn_MËt §å_Thu thËp D©y chuyÒn	thu thËp vËt phÈm 	0	4	0	4	n		1	1							B¹ch Kim H¹ng Liªn
NgÉu nhiªn_MËt §å_Thu thËp D©y chuyÒn	thu thËp vËt phÈm 	0	4	0	5	n		1	1							Ngäc Ch©u H¹ng Liªn
NgÉu nhiªn_MËt §å_Thu thËp D©y chuyÒn	thu thËp vËt phÈm 	0	4	0	6	n		1	1							Lôc Tïng Th¹ch H¹ng Liªn
NgÉu nhiªn_MËt §å_Thu thËp D©y chuyÒn	thu thËp vËt phÈm 	0	4	0	7	n		1	1							Thñy Tinh H¹ng Liªn 
NgÉu nhiªn_MËt §å_Thu thËp D©y chuyÒn	thu thËp vËt phÈm 	0	4	0	8	n		1	1							Khæng T­íc Th¹ch H¹ng Liªn
NgÉu nhiªn_MËt §å_Thu thËp D©y chuyÒn	thu thËp vËt phÈm 	0	4	0	9	n		1	1							Tr©n Ch©u H¹ng Liªn
NgÉu nhiªn_MËt §å_Thu thËp D©y chuyÒn	thu thËp vËt phÈm 	0	4	0	10	n		1	1							Toµn Th¹ch H¹ng Liªn

NgÉu nhiªn_MËt §å_Thu thËpHé Th©n phï 	§èi tho¹i													LÔ Quan	BiÖn Kinh	
NgÉu nhiªn_MËt §å_Thu thËpHé Th©n phï 	thu thËp vËt phÈm 	0	4	1	1	n		1	1							Lôc Tïng Th¹ch Hé Th©n phï 
NgÉu nhiªn_MËt §å_Thu thËpHé Th©n phï 	thu thËp vËt phÈm 	0	4	1	2	n		1	1							San H« Hé Th©n phï 
NgÉu nhiªn_MËt §å_Thu thËpHé Th©n phï 	thu thËp vËt phÈm 	0	4	1	3	n		1	1							Miªu Nh·n Hé Th©n phï 
NgÉu nhiªn_MËt §å_Thu thËpHé Th©n phï 	thu thËp vËt phÈm 	0	4	1	4	n		1	1							Hæ T×nh Hé Th©n phï 
NgÉu nhiªn_MËt §å_Thu thËpHé Th©n phï 	thu thËp vËt phÈm 	0	4	1	5	n		1	1							Thñy Tinh Hé Th©n phï 
NgÉu nhiªn_MËt §å_Thu thËpHé Th©n phï 	thu thËp vËt phÈm 	0	4	1	6	n		1	1							Hæ Ph¸ch Hé Th©n phï 
NgÉu nhiªn_MËt §å_Thu thËpHé Th©n phï 	thu thËp vËt phÈm 	0	4	1	7	n		1	1							B¹ch PhØ Thóy Hé Th©n phï 
NgÉu nhiªn_MËt §å_Thu thËpHé Th©n phï 	thu thËp vËt phÈm 	0	4	1	8	n		1	1							Hång PhØ Thóy Hé Th©n phï 
NgÉu nhiªn_MËt §å_Thu thËpHé Th©n phï 	thu thËp vËt phÈm 	0	4	1	9	n		1	1							Tö PhØ Thóy Hé Th©n phï 
NgÉu nhiªn_MËt §å_Thu thËpHé Th©n phï 	thu thËp vËt phÈm 	0	4	1	10	n		1	1							Lôc PhØ Thóy Hé Th©n phï 

NgÉu nhiªn_MËt §å_Thu thËp H­¬ng Nang	§èi tho¹i													Qu¶n Gia	§­êng M«n	
NgÉu nhiªn_MËt §å_Thu thËp H­¬ng Nang	thu thËp vËt phÈm 	0	9	0	1	n		1	1							Hu©n Y H­¬ng Nang
NgÉu nhiªn_MËt §å_Thu thËp H­¬ng Nang	thu thËp vËt phÈm 	0	9	0	2	n		1	1							M¹t LŞ H­¬ng Nang
NgÉu nhiªn_MËt §å_Thu thËp H­¬ng Nang	thu thËp vËt phÈm 	0	9	0	3	n		1	1							Nhò H­¬ng H­¬ng Nang
NgÉu nhiªn_MËt §å_Thu thËp H­¬ng Nang	thu thËp vËt phÈm 	0	9	0	4	n		1	1							Lan Hoa H­¬ng Nang
NgÉu nhiªn_MËt §å_Thu thËp H­¬ng Nang	thu thËp vËt phÈm 	0	9	0	5	n		1	1							Hîp Hoan H­¬ng Nang
NgÉu nhiªn_MËt §å_Thu thËp H­¬ng Nang	thu thËp vËt phÈm 	0	9	0	6	n		1	1							Tö T« H­¬ng Nang
NgÉu nhiªn_MËt §å_Thu thËp H­¬ng Nang	thu thËp vËt phÈm 	0	9	0	7	n		1	1							TrÇm §µn H­¬ng Nang
NgÉu nhiªn_MËt §å_Thu thËp H­¬ng Nang	thu thËp vËt phÈm 	0	9	0	8	n		1	1							Tiªn X¹ H­¬ng Nang
NgÉu nhiªn_MËt §å_Thu thËp H­¬ng Nang	thu thËp vËt phÈm 	0	9	0	9	n		1	1							Giµ Nam H­¬ng Nang
NgÉu nhiªn_MËt §å_Thu thËp H­¬ng Nang	thu thËp vËt phÈm 	0	9	0	10	n		1	1							Long Tiªn H­¬ng Nang

NgÉu nhiªn_MËt §å_Thu thËp Ngäc Béi	§èi tho¹i													Qu¶n Gia	§­êng M«n	
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Béi	thu thËp vËt phÈm 	0	9	1	1	n		1	1							Du Diªn Ngäc Béi 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Béi	thu thËp vËt phÈm 	0	9	1	2	n		1	1							Kinh B¹ch Ngäc Béi 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Béi	thu thËp vËt phÈm 	0	9	1	3	n		1	1							§µo Hoa Ngäc Béi 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Béi	thu thËp vËt phÈm 	0	9	1	4	n		1	1							Mai Hoa  Ngäc Béi 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Béi	thu thËp vËt phÈm 	0	9	1	5	n		1	1							Ngò S¾c Ngäc Béi 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Béi	thu thËp vËt phÈm 	0	9	1	6	n		1	1							Thanh Ngäc Ngäc Béi 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Béi	thu thËp vËt phÈm 	0	9	1	7	n		1	1							Bİch Ngäc Ngäc Béi 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Béi	thu thËp vËt phÈm 	0	9	1	8	n		1	1							MÆc Ngäc Ngäc Béi 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Béi	thu thËp vËt phÈm 	0	9	1	9	n		1	1							Hoµng Ngäc Ngäc Béi 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Béi	thu thËp vËt phÈm 	0	9	1	10	n		1	1							D­¬ng Chi B¹ch Ngäc

NgÉu nhiªn_MËt §å_Thu thËp Ngäc Tr¹c 	§èi tho¹i													Qu¶n Gia	§­êng M«n	
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Tr¹c 	thu thËp vËt phÈm 	0	8	0	10	0		1	1							Long Phông HuyÕt Ngäc Tr¹c (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Tr¹c 	thu thËp vËt phÈm 	0	8	0	10	1		1	1							Long Phông HuyÕt Ngäc Tr¹c (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Tr¹c 	thu thËp vËt phÈm 	0	8	0	10	2		1	1							Long Phông HuyÕt Ngäc Tr¹c (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Tr¹c 	thu thËp vËt phÈm 	0	8	0	10	3		1	1							Long Phông HuyÕt Ngäc Tr¹c (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Tr¹c 	thu thËp vËt phÈm 	0	8	0	10	4		1	1							Long Phông HuyÕt Ngäc Tr¹c (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp Hé uyÓn	§èi tho¹i													Qu¶n Gia	§­êng M«n	
NgÉu nhiªn_MËt §å_Thu thËp Hé uyÓn	thu thËp vËt phÈm 	0	8	1	10	0		1	1							Thiªn Tµm Hé UyÓn (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp Hé uyÓn	thu thËp vËt phÈm 	0	8	1	10	1		1	1							Thiªn Tµm Hé UyÓn (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp Hé uyÓn	thu thËp vËt phÈm 	0	8	1	10	2		1	1							Thiªn Tµm Hé UyÓn (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp Hé uyÓn	thu thËp vËt phÈm 	0	8	1	10	3		1	1							Thiªn Tµm Hé UyÓn (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp Hé uyÓn	thu thËp vËt phÈm 	0	8	1	10	4		1	1							Thiªn Tµm Hé UyÓn (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp Th«ng Thiªn Ph¸t Qu¸n	§èi tho¹i													Qu¶n Gia	§­êng M«n	
NgÉu nhiªn_MËt §å_Thu thËp Th«ng Thiªn Ph¸t Qu¸n	thu thËp vËt phÈm 	0	7	3	10	0		1	1							Th«ng Thiªn Ph¸t Qu¸n (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp Th«ng Thiªn Ph¸t Qu¸n	thu thËp vËt phÈm 	0	7	3	10	1		1	1							Th«ng Thiªn Ph¸t Qu¸n (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp Th«ng Thiªn Ph¸t Qu¸n	thu thËp vËt phÈm 	0	7	3	10	2		1	1							Th«ng Thiªn Ph¸t Qu¸n (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp Th«ng Thiªn Ph¸t Qu¸n	thu thËp vËt phÈm 	0	7	3	10	3		1	1							Th«ng Thiªn Ph¸t Qu¸n (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp Th«ng Thiªn Ph¸t Qu¸n	thu thËp vËt phÈm 	0	7	3	10	4		1	1							Th«ng Thiªn Ph¸t Qu¸n (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp YÓm NhËt Kh«i	§èi tho¹i													Qu¶n Gia	§­êng M«n	
NgÉu nhiªn_MËt §å_Thu thËp YÓm NhËt Kh«i	thu thËp vËt phÈm 	0	7	4	10	0		1	1							YÓm NhËt Kh«i (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp YÓm NhËt Kh«i	thu thËp vËt phÈm 	0	7	4	10	1		1	1							YÓm NhËt Kh«i (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp YÓm NhËt Kh«i	thu thËp vËt phÈm 	0	7	4	10	2		1	1							YÓm NhËt Kh«i (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp YÓm NhËt Kh«i	thu thËp vËt phÈm 	0	7	4	10	3		1	1							YÓm NhËt Kh«i (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp YÓm NhËt Kh«i	thu thËp vËt phÈm 	0	7	4	10	4		1	1							YÓm NhËt Kh«i (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp B¹ch Kim yªu ®¸i	§èi tho¹i													Qu¶n Gia	§­êng M«n	
NgÉu nhiªn_MËt §å_Thu thËp B¹ch Kim yªu ®¸i	thu thËp vËt phÈm 	0	6	1	10	0		1	1							B¹ch Kim Yªu §¸i (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp B¹ch Kim yªu ®¸i	thu thËp vËt phÈm 	0	6	1	10	1		1	1							B¹ch Kim Yªu §¸i (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp B¹ch Kim yªu ®¸i	thu thËp vËt phÈm 	0	6	1	10	2		1	1							B¹ch Kim Yªu §¸i (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp B¹ch Kim yªu ®¸i	thu thËp vËt phÈm 	0	6	1	10	3		1	1							B¹ch Kim Yªu §¸i (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp B¹ch Kim yªu ®¸i	thu thËp vËt phÈm 	0	6	1	10	4		1	1							B¹ch Kim Yªu §¸i (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËpThiªn Tµm Ngoa	§èi tho¹i													Qu¶n Gia	§­êng M«n	
NgÉu nhiªn_MËt §å_Thu thËpThiªn Tµm Ngoa	thu thËp vËt phÈm 	0	5	1	10	0		1	1							Thiªn Tµm Ngoa (Kim) 
NgÉu nhiªn_MËt §å_Thu thËpThiªn Tµm Ngoa	thu thËp vËt phÈm 	0	5	1	10	1		1	1							Thiªn Tµm Ngoa (Méc) 
NgÉu nhiªn_MËt §å_Thu thËpThiªn Tµm Ngoa	thu thËp vËt phÈm 	0	5	1	10	2		1	1							Thiªn Tµm Ngoa (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËpThiªn Tµm Ngoa	thu thËp vËt phÈm 	0	5	1	10	3		1	1							Thiªn Tµm Ngoa (Háa) 
NgÉu nhiªn_MËt §å_Thu thËpThiªn Tµm Ngoa	thu thËp vËt phÈm 	0	5	1	10	4		1	1							Thiªn Tµm Ngoa (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp Phi Phông Ngoa	§èi tho¹i													Qu¶n Gia	§­êng M«n	
NgÉu nhiªn_MËt §å_Thu thËp Phi Phông Ngoa	thu thËp vËt phÈm 	0	5	3	10	0		1	1							Phi Phông Ngoa (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp Phi Phông Ngoa	thu thËp vËt phÈm 	0	5	3	10	1		1	1							Phi Phông Ngoa (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp Phi Phông Ngoa	thu thËp vËt phÈm 	0	5	3	10	2		1	1							Phi Phông Ngoa (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp Phi Phông Ngoa	thu thËp vËt phÈm 	0	5	3	10	3		1	1							Phi Phông Ngoa (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp Phi Phông Ngoa	thu thËp vËt phÈm 	0	5	3	10	4		1	1							Phi Phông Ngoa (Thæ) 
