TaskID	MapID	TaskInfo1	Num	MapType	TaskValue1	TaskValue2	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20
4214	124	C¸n Viªn ®éng	8	1	0	1500000	0	0	0	0	0	0	0	0	0	0	2000	2500	3000	3500	4000	10000	10000	10000	10000	10000
4215	93	TiÕn Cóc ®éng	15	1	0	1200000	0	0	0	0	0	0	0	0	0	0	2000	2500	3000	3500	4000	10000	10000	10000	10000	10000
4216	75	Kho¶ Lang ®éng	15	1	0	1200000	0	0	0	0	0	0	0	0	0	0	2000	2500	3000	3500	4000	10000	10000	10000	10000	10000
4217	144	D­îc V­¬ng ®éng tÇng 4	15	1	0	1200000	0	0	0	0	0	0	0	0	0	0	2000	2500	3000	3500	4000	10000	10000	10000	10000	10000
4218	225	Sa M¹c s¬n  ®éng 1	15	1	0	800000	0	0	0	0	0	0	0	0	0	0	2000	2500	3000	3500	4000	10000	10000	10000	10000	10000
4219	226	Sa M¹c s¬n  ®éng 2	15	1	0	800000	0	0	0	0	0	0	0	0	0	0	2000	2500	3000	3500	4000	10000	10000	10000	10000	10000
4220	227	Sa M¹c s¬n  ®éng 3	15	1	0	800000	0	0	0	0	0	0	0	0	0	0	2000	2500	3000	3500	4000	10000	10000	10000	10000	10000
4221	321	Tr­êng B¹ch s¬n Nam 	15	1	0	800000	0	0	0	0	0	0	0	0	0	0	2000	2500	3000	3500	4000	10000	10000	10000	10000	10000
4222	322	Tr­êng B¹ch s¬n B¾c	15	1	0	800000	0	0	0	0	0	0	0	0	0	0	2000	2500	3000	3500	4000	10000	10000	10000	10000	10000
4223	124	C¸n Viªn ®éng	3	2	0	2400000	0	0	0	0	0	0	0	0	0	0	100	150	200	250	300	500	600	700	800	900
4224	93	TiÕn Cóc ®éng	3	2	0	2400000	0	0	0	0	0	0	0	0	0	0	100	150	200	250	300	500	600	700	800	900
4225	75	Kho¶ Lang ®éng	3	2	0	2400000	0	0	0	0	0	0	0	0	0	0	100	150	200	250	300	500	600	700	800	900
4226	144	D­îc V­¬ng ®éng tÇng 4	3	2	0	2400000	0	0	0	0	0	0	0	0	0	0	100	150	200	250	300	500	600	700	800	900
4227	225	Sa M¹c s¬n  ®éng 1	3	2	0	2400000	0	0	0	0	0	0	0	0	0	0	100	150	200	250	300	500	600	700	800	900
4228	226	Sa M¹c s¬n  ®éng 2	3	2	0	2400000	0	0	0	0	0	0	0	0	0	0	100	150	200	250	300	500	600	700	800	900
4229	227	Sa M¹c s¬n  ®éng 3	3	2	0	2400000	0	0	0	0	0	0	0	0	0	0	100	150	200	250	300	500	600	700	800	900
4230	321	Tr­êng B¹ch s¬n Nam 	3	2	0	2400000	0	0	0	0	0	0	0	0	0	0	100	150	200	250	300	500	600	700	800	900
4231	322	Tr­êng B¹ch s¬n B¾c	3	2	0	2400000	0	0	0	0	0	0	0	0	0	0	100	150	200	250	300	500	600	700	800	900
