TaskName	TaskStart	TaskStarted	TaskNow	TaskEnd	TaskFinish	TaskInfo
NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Chïy	<dec><pan>ChÕ t¹o thÇn binh lîi khİ chİnh lµ tuyÖt häc cña Mé Dung BÊt KŞ, tuy nhiªn ®iÒu lµm «ng ®¸ng tiÕc lµ chiÕc chñy thñ bŞ thİch kh¸ch ®¸nh c¾p chİnh lµ c¸i h¾n dïng ®Ó hµnh thİch Nh¹c Vâ Méc. H¾n cã ng­êi ®Ö tö lµ {{D­¬ng Ch©u}} - {{Thî rÌn}}. §Ó bï ®¾p cho lçi lÇm n¨m x­a, ng­êi thî rÌn nµy hi väng sÏ chÕ t¹o ®­îc nhÒu binh khİ ®Ó tÆng cho c¸c chİ sü, v× thÕ y ph¶i thu thËp c¸c thanh kiÕm ®Ó rÌn ®óc l¹i, cÇn ®ñ  ngò hµnh {{Kim, méc thñy, háa, thæ}} - {{Ph¸ Thiªn Chïy}}, chóng ta h·y ®Õn xem t×nh h×nh thÕ nµo!	<dec><pan> Ph¸ Thiªn Chïy cã thÓ t×m ë Sa M¹c hoÆc Tr­êng B¹ch s¬n.	<dec><npc>V× muèn chÕ t¹o cöu khÈu tr­êng kiÕm ®Ó tÆng cho c¸c vâ l©m chİ sü, t¹i h¹ ®ang thu thËp ®ñ c¸c hÖ {{Kim, méc, thñy, háa, thæ}} cña {{Ph¸ Thiªn Chïy}}, vŞ <sex> nµy ch¼ng biÕt cã thÓ gióp ta hay kh«ng?	<dec><npc> <sex> ¤i! Vui qu¸! Ph¸ Thiªn Chïy cã ®ñ råi! B¶o khİ cña ta nhÊt ®Şnh hoµn thµnh!	<dec><npc>§©y lµ phÇn th­ëng s­ phô tri ©n! Xin nhËn lÊy!	
NgÉu nhiªn_MËt §å_Thu thËp B¸ V­¬ng Tiªu	<dec><pan>Nghe nãi gÇn ®©y §­êng gia b¶o chñ bŞ ng­êi ta h¹ ®éc h·m h¹i. Qu¶n gia ®­êng gia muèn nhê c¸c cao thñ vâ l©m t×m ®Çy ®ñ thuéc tİnh {{Kim, méc, thñy, háa, thæ}} cña {{B¸ V­¬ng Tiªu}}, h·y ®Õn gióp «ng ta.	 <dec><pan> B¸ V­¬ng Tiªu cã thÓ t×m ë Sa M¹c hoÆc Tr­êng B¹ch s¬n.	<dec><npc>Ng­¬i ®Õn gióp ta t×m ®Çy ®ñ ngò hµnh {{Kim, méc, thñy, háa, thæ}} cña {{B¸ V­¬ng Tiªu}} ph¶i kh«ng? §­êng gia sÏ cã phÇn th­ëng ®Ó ®¸p t¹.	<dec><npc>¤i! §©y lµ nh÷ng thø mµ c¶ ®êi ta t×m kiÕm	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËp Tóy NguyÖt §ao	<dec><pan>Nghe nãi gÇn ®©y §­êng gia b¶o chñ bŞ ng­êi ta h¹ ®éc h·m h¹i. Qu¶n gia ®­êng gia muèn nhê c¸c cao thñ vâ l©m t×m ®Çy ®ñ thuéc tİnh {{Kim, méc, thñy, háa, thæ}} cña {{To¸i NguyÖt §ao}}, h·y ®Õn gióp «ng ta.	<dec><pan> Tóy NguyÖt §ao cã thÓ t×m ë Sa M¹c hoÆc Tr­êng B¹ch s¬n.	<dec><npc>Ng­¬i ®Õn gióp ta t×m ®Çy ®ñ ngò hµnh {{Kim, méc, thñy, háa, thæ}} cña {{To¸i NguyÖt §ao}} ph¶i kh«ng? §­êng gia sÏ cã phÇn th­ëng ®Ó ®¸p t¹.	<dec><npc>¤i! §©y lµ nh÷ng thø mµ c¶ ®êi ta t×m kiÕm	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËp Khæng T­íc Linh	<dec><pan>Nghe nãi gÇn ®©y §­êng gia b¶o chñ bŞ ng­êi ta h¹ ®éc h·m h¹i. Qu¶n gia ®­êng gia muèn nhê c¸c cao thñ vâ l©m t×m ®Çy ®ñ thuéc tİnh {{Kim, méc, thñy, háa, thæ}} cña {{Khæng T­íc Linh}}, h·y ®Õn gióp «ng ta.	<dec><pan> Khæng T­íc Linh cã thÓ t×m ë Sa M¹c hoÆc Tr­êng B¹ch s¬n.	<dec><npc>Ng­¬i ®Õn gióp ta t×m ®Çy ®ñ ngò hµnh {{Kim, méc, thñy, háa, thæ}} cña {{Khæng T­íc Linh}} ph¶i kh«ng? §­êng gia sÏ cã phÇn th­ëng ®Ó ®¸p t¹.	<dec><npc>¤i! §©y lµ nh÷ng thø mµ c¶ ®êi ta t×m kiÕm	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËp NhÉn	<dec><pan>H·y t×m 10 chiÕc nhÉn mang vÒ cho {{TrÇn Tam B¶o}} ®Ó nhËn phÇn th­ëng phong phó!	<dec><pan>10 chiÕc nhÉn nµy lµ:: {{Hoµng ngäc giíi chØ, cÈm l·m th¹ch giíi chØ, phï dung th¹ch giíi chØ, phØ thóy giíi chØ, thóy lùu th¹ch giíi chØ, tæ mÉu lôc giíi chØ, h¶i lam b¶o th¹ch giíi chØ, hång b¶o th¹ch giíi chØ, lam b¶o th¹ch giíi chØ, toµn th¹ch giíi chØ.}}.	<dec><npc>¤ng chñ b¶o ta ®i t×m 10 chiÕc nhÉn ®· b¸n ra, nãi th× dÔ l¾m! 10 chiÕc nhÉn nµy lµ: {{Hoµng ngäc giíi chØ, cÈm l·m th¹ch giíi chØ, phï dung th¹ch giíi chØ, phØ thóy giíi chØ, thóy lùu th¹ch giíi chØ, tæ mÉu lôc giíi chØ, h¶i lam b¶o th¹ch giíi chØ, hång b¶o th¹ch giíi chØ, lam b¶o th¹ch giíi chØ, toµn th¹ch giíi chØ}}. §¹i hiÖp cã nhËn lêi gióp ta hay kh«ng?	<dec><npc>ChËc! ¤ng chñ ngµy nµo còng giôc ta, nÕu <sex>lµm xong th× ta ®· giao tõ l©u råi!.	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËp D©y chuyÒn	<dec><pan>Kh«ng xong råi! Nghe nãi ®Ö tö næi danh cña Thiªn NhÉn, em g¸i cña §oan Méc DuÖ lµ {{§oan Méc Thanh}} ®· mang theo sîi d©y chuyÒn tõ V©n Nam, khi ®Õn gÇn L©m An th× bŞ c­íp mÊt, nÕu kh«ng kŞp thêi t×m vÒ th× bµ Êy sÏ tµn s¸t d©n lµnh trong thµnh, ®Ó tr¸nh c¶nh tµn s¸t nµy, h·y gióp bµ ta t×m {{10 sîi d©y chuyÒn}} vÒ!Nghe nãi {{§oan Méc Thanh}} ®ang ë Long M«n TrÊn ®îi ai ®ã.	<dec><pan>M­êi sîi d©y chuyÒn nµy lµ: {{§ång h¹ng liªn, ng©n h¹ng liªn, kim h¹ng liªn, b¹ch kim h¹ng liªn, ngäc ch©u h¹ng liªn, lôc tïng th¹ch h¹ng liªn, thñy tinh h¹ng liªn, khæng t­íc th¹ch h¹ng liªn, tr©n ch©u h¹ng liªn, toµn th¹ch h¹ng liªn}}. Muèn t×m chóng vÒ qu¶ thËt kh«ng ph¶i lµ viÖc dÔ dµng!	<dec><npc>Hõ! C¸i bän c­íp khèn kiÕp nµy d¸m trªu r¨ng Hæ! Néi trong 3 ngµy  nÕu kh«ng ai t×m vÒ ®ñ d©y chuyÒn cho ta, ta sÏ san b»ng phñ nµy!	<dec><npc>å! Ng­¬i qu¶ thËt bÊt phµm! NÕu ng­¬i ë bªn c¹nh ta th× cßn g× b»ng!	<dec><npc>§©y lµ quµ th­ëng cña bæn c« n­¬ng! Xin nhËn lÊy!	
NgÉu nhiªn_MËt §å_Thu thËpHé Th©n phï 	<dec><pan>ChuyÖn lín råi!, nghe nãi cao thñ Thiªn NhÉn lµ §oan Méc DuÖ v× mÊt nh÷ng sîi d©y chuyÒn quı. Cßn 3 ngµy n÷a, nh÷ng thø nµy cÇn ph¶i ®­îc ®­a ®Õn BiÖn Kinh. NÕu kh«ng gióp h¾n t×m {{10 sîi hé th©n phï}} mang vÒ {{LÔ quan BiÖn Kinh}}, h¾n trong lóc bùc m×nh nhÊt ®Şnh sÏ s¸t h¹i d©n lµnh.	<dec><pan>M­êi sîi hé th©n phï quı nµy lµ: {{Lôc tïng th¹ch hé th©n phï, san h« hé th©n phï, miªu nh·n hé th©n phï, hæ tinh hé th©n phï, thñy tinh hé th©n phï, hæ ph¸ch hé th©n phï, b¹ch phØ thóy hé th©n phï, hång phØ thóy hé th©n phï, tö phØ thóy hé th©n phï, Lôc PhØ Thóy Hé Th©n Phï}}, muèn t×m chóng vÒ qu¶ thËt kh«ng ph¶i lµ chuyÖn dÔ dµng!	<dec><npc>§oan Méc DuÖ ®¸nh mÊt 10 sîi hé th©n phï: {{Lôc tïng th¹ch hé th©n phï, san h« hé th©n phï, miªu nh·n hé th©n phï, hæ tinh hé th©n phï, thñy tinh hé th©n phï, hæ ph¸ch hé th©n phï, b¹ch phØ thóy hé th©n phï, hång phØ thóy hé th©n phï, tö phØ thóy hé th©n phï, Lôc PhØ Thóy Hé Th©n Phï}}, H·y mau ®i t×m gióp h¾n.	<dec><npc>Khµ khµ! Ng­¬i qu¶ lµ tuæi trÎ tµi cao! Ta sÏ b¸o c«ng lao cña  ng­¬i víi §oan §¹i nh©n.	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËp H­¬ng Nang	<dec><pan>§Ö tö §­êng M«n lµ §­êng NhÊt TrÇn gÇn ®©y muèn ë rÓ Thóy Yªn M«n, Thóy Yªn M«n Chñ muèn chuÈn bŞ mét lÔ vËt ®Æc biÖt, nh­ng hiÖn t¹i bµ vÉn cßn thiÕu {{10 sîi h­¬ng nang}}. H·y mau t×m vµ mang vÒ {{§­êng m«n}} - {{qu¶n gia}} gióp bµ Êy.	<dec><pan>M­êi sîi h­¬ng nang ®ã lµ: {{Hu©n y h­¬ng nang, m¹t lŞ h­¬ng nang, nhò h­¬ng h­¬ng nang, lan hoa h­¬ng nang, hîp hoan h­¬ng nang, tö t« h­¬ng nang, trÇm h­¬ng h­¬ng nang, tiªn x¹ h­¬ng nang, giµ nam h­¬ng nang, long diªn h­¬ng nang}}. Muèn t×m chóng vÒ qu¶ thËt kh«ng ph¶i lµ chuyÖn dÔ dµng!	<dec><npc>§­êng thiÕu chñ ®ang chuÈn bŞ ë rÓ t¹i Thóy yªn m«n, VŞ <sex> nµy cã thÓ gióp t×m vÒ 10 sîi h­¬ng nang kh«ng?chóng lµ: {{Hu©n y h­¬ng nang, m¹t lîi h­¬ng nang, nhò h­¬ng h­¬ng nang, lan hoa h­¬ng nang, hîp hoan h­¬ng nang, tö t« h­¬ng nang, trÇm h­¬ng h­¬ng nang, tiªn x¹ h­¬ng nang, giµ nam h­¬ng nang, long diªn h­¬ng nang}}.	<dec><npc>§ñ bé chø? Ta xin thay mÆt §­êng ThiÕu Chñ c¶m ¬n rÊt nhiÒu!	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Béi	<dec><pan>§Ö tö §­êng M«n lµ §­êng NhÊt TrÇn gÇn ®©y muèn ë rÓ Thóy Yªn M«n, Thóy Yªn M«n Chñ muèn chuÈn bŞ mét lÔ vËt ®Æc biÖt, nh­ng hiÖn t¹i bµ vÉn cßn thiÕu {{10 miÕng ngäc béi}}. H·y mau t×m vµ mang vÒ {{§­êng m«n}} - {{qu¶n gia}} gióp bµ Êy.	<dec><pan>M­êi miÕng ngäc béi nµy lµ: {{Du diªn ngäc béi, kinh b¹ch ngäc béi, ®µo hoa ngäc béi, mai hoa ngäc béi, ngò s¾c ngäc béi, thanh ngäc ngäc béi, bİch ngäc ngäc béi, mÆc ngäc ngäc béi, hoµng ngäc ngäc béi, d­¬ng chØ b¹ch ngäc}}. Muèn t×m chóng vÒ qu¶ thËt kh«ng ph¶i lµ chuyÖn dÔ dµng!	<dec><npc>§­êng thiÕu chñ ®ang chuÈn bŞ ë rÓ t¹i Thóy yªn m«n, VŞ <sex> nµy cã thÓ gióp t×m vÒ 10 tÊm ngäc béi kh«ng?chóng lµ: {{Du diªn ngäc béi, kinh b¹ch ngäc béi, ®µo hoa ngäc béi, mai hoa ngäc béi, ngò s¾c ngäc béi, thanh ngäc ngäc béi, bİch ngäc ngäc béi, mÆc ngäc ngäc béi, hoµng ngäc ngäc béi, d­¬ng chØ b¹ch ngäc}}.	<dec><npc>§ñ bé chø? Ta xin thay mÆt §­êng ThiÕu Chñ c¶m ¬n rÊt nhiÒu!	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËp Ngäc Tr¹c 	<dec><pan>§Ö tö §­êng M«n lµ §­êng NhÊt TrÇn gÇn ®©y muèn ë rÓ Thóy Yªn M«n, Thóy Yªn M«n Chñ muèn chuÈn bŞ mét lÔ vËt ®Æc biÖt, hiÖn t¹i ®ang cÇn t×m {{®Çy ®ñ ngò hµnh}} cña {{Long phông huyÕt ngäc tr¹c}}. H·y mau t×m vµ mang vÒ {{§­êng m«n}} - {{qu¶n gia}} gióp bµ Êy.	<dec><pan>N¨m lo¹i ngäc tr¹c quı ®ã lµ: {{Kim, méc, thñy, háa, thæ}} - {{Long phông huyÕt ngäc tr¹c}}. Muèn t×m chóng vÒ qu¶ thËt kh«ng ph¶i lµ chuyÖn dÔ dµng!	<dec><npc>§­êng thiÕu chñ ®ang chuÈn bŞ ë rÓ t¹i Thóy yªn m«n, VŞ <sex> nµy cã thÓ gióp t×m vÒ 5 miÕng ngäc tr¹c, ®ã lµ: ®Çy ®ñ ngò hµnh {{Kim, méc, thñy, háa, thæ}} cña {{Long phông huyÕt ngäc tr¹c}}.	<dec><npc>§ñ bé chø? Ta xin thay mÆt §­êng ThiÕu Chñ c¶m ¬n rÊt nhiÒu!	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËp Hé uyÓn	<dec><pan>Nghe nãi gÇn ®©y §­êng M«n ®ang ©m thÇm chiªu binh m·i m·, tuy kh«ng biÕt hµnh ®éng cña hä v× ®éng c¬ g×, nh­ng ta cã thÓ gióp hä t×m {{ngò hµnh kh¸c nhau}} cña {{Thiªn Tµm Hé UyÓn}}, giao cho {{§­êng m«n}} - {{qu¶n gia}} lµ ®­îc.	<dec><pan>N¨m lo¹i hé uyÓn nµy lµ: {{Kim, méc, thñy, háa, thæ}} cña {{Thiªn Tµm Hé UyÓn}}. Muèn t×m chóng vÒ qu¶ thËt kh«ng ph¶i lµ chuyÖn dÔ dµng!	<dec><npc>Ta muèn c¸c nh©n sü t×m vÒ gióp {{Kim, méc, thñy, háa, thæ}} cña {{Thiªn Tµm Hé UyÓn}}, nÕu ®¹i hiÖp cã lßng gióp ®ì th× tèt qu¸.	<dec><npc>§ñ bé chø? Ta xin thay mÆt §­êng ThiÕu Chñ c¶m ¬n rÊt nhiÒu!	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËp Th«ng Thiªn Ph¸t Qu¸n	<dec><pan>Nghe nãi gÇn ®©y §­êng M«n ®ang ©m thÇm chiªu binh m·i m·, tuy kh«ng biÕt hµnh ®éng cña hä v× ®éng c¬ g×, nh­ng ta cã thÓ gióp hä t×m {{ngò hµnh kh¸c nhau}} cña {{Th«ng thiªn ph¸t qu¸n}}, giao cho {{§­êng m«n}} - {{qu¶n gia}} lµ ®­îc.	<dec><pan>N¨m lo¹i ph¸t qu¸n nµy lµ: {{Kim, méc, thñy, háa, thæ}} cña {{Th«ng thiªn ph¸t qu¸n}}. Muèn t×m chóng vÒ qu¶ thËt kh«ng ph¶i lµ chuyÖn dÔ dµng!	<dec><npc>Ta muèn c¸c nh©n sü t×m vÒ gióp {{Kim, méc, thñy, háa, thæ}} cña {{Th«ng thiªn ph¸t qu¸n}}, nÕu ®¹i hiÖp cã lßng gióp ®ì th× tèt qu¸.	<dec><npc>§ñ bé chø? Ta xin thay mÆt §­êng ThiÕu Chñ c¶m ¬n rÊt nhiÒu!	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËp YÓm NhËt Kh«i	<dec><pan>Nghe nãi gÇn ®©y §­êng M«n ®ang ©m thÇm chiªu binh m·i m·, tuy kh«ng biÕt hµnh ®éng cña hä v× ®éng c¬ g×, nh­ng ta cã thÓ gióp hä t×m {{ngò hµnh kh¸c nhau}} cña {{YÓm nhËt kh«i}}, giao cho {{§­êng m«n}} - {{qu¶n gia}} lµ ®­îc.	<dec><pan>N¨m lo¹i kh«i m·o nµy lµ:  {{Kim, méc, thñy, háa, thæ}} cña {{YÓm nhËt kh«i}}. Muèn t×m chóng vÒ qu¶ thËt kh«ng ph¶i lµ chuyÖn dÔ dµng!	<dec><npc>Ta muèn c¸c nh©n sü t×m vÒ gióp {{Kim, méc, thñy, háa, thæ}} cña {{YÓm nhËt kh«i}}, nÕu ®¹i hiÖp cã lßng gióp ®ì th× tèt qu¸.	<dec><npc> §ñ bé chø? Ta xin thay mÆt §­êng ThiÕu Chñ c¶m ¬n rÊt nhiÒu!	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËp B¹ch Kim yªu ®¸i	<dec><pan>Nghe nãi gÇn ®©y §­êng M«n ®ang ©m thÇm chiªu binh m·i m·, tuy kh«ng biÕt hµnh ®éng cña hä v× ®éng c¬ g×, nh­ng ta cã thÓ gióp hä t×m {{ngò hµnh kh¸c nhau}} cña {{B¹ch Kim Yªu §¸i}}, giao cho {{§­êng m«n}} - {{qu¶n gia}} lµ ®­îc.	<dec><pan>N¨m lo¹i d©y l­ng nµy lµ: {{Kim, méc, thñy, háa, thæ}} cña {{B¹ch Kim Yªu §¸i}}. Muèn t×m chóng vÒ qu¶ thËt kh«ng ph¶i lµ chuyÖn dÔ dµng!	<dec><npc>Ta muèn c¸c nh©n sü t×m vÒ gióp {{Kim, méc, thñy, háa, thæ}} cña {{B¹ch Kim Yªu §¸i}}, nÕu ®¹i hiÖp cã lßng gióp ®ì th× tèt qu¸.	<dec><npc>§ñ bé chø? Ta xin thay mÆt §­êng ThiÕu Chñ c¶m ¬n rÊt nhiÒu!	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËpThiªn Tµm Ngoa	<dec><pan>Nghe nãi gÇn ®©y §­êng M«n ®ang ©m thÇm chiªu binh m·i m·, tuy kh«ng biÕt hµnh ®éng cña hä v× ®éng c¬ g×, nh­ng ta cã thÓ gióp hä t×m {{ngò hµnh kh¸c nhau}} cña {{Thiªn Tµm Ngoa}}, giao cho {{§­êng m«n}} - {{qu¶n gia}} lµ ®­îc.	<dec><pan>N¨m lo¹i giµy nµy lµ: {{Kim, méc, thñy, háa, thæ}} cña {{Thiªn Tµm Ngoa}}. Muèn t×m chóng vÒ qu¶ thËt kh«ng ph¶i lµ chuyÖn dÔ dµng!	<dec><npc>Ta muèn c¸c nh©n sü t×m vÒ gióp {{Kim, méc, thñy, háa, thæ}} cña {{Thiªn Tµm Ngoa}}, nÕu ®¹i hiÖp cã lßng gióp ®ì th× tèt qu¸.	<dec><npc>§ñ bé chø? Ta xin thay mÆt §­êng ThiÕu Chñ c¶m ¬n rÊt nhiÒu!	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_MËt §å_Thu thËp Phi Phông Ngoa	<dec><pan>Nghe nãi gÇn ®©y §­êng M«n ®ang ©m thÇm chiªu binh m·i m·, tuy kh«ng biÕt hµnh ®éng cña hä v× ®éng c¬ g×, nh­ng ta cã thÓ gióp hä t×m {{ngò hµnh kh¸c nhau}} cña {{Phi Phông Ngoa}}, giao cho {{§­êng m«n}} - {{qu¶n gia}} lµ ®­îc.	<dec><pan>N¨m lo¹i giµy nµy lµ: {{Kim, méc, thñy, háa, thæ}} cña {{Phi phông ngoa}}. Muèn t×m chóng vÒ qu¶ thËt kh«ng ph¶i lµ chuyÖn dÔ dµng!	<dec><npc>Ta muèn c¸c nh©n sü t×m vÒ gióp {{Kim, méc, thñy, háa, thæ}} cña {{Phi phông ngoa}}, nÕu ®¹i hiÖp cã lßng gióp ®ì th× tèt qu¸.	<dec><npc>§ñ bé chø? Ta xin thay mÆt §­êng ThiÕu Chñ c¶m ¬n rÊt nhiÒu!	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
