EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
B«n Tiªu																																																																		..\male\ma_011_hb_rs01.spr	..\male\ma_011_hb_rw.spr	..\male\ma_011_hb_rr.spr	..\male\ma_011_hb_ra01.spr	..\male\ma_011_hb_ra02.spr	..\male\ma_011_hb_rm.spr	..\male\ma_011_hb_rb.spr	..\male\ma_011_hb_rd.spr	..\male\ma_011_hb_rs01.spr	..\male\ma_011_hb_rs01.spr
Phiªn Vò																																																																		..\male\ma_012_hb_rs01.spr	..\male\ma_012_hb_rw.spr	..\male\ma_012_hb_rr.spr	..\male\ma_012_hb_ra01.spr	..\male\ma_012_hb_ra02.spr	..\male\ma_012_hb_rm.spr	..\male\ma_012_hb_rb.spr	..\male\ma_012_hb_rd.spr	..\male\ma_012_hb_rs01.spr	..\male\ma_012_hb_rs01.spr
Hû Hû 																																																																		..\male\ma_021b_hb_rs01.spr	..\male\ma_021b_hb_rw01.spr	..\male\ma_021b_hb_rr.spr	..\male\ma_021b_hb_ra01.spr	..\male\ma_021b_hb_ra02.spr	..\male\ma_021b_hb_rm.spr	..\male\ma_021b_hb_rb.spr	..\male\ma_021b_hb_rd.spr	..\male\ma_021b_hb_rs01.spr	..\male\ma_021b_hb_rs01.spr
Hoan Hoan																																																																		..\male\ma_022b_hb_rs01.spr	..\male\ma_022b_hb_rw.spr	..\male\ma_022b_hb_rr.spr	..\male\ma_022b_hb_ra01.spr	..\male\ma_022b_hb_ra02.spr	..\male\ma_022b_hb_rm.spr	..\male\ma_022b_hb_rb.spr	..\male\ma_022b_hb_rd.spr	..\male\ma_022b_hb_rs01.spr	..\male\ma_022b_hb_rs01.spr
L¨ng Thiªn																																																																		..\male\ma_lanma_hb_rs.spr	..\male\ma_lanma_hb_rw.spr	..\male\ma_lanma_hb_rr.spr	..\male\ma_lanma_hb_ra01.spr	..\male\ma_lanma_hb_ra02.spr	..\male\ma_lanma_hb_rm.spr	..\male\ma_lanma_hb_rb.spr	..\male\ma_lanma_hb_rd.spr	..\male\ma_lanma_hb_rs.spr	..\male\ma_lanma_hb_rs.spr
Trôc NhËt																																																																		..\male\ma_jinma_hb_rs.spr	..\male\ma_jinma_hb_rw.spr	..\male\ma_jinma_hb_rr.spr	..\male\ma_jinma_hb_ra01.spr	..\male\ma_jinma_hb_ra02.spr	..\male\ma_jinma_hb_rm.spr	..\male\ma_jinma_hb_rb.spr	..\male\ma_jinma_hb_rd.spr	..\male\ma_jinma_hb_rs.spr	..\male\ma_jinma_hb_rs.spr
Hæ C¸t T­êng																																																																		..\male\ma_022_hb_rs01.spr	..\male\ma_022_hb_rw.spr	..\male\ma_022_hb_rr.spr	..\male\ma_022_hb_ra01.spr	..\male\ma_022_hb_ra02.spr	..\male\ma_022_hb_rm.spr	..\male\ma_022_hb_rb.spr	..\male\ma_022_hb_rd.spr	..\male\ma_022_hb_rs01.spr	..\male\ma_022_hb_rs01.spr
øc V©n																																																																		..\male\horse_32_hb_rs.spr	..\male\horse_32_hb_rw.spr	..\male\horse_32_hb_rr.spr	..\male\horse_32_hb_ra01.spr	..\male\horse_32_hb_ra02.spr	..\male\horse_32_hb_rm.spr	..\male\horse_32_hb_rb.spr	..\male\horse_32_hb_rd.spr	..\male\horse_32_hb_rs.spr	..\male\horse_32_hb_rs.spr
TuyÕt Hån																																																																		..\male\ma_xiong_hb_rs.spr	..\male\ma_xiong_hb_rw.spr	..\male\ma_xiong_hb_rr.spr	..\male\ma_xiong_hb_ra01.spr	..\male\ma_xiong_hb_ra02.spr	..\male\ma_xiong_hb_rm.spr	..\male\ma_xiong_hb_rb.spr	..\male\ma_xiong_hb_rd.spr	..\male\ma_xiong_hb_rs.spr	..\male\ma_xiong_hb_rs.spr
Sø gi¶ Truy Phong																																																																		..\male\lanqilin_hb_rs01.spr	..\male\lanqilin_hb_rw.spr	..\male\lanqilin_hb_rr.spr	..\male\lanqilin_hb_ra01.spr	..\male\lanqilin_hb_ra02.spr	..\male\lanqilin_hb_rm.spr	..\male\lanqilin_hb_rb.spr	..\male\lanqilin_hb_rd.spr	..\male\lanqilin_hb_rs01.spr	..\male\lanqilin_hb_rs01.spr
Háa Kú L©n																																																																		..\male\huoqilin_hb_rs01.spr	..\male\huoqilin_hb_rw.spr	..\male\huoqilin_hb_rr.spr	..\male\huoqilin_hb_ra01.spr	..\male\huoqilin_hb_ra02.spr	..\male\huoqilin_hb_rm.spr	..\male\huoqilin_hb_rb.spr	..\male\huoqilin_hb_rd.spr	..\male\huoqilin_hb_rs01.spr	..\male\huoqilin_hb_rs01.spr
L©n Quang																																																																		..\male\ma_030_hb_rs01.spr	..\male\ma_030_hb_rw.spr	..\male\ma_030_hb_rr.spr	..\male\ma_030_hb_ra01.spr	..\male\ma_030_hb_ra02.spr	..\male\ma_030_hb_rm.spr	..\male\ma_030_hb_rb.spr	..\male\ma_030_hb_rd.spr	..\male\ma_030_hb_rs01.spr	..\male\ma_030_hb_rs01.spr
L¹c ®µ (Tr¾ng)																																																																		..\male\luotuobai_hb_rs01.spr	..\male\luotuobai_hb_rw.spr	..\male\luotuobai_hb_rr.spr	..\male\luotuobai_hb_ra01.spr	..\male\luotuobai_hb_ra02.spr	..\male\luotuobai_hb_rm.spr	..\male\luotuobai_hb_rb.spr	..\male\luotuobai_hb_rd.spr	..\male\luotuobai_hb_rs01.spr	..\male\luotuobai_hb_rs01.spr
L¹c ®µ (§en)																																																																		..\male\luotuohei_hb_rs01.spr	..\male\luotuohei_hb_rw.spr	..\male\luotuohei_hb_rr.spr	..\male\luotuohei_hb_ra01.spr	..\male\luotuohei_hb_ra02.spr	..\male\luotuohei_hb_rm.spr	..\male\luotuohei_hb_rb.spr	..\male\luotuohei_hb_rd.spr	..\male\luotuohei_hb_rs01.spr	..\male\luotuohei_hb_rs01.spr
Kh«ng cã res luotuohuang																																																																		..\male\luotuohuang_hb_rs01.spr	..\male\luotuohuang_hb_rw.spr	..\male\luotuohuang_hb_rr.spr	..\male\luotuohuang_hb_ra01.spr	..\male\luotuohuang_hb_ra02.spr	..\male\luotuohuang_hb_rm.spr	..\male\luotuohuang_hb_rb.spr	..\male\luotuohuang_hb_rd.spr	..\male\luotuohuang_hb_rs01.spr	..\male\luotuohuang_hb_rs01.spr
L¹c §µ Kh«ng B­íu																																																																		..\male\yangtuobai_hb_rs01.spr	..\male\yangtuobai_hb_rw.spr	..\male\yangtuobai_hb_rr.spr	..\male\yangtuobai_hb_ra01.spr	..\male\yangtuobai_hb_ra02.spr	..\male\yangtuobai_hb_rm.spr	..\male\yangtuobai_hb_rb.spr	..\male\yangtuobai_hb_rd.spr	..\male\yangtuobai_hb_rs01.spr	..\male\yangtuobai_hb_rs01.spr
L¹c §µ Kh«ng B­íu (§á)																																																																		..\male\yangtuohong_hb_rs01.spr	..\male\yangtuohong_hb_rw.spr	..\male\yangtuohong_hb_rr.spr	..\male\yangtuohong_hb_ra01.spr	..\male\yangtuohong_hb_ra02.spr	..\male\yangtuohong_hb_rm.spr	..\male\yangtuohong_hb_rb.spr	..\male\yangtuohong_hb_rd.spr	..\male\yangtuohong_hb_rs01.spr	..\male\yangtuohong_hb_rs01.spr
L¹c §µ Kh«ng B­íu (Lôc)																																																																		..\male\yangtuolv_hb_rs01.spr	..\male\yangtuolv_hb_rw.spr	..\male\yangtuolv_hb_rr.spr	..\male\yangtuolv_hb_ra01.spr	..\male\yangtuolv_hb_ra02.spr	..\male\yangtuolv_hb_rm.spr	..\male\yangtuolv_hb_rb.spr	..\male\yangtuolv_hb_rd.spr	..\male\yangtuolv_hb_rs01.spr	..\male\yangtuolv_hb_rs01.spr
B«n L«i																																																																		..\male\ma_038_hb_rs01.spr	..\male\ma_038_hb_rw.spr	..\male\ma_038_hb_rr.spr	..\male\ma_038_hb_ra01.spr	..\male\ma_038_hb_ra02.spr	..\male\ma_038_hb_rm.spr	..\male\ma_038_hb_rb.spr	..\male\ma_038_hb_rd.spr	..\male\ma_038_hb_rs01.spr	..\male\ma_038_hb_rs01.spr
Hång Long XÝch DiÖm																																																																		..\male\130huoyanma_hb_rs.spr	..\male\130huoyanma_hb_rw.spr	..\male\130huoyanma_hb_rr.spr	..\male\130huoyanma_hb_ra01.spr	..\male\130huoyanma_hb_ra02.spr	..\male\130huoyanma_hb_rm.spr	..\male\130huoyanma_hb_rb.spr	..\male\130huoyanma_hb_rd.spr	..\male\130huoyanma_hb_rs.spr	..\male\130huoyanma_hb_rs.spr
TuyÖt ThÕ TuyÕt Vò																																																																		..\male\jueshixueyu_hb_rs.spr	..\male\jueshixueyu_hb_rw.spr	..\male\jueshixueyu_hb_rr.spr	..\male\jueshixueyu_hb_ra01.spr	..\male\jueshixueyu_hb_ra02.spr	..\male\jueshixueyu_hb_rm.spr	..\male\jueshixueyu_hb_rb.spr	..\male\jueshixueyu_hb_rd.spr	..\male\jueshixueyu_hb_rs.spr	..\male\jueshixueyu_hb_rs.spr
Tóy NguyÖt-V« Tµ																																																																		..\male\gumu_01_hb_rs01.spr	..\male\gumu_01_hb_rw.spr	..\male\gumu_01_hb_rr.spr	..\male\gumu_01_hb_ra01.spr	..\male\gumu_01_hb_ra02.spr	..\male\gumu_01_hb_rm.spr	..\male\gumu_01_hb_rb.spr	..\male\gumu_01_hb_rd.spr	..\male\gumu_01_hb_rs01.spr	..\male\gumu_01_hb_rs01.spr
Tóy NguyÖt-Trôc Qu©n																																																																		..\male\gumu_02_hb_rs01.spr	..\male\gumu_02_hb_rw.spr	..\male\gumu_02_hb_rr.spr	..\male\gumu_02_hb_ra01.spr	..\male\gumu_02_hb_ra02.spr	..\male\gumu_02_hb_rm.spr	..\male\gumu_02_hb_rb.spr	..\male\gumu_02_hb_rd.spr	..\male\gumu_02_hb_rs01.spr	..\male\gumu_02_hb_rs01.spr
Thùc NhËt Cuång S­																																																																		..\male\horse_043_hb_rs01.spr	..\male\horse_043_hb_rw.spr	..\male\horse_043_hb_rr.spr	..\male\horse_043_hb_ra01.spr	..\male\horse_043_hb_ra02.spr	..\male\horse_043_hb_rm.spr	..\male\horse_043_hb_rb.spr	..\male\horse_043_hb_rd.spr	..\male\horse_043_hb_rs01.spr	..\male\horse_043_hb_rs01.spr
MËt Thµnh ThiÕt Kþ																																																																		..\male\horse_044_hb_rs01.spr	..\male\horse_044_hb_rw.spr	..\male\horse_044_hb_rr.spr	..\male\horse_044_hb_ra01.spr	..\male\horse_044_hb_ra02.spr	..\male\horse_044_hb_rm.spr	..\male\horse_044_hb_rb.spr	..\male\horse_044_hb_rd.spr	..\male\horse_044_hb_rs01.spr	..\male\horse_044_hb_rs01.spr
Ngäc Tiªu Dao																																																																		..\male\horse45_hb_rs.spr	..\male\horse45_hb_rw.spr	..\male\horse45_hb_rr.spr	..\male\horse45_hb_ra01.spr	..\male\horse45_hb_ra02.spr	..\male\horse45_hb_rm.spr	..\male\horse45_hb_rb.spr	..\male\horse45_hb_rd.spr	..\male\horse45_hb_rs.spr	..\male\horse45_hb_rs.spr
M¹ch Th­îng Phi S­¬ng																																																																		..\male\vipyang02_hb_rs01.spr	..\male\vipyang02_hb_rw.spr	..\male\vipyang02_hb_rr.spr	..\male\vipyang02_hb_ra01.spr	..\male\vipyang02_hb_ra02.spr	..\male\vipyang02_hb_rm.spr	..\male\vipyang02_hb_rb.spr	..\male\vipyang02_hb_rd.spr	..\male\vipyang02_hb_rs01.spr	..\male\vipyang02_hb_rs01.spr
TuyÕt Vò Thiªn H­¬ng																																																																		..\male\vipyaohu02_hb_rs01.spr	..\male\vipyaohu02_hb_rw.spr	..\male\vipyaohu02_hb_rr.spr	..\male\vipyaohu02_hb_ra01.spr	..\male\vipyaohu02_hb_ra02.spr	..\male\vipyaohu02_hb_rm.spr	..\male\vipyaohu02_hb_rb.spr	..\male\vipyaohu02_hb_rd.spr	..\male\vipyaohu02_hb_rs01.spr	..\male\vipyaohu02_hb_rs01.spr
MÞ Vò Thiªn H­¬ng																																																																		..\male\vipyaohu01_hb_rs01.spr	..\male\vipyaohu01_hb_rw.spr	..\male\vipyaohu01_hb_rr.spr	..\male\vipyaohu01_hb_ra01.spr	..\male\vipyaohu01_hb_ra02.spr	..\male\vipyaohu01_hb_rm.spr	..\male\vipyaohu01_hb_rb.spr	..\male\vipyaohu01_hb_rd.spr	..\male\vipyaohu01_hb_rs01.spr	..\male\vipyaohu01_hb_rs01.spr
DuDu Vui VÎ																																																																		..\male\maolv_hb_rs01.spr	..\male\maolv_hb_rw.spr	..\male\maolv_hb_rr.spr	..\male\maolv_hb_ra01.spr	..\male\maolv_hb_ra02.spr	..\male\maolv_hb_rm.spr	..\male\maolv_hb_rb.spr	..\male\maolv_hb_rd.spr	..\male\maolv_hb_rs01.spr	..\male\maolv_hb_rs01.spr
¤ng Thá																																																																		..\male\horse_tuzi_hb_rs01.spr	..\male\horse_tuzi_hb_rw.spr	..\male\horse_tuzi_hb_rr.spr	..\male\horse_tuzi_hb_ra01.spr	..\male\horse_tuzi_hb_ra02.spr	..\male\horse_tuzi_hb_rm.spr	..\male\horse_tuzi_hb_rb.spr	..\male\horse_tuzi_hb_rd.spr	..\male\horse_tuzi_hb_rs01.spr	..\male\horse_tuzi_hb_rs01.spr
Kim T­îng Th¸i §¹t																																																																		..\male\daxiang01_hb_rs01.spr	..\male\daxiang01_hb_rw.spr	..\male\daxiang01_hb_rr.spr	..\male\daxiang01_hb_ra01.spr	..\male\daxiang01_hb_ra02.spr	..\male\daxiang01_hb_rm.spr	..\male\daxiang01_hb_rb.spr	..\male\daxiang01_hb_rd.spr	..\male\daxiang01_hb_rs01.spr	..\male\daxiang01_hb_rs01.spr
Kinh HuyÒn SÊm																																																																		..\male\horse014_hb_rs.spr	..\male\horse014_hb_rw.spr	..\male\horse014_hb_rr.spr	..\male\horse014_hb_ra01.spr	..\male\horse014_hb_ra02.spr	..\male\horse014_hb_rm.spr	..\male\horse014_hb_rb.spr	..\male\horse014_hb_rd.spr	..\male\horse014_hb_rs.spr	..\male\horse014_hb_rs.spr
§éc Vò Thiªn H¹																																																																		..\male\QianLiMa_hb_rs01.spr	..\male\QianLiMa_hb_rw.spr	..\male\QianLiMa_hb_rr.spr	..\male\QianLiMa_hb_ra01.spr	..\male\QianLiMa_hb_ra02.spr	..\male\QianLiMa_hb_rm.spr	..\male\QianLiMa_hb_rb.spr	..\male\QianLiMa_hb_rd.spr	..\male\QianLiMa_hb_rs01.spr	..\male\QianLiMa_hb_rs01.spr
Ng¹o Ng« Hiªn Viªn																																																																		..\male\horse66_hb_rs01.spr	..\male\horse66_hb_rw.spr	..\male\horse66_hb_rr.spr	..\male\horse66_hb_ra01.spr	..\male\horse66_hb_ra02.spr	..\male\horse66_hb_rm.spr	..\male\horse66_hb_rb.spr	..\male\horse66_hb_rd.spr	..\male\horse66_hb_rs01.spr	..\male\horse66_hb_rs01.spr
Nô H«n H¾c ¸m																																																																		..\male\horse055_hb_rs.spr	..\male\horse055_hb_rw.spr	..\male\horse055_hb_rr.spr	..\male\horse055_hb_ra01.spr	..\male\horse055_hb_ra02.spr	..\male\horse055_hb_rm.spr	..\male\horse055_hb_rb.spr	..\male\horse055_hb_rd.spr	..\male\horse055_hb_rs.spr	..\male\horse055_hb_rs.spr
Ngän Löa ¸nh S¸ng																																																																		..\male\horse056_hb_rs.spr	..\male\horse056_hb_rw.spr	..\male\horse056_hb_rr.spr	..\male\horse056_hb_ra01.spr	..\male\horse056_hb_ra02.spr	..\male\horse056_hb_rm.spr	..\male\horse056_hb_rb.spr	..\male\horse056_hb_rd.spr	..\male\horse056_hb_rs.spr	..\male\horse056_hb_rs.spr
Viªm D­¬ng Long Tö																																																																		..\male\horse065_hb_rs01.spr	..\male\horse065_hb_rw.spr	..\male\horse065_hb_rr.spr	..\male\horse065_hb_ra01.spr	..\male\horse065_hb_ra02.spr	..\male\horse065_hb_rm.spr	..\male\horse065_hb_rb.spr	..\male\horse065_hb_rd.spr	..\male\horse065_hb_rs01.spr	..\male\horse065_hb_rs01.spr
L¹c Th¸i Li VÉn																																																																		..\male\qilin_hb_rs01.spr	..\male\qilin_hb_rw.spr	..\male\qilin_hb_rr.spr	..\male\qilin_hb_ra01.spr	..\male\qilin_hb_ra02.spr	..\male\qilin_hb_rm.spr	..\male\qilin_hb_rb.spr	..\male\qilin_hb_rd.spr	..\male\qilin_hb_rs01.spr	..\male\qilin_hb_rs01.spr
T¸i Th¸i TuÕ																																																																		..\male\horse64_hb_rs01.spr	..\male\horse64_hb_rw.spr	..\male\horse64_hb_rr.spr	..\male\horse64_hb_ra01.spr	..\male\horse64_hb_ra02.spr	..\male\horse64_hb_rm.spr	..\male\horse64_hb_rb.spr	..\male\horse64_hb_rd.spr	..\male\horse64_hb_rs01.spr	..\male\horse64_hb_rs01.spr
Ngùa 105																																																																		..\male\horse070_hb_rs01.spr	..\male\horse070_hb_rw.spr	..\male\horse070_hb_rr.spr	..\male\horse070_hb_ra01.spr	..\male\horse070_hb_ra02.spr	..\male\horse070_hb_rm.spr	..\male\horse070_hb_rb.spr	..\male\horse070_hb_rd.spr	..\male\horse070_hb_rs01.spr	..\male\horse070_hb_rs01.spr
Ngùa 106																																																																		..\male\horse72_hb_rs01.spr	..\male\horse72_hb_rw.spr	..\male\horse72_hb_rr.spr	..\male\horse72_hb_ra01.spr	..\male\horse72_hb_ra02.spr	..\male\horse72_hb_rm.spr	..\male\horse72_hb_rb.spr	..\male\horse72_hb_rd.spr	..\male\horse72_hb_rs01.spr	..\male\horse72_hb_rs01.spr
Ngùa 107																																																																		..\male\horse73_hb_rs01.spr	..\male\horse73_hb_rw.spr	..\male\horse73_hb_rr.spr	..\male\horse73_hb_ra01.spr	..\male\horse73_hb_ra02.spr	..\male\horse73_hb_rm.spr	..\male\horse73_hb_rb.spr	..\male\horse73_hb_rd.spr	..\male\horse73_hb_rs01.spr	..\male\horse73_hb_rs01.spr
Ngùa 108																																																																		..\male\horse074_hb_rs01.spr	..\male\horse074_hb_rw.spr	..\male\horse074_hb_rr.spr	..\male\horse074_hb_ra01.spr	..\male\horse074_hb_ra02.spr	..\male\horse074_hb_rm.spr	..\male\horse074_hb_rb.spr	..\male\horse074_hb_rd.spr	..\male\horse074_hb_rs01.spr	..\male\horse074_hb_rs01.spr
Ngùa 109																																																																		..\male\horse075_hb_rs01.spr	..\male\horse075_hb_rw.spr	..\male\horse075_hb_rr.spr	..\male\horse075_hb_ra01.spr	..\male\horse075_hb_ra02.spr	..\male\horse075_hb_rm.spr	..\male\horse075_hb_rb.spr	..\male\horse075_hb_rd.spr	..\male\horse075_hb_rs01.spr	..\male\horse075_hb_rs01.spr
Ngùa 110																																																																		..\male\horse076_hb_rs01.spr	..\male\horse076_hb_rw.spr	..\male\horse076_hb_rr.spr	..\male\horse076_hb_ra01.spr	..\male\horse076_hb_ra02.spr	..\male\horse076_hb_rm.spr	..\male\horse076_hb_rb.spr	..\male\horse076_hb_rd.spr	..\male\horse076_hb_rs01.spr	..\male\horse076_hb_rs01.spr
Ngùa 111																																																																		..\male\vipyang01_hb_rs01.spr	..\male\vipyang01_hb_rw.spr	..\male\vipyang01_hb_rr.spr	..\male\vipyang01_hb_ra01.spr	..\male\vipyang01_hb_ra02.spr	..\male\vipyang01_hb_rm.spr	..\male\vipyang01_hb_rb.spr	..\male\vipyang01_hb_rd.spr	..\male\vipyang01_hb_rs01.spr	..\male\vipyang01_hb_rs01.spr
Ngùa 112																																																																		..\male\vipyaohu03_hb_rs01.spr	..\male\vipyaohu03_hb_rw.spr	..\male\vipyaohu03_hb_rr.spr	..\male\vipyaohu03_hb_ra01.spr	..\male\vipyaohu03_hb_ra02.spr	..\male\vipyaohu03_hb_rm.spr	..\male\vipyaohu03_hb_rb.spr	..\male\vipyaohu03_hb_rd.spr	..\male\vipyaohu03_hb_rs01.spr	..\male\vipyaohu03_hb_rs01.spr
Ngùa 113																																																																		..\male\horse077_hb_rs01.spr	..\male\horse077_hb_rw.spr	..\male\horse077_hb_rr.spr	..\male\horse077_hb_ra01.spr	..\male\horse077_hb_ra02.spr	..\male\horse077_hb_rm.spr	..\male\horse077_hb_rb.spr	..\male\horse077_hb_rd.spr	..\male\horse077_hb_rs01.spr	..\male\horse077_hb_rs01.spr
Ngùa 114																																																																		..\male\horse078_hb_rs01.spr	..\male\horse078_hb_rw.spr	..\male\horse078_hb_rr.spr	..\male\horse078_hb_ra01.spr	..\male\horse078_hb_ra02.spr	..\male\horse078_hb_rm.spr	..\male\horse078_hb_rb.spr	..\male\horse078_hb_rd.spr	..\male\horse078_hb_rs01.spr	..\male\horse078_hb_rs01.spr
Ngùa 115																																																																		..\male\horse079_hb_rs01.spr	..\male\horse079_hb_rw.spr	..\male\horse079_hb_rr.spr	..\male\horse079_hb_ra01.spr	..\male\horse079_hb_ra02.spr	..\male\horse079_hb_rm.spr	..\male\horse079_hb_rb.spr	..\male\horse079_hb_rd.spr	..\male\horse079_hb_rs01.spr	..\male\horse079_hb_rs01.spr
Ngùa 116																																																																		..\male\horse080_hb_rs01.spr	..\male\horse080_hb_rw.spr	..\male\horse080_hb_rr.spr	..\male\horse080_hb_ra01.spr	..\male\horse080_hb_ra02.spr	..\male\horse080_hb_rm.spr	..\male\horse080_hb_rb.spr	..\male\horse080_hb_rd.spr	..\male\horse080_hb_rs01.spr	..\male\horse080_hb_rs01.spr
Ngùa 117																																																																		..\male\horse081_hb_rs01.spr	..\male\horse081_hb_rw.spr	..\male\horse081_hb_rr.spr	..\male\horse081_hb_ra01.spr	..\male\horse081_hb_ra02.spr	..\male\horse081_hb_rm.spr	..\male\horse081_hb_rb.spr	..\male\horse081_hb_rd.spr	..\male\horse081_hb_rs01.spr	..\male\horse081_hb_rs01.spr
Ngùa 118																																																																		..\male\horse082_hb_rs01.spr	..\male\horse082_hb_rw.spr	..\male\horse082_hb_rr.spr	..\male\horse082_hb_ra01.spr	..\male\horse082_hb_ra02.spr	..\male\horse082_hb_rm.spr	..\male\horse082_hb_rb.spr	..\male\horse082_hb_rd.spr	..\male\horse082_hb_rs01.spr	..\male\horse082_hb_rs01.spr
Ngùa 119																																																																		..\male\horse083_hb_rs01.spr	..\male\horse083_hb_rw.spr	..\male\horse083_hb_rr.spr	..\male\horse083_hb_ra01.spr	..\male\horse083_hb_ra02.spr	..\male\horse083_hb_rm.spr	..\male\horse083_hb_rb.spr	..\male\horse083_hb_rd.spr	..\male\horse083_hb_rs01.spr	..\male\horse083_hb_rs01.spr
Ngùa 120																																																																		..\male\horse084_hb_rs01.spr	..\male\horse084_hb_rw.spr	..\male\horse084_hb_rr.spr	..\male\horse084_hb_ra01.spr	..\male\horse084_hb_ra02.spr	..\male\horse084_hb_rm.spr	..\male\horse084_hb_rb.spr	..\male\horse084_hb_rd.spr	..\male\horse084_hb_rs01.spr	..\male\horse084_hb_rs01.spr
Ngùa 121																																																																		..\male\horse085_hb_rs01.spr	..\male\horse085_hb_rw.spr	..\male\horse085_hb_rr.spr	..\male\horse085_hb_ra01.spr	..\male\horse085_hb_ra02.spr	..\male\horse085_hb_rm.spr	..\male\horse085_hb_rb.spr	..\male\horse085_hb_rd.spr	..\male\horse085_hb_rs01.spr	..\male\horse085_hb_rs01.spr
Ngùa 122																																																																		..\male\horse086_hb_rs01.spr	..\male\horse086_hb_rw.spr	..\male\horse086_hb_rr.spr	..\male\horse086_hb_ra01.spr	..\male\horse086_hb_ra02.spr	..\male\horse086_hb_rm.spr	..\male\horse086_hb_rb.spr	..\male\horse086_hb_rd.spr	..\male\horse086_hb_rs01.spr	..\male\horse086_hb_rs01.spr
Ngùa 123																																																																		..\male\horse087_hb_rs01.spr	..\male\horse087_hb_rw.spr	..\male\horse087_hb_rr.spr	..\male\horse087_hb_ra01.spr	..\male\horse087_hb_ra02.spr	..\male\horse087_hb_rm.spr	..\male\horse087_hb_rb.spr	..\male\horse087_hb_rd.spr	..\male\horse087_hb_rs01.spr	..\male\horse087_hb_rs01.spr
Ngùa 124																																																																		..\male\horse_107_hb_rs.spr	..\male\horse_107_hb_rw.spr	..\male\horse_107_hb_rr.spr	..\male\horse_107_hb_ra01.spr	..\male\horse_107_hb_ra02.spr	..\male\horse_107_hb_rm.spr	..\male\horse_107_hb_rb.spr	..\male\horse_107_hb_rd.spr	..\male\horse_107_hb_rs.spr	..\male\horse_107_hb_rs.spr
Ngùa 125																																																																		..\male\horse_108_hb_rs.spr	..\male\horse_108_hb_rw.spr	..\male\horse_108_hb_rr.spr	..\male\horse_108_hb_ra01.spr	..\male\horse_108_hb_ra02.spr	..\male\horse_108_hb_rm.spr	..\male\horse_108_hb_rb.spr	..\male\horse_108_hb_rd.spr	..\male\horse_108_hb_rs.spr	..\male\horse_108_hb_rs.spr
Ngùa 126																																																																		..\male\horse_109_hb_rs.spr	..\male\horse_109_hb_rw.spr	..\male\horse_109_hb_rr.spr	..\male\horse_109_hb_ra01.spr	..\male\horse_109_hb_ra02.spr	..\male\horse_109_hb_rm.spr	..\male\horse_109_hb_rb.spr	..\male\horse_109_hb_rd.spr	..\male\horse_109_hb_rs.spr	..\male\horse_109_hb_rs.spr
Ngùa 127																																																																		..\male\horse_110_hb_rs.spr	..\male\horse_110_hb_rw.spr	..\male\horse_110_hb_rr.spr	..\male\horse_110_hb_ra01.spr	..\male\horse_110_hb_ra02.spr	..\male\horse_110_hb_rm.spr	..\male\horse_110_hb_rb.spr	..\male\horse_110_hb_rd.spr	..\male\horse_110_hb_rs.spr	..\male\horse_110_hb_rs.spr
Ngùa 128																																																																		..\male\horse1091_hb_rs01.spr	..\male\horse1091_hb_rw.spr	..\male\horse1091_hb_rr.spr	..\male\horse1091_hb_ra01.spr	..\male\horse1091_hb_ra02.spr	..\male\horse1091_hb_rm.spr	..\male\horse1091_hb_rb.spr	..\male\horse1091_hb_rd.spr	..\male\horse1091_hb_rs01.spr	..\male\horse1091_hb_rs01.spr
Ngùa 129																																																																		..\male\horse110_hb_rs01.spr	..\male\horse110_hb_rw.spr	..\male\horse110_hb_rr.spr	..\male\horse110_hb_ra01.spr	..\male\horse110_hb_ra02.spr	..\male\horse110_hb_rm.spr	..\male\horse110_hb_rb.spr	..\male\horse110_hb_rd.spr	..\male\horse110_hb_rs01.spr	..\male\horse110_hb_rs01.spr
