EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2	ChangeColor
KiÕm 6(Thñy)			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
KiÕm 7(Thæ)			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Th­¬ng 6(Kim)			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Th­¬ng  7(Háa)			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
C«n 6(Kim)			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
C«n 7(Háa)			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Song KiÕm 6(Thñy)			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Song Chïy 6(Kim)			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Ë«²øÊÖ-½ð			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Ë«²øÊÖ-Ë®			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Ë«²øÊÖ-Ä¾			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Ë«²øÊÖ-»ð			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
³¤¹÷-½ð¹÷			"80,8,1"	"64,8,1"	"64,8,1"		"64,8,1"						"96,8,1"	"96,8,1"		"96,8,1"					"96,8,1"	"96,8,1"		"96,8,1"					"64,8,1"		"48,8,1"					"104,8,1"		"80,8,1"					"96,8,1"			"104,8,1"	"96,8,1"										"96,8,1"		"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
³¤¹÷-»ð¹÷			"80,8,1"	"64,8,1"	"64,8,1"		"64,8,1"						"96,8,1"	"96,8,1"		"96,8,1"					"96,8,1"	"96,8,1"		"96,8,1"					"64,8,1"		"48,8,1"					"104,8,1"		"80,8,1"					"96,8,1"			"104,8,1"	"96,8,1"										"96,8,1"		"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
³¤Ç¹-½ðÇ¹			"80,8,1"	"64,8,1"	"64,8,1"		"64,8,1"						"96,8,1"	"96,8,1"		"96,8,1"					"96,8,1"	"96,8,1"		"96,8,1"					"64,8,1"		"48,8,1"					"104,8,1"		"80,8,1"					"96,8,1"			"104,8,1"	"96,8,1"										"96,8,1"		"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
³¤Ç¹-»ðÇ¹			"80,8,1"	"64,8,1"	"64,8,1"		"64,8,1"						"96,8,1"	"96,8,1"		"96,8,1"					"96,8,1"	"96,8,1"		"96,8,1"					"64,8,1"		"48,8,1"					"104,8,1"		"80,8,1"					"96,8,1"			"104,8,1"	"96,8,1"										"96,8,1"		"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖµ¶-½ð			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖµ¶-Ä¾			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖµ¶-Ë®			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖ»ðµ¶-»ð			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖµ¶-À×			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖ½£-Ë®			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖ½£-À×			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖÀ×½£-À×			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Ë«´¸-½ð			"80,8,1"	"64,8,1"	"64,8,1"			"64,8,1"					"96,8,1"	"96,8,1"			"96,8,1"				"96,8,1"	"96,8,1"			"96,8,1"				"64,8,1"			"48,8,1"				"104,8,1"			"80,8,1"				"96,8,1"					"128,8,1"	"96,8,1"								"96,8,1"			"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Ë«µ¶-Ë®			"80,8,1"	"64,8,1"	"64,8,1"			"64,8,1"					"96,8,1"	"96,8,1"			"96,8,1"				"96,8,1"	"96,8,1"			"96,8,1"				"64,8,1"			"48,8,1"				"104,8,1"			"80,8,1"				"96,8,1"					"128,8,1"	"96,8,1"								"96,8,1"			"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖµ¶-·¢¹â1			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖ½£-·¢¹â1			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖ»ðµ¶-·¢¹â1			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖÀ×½£-·¢¹â1			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
³¤¹÷-·¢¹â1			"80,8,1"	"64,8,1"	"64,8,1"		"64,8,1"						"96,8,1"	"96,8,1"		"96,8,1"					"96,8,1"	"96,8,1"		"96,8,1"					"64,8,1"		"48,8,1"					"104,8,1"		"80,8,1"					"96,8,1"			"104,8,1"	"96,8,1"										"96,8,1"		"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
³¤Ç¹-·¢¹â1			"80,8,1"	"64,8,1"	"64,8,1"		"64,8,1"						"96,8,1"	"96,8,1"		"96,8,1"					"96,8,1"	"96,8,1"		"96,8,1"					"64,8,1"		"48,8,1"					"104,8,1"		"80,8,1"					"96,8,1"			"104,8,1"	"96,8,1"										"96,8,1"		"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Ë«´¸-·¢¹â1			"80,8,1"	"64,8,1"	"64,8,1"			"64,8,1"					"96,8,1"	"96,8,1"			"96,8,1"				"96,8,1"	"96,8,1"			"96,8,1"				"64,8,1"			"48,8,1"				"104,8,1"			"80,8,1"				"96,8,1"					"128,8,1"	"96,8,1"								"96,8,1"			"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Ë«µ¶-·¢¹â1			"80,8,1"	"64,8,1"	"64,8,1"			"64,8,1"					"96,8,1"	"96,8,1"			"96,8,1"				"96,8,1"	"96,8,1"			"96,8,1"				"64,8,1"			"48,8,1"				"104,8,1"			"80,8,1"				"96,8,1"					"128,8,1"	"96,8,1"								"96,8,1"			"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Ë«²øÊÖ-·¢¹â1			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
Ë«×¦-·¢¹â1			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
¿ÕÊÖ-·¢¹â1			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖµ¶-·¢¹â2			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖ½£-·¢¹â2			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖ»ðµ¶-·¢¹â2			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
µ¥ÊÖÀ×½£-·¢¹â2			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"96,8,1"						"96,8,1"	"96,8,1"	"96,8,1"						"64,8,1"	"64,8,1"						"104,8,1"	"120,8,1"						"96,8,1"	"104,8,1"	"104,8,1"												"96,8,1"	"80,8,1"						"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
³¤¹÷-·¢¹â2			"80,8,1"	"64,8,1"	"64,8,1"		"64,8,1"						"96,8,1"	"96,8,1"		"96,8,1"					"96,8,1"	"96,8,1"		"96,8,1"					"64,8,1"		"48,8,1"					"104,8,1"		"80,8,1"					"96,8,1"			"104,8,1"	"96,8,1"										"96,8,1"		"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
³¤Ç¹-·¢¹â2			"80,8,1"	"64,8,1"	"64,8,1"		"64,8,1"						"96,8,1"	"96,8,1"		"96,8,1"					"96,8,1"	"96,8,1"		"96,8,1"					"64,8,1"		"48,8,1"					"104,8,1"		"80,8,1"					"96,8,1"			"104,8,1"	"96,8,1"										"96,8,1"		"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"	
