EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2	ChangeColor
Ë«´¸-½ð			FM_RF_007_ST01.spr	FM_RF_007_ST02.spr	FM_RF_000_ST03.spr	FM_RF_000_ST04.spr	FM_RF_000_ST05.spr	FM_RF_007_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_000_WK02.spr	FM_RF_000_WK03.spr	FM_RF_007_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_000_RN02.spr	FM_RF_000_RN03.spr	FM_RF_007_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_000_IJ02.spr	FM_RF_000_IJ03.spr	FM_RF_007_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_000_DE02.spr	FM_RF_000_DE03.spr	FM_RF_007_DE04.spr				FM_RF_000_AT01.spr	FM_RF_000_AT02.spr	FM_RF_000_AT03.spr	FM_RF_000_AT04.spr	FM_RF_000_AT05.spr	FM_RF_007_AT06.spr	FM_RF_007_AT07.spr							FM_RF_000_MG01.spr	FM_RF_000_MG02.spr	FM_RF_000_MG03.spr	FM_RF_000_MG04.spr	FM_RF_007_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_014_RD01.spr	FM_RF_014_HW01.spr	FM_RF_014_HR01.spr	FM_RF_014_HA01.spr	FM_RF_014_HA02.spr	FM_RF_014_HM01.spr	FM_RF_014_HI01.spr	FM_RF_014_HD01.spr	FM_RF_014_RD01.spr	FM_RF_014_RD01.spr	0x808000
Ë«µ¶-Ë®			FM_RF_006_ST01.spr	FM_RF_006_ST02.spr	FM_RF_000_ST03.spr	FM_RF_006_ST04.spr	FM_RF_006_ST05.spr	FM_RF_006_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_006_WK02.spr	FM_RF_006_WK03.spr	FM_RF_006_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_006_RN02.spr	FM_RF_006_RN03.spr	FM_RF_006_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_006_IJ02.spr	FM_RF_006_IJ03.spr	FM_RF_006_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_006_DE02.spr	FM_RF_006_DE03.spr	FM_RF_006_DE04.spr				FM_RF_000_AT01.spr	FM_RF_006_AT02.spr	FM_RF_006_AT03.spr	FM_RF_006_AT04.spr	FM_RF_006_AT05.spr	FM_RF_006_AT06.spr	FM_RF_006_AT07.spr							FM_RF_006_MG01.spr	FM_RF_000_MG02.spr	FM_RF_006_MG03.spr	FM_RF_006_MG04.spr	FM_RF_006_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_013_RD01.spr	FM_RF_013_HW01.spr	FM_RF_013_HR01.spr	FM_RF_013_HA01.spr	FM_RF_013_HA02.spr	FM_RF_013_HM01.spr	FM_RF_013_HI01.spr	FM_RF_013_HD01.spr	FM_RF_013_RD01.spr	FM_RF_013_RD01.spr	0x0080ff
µ¥ÊÖµ¶-·¢¹â1			FM_RF_003_ST01.spr	FM_RF_003_ST02.spr	FM_RF_000_ST03.spr	FM_RF_003_ST04.spr	FM_RF_003_ST05.spr	FM_RF_003_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_003_WK02.spr	FM_RF_003_WK03.spr	FM_RF_003_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_003_RN02.spr	FM_RF_003_RN03.spr	FM_RF_003_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_003_IJ02.spr	FM_RF_003_IJ03.spr	FM_RF_003_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_003_DE02.spr	FM_RF_003_DE03.spr	FM_RF_003_DE04.spr				FM_RF_000_AT01.spr	FM_RF_003_AT02.spr	FM_RF_003_AT03.spr	FM_RF_003_AT04.spr	FM_RF_003_AT05.spr	FM_RF_003_AT06.spr	FM_RF_003_AT07.spr							FM_RF_003_MG01.spr	FM_RF_000_MG02.spr	FM_RF_003_MG03.spr	FM_RF_003_MG04.spr	FM_RF_003_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_010_RD01.spr	FM_RF_010_HW01.spr	FM_RF_010_HR01.spr	FM_RF_010_HA01.spr	FM_RF_010_HA02.spr	FM_RF_010_HM01.spr	FM_RF_010_HI01.spr	FM_RF_010_HD01.spr	FM_RF_010_RD01.spr	FM_RF_010_RD01.spr	0x808000
µ¥ÊÖ½£-·¢¹â1			FM_RF_002_ST01.spr	FM_RF_002_ST02.spr	FM_RF_000_ST03.spr	FM_RF_002_ST04.spr	FM_RF_002_ST05.spr	FM_RF_002_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_002_WK02.spr	FM_RF_002_WK03.spr	FM_RF_002_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_002_RN02.spr	FM_RF_002_RN03.spr	FM_RF_002_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_002_IJ02.spr	FM_RF_002_IJ03.spr	FM_RF_002_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_002_DE02.spr	FM_RF_002_DE03.spr	FM_RF_002_DE04.spr				FM_RF_000_AT01.spr	FM_RF_002_AT02.spr	FM_RF_002_AT03.spr	FM_RF_002_AT04.spr	FM_RF_002_AT05.spr	FM_RF_002_AT06.spr	FM_RF_002_AT07.spr							FM_RF_002_MG01.spr	FM_RF_000_MG02.spr	FM_RF_002_MG03.spr	FM_RF_002_MG04.spr	FM_RF_002_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_009_RD01.spr	FM_RF_009_HW01.spr	FM_RF_009_HR01.spr	FM_RF_009_HA01.spr	FM_RF_009_HA02.spr	FM_RF_009_HM01.spr	FM_RF_009_HI01.spr	FM_RF_009_HD01.spr	FM_RF_009_RD01.spr	FM_RF_009_RD01.spr	0x808000
µ¥ÊÖ»ðµ¶-·¢¹â1			FM_RF_003_ST01.spr	FM_RF_003_ST02.spr	FM_RF_000_ST03.spr	FM_RF_003_ST04.spr	FM_RF_003_ST05.spr	FM_RF_003_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_003_WK02.spr	FM_RF_003_WK03.spr	FM_RF_003_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_003_RN02.spr	FM_RF_003_RN03.spr	FM_RF_003_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_003_IJ02.spr	FM_RF_003_IJ03.spr	FM_RF_003_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_003_DE02.spr	FM_RF_003_DE03.spr	FM_RF_003_DE04.spr				FM_RF_000_AT01.spr	FM_RF_003_AT02.spr	FM_RF_003_AT03.spr	FM_RF_003_AT04.spr	FM_RF_003_AT05.spr	FM_RF_003_AT06.spr	FM_RF_003_AT07.spr							FM_RF_003_MG01.spr	FM_RF_000_MG02.spr	FM_RF_003_MG03.spr	FM_RF_003_MG04.spr	FM_RF_003_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_010_RD01.spr	FM_RF_010_HW01.spr	FM_RF_010_HR01.spr	FM_RF_010_HA01.spr	FM_RF_010_HA02.spr	FM_RF_010_HM01.spr	FM_RF_010_HI01.spr	FM_RF_010_HD01.spr	FM_RF_010_RD01.spr	FM_RF_010_RD01.spr	0x808000
µ¥ÊÖÀ×½£-·¢¹â1			FM_RF_002_ST01.spr	FM_RF_002_ST02.spr	FM_RF_000_ST03.spr	FM_RF_002_ST04.spr	FM_RF_002_ST05.spr	FM_RF_002_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_002_WK02.spr	FM_RF_002_WK03.spr	FM_RF_002_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_002_RN02.spr	FM_RF_002_RN03.spr	FM_RF_002_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_002_IJ02.spr	FM_RF_002_IJ03.spr	FM_RF_002_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_002_DE02.spr	FM_RF_002_DE03.spr	FM_RF_002_DE04.spr				FM_RF_000_AT01.spr	FM_RF_002_AT02.spr	FM_RF_002_AT03.spr	FM_RF_002_AT04.spr	FM_RF_002_AT05.spr	FM_RF_002_AT06.spr	FM_RF_002_AT07.spr							FM_RF_002_MG01.spr	FM_RF_000_MG02.spr	FM_RF_002_MG03.spr	FM_RF_002_MG04.spr	FM_RF_002_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_009_RD01.spr	FM_RF_009_HW01.spr	FM_RF_009_HR01.spr	FM_RF_009_HA01.spr	FM_RF_009_HA02.spr	FM_RF_009_HM01.spr	FM_RF_009_HI01.spr	FM_RF_009_HD01.spr	FM_RF_009_RD01.spr	FM_RF_009_RD01.spr	0x808000
³¤¹÷-·¢¹â1			FM_RF_004_ST01.spr	FM_RF_004_ST02.spr	FM_RF_000_ST03.spr	FM_RF_004_ST04.spr	FM_RF_004_ST05.spr	FM_RF_004_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_004_WK02.spr	FM_RF_004_WK03.spr	FM_RF_004_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_004_RN02.spr	FM_RF_004_RN03.spr	FM_RF_004_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_004_IJ02.spr	FM_RF_004_IJ03.spr	FM_RF_004_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_004_DE02.spr	FM_RF_004_DE03.spr	FM_RF_004_DE04.spr				FM_RF_000_AT01.spr	FM_RF_004_AT02.spr	FM_RF_004_AT03.spr	FM_RF_004_AT04.spr	FM_RF_004_AT05.spr	FM_RF_004_AT06.spr	FM_RF_004_AT07.spr							FM_RF_004_MG01.spr	FM_RF_000_MG02.spr	FM_RF_004_MG03.spr	FM_RF_004_MG04.spr	FM_RF_004_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_011_RD01.spr	FM_RF_011_HW01.spr	FM_RF_011_HR01.spr	FM_RF_011_HA01.spr	FM_RF_011_HA02.spr	FM_RF_011_HM01.spr	FM_RF_011_HI01.spr	FM_RF_011_HD01.spr	FM_RF_011_RD01.spr	FM_RF_011_RD01.spr	0x808000
³¤Ç¹-·¢¹â1			FM_RF_004_ST01.spr	FM_RF_004_ST02.spr	FM_RF_000_ST03.spr	FM_RF_004_ST04.spr	FM_RF_004_ST05.spr	FM_RF_004_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_004_WK02.spr	FM_RF_004_WK03.spr	FM_RF_004_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_004_RN02.spr	FM_RF_004_RN03.spr	FM_RF_004_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_004_IJ02.spr	FM_RF_004_IJ03.spr	FM_RF_004_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_004_DE02.spr	FM_RF_004_DE03.spr	FM_RF_004_DE04.spr				FM_RF_000_AT01.spr	FM_RF_004_AT02.spr	FM_RF_004_AT03.spr	FM_RF_004_AT04.spr	FM_RF_004_AT05.spr	FM_RF_004_AT06.spr	FM_RF_004_AT07.spr							FM_RF_004_MG01.spr	FM_RF_000_MG02.spr	FM_RF_004_MG03.spr	FM_RF_004_MG04.spr	FM_RF_004_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_011_RD01.spr	FM_RF_011_HW01.spr	FM_RF_011_HR01.spr	FM_RF_011_HA01.spr	FM_RF_011_HA02.spr	FM_RF_011_HM01.spr	FM_RF_011_HI01.spr	FM_RF_011_HD01.spr	FM_RF_011_RD01.spr	FM_RF_011_RD01.spr	0x808000
Ë«´¸-·¢¹â1			FM_RF_007_ST01.spr	FM_RF_007_ST02.spr	FM_RF_000_ST03.spr	FM_RF_000_ST04.spr	FM_RF_000_ST05.spr	FM_RF_007_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_000_WK02.spr	FM_RF_000_WK03.spr	FM_RF_007_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_000_RN02.spr	FM_RF_000_RN03.spr	FM_RF_007_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_000_IJ02.spr	FM_RF_000_IJ03.spr	FM_RF_007_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_000_DE02.spr	FM_RF_000_DE03.spr	FM_RF_007_DE04.spr				FM_RF_000_AT01.spr	FM_RF_000_AT02.spr	FM_RF_000_AT03.spr	FM_RF_000_AT04.spr	FM_RF_000_AT05.spr	FM_RF_007_AT06.spr	FM_RF_007_AT07.spr							FM_RF_000_MG01.spr	FM_RF_000_MG02.spr	FM_RF_000_MG03.spr	FM_RF_000_MG04.spr	FM_RF_007_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_014_RD01.spr	FM_RF_014_HW01.spr	FM_RF_014_HR01.spr	FM_RF_014_HA01.spr	FM_RF_014_HA02.spr	FM_RF_014_HM01.spr	FM_RF_014_HI01.spr	FM_RF_014_HD01.spr	FM_RF_014_RD01.spr	FM_RF_014_RD01.spr	0x808000
Ë«µ¶-·¢¹â1			FM_RF_006_ST01.spr	FM_RF_006_ST02.spr	FM_RF_000_ST03.spr	FM_RF_006_ST04.spr	FM_RF_006_ST05.spr	FM_RF_006_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_006_WK02.spr	FM_RF_006_WK03.spr	FM_RF_006_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_006_RN02.spr	FM_RF_006_RN03.spr	FM_RF_006_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_006_IJ02.spr	FM_RF_006_IJ03.spr	FM_RF_006_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_006_DE02.spr	FM_RF_006_DE03.spr	FM_RF_006_DE04.spr				FM_RF_000_AT01.spr	FM_RF_006_AT02.spr	FM_RF_006_AT03.spr	FM_RF_006_AT04.spr	FM_RF_006_AT05.spr	FM_RF_006_AT06.spr	FM_RF_006_AT07.spr							FM_RF_006_MG01.spr	FM_RF_000_MG02.spr	FM_RF_006_MG03.spr	FM_RF_006_MG04.spr	FM_RF_006_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_013_RD01.spr	FM_RF_013_HW01.spr	FM_RF_013_HR01.spr	FM_RF_013_HA01.spr	FM_RF_013_HA02.spr	FM_RF_013_HM01.spr	FM_RF_013_HI01.spr	FM_RF_013_HD01.spr	FM_RF_013_RD01.spr	FM_RF_013_RD01.spr	0x808000
Ë«²øÊÖ-·¢¹â1			FM_RF_001_ST01.spr	FM_RF_001_ST02.spr	FM_RF_001_ST03.spr	FM_RF_000_ST04.spr	FM_RF_000_ST05.spr	FM_RF_000_ST06.spr					FM_RF_001_WK01.spr	FM_RF_001_WK01.spr	FM_RF_000_WK02.spr	FM_RF_000_WK03.spr	FM_RF_000_WK04.spr				FM_RF_001_RN01.spr	FM_RF_001_RN01.spr	FM_RF_000_RN02.spr	FM_RF_000_RN03.spr	FM_RF_000_RN04.spr				FM_RF_001_IJ01.spr	FM_RF_000_IJ02.spr	FM_RF_000_IJ03.spr	FM_RF_000_IJ04.spr				FM_RF_001_DE01.spr	FM_RF_000_DE02.spr	FM_RF_000_DE03.spr	FM_RF_000_DE04.spr				FM_RF_001_AT01.spr	FM_RF_000_AT02.spr	FM_RF_000_AT03.spr	FM_RF_000_AT04.spr	FM_RF_000_AT05.spr	FM_RF_000_AT06.spr	FM_RF_000_AT07.spr							FM_RF_001_MG01.spr	FM_RF_001_MG02.spr	FM_RF_000_MG03.spr	FM_RF_000_MG04.spr	FM_RF_000_MG05.spr				FM_RF_001_ZZ01.spr	FM_RF_001_JP01.spr	FM_RF_008_RD01.spr	FM_RF_008_HW01.spr	FM_RF_008_HR01.spr	FM_RF_008_HA01.spr	FM_RF_008_HA02.spr	FM_RF_008_HM01.spr	FM_RF_008_HI01.spr	FM_RF_008_HD01.spr	FM_RF_008_RD01.spr	FM_RF_008_RD01.spr	0x808000
Ë«×¦-·¢¹â1			FM_RF_005_ST01.spr	FM_RF_005_ST02.spr	FM_RF_005_ST03.spr	FM_RF_000_ST04.spr	FM_RF_000_ST05.spr	FM_RF_000_ST06.spr					FM_RF_005_WK01.spr	FM_RF_005_WK01.spr	FM_RF_000_WK02.spr	FM_RF_000_WK03.spr	FM_RF_000_WK04.spr				FM_RF_005_RN01.spr	FM_RF_005_RN01.spr	FM_RF_000_RN02.spr	FM_RF_000_RN03.spr	FM_RF_000_RN04.spr				FM_RF_005_IJ01.spr	FM_RF_000_IJ02.spr	FM_RF_000_IJ03.spr	FM_RF_000_IJ04.spr				FM_RF_005_DE01.spr	FM_RF_000_DE02.spr	FM_RF_000_DE03.spr	FM_RF_000_DE04.spr				FM_RF_005_AT01.spr	FM_RF_000_AT02.spr	FM_RF_000_AT03.spr	FM_RF_000_AT04.spr	FM_RF_000_AT05.spr	FM_RF_000_AT06.spr	FM_RF_000_AT07.spr							FM_RF_005_MG01.spr	FM_RF_005_MG02.spr	FM_RF_000_MG03.spr	FM_RF_000_MG04.spr	FM_RF_000_MG05.spr				FM_RF_005_ZZ01.spr	FM_RF_005_JP01.spr	FM_RF_012_RD01.spr	FM_RF_012_HW01.spr	FM_RF_012_HR01.spr	FM_RF_012_HA01.spr	FM_RF_012_HA02.spr	FM_RF_012_HM01.spr	FM_RF_012_HI01.spr	FM_RF_012_HD01.spr	FM_RF_012_RD01.spr	FM_RF_012_RD01.spr	0x808000
¿ÕÊÖ-·¢¹â1			FM_RF_001_ST01.spr	FM_RF_001_ST02.spr	FM_RF_001_ST03.spr	FM_RF_000_ST04.spr	FM_RF_000_ST05.spr	FM_RF_000_ST06.spr					FM_RF_001_WK01.spr	FM_RF_001_WK01.spr	FM_RF_000_WK02.spr	FM_RF_000_WK03.spr	FM_RF_000_WK04.spr				FM_RF_001_RN01.spr	FM_RF_001_RN01.spr	FM_RF_000_RN02.spr	FM_RF_000_RN03.spr	FM_RF_000_RN04.spr				FM_RF_001_IJ01.spr	FM_RF_000_IJ02.spr	FM_RF_000_IJ03.spr	FM_RF_000_IJ04.spr				FM_RF_001_DE01.spr	FM_RF_000_DE02.spr	FM_RF_000_DE03.spr	FM_RF_000_DE04.spr				FM_RF_001_AT01.spr	FM_RF_000_AT02.spr	FM_RF_000_AT03.spr	FM_RF_000_AT04.spr	FM_RF_000_AT05.spr	FM_RF_000_AT06.spr	FM_RF_000_AT07.spr							FM_RF_001_MG01.spr	FM_RF_001_MG02.spr	FM_RF_000_MG03.spr	FM_RF_000_MG04.spr	FM_RF_000_MG05.spr				FM_RF_001_ZZ01.spr	FM_RF_001_JP01.spr	FM_RF_008_RD01.spr	FM_RF_008_HW01.spr	FM_RF_008_HR01.spr	FM_RF_008_HA01.spr	FM_RF_008_HA02.spr	FM_RF_008_HM01.spr	FM_RF_008_HI01.spr	FM_RF_008_HD01.spr	FM_RF_008_RD01.spr	FM_RF_008_RD01.spr	0x808000
µ¥ÊÖµ¶-·¢¹â2			FM_RF_003_ST01.spr	FM_RF_003_ST02.spr	FM_RF_000_ST03.spr	FM_RF_003_ST04.spr	FM_RF_003_ST05.spr	FM_RF_003_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_003_WK02.spr	FM_RF_003_WK03.spr	FM_RF_003_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_003_RN02.spr	FM_RF_003_RN03.spr	FM_RF_003_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_003_IJ02.spr	FM_RF_003_IJ03.spr	FM_RF_003_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_003_DE02.spr	FM_RF_003_DE03.spr	FM_RF_003_DE04.spr				FM_RF_000_AT01.spr	FM_RF_003_AT02.spr	FM_RF_003_AT03.spr	FM_RF_003_AT04.spr	FM_RF_003_AT05.spr	FM_RF_003_AT06.spr	FM_RF_003_AT07.spr							FM_RF_003_MG01.spr	FM_RF_000_MG02.spr	FM_RF_003_MG03.spr	FM_RF_003_MG04.spr	FM_RF_003_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_010_RD01.spr	FM_RF_010_HW01.spr	FM_RF_010_HR01.spr	FM_RF_010_HA01.spr	FM_RF_010_HA02.spr	FM_RF_010_HM01.spr	FM_RF_010_HI01.spr	FM_RF_010_HD01.spr	FM_RF_010_RD01.spr	FM_RF_010_RD01.spr	0x808000
µ¥ÊÖ½£-·¢¹â2			FM_RF_002_ST01.spr	FM_RF_002_ST02.spr	FM_RF_000_ST03.spr	FM_RF_002_ST04.spr	FM_RF_002_ST05.spr	FM_RF_002_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_002_WK02.spr	FM_RF_002_WK03.spr	FM_RF_002_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_002_RN02.spr	FM_RF_002_RN03.spr	FM_RF_002_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_002_IJ02.spr	FM_RF_002_IJ03.spr	FM_RF_002_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_002_DE02.spr	FM_RF_002_DE03.spr	FM_RF_002_DE04.spr				FM_RF_000_AT01.spr	FM_RF_002_AT02.spr	FM_RF_002_AT03.spr	FM_RF_002_AT04.spr	FM_RF_002_AT05.spr	FM_RF_002_AT06.spr	FM_RF_002_AT07.spr							FM_RF_002_MG01.spr	FM_RF_000_MG02.spr	FM_RF_002_MG03.spr	FM_RF_002_MG04.spr	FM_RF_002_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_009_RD01.spr	FM_RF_009_HW01.spr	FM_RF_009_HR01.spr	FM_RF_009_HA01.spr	FM_RF_009_HA02.spr	FM_RF_009_HM01.spr	FM_RF_009_HI01.spr	FM_RF_009_HD01.spr	FM_RF_009_RD01.spr	FM_RF_009_RD01.spr	0x808000
µ¥ÊÖ»ðµ¶-·¢¹â2			FM_RF_003_ST01.spr	FM_RF_003_ST02.spr	FM_RF_000_ST03.spr	FM_RF_003_ST04.spr	FM_RF_003_ST05.spr	FM_RF_003_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_003_WK02.spr	FM_RF_003_WK03.spr	FM_RF_003_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_003_RN02.spr	FM_RF_003_RN03.spr	FM_RF_003_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_003_IJ02.spr	FM_RF_003_IJ03.spr	FM_RF_003_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_003_DE02.spr	FM_RF_003_DE03.spr	FM_RF_003_DE04.spr				FM_RF_000_AT01.spr	FM_RF_003_AT02.spr	FM_RF_003_AT03.spr	FM_RF_003_AT04.spr	FM_RF_003_AT05.spr	FM_RF_003_AT06.spr	FM_RF_003_AT07.spr							FM_RF_003_MG01.spr	FM_RF_000_MG02.spr	FM_RF_003_MG03.spr	FM_RF_003_MG04.spr	FM_RF_003_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_010_RD01.spr	FM_RF_010_HW01.spr	FM_RF_010_HR01.spr	FM_RF_010_HA01.spr	FM_RF_010_HA02.spr	FM_RF_010_HM01.spr	FM_RF_010_HI01.spr	FM_RF_010_HD01.spr	FM_RF_010_RD01.spr	FM_RF_010_RD01.spr	0x808000
µ¥ÊÖÀ×½£-·¢¹â2			FM_RF_002_ST01.spr	FM_RF_002_ST02.spr	FM_RF_000_ST03.spr	FM_RF_002_ST04.spr	FM_RF_002_ST05.spr	FM_RF_002_ST06.spr					FM_RF_000_WK01.spr	FM_RF_000_WK01.spr	FM_RF_002_WK02.spr	FM_RF_002_WK03.spr	FM_RF_002_WK04.spr				FM_RF_000_RN01.spr	FM_RF_000_RN01.spr	FM_RF_002_RN02.spr	FM_RF_002_RN03.spr	FM_RF_002_RN04.spr				FM_RF_000_IJ01.spr	FM_RF_002_IJ02.spr	FM_RF_002_IJ03.spr	FM_RF_002_IJ04.spr				FM_RF_000_DE01.spr	FM_RF_002_DE02.spr	FM_RF_002_DE03.spr	FM_RF_002_DE04.spr				FM_RF_000_AT01.spr	FM_RF_002_AT02.spr	FM_RF_002_AT03.spr	FM_RF_002_AT04.spr	FM_RF_002_AT05.spr	FM_RF_002_AT06.spr	FM_RF_002_AT07.spr							FM_RF_002_MG01.spr	FM_RF_000_MG02.spr	FM_RF_002_MG03.spr	FM_RF_002_MG04.spr	FM_RF_002_MG05.spr				FM_RF_000_ZZ01.spr	FM_RF_000_JP01.spr	FM_RF_009_RD01.spr	FM_RF_009_HW01.spr	FM_RF_009_HR01.spr	FM_RF_009_HA01.spr	FM_RF_009_HA02.spr	FM_RF_009_HM01.spr	FM_RF_009_HI01.spr	FM_RF_009_HD01.spr	FM_RF_009_RD01.spr	FM_RF_009_RD01.spr	0x808000
