Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel
NhiÖm vô s¸t thñ cÊp 703	0	5	0	8			218				enemy109	0	0	0	0	0	30	35					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	450000	0|400	100	0	0	2500	100	0	0	1050	100	0	0	138	100	0	0	138	12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|75	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 704	0	5	0	8			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	450000	0|400	100	0	0	2500	100	0	0	1050	100	0	0	138	100	0	0	138	12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|75	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 705	0	5	0	8			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	450000	0|400	100	0	0	2500	100	0	0	1050	100	0	0	138	100	0	0	138	12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|75	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 706	0	5	0	8			179				enemy070	0	0	0	0	0	26	31					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	450000	0|400	100	0	0	2500	100	0	0	1050	100	0	0	138	100	0	0	138	12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|75	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 707	0	5	0	8			157				enemy048	0	0	0	0	0	27	29					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	450000	0|400	100	0	0	2500	100	0	0	1050	100	0	0	138	100	0	0	138	12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|75	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 708	0	5	0	8			191				enemy082	0	0	0	0	0	35	28					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	450000	0|400	100	0	0	2500	100	0	0	1050	100	0	0	138	100	0	0	138	12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|75	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 801	0	5	0	8			216				enemy107	0	0	0	0	0	32	32					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	900000	0|700	100	0	0	2900	100	0	0	1250	100	0	0	178	100	0	0	178	12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|80	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 802	0	5	0	8			190				enemy081	0	0	0	0	0	35	28					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	900000	0|700	100	0	0	2900	100	0	0	1250	100	0	0	178	100	0	0	178	12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|80	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 803	0	5	0	8			218				enemy109	0	0	0	0	0	30	35					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	900000	0|700	100	0	0	2900	100	0	0	1250	100	0	0	178	100	0	0	178	12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|80	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 804	0	5	0	8			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	900000	0|700	100	0	0	2900	100	0	0	1250	100	0	0	178	100	0	0	178	12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|80	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 805	0	5	0	8			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	900000	0|700	100	0	0	2900	100	0	0	1250	100	0	0	178	100	0	0	178	12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|80	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 806	0	5	0	8			179				enemy070	0	0	0	0	0	26	31					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	900000	0|700	100	0	0	2900	100	0	0	1250	100	0	0	178	100	0	0	178	12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|80	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 807	0	5	0	8			157				enemy048	0	0	0	0	0	27	29					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	900000	0|700	100	0	0	2900	100	0	0	1250	100	0	0	178	100	0	0	178	12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|80	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 808	0	5	0	8			191				enemy082	0	0	0	0	0	35	28					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	900000	0|700	100	0	0	2900	100	0	0	1250	100	0	0	178	100	0	0	178	12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|80	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 809	0	5	0	8			159				enemy050	0	0	0	0	0	36	40					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	900000	0|700	100	0	0	2900	100	0	0	1250	100	0	0	178	100	0	0	178	12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|80	0|100	85	85	85	85	85	10800	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
NhiÖm vô s¸t thñ cÊp 901	0	5	0	8			216				enemy107	0	0	0	0	0	32	32					1149	0|60	1159	0|60	1149	0|60	1159	0|60		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	100000000	0|1000	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|85	0|110	85	85	85	85	85	10800	100		6	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	1693	0|5	297	0|60
NhiÖm vô s¸t thñ cÊp 902	0	5	0	8			190				enemy081	0	0	0	0	0	35	28					1150	0|60	1160	0|60	1150	0|60	1160	0|60		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	100000000	0|1000	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|85	0|110	85	85	85	85	85	10800	100		6	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	1693	0|5	297	0|60
NhiÖm vô s¸t thñ cÊp 903	0	5	0	8			218				enemy109	0	0	0	0	0	30	35					1151	0|60	1161	0|60	1151	0|60	1161	0|60		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	100000000	0|1000	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|85	0|110	85	85	85	85	85	10800	100		6	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	1693	0|5	297	0|60
NhiÖm vô s¸t thñ cÊp 904	0	5	0	8			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	1152	0|60	1162	0|60	1152	0|60	1162	0|60		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	100000000	0|1000	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|85	0|110	85	85	85	85	85	10800	100		6	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	1693	0|5	297	0|60
NhiÖm vô s¸t thñ cÊp 905	0	5	0	8			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	1153	0|60	1163	0|60	1153	0|60	1163	0|60		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	100000000	0|1000	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|85	0|110	85	85	85	85	85	10800	100		6	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	1693	0|5	297	0|60
NhiÖm vô s¸t thñ cÊp 906	0	5	0	8			179				enemy070	0	0	0	0	0	26	31					1154	0|60	1164	0|60	1154	0|60	1164	0|60		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	100000000	0|1000	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|85	0|110	85	85	85	85	85	10800	100		6	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	1693	0|5	297	0|60
NhiÖm vô s¸t thñ cÊp 907	0	5	0	8			157				enemy048	0	0	0	0	0	27	29					1155	0|60	1165	0|60	1155	0|60	1165	0|60		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	100000000	0|1000	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|85	0|110	85	85	85	85	85	10800	100		6	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	1693	0|5	297	0|60
NhiÖm vô s¸t thñ cÊp 908	0	5	0	8			191				enemy082	0	0	0	0	0	35	28					1156	0|60	1166	0|60	1156	0|60	1166	0|60		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	100000000	0|1000	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|85	0|110	85	85	85	85	85	10800	100		6	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	1693	0|5	297	0|60
NhiÖm vô s¸t thñ cÊp 909	0	5	0	8			159				enemy050	0	0	0	0	0	36	40					1157	0|60	1167	0|60	1157	0|60	1167	0|60		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	100000000	0|1000	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|85	0|110	85	85	85	85	85	10800	100		6	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	0|500	1693	0|5	297	0|60
Phong Kú tiªu chÝ 	3	6	2	0							passerby201	0	0	0	0	0	36	40	24	10	10	10	164	1|-40	165	1|-40	162	1|-40	267	1|-40		\script\npclevelscript\makeboss.lua	100	0	10000	-200000	100	0	9	-360	0|0	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	9	9	800	50	1000	1	60	100	0	0	0	50	0	0	0	1.5|-75	1|-50	1.4|-48	-1|-100	1.5|-75	95	95	95	95	95	1080	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
C¸nh tr¾ng	3	6	2	0							boss010	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\task_killboss.lua	100	0	0	1	100	0	0	1000000	0|4000	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	95	95	95	95	95	16200	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60
Phong Kú TiÓu qu¸i 6079	0	5	0	0			238				enemy129	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\fengzhiqi.lua	100	0	0	0	100	100000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	8	8	21	21	400	100	400	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	60	60	60	60	60	1080	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
Phong Kú §iÓm qu¸i 6079	0	5	0	0			212				enemy103	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\fengzhiqi.lua	100	0	0	0	100	160000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	9	9	800	100	800	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	70	70	70	70	70	1620	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Phong Kú XuÊt qu¸i 6079	0	5	0	0			218				enemy109	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\fengzhiqi.lua	100	0	0	0	100	130000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	12	12	800	100	800	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	70	70	70	70	70	0	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Phong Kú TiÓu qu¸i 8089	0	5	0	0			238				enemy129	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\fengzhiqi.lua	100	0	0	0	100	160000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	8	8	21	21	400	100	400	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	80	80	80	80	80	1080	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Phong Kú §iÓm qu¸i 8089	0	5	0	0			212				enemy103	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\fengzhiqi.lua	100	0	0	0	100	260000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	6	6	800	100	800	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	90	90	90	90	90	1620	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Phong Kú XuÊt qu¸i 8089	0	5	0	0			218				enemy109	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\fengzhiqi.lua	100	0	0	0	100	220000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	9	9	800	100	800	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	90	90	90	90	90	0	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Phong Kú TiÓu qu¸i 90	0	5	0	0			238				enemy129	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\fengzhiqi.lua	100	0	0	0	100	180000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	8	8	21	21	400	100	400	1	50	25	25	25	25	30	50	0	0	0|90	0|90	0|90	0|90	0|90	85	85	85	85	85	1080	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Phong Kú §iÓm qu¸i 90	0	5	0	0			212				enemy103	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\fengzhiqi.lua	100	0	0	0	100	300000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	6	6	800	100	800	1	50	25	25	25	25	30	50	0	0	0|90	0|90	0|90	0|90	0|90	90	90	90	90	90	1620	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Phong Kú XuÊt qu¸i 90	0	5	0	0			218				enemy109	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\fengzhiqi.lua	100	0	0	0	100	250000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	9	9	800	100	800	1	50	25	25	25	25	30	50	0	0	0|90	0|90	0|90	0|90	0|90	95	95	95	95	95	0	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
N¹p Lan Thanh Thµnh	3	6	2	0							boss019	0	0	0	0	0	36	40	24	10	10	10	164	1|-40	165	1|-40	162	1|-40	267	1|-40		\script\npclevelscript\makeboss.lua	100	0	10000	-200000	100	0	9	-360	0|0	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	9	6	800	50	1000	1	60	100	0	0	0	50	0	0	0	1.5|-75	1|-50	1.4|-48	-1|-100	1.5|-75	95	95	95	95	95	1080	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
ThÇn miÕu ®ao yªu 6079	0	5	0	0			234				enemy125	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\shanshenmiao.lua	100	0	0	0	100	140000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	12	12	800	100	800	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	70	70	70	70	70	1620	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
§ao yªu huynh  ®Ö 6079	0	5	0	0			179				enemy070	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\shanshenmiao.lua	100	0	0	0	100	140000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	12	12	800	100	800	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	70	70	70	70	70	0	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
ThÇn miÕu ®ao thñ 6079	0	5	0	0			236				enemy127	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\shanshenmiao.lua	100	0	0	0	100	100000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	8	8	24	24	400	100	400	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	60	60	60	60	60	1080	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
ThÇn miÕu ®ao yªu 8089	0	5	0	0			234				enemy125	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\shanshenmiao.lua	100	0	0	0	100	210000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	9	9	800	100	800	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	90	90	90	90	90	1620	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
§ao yªu huynh ®Ö 8089	0	5	0	0			179				enemy070	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\shanshenmiao.lua	100	0	0	0	100	210000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	9	9	800	100	800	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	90	90	90	90	90	0	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
ThÇn miÕu ®ao thñ 8089	0	5	0	0			236				enemy127	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\shanshenmiao.lua	100	0	0	0	100	150000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	8	8	24	24	400	100	400	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	85	85	85	85	85	1080	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
ThÇn miÕu ®ao yªu 90	0	5	0	0			234				enemy125	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\shanshenmiao.lua	100	0	0	0	100	240000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	12	12	800	100	800	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|110	0|110	95	95	95	95	95	1620	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
§ao yªu huynh ®Ö 90	0	5	0	0			179				enemy070	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\shanshenmiao.lua	100	0	0	0	100	240000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	12	12	800	100	800	1	50	25	25	25	25	30	50	0	0	0|110	0|110	0|110	0|110	0|110	95	95	95	95	95	0	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
ThÇn miÕu ®ao thñ 90	0	5	0	0			236				enemy127	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\shanshenmiao.lua	100	0	0	0	100	180000	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	8	8	24	24	400	100	400	1	50	25	25	25	25	30	50	0	0	0|90	0|90	0|90	0|90	0|90	90	90	90	90	90	1080	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60
Thiªn B¶o tuÇn thñ 	3	6	2	0							boss011	0	0	0	0	0	36	40	24	10	10	10	164	1|-40	165	1|-40	162	1|-40	267	1|-40		\script\npclevelscript\makeboss.lua	100	0	10000	-200000	100	0	9	-360	0|0	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	9	9	800	50	1000	1	60	100	0	0	0	50	0	0	0	1.5|-75	1|-50	1.4|-48	-1|-100	1.5|-75	95	95	95	95	95	1080	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
ThiÕu n÷ bÞ giam	3	6	2	0							boss008	0	0	0	0	0	36	40	24	10	10	10	164	1|-40	165	1|-40	162	1|-40	267	1|-40		\script\npclevelscript\makeboss.lua	100	0	10000	-200000	100	0	9	-360	0|0	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	9	9	800	50	1000	1	60	100	0	0	0	50	0	0	0	1.5|-75	1|-50	1.4|-48	-1|-100	1.5|-75	95	95	95	95	95	1080	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
B¶o r­¬ng 	3	6	2	0							passerby202	0	0	0	0	0	36	40	24	10	10	10	164	1|-40	165	1|-40	162	1|-40	267	1|-40		\script\npclevelscript\makeboss.lua	100	0	10000	-200000	100	0	9	-360	0|0	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	9	9	800	50	1000	1	60	100	0	0	0	50	0	0	0	1.5|-75	1|-50	1.4|-48	-1|-100	1.5|-75	95	95	95	95	95	1080	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0
