ID	STRING
11124	Oa! T¹i sao l¹i Khæng t­íc vò tÆng cho ta vËy. Ph¶i mang ®Õn tÆng cho s­ huynh ë trong ®éng nµy míi ®óng. 
11125	Thêi gian luyÖn c«ng vÉn ch­a ®ñ, t¹i sao ng­¬i l¹i ra ®©y? Xem c¸i bé d¹ng ®ê ®Én cña ng­¬i k×a. Lµm sao cã thÓ trë thµnh ®Ö tö cña bæn m«n? Suèt ®êi chØ cã m¬ mµ th«i. 
11126	Muèn trë thµnh ®Ö tö kı danh cña bæn m«n, cÇn ph¶i thö luyÖn qua Ngò §éc ®éng nµy. Ng­¬i cã muèn thö kh«ng
11127	§õng cã ch¹y lo¹n nh­ vËy. §éc trïng nu«i trong ®éng mµ c¾n th× ng­¬i v« ph­¬ng cøu ch÷a. 
11128	Trong bæn gi¸o nµy, mçi ngµy nÕu kh«ng luyÖn c«ng th× kh«ng thÓ sèng ®­îc. Ng­¬i ®Õn ®©y t×m ta cã chuyÖn g×?
11129	Ng­êi ®· xuÊt s­ tõ bæ gi¸o İt ai quay trë l¹i? Ng­¬i quay l¹i lÇn nµy cã chuyÖn g× vËy?
11130	Ng­¬i cã thÓ xuyªn qua trïng trïng ®éc vËt ®Ó vµo ®­îc ®©y, xem nh­ lµ kú tµi. Bæn gi¸o t«n träng nh÷ng ng­êi anh tµi. Hoan nghinh tham quan 
11131	Ng­¬i ®Õn ®Ó dß th¸m hay ®Ó b¸i s­? NÕu nh­ kh«ng cã lÔ vËt g× ra m¾t th× ta kh«ng cã høng thó. 
11132	VËy th× ng­¬i muèn ta giíi thiÖu vÒ c¸i g× cña bæn m«n?
11133	Bæn gi¸o chØ míi thµnh lËp vµi n¨m nay nh­ng ph¸t triÓn rÊt m¹nh. Néi bé tæ chøc nghiªm mËt. Gi¸o chñ H¾c DiÖn Lang Qu©n chİnh lµ ng­êi ®· s¸ng lËp nªn Ngò §éc Gi¸o
11134	Xung quanh bæn gi¸o lµ n¨m ngän §éc phong LÜnh, ai muèn vµo ®©y ph¶i qua trïng trïng thö th¸ch. 
11135	T«n chØ cña Ngò §éc gi¸o lµ 'Lîi İch quyÕt ®Şnh b¹n thï', cã lîi míi lµm, kh«ng qu¶n bÊt kÓ chuyÖn thŞ phi chİnh tµ. Ngò §éc gi¸o cßn cã 1 ®iÒu lµ 'KÎ ®¾c téi víi Ngò §éc gi¸o, sÏ chÕt kh«ng toµn th©y'.
11136	Bæn gi¸o hµnh tung Èn bİ,hµnh ®éng kh«ng ®Ó l¹i dÊu tİch. ¤ng chñ qu¸n trµ bªn ®­êng còng cã thÓ lµ m«n ®å cña ngò ®éc ph¸i cã thÓ giÕt ng­êi trong nh¸y m¾t, h¹ thñ v« t×nh. ThËm chİ nh÷ng ng­êi ®ång m«n víi nhau còng ®Òu lµ ng­êi v« t×nh. Gi¸o ®å víi nhau vÉn cã thÓ h¹ ®éc lÉn nhau. Ng­êi bŞ tróng ®éc sÏ bŞ xem lµ b¶n lÜnh kĞm câi
11137	Muèn t×m hiÓu vŞ nµo cña bæn gi¸o?
11138	Gi¸o chñ H¾c DiÖn Lang Qu©n      VŞ trİ: Tæng tr¹i      Täa ®é:  220/166<enter>Lµ ng­êi l·nh ®¹m v« t×nh, lßng d¹ s¾t ®¸, ch­a ai thÊy h¾n c­êi. ChØ quan t©m nghiªn cøu chÕ t¹o c¸c lo¹i ®éc d­îc, muèn dïng ®éc ®Ó thèng trŞ Vâ l©m.
11139	Kim Xµ H­¬ng chñ V©n BÊt Tµ      VŞ trİ: Kim Xµ tr¹i      VŞ trİ:156/170<enter> Cö chØ nh­ nhi n÷, khi h¾n nh×n xuèng ®Êt c­êi lµ ®Õn lóc ph¶i giÕt ng­êi, thiªn h¹ chØ cã mét thó vui lµ thÊy ng­êi kh¸c ®au ®ín v× tróng ®éc.
11140	Xİch YÕt H­¬ng chñ §å DŞ      VŞ trİ: Xİch YÕt tr¹i      Täa ®é: 169/184<enter> lµ kÎ tham lam h¸m lîi. TuyÒn C¬ Tö cña C«n L«n ph¸i®· dïng tiÒn hèi lé nhê h¾n h¹ ®éc ch­ëng m«n C«n L«n
11141	MÆc Thï H­¬ng chñ Tang Chu       VŞ trİ: H¾c Thï tr¹i      VŞ trİ:187/195<enter> Lóc trÎ bŞ thÊt l¹c ®øa con, tõ ®ã tİnh t×nh thay ®æi, hËn nh÷ng ng­êi nh÷ng ng­êi yªu nhau trªn thÕ gian.
11142	Ng©n ThiÒm H­¬ng chñ B¹ch Doanh Doanh      VŞ trİ: Ng©n ThiÒm tr¹i  Täa ®é: 220/209<enter> MÆt nh­ hoa ®µo, t©m nh­ r¾n rÕt, khu«n mÆt lóc nµo còng në mét nô c­êi l¼ng l¬, nh­ng ra tay rÊt ®éc ¸c. CÊu kÕt víi Chu KhuyÕt C«n L«n ph¸i, muèn mª hoÆc  Tõ Trung Nguyªn cña Vâ §ang ph¸i.
11143	Thanh Ng« Tr¹i Chñ Thang BËt      VŞ trİ: Thanh Ng« tr¹i      Täa ®é: 200/201<enter> §éc ¸c v« sØ, n¨m x­a h¹i chÕt mÑ cña Yªn HiÓu Tr¸i (Thóy Yªn m«n) .
11144	§éc Nha      VŞ trİ:      Täa ®é: 182/194      Phô tr¸ch: Giao dŞch binh khİ 
11145	§éc Thİch      VŞ trİ:      Täa ®é: 184/193      Phô tr¸ch: Giao dŞch trang bŞ 
11146	§éc T©m      VŞ trİ:      Täa ®é: 187/191      Phô tr¸ch: Giao dŞch d­îc phÈm
11147	Muèn t×m hiÓu nhiÖm vô g×?
11148	Muèn nhËp m«n häc nghÖ, chØ cÇn thuéc hÖ Méc vµ ®¹t ®Õn cÊp 10. §Õn bÊt kú T©n thñ th«n nµo ®Ó gÆp ®Ö tö tiÕp dÉn cña bæn m«n lµ ®­îc. Sau ®ã lÇn l­ît hoµn thµnh 5 NhiÖm vô cña m«n ph¸i. SÏ häc ®­îc vâ c«ng,®­îc phong Danh hiÖu. Sau khi hoµn thµnh NhiÖm vô xuÊt s­ sÏ thµnh nghÖ xuÊt s­ 
11149	Sau khi nhËp m«n vµ ®¼ng cÊp ®· ®¹t ®Õn 10, ng­¬i cã thÓ tiÕp nhËn nhiÖm vô NhÒn nhÖn vµ Tİn th¹ch. Th«ng qua hoµn thµnh nhiÖm vô nµy, ng­¬i ®­îc phong lµ §o¹t Hån T¶n Nh©n, häc ®­îc vâ c«ng Ngò §éc §ao ph¸p,Ngò §éc Ch­ëng Ph¸p
11150	B­íc 1: §Õn MÆc Thï tr¹i gÆp Tang Chu, tiÕp nhËn nhiÖm vô, ®i b¾t 10 con NhÖn vµ mua 10 bao Tİn Th¹ch cho bµ ta luyÖn c«ng
11151	B­íc 2: §Õn Nh¹n §·ng s¬n b¾t 10 con nhÖn
11152	B­íc 3: §Õn D­îc ®iÕm ë Long TuyÒn th«n mua 10 bao Tİn Th¹ch
11153	B­íc 4: Trë vÒ MÆc Thï tr¹i, giao NhÒn nhÖn vµ Tİn th¹ch cho Tang Chu. Hoµn thµnh nhiÖm vô.
11154	Hoµn thµnh nhiÖm vô NhÒn nhÖn vµ Tİn th¹ch vµ ®¼ng cÊp ®¹t ®Õn 20,ng­¬i cã thÓ tiÕp nhËn nhiÖm vô Nh©n ®Çu tr¸ng. Th«ng qua hoµn thµnh nhiÖm vô nµy, ng­¬i ®­îc phong lµ Th«i MÖnh Sø Gi¶, häc ®­îc vâ c«ng Xİch DiÖm thùc Thiªn, T¹p Nan D­îc Kinh
11155	B­íc 1: §Õn Ng©n ThiÒm tr¹i gÆp B¹ch Doanh Doanh, tiÕp nhËn nhiÖm vô, ®i giÕt La Tiªu ThÊt Quû, lÊy vÒ 7 c¸i ®Çu!
11156	B­íc 2: §Õn La Tiªu s¬n, ®¸nh b¹i La Tiªu ThÊt Quû 
11157	B­íc 3: Trë vÒ Ng©n ThiÒm tr¹i, gÆp B¹ch Doanh Doanh phôc mÖnh, hoµn thµnh nhiÖm vô.
11158	Hoµn thµnh nhiÖm vô Nh©n ®Çu tr¸ng vµ ®¼ng cÊp ®¹t ®Õn 30,ng­¬i cã thÓ tiÕp nhËn nhiÖm vô Méc H­¬ng §Ønh. Th«ng qua hoµn thµnh nhiÖm vô nµy, ng­¬i ®­îc phong lµ H¾c Am Diªm La, häc ®­îc vâ c«ng U Minh Kh« L©u, V« H×nh §éc, B¸ch §éc Xuyªn T©m, B¨ng Lam HuyÒn Tinh
11159	B­íc 1: §Õn Xİch YÕt tr¹i gÆp §å DŞ, tiÕp nhËn nhiÖm vô, ®i trõ ph¶n ®å lÊy l¹i Méc H­¬ng §Ønh.
11160	B­íc 2: §Õn Vò Di s¬n, ®¸nh b¹i Ph¶n ®å, lÊy ®­îc Méc H­¬ng §Ønh.
11161	B­íc 3: Trë vÒ Xİch YÕt tr¹i, §å DŞ ph¸t hŞªn Méc H­¬ng §Ønh lµ gi¶, cÇn ph¶i ®i lÊy l¹i Méc H­¬ng §Ønh thËt
11162	B­íc 4: Trë l¹i Vò Di s¬n, ®¸nh b¹i ph¶n ®å §Çu Môc, lÊy ®­îc Méc H­¬ng §Ønh thËt!
11163	B­íc 5: Trë l¹i Xİch YÕt tr¹i, giao Méc H­¬ng §Ønh thËt cho §å DŞ, hoµn thµnh nhiÖm vô.
11164	Hoµn thµnh nhiÖm vô Méc H­¬ng §Ønh vµ ®¼ng cÊp ®¹t ®Õn 40, ng­¬i cã thÓ tiÕp nhËn nhiÖm vô Nh·n Kİnh V­¬ng M·ng Xµ. Th«ng qua hoµn thµnh nhiÖm vô nµy, ng­¬i ®­îc phong lµ V« §æng La S¸t, häc ®­îc vâ c«ng V¹n §éc Thùc T©m, Xuyªn Y Ph¸ Gi¸p
11165	B­íc 1: §Õn Kim Xµ tr¹i gÆpV©n BÊt Tµ, tiÕp nhËn nhiÖm vô, ®Õn Kim Xµ HuyÕt Tr¹ch b¾t cho V©n BÊt Tµ 1 con Nh·n Kİnh V­¬ng M·ng Xµ.
11166	B­íc 2: Tr­íc khi ®i vµo Kim Xµ HuyÕt Tr¹ch cÇn ®Õn D­îc ®iÕm mua X¹ H­¬ng
11167	B­íc 3: vµo Kim Xµ HuyÕt Tr¹ch, ®¸nh b¹i Nh·n Kİnh V­¬ng M·ng Xµ 
11168	B­íc 4: Trë vÒ Kim Xµ tr¹i, giao Nh·n Kİnh V­¬ng M·ng Xµ cho V©n BÊt Tµ, hoµn thµnh nhiÖm vô.
11169	Hoµn thµnh nhiÖm vô Nh·n Kİnh V­¬ng M·ng Xµ vµ ®¼ng cÊp ®¹t ®Õn 50, ng­¬i cã thÓ tiÕp nhËn nhiÖm vô Ngäc san h«. Th«ng qua hoµn thµnh nhiÖm vô nµy, ng­¬i ®­îc phong lµ Co §éc T«n Gi¶, häc ®­îc vâ c«ng Xuyªn T©m §éc Thİch
11170	B­íc 1: §Õn Thanh Ng« tr¹i gÆp Thang BËt, tiÕp nhËn nhiÖm vô, ®i ®o¹t l¹i Ngäc san h«.
11171	B­íc 2: §Õn Vò Di s¬n, vµo Ngäc Hoa ®éng, ®¸nh b¹i L­u KhÊu, biÕt ®­îc Ngäc san h« ®· bŞ mang vµo NghiÖt Long ®éng
11172	B­íc 3: TiÕp tôc vµo NghiÖt Long ®éng, ®¸nh b¹i c­êng ®¹o, lÊy ®­îc Ngäc san h«.
11173	B­íc 4: Trë vÒ Thanh Ng« tr¹i, giao Ngäc san h« cho Thang BËt, hoµn thµnh nhiÖm vô.
11174	Hoµn thµnh nhiÖm vô Ngäc san h« vµ®¼ng cÊp ®¹t ®Õn 50, ng­¬i cã thÓ tiÕp nhËn nhiÖm vô Tİch §éc Chu. Th«ng qua hoµn thµnh nhiÖm vô nµy, ng­¬i ®­îc phong lµ U Minh Quû Sø, thuËn lîi xuÊt s­.
11175	B­íc 1: §Õn Tæng tr¹i gÆp gi¸o chñ H¾c DiÖn Lang Qu©n, tiÕp nhËn nhiÖm vô, ®o¹t l¹i Tİch §éc Chu tõ tay Nh¹n §·ng ph¸i
11176	B­íc 2: §Õn Nh¹n §·ng s¬n, vµo D­¬ng Gi¸c ®éng ®¸nh b¹i v« sè ®Ö tö Nh¹n §·ng ph¸i, cuèi cïng ch­ëng m«n cña chóng ph¶i lé diÖn
11177	B­íc 3: §¸nh b¹i Ch­ëng m«n Nh¹n §·ng ph¸İ, lÊy l¹i Tİch §éc Chu.
11178	B­íc 4: Trë vÒ Tæng tr¹i, giao Tİch §éc Chu cho H¾c DiÖn Lang Qu©n, hoµn thµnh nhiÖm vô.
11179	Th«ng qua trïng ph¶n s­ m«n, ng­¬i ®­îc phong lµ U Minh Quû V­¬ng, häc ®­îc tuyÖt häc trÊn ph¸i Ngò §éc Kú Kinh, vâ c«ng Thiªn C­¬ng §Şa S¸t, Chu C¸p Thanh Minh
11180	B­íc 1: Sau khi ®¼ng cÊp ®¹t ®Õn cÊp 60, ®Õn Tæng tr¹i gÆp gi¸o chñ H¾c DiÖn Lang Qu©n, xin trïng ph¶n Ngò §éc gi¸o
11181	B­íc 2: TÆng cho m«n ph¸i 50000 l­îng, trïng ph¶n Ngò §éc gi¸o
11182	Bæn ph¸i vèn kh«ng dïng søc m¹nh ®Ó chiÕn th¾ng, bëi v× nh÷ng vò khİ nµy khi biÕt vËn dông th× tuyÖt x¶o v« song 
11183	Gi¸o chñ cã lÖnh: binh khİ cña m«n ph¸i kh«ng ®­îc b¸n cho ng­êi ngoµi
11184	C«ng phu cña bæn ph¸i mÆc dï lµ lÊy ®éc lµm chñ. Nh­ng mµ h¶o d­îc 'diÖu thñ håi xu©n' còng kh«ng thiÕu. Cã muèn xem thö kh«ng
11185	Gi¸o chñ cã lÖnh: thuèc cña b¶n ph¸i kh«ng ®­îc b¸n cho ng­êi ngoµi
11186	Chóng ta ®õng qu¸ quan träng vÒ nh÷ng thø nµy. Trang bŞ tèi th­îng nhÊt chİnh lµ sù øng phã linh ho¹t.
11187	Gi¸o chñ cã lÖnh: trang bŞ cña m«n ph¸i kh«ng ®­îc b¸n cho ng­êi ngoµi
11188	§i Vò Di s¬n
11189	B¹ch c« n­¬ng! X­a nay ch¸nh tµ ®Òu kh«ng dung hîp, Tõ §¹i Nh¹c hy väng c« sÏ rêi xa Tõ Trung Nguyªn 
11190	Rêi xa anh Êy th× ta sèng cßn ı nghÜa g×? Còng v× muèn ®­îc suèt ®êi sèng bªn c¹nh anh Êy mµ ta ®· thay ®æi rÊt nhiÒu, t¹i sao c¸c ng­êi kh«ng nh×n thÊy ®­îc nh÷ng ®iÒu nµy?
11191	C« thËt sù lµ muèn kh¸ng l¹i sù quyÕt ®Şnh cña lÖnh t«n sao?
11192	Ta chØ muèn sím ®­îc thµnh th©n víi Trung Nguyªn ®¹i ca, sau ®ã sÏ rót lui khái giang hå chuyªn t©m nu«i chång nu«i con, kh«ng mµng g× ®Õn thÕ sù lo¹n l¹c n÷a. Nh­ vËy th× cã g× nªn téi chø?
11193	Cã thËt sù nh­ vËy kh«ng
11194	Trêi xanh chøng gi¸m, nÕu nh­ tiÓu n÷ cã nöa lêi gi¶ dèi, xin h·y næi sÊm sĞt ®¸nh chÕt t­¬i ngay. TiÓu n÷ kh«ng hÒ o¸n tr¸ch
11195	Tiªn tö! Thuéc h¹ ®· mang 7 c¸i ®Çu cña 'La Tiªu S¬n ThÊt Quû 'vÒ ®©y råi 
11196	Ch¼ng ph¶i lµ ng­¬i ®· ®i La Tiªu s¬n råi ­? T¹i sao vÉn cßn cã mÆt ë ®©y?
11197	Çy! Võa míi ®Õn! Cã nhí quy t¾c kh«ng vËy? §· l©u qu¸ råi, t¹i sao vÉn ch­a giao 'Nh©n §Çu Tr¸ng' ra ®©y
11198	Nh©n §Çu Tr¸ng lµ c¸i g×?
11199	§ã lµ nh÷ng c¸i ®Çu bän nghŞch ph¶n víi Ngò §éc Gi¸o 
11200	Thuéc h¹ ngu ®Çn! Xin tiªn tö chØ d¹y thªm lÇn n÷a
11201	Tãm l¹i ng­¬i lµ mét con cãc sèng còng nh­ chÕt, ch¼ng lÏ cao lín vµ xinh ®Ñp nh­ ta ®©y l¹i lµ mét c¸i téi sao?
11202	§èi víi bæn tiÓu th­ mµ nãi, c¸i bän ®µn «ng, muèn khuÊt phôc chóng dÔ nh­ trë bµn tay, chØ cÇn ngät ngµo víi chóng mét chót lµ chóng s½n sµng b¸n m¹ng cho ta
11203	C¸i bän La Tiªu S¬n ®ã rÊt thÌm kh¸t s¾c ®Ñp cña tiªn tö nµy! Hõ! Cãc thèi mµ ®ßi ¨n thŞt thiªn nga! Ng­¬i h·y chŞu khã lªn La Tiªu S¬n lÇn n÷a, giÕt s¹ch hÕt bän chóng cho ta
11204	VËy th× ta sÏ ®îi ®Ó nghe tin tèt cña ng­¬i nhĞ!
11205	Ta ®· vèn biÕt ng­¬i chØ lµ mét tªn tiÓu quû nh¸t gan. ThËt lµ thø v« dông!
11206	Hahaha! ThËt vui qu¸! Ng­¬i thËt rÊt cã b¶n lÜnh! §­îc! Tiªn tö ta gi÷ lêi th¨ng ng­¬i lµ Th«i MÖnh Sø Gi¶ 
11207	§éc C« KiÕm muèn liªn Tèng chèng Kim? Cã g× hay ho chø? Bæn gi¸o vµ Kim quèc vèn lµ chç liªn minh mËt thiÕt. C¸c ng­¬isøc yÕu thÕ c« nh­ vËy liÖu cã ®­¬ng cù næi kh«ng
11208	Thuéc h¹ ®· ®o¹t l¹i b¶o vËt cña gi¸o ph¸i, xin tr¹i chñ xem thö!
11209	Giái! Hay l¾m! Cùc kú giái Qu¶ nhiªn ng­¬i ®· kh«ng phô sù kú väng cña ta. ThËt kh«ng hæ danh cña 'ngò ®éc gi¸o ph¸i',VËy lµ ng­¬i cã thÓ thuËn lîi xuÊt s­ råi! Ngµy sau nÕu cã vang danh vâ l©m, th× ®õng quªn nh¾c ®Õn tªn cña bæn gi¸o nhĞ 
11210	Bæn gi¸o vµ Nh¹n §·ng ph¸i vèn kh«ng ®éi trêi chung. 10 n¨m tr­íc bæn gi¸o vµ Nh¹n §·ng ph¸i ®· tiÕn hµnh mét cuéc ¸c chiÕn. Bæn gi¸o ®· bŞ ¸m to¸n. Tİch §éc Chu cña bæn gi¸o ®· bŞ Nh¹n §·ng ph¸i c­íp ®i. Bän chóng ®· ®em vÒ ®éng D­¬ng Gi¸c ë Nh¹n §·ng s¬n. ChuyÖn nµy ®Õn nµy vÉn cßn lµ mèi tr¨n trë cña ta. Ngµy nµo ch­a lÊy ®­îc nã vÒ th× ta ch­a thÓ an lßng. NÕu nh­ ng­¬i muèn xuÊt s­ th× l¹i ®i ®o¹t l¹i Tİch §éc Chu vÒ ®©y cho ta
11211	Ng­¬i ®ang muèn xuÊt s­ ph¶i kh«ng? §óng lóc! H·y cho giíi vâ l©m ë Trung Nguyªn thÊy ®­îc sù lîi h¹i cña ®Ö tö bæn m«n 
11212	§õng cã qu¸ coi träng c¸i bän C¸i Bang tù x­ng lµ Vâ L©m ®Ö nhÊt bang ph¸i kia, ThiÕu L©m míi chİnh lµ thiªn h¹ ®Ö nhÊt m«n ph¸i! Hõ,cho dï lµ ®Ö nhÊt cao thñ còng khã mµ ®Şch næi víi ®éc d­îc tuyÖt phÈm cña ta
11213	Ha ha! Hay l¾m! Vinh hoa phó quı ®èi víi ng­¬i sÏ kh«ng cßn xa n÷a ®©u!
11214	Gia nhËp §­êng M«n? Ch¼ng lÏ vâ nghÖ cña bæn m«n tÇm th­êng h¬n c¸i bän ®ã ­?
11215	Ng­¬i muèn trë l¹i bæn gi¸o? ChuyÖn nµy nãi lín th× lµ lín, mµ nãi nhá th× lµ nhá. ChØ cÇn ng­¬i n¾m râ ®­îc nh÷ng quy luËt th× cã thÓ quyÕt ®Şnh. 
11216	Nh÷ng ®iÒu ng­¬i ®· nãi ®ã, ®· chuÈn bŞ xong ch­a
11217	Cho phĞp ®Ö tö trong bæn ph¸i tù h¹ ®éc lÉn nhau lµ néi ®Şnh cña bæn ph¸i. KÎ nµo c­êng lùc h¬n th× sÏ tån t¹i
11218	LÇn nµy S­ phô bÕ m«n khæ luyÖn mÊy ngµy, s¸ng t¹o ra mét chiªu thøc míi, b©y giê truyÒn cho ng­¬i, ng­¬i häc xong h·y vÒ nghØ ng¬i, tr¸nh bŞ tæn th­¬ng kinh m¹ch.
11219	§­îc! XuÊt s­ råi ®õng lµm cho danh tiÕng cña bæn ph¸i bŞ « danh trong vâ l©m nhĞ 
11220	ë ®©y ®Ö tö cã 50000 l­îng ng©n l­îng. xin gi¸o chñ tiÕp nhËn
11221	Tèt l¾m! Ng­¬i ®· cã thµnh ı nh­ vËy, ta còng khã mµ tõ chèi
11222	Xin cho phĞp ®Ö tö ®i chuÈn bŞ vµi thø. 
11223	Çy! Ng­¬i b©y giê ®· lµ ®Ö tö cña bæn gi¸o råi! Ta sÏ ®Ò b¹t ng­¬i lµ U Minh Quû V­¬ng 
11224	§· muèn xuÊt s­ råi, nh­ng râ rµng lµ ng­¬i ch­a chuÈn bŞ g× c¶!
11225	Xin lçi! §Ó ta kiÓm tra l¹i.
11226	Mau Lªn!
11227	Thuéc h¹ kh¾c cèt ghi t©m. TuyÖt kh«ng d¸m quªn
11228	§i Nh¹n §·ng s¬n
11229	§i Long TuyÒn th«n
11230	§iT©y S¬n th«n
11231	Ta cã biÖt hiÖu lµ 'L·ng Lı B¹ch §iÒu', ba ®êi ®Òu sèng dùa vµo s«ng n­íc! Kh¾p Ba L¨ng huyÖn nµy kh«ng cã ai lµ ®èi thñ! Kh¸ch quan muèn ®i ®©u!
11232	Bªn ngoµi lo¹n l¹c, xem ng­¬i trãi gµ kh«ng chÆt! Ra ngoµi th«n ta e kh«ng gi÷ ®­îc m¹ng ®©u!
11233	Kh«ng tiÒn kh«ng thÓ ngåi thuyÒn! 
11234	C¶ ®êi ta ®Òu sèng víi s«ng n­íc! §éng §×nh hå kh«ng chç nµo ta kh«ng biÕt! Kh¸ch quan muèn ®i ®©u?
11235	Huynh ®Ö cña Thiªn V­¬ng bang th× ®i thuyÒn miÔn phİ!
11236	N¬i ®ã hiÓm nguy l¾m! NÕu kh¸ch quan muèn ®i xin cho thªm İt tiÒn!
11237	Xin lçi! Ng­¬i ch­a ®Õn cÊp 5, kh«ng ®ñ søc ngåi thuyÒn ®©u!
11238	§­a ng­¬i ®i c«ng kh«ng vËy gia ®×nh ta chÕt ®ãi µ?
11239	C¶ ®êi ta ®Òu sèng víi s«ng n­íc! §éng §×nh hå kh«ng chç nµo ta kh«ng biÕt! Kh¸ch quan muèn ®i ®©u?
11240	Huynh ®Ö cña Thiªn V­¬ng bang th× ®i thuyÒn miÔn phİ!
11241	N¬i ®ã hiÓm nguy l¾m! NÕu kh¸ch quan muèn ®i xin cho thªm İt tiÒn!
11242	Xin lçi! Ng­¬i ch­a ®Õn cÊp 5, kh«ng ®ñ søc ngåi thuyÒn ®©u!
11243	§­a ng­¬i ®i c«ng kh«ng vËy gia ®×nh ta chÕt ®ãi µ?
11244	Chñ qu¸n! ë®©y lo¹i r­îu nµo lµ ngon nhÊt?
11245	R­îu ngon nhÊt ë ®©y lµ <color=Red>Bång Lai Xu©n<color>, nÊu lo¹i r­îu nµy tèn rÊt nhiÒu c«ng søc, h¬n n÷a nguyªn liÖu rÊt khã t×m, v× thÕ gi¸ c¶ sÏ kh«ng rÎ. 
11246	ChØ cÇn r­îu ngon lµ ®­îc, ta muèn mua mét hò, hÕt bao nhiªu tiÒn?
11247	Cã bao nhiªu tiÒn còng kh«ng ®ñ, bëi v× qu¸n chóng ta tõ l©u råi kh«ng cßn b¸n lo¹i r­îu nµy n÷a, v× thiÕu c¸c lo¹i nguyªn liÖu <color=Red>Linh Chi<color>, <color=Red>HuyÒn S©m<color> vµ <color=Red>Hµ Thñ ¤<color>. NÕu kh¸ch quan cã thÓ gióp ta t×m ba mãn nguyªn liÖu nµy, ta sÏ lµm gióp mét hò 
11248	Ng­¬i ®ang mang nhiÖm vô cÊp b¸ch nh­ thÕ, mµ cßn ch¹y lung tung µ?
11249	Chñ qu¸n! Ta ®· t×m ®ñ ba lo¹i nguyªn liÖu råi, «ng gióp ta nÊu r­îu Bång Lai Xu©n ®i!
11250	§­îc! Nh­ng ph¶i chê mét giê ®ång hå míi xong. 
11251	Nghe nãi ba lo¹i c©y thuèc nµy sinh tr­ëng t¹i <color=Red>phİa §«ng B¾c Vò L¨ng s¬n<color>, nh­ng ë ®ã cã rÊt nhiÒu qu¸i thó ¨n thŞt ng­êi, v× thÕ kh«ng ai cã can ®¶m ®Õn ®ã. 
11252	ThÕ nµo?Bång Lai Xu©n cña bæn tiÖm kh«ng ph¶i lµ h­ danh chø?
11253	N¬i ®©y chóng ta cã ®ñ thøc ¨n, h¶i s¶n phong phó. Kh¸ch quan muèn ¨n g×? Muèn uèng r­îu g×?
11254	Phßng ë ®©y tuy nhá nh­ng s¹ch sÏ! B¶o ®¶m kh¸ch quan sÏ hµi lßng
11255	Muèn mua giïm c« n­¬ng Êy cña håi m«n ­? Hµng hßa cßn l¹i cña ta kh«ng nhiÒu, chØ cßn l¹i ®éi b«ng tai vµng nµy lµ kh¸ rÎ, chØ cã 200 l­îng
11256	C¸i r­¬ng nµy ®­îc lµm tõ san h« d­íi biÓn s©u, cã thÓ chøa nhiÒu ®å ®¹c, h¬n n÷a lµ n¬i cÊt gi÷ ®å an toµn. V× thÕ gi¸ c¶ h¬i ®¾t mét chót. Mçi c¸i gi¸ <color=yellow>2 Kim Nguyªn b¶o<color>.
11257	Ta tõ Tø Xuyªn ®Õn, trªn ®­êng cã rÊt nhiÒu thæ phØ,thËt lµ nguy hiÓm!
11258	ThËt kh«ng thÓ ngê ®­îc ta cã thÓ ®Õn khu vùc hå §éng §×nh nµy mµ kh«ng hÒ bŞ c­íp! Ng­¬i thÊy cã l¹ kh«ng?
11259	ta nghe ng­êi ta nãi míi biÕt, ë ®©y kh«ng chŞu sù qu¶n lı cña quan phñ, mµ tõ mét ph¸i tªn Thiªn V­¬ng Bang g× ®ã, hÌn g× ë ®©y thËt yªn b×nh!
11260	Khuyªn tai ®· gãi l¹i råi! Xin gi÷ lÊy!
11261	Kh¸ch quan ch­a ®ñ tiÒn! Khi nµo cã ®ñ tiÒn h·y quay l¹i. 
11262	C¸i r­¬ng nµy ®­îc lµm tõ san h« d­íi biÓn s©u, cã thÓ chøa nhiÒu ®å ®¹c, h¬n n÷a lµ n¬i cÊt gi÷ ®å an toµn. V× thÕ gi¸ c¶ h¬i ®¾t mét chót. Mçi c¸i gi¸ <color=yellow>2 Kim Nguyªn b¶o<color>.
11263	Tèt qu¸! §ñ tiÒn råi! Ta sÏ lËp tøc l¾p ®Æt r­¬ng! VÒ sau kh¸ch quan chØ cÇn ®Õn n¬i cã r­¬ng chøa ®å cña m×nh më <color=yellow>r­¬ng më réng<color> lµ cã thÓ dïng ®­îc. 
11264	Kh¸ch quan ch­a ®ñ tiÒn! Khi nµo cã ®ñ tiÒn h·y quay l¹i. 
11265	Giang hå l­ìng h¹i, thËp niªn cöu tai! Mçi n¨m cø ®Õn mïa m­a, §éng §×nh hå l¹i d©ng n­íc, Ba L¨ng huyÖn biÕn thµnh ®ª gi÷a biÓn n­íc, mçi n¨m kh«ng biÕt cã bao nhiªu ng­êi chÕt!
11266	Con trai l·o ®i ®¸nh c¸ 3 ngµy kh«ng thÊy vÒ. L·o giµ råi, kh«ng thÓ ®i t×m ®­îc. Ch¸u cã thÓ gióp l·o ra hå t×m nã ®­îc kh«ng?
11267	§©y ch¼ng ph¶i lµ ngäc béi cña con l·o? LÏ nµo…lÏ nµo… huhuhu..., con cña l·o chÕt th¶m qu¸, thö hái mét bµ giµ nh­ l·o sÏ sèng sao ®©y……
