key	value
G_STR_SUCCESS	Thµnh c«ng
G_STR_FAILURE	ThÊt b¹i
G_STR_CREATE_CHATROOM	 [%s] T¹o phßng míi %s!
G_STR_ENTERN_CHATROOM	%s §¨ng nhËp phßng t¸n gÉu [%s]!
G_STR_LEAVE_CHATROOM	%s Tho¸t khái phßng t¸n gÉu [%s]!
G_STR_PREVENT_CHATROOM	%s [%s] bÞ ®uæi khái phßng t¸n gÉu, kh«ng thÓ sö dông tÇn sè nµy!
G_STR_UNPREVENT_CHATROOM	%s [%s] ®· ®­îc xãa tªn khái Sæ ®en, cã thÓ t¸n gÉu!
G_STR_KICKOUT_CHATROOM	%s bÞ ®uæi khái phßng t¸n gÉu [%s]
G_STR_BE_CLOSE_CHATROOM	 [%s] sau %d phót n÷a sÏ ®ãng, b¹n cã thÓ ®Õn T¹p hãa mua thªm vËt phÈm gióp t¨ng thêi gian t¸n gÉu!

G_STR_DIALOG_PREFIX	%s nãi víi %s
G_STR_SPEAK_TO_SELF	%s Tù nãi:
G_STR_INPUT_CHATROOM_NAME	Xin nhËp tµi kho¶n
G_STR_INPUT_CHATROOM_PWD	Xin nhËp mËt m·
G_STR_CURRENT_CHATROOM	Phßng hiÖn t¹i:
G_STR_PWD_CHANGED	Thay ®æi mËt m· thµnh c«ng [%s]!
G_ACTIVE_TIME_FORMAT_HOUR	%d giê
G_ACTIVE_TIME_FORMAT_MIN	%d phót

G_STR_CHATROOM_ACHIVE_LIMITATION	Sè phßng t¸n gÉu cña m¸y chñ nµy ®· ®ñ, kh«ng thÓ t¹o thªm!
G_STR_ROOMNAME_CONFLICT	Tªn nµy ®· tån t¹i!
G_STR_ROOMNAME_OVERFLOW	Tªn qu¸ dµi!
G_STR_ROOMNAME_NOT_ELIGIBLE	Tªn kh«ng hîp lÖ!
G_STR_ALREADY_IN_SOMEROOM	B¹n kh«ng thÓ cïng lóc sö dông 2 phßng t¸n gÉu!
G_STR_IN_BLACKLIST	B¹n ®· bÞ liÖt vµo Sæ ®en, kh«ng thÓ ®¨ng nhËp vµo phßng t¸n gÉu!
G_STR_CHATROOM_FULL	Nh©n sè ®· ®ñ, b¹n kh«ng thÓ ®¨ng nhËp!
G_STR_WRONG_PASSWORD	MËt m· kh«ng ®óng!
G_STR_BLACKLIST_FULL	Sæ ®en ®· ®Çy, kh«ng thÓ thªm n÷a!
G_STR_PULL_ADMIN	Kh«ng thÓ ®­a tªn ng­êi qu¶n lý vµo Sæ ®en!
G_STR_NOT_IN_CHATROOM	Ng­êi nµy kh«ng cã trong phßng t¸n gÉu!
G_STR_CHATROOM_TIME_FULL	Thêi gian dµnh cho phßng t¸n gÉu ®· ®ñ h¹n, kh«ng thÓ t¨ng thªm!
G_STR_ADDTIME_SUCCESS	T¨ng giê thµnh c«ng [%s]!
G_STR_ADDTIME_RESULT	 [%s] kÐo dµi thêi gian ®Õn %s
G_STR_CHATROOM_TIME_OVER	Thêi gian ®· ®Õn [%s]!
G_STR_YOU	B¹n 
G_STR_PLEASE_EXIT_CHATROOM	Xin tho¸t khái phßng t¸n gÉu kh¸c!
G_STR_ITEM_LOCK_CANNOT_OPERATE	Trang bÞ ®· bÞ khãa m· r­¬ng, kh«ng thÓ thao t¸c!
G_STR_FIGHTSTATE_CANNOT_OPERATE	B¹n ®ang ë tr¹ng th¸i chiÕn ®Êu, kh«ng thÓ thao t¸c!
G_STR_ITEM_BIND_INFO_H	Tªn trang bÞ \t\t\t\t thêi gian chê më khãa b¶o hiÓm
G_STR_ITEM_BIND_INFO	<color=green>%s<color>\t\t\t\t<color=yellow>%d<color> giê
G_STR_UNBIND_ITEM_TIP_Q	B¹n ®ang cã <color=red>%d<color> trang bÞ cÇn ®­îc më khãa b¶o hiÓm, cã muèn xem kh«ng (sau nµy cã thÓ nhÊn phÝm <color=white>F11<color> ®Ó xem)?
G_STR_UNBIND_TIP1	V©ng, ta muèn kiÓm tra xem
G_STR_UNBIND_TIP2	Kh«ng cÇn thiÕt, ta ®· biÕt råi.
G_STR_CHATROOM_MENU_SAY_TO	§èi tho¹i
G_STR_CHATROOM_MENU_SEND_MSG	Göi tin tøc 
G_STR_CHATROOM_MENU_FRIEND	Thªm B¹n h÷u
G_STR_CHATROOM_MENU_KICK	Xo¸ bá 
G_STR_CHATROOM_MENU_KICK_TO	Sæ ®en

G_STR_WAN	 v¹n
G_STR_YI	 tr¨m triÖu
G_STR_TONG_DATE_DESC	Bang héi lËp ®­îc <color=gold>%u<color> tuÇn vµ <color=white>%u<color> ngµy\n
G_STR_WEEKGOAL_LEVEL	§é khã môc tiªu tuÇn: <color=green>%d <color>cÊp\n\n
G_STR_TONG_WEEKLY_AIM	Bang héi cÇn hoµn thµnh ®iÓm cèng hiÕn: %u\tBang héi ®· hoµn thµnh ®iÓm cèng hiÕn: %u
G_STR_PERSONAL_WEEKLY_AIM	C¸ nh©n cÇn hoµn thµnh ®iÓm cèng hiÕn: %u\tC¸ nh©n ®· hoµn thµnh ®iÓm cèng hiÕn: %u
G_STR_UNFINISHED	Ch­a hoµn thµnh
G_STR_FINISHED	§· hoµn thµnh
G_STR_PROCESS_STATUS	Sè ngµy cßn l¹i: %d\tBang héi: <%s> C¸ nh©n: <%s>
G_STR_TONG_PRIZE	PhÇn th­ëng bang héi: %d v¹n ng©n s¸ch chiÕn bÞ\t PhÇn th­ëng c¸ nh©n: %d ®iÓm cèng hiÕn %d v¹n kinh nghiÖm\n\n
G_STR_TONG_PRIZE_IB	PhÇn th­ëng bang héi: %d Boss triÖu ho¸n phï\tPhÇn th­ëng c¸ nh©n: %d v¹n kinh nghiÖm\n\n

G_STR_NAME	Danh hiÖu
G_STR_TITLE	danh hiÖu
G_STR_CURRENT_LEVEL	§¼ng cÊp hiÖn t¹i
G_STR_CURRENT_OFFER	§iÓm cèng hiÕn hiÖn t¹i
G_STR_JION_TIME	Thêi gian nhËp bang

G_STR_TONG_MASTER	Bang chñ 
G_STR_TONG_DIRECTOR	Tr­ëng L·o
G_STR_TONG_MANAGER	§éi tr­ëng
G_STR_TONG_MEMBER	§Ö tö 
G_STR_TONG_RETIRE	Èn sü

G_STR_UNION_MASTER	 Minh Chñ 
G_STR_UNION_MEMBER	Liªn minh bang héi

G_STR_STORE_PERSONAL_OFFER	§iÓm cèng hiÕn muèn göi vµo
G_STR_STORE_MONEY	Ng©n l­îng muèn göi
G_STR_BUILD_FUND_TITLE	Ng©n l­îng muèn göi(®¬n vÞ: v¹n)
G_STR_INPUT_TONG_MONEY	Ng©n l­îng muèn chuyÓn hãa(®¬n vÞ: v¹n)
G_STR_TRANSFORM_BUILD_FUND	Ng©n l­îng chuyÓn hãa (®¬n vÞ: v¹n)
G_STR_DISPENSE_POINT	Ph¸t cho: %s

G_STR_APPLY_JION_LEAGUE	Xin gia nhËp liªn minh

G_STR_LEVEL	cÊp

G_STRING_MONEY_C	 l­îng
G_STRING_FUYUAN_C	Phóc Duyªn
G_STRING_COIN_C	TiÒn ®ång
G_STRING_SCORE_C	TÝch lòy
G_STRING_GOLDCOIN_C	TiÒn vµng
G_STRING_HONOUR_C	®iÓm vinh dù
G_STRING_GOLDCOIN_SCORE_C	TÝch lòy th­¬ng héi
G_STRING_CONTRIBUTION_C	 ®iÓm cèng hiÕn
G_STRING_BUILDFUND_C	§é kiÕn thiÕt bang héi

G_VICEROY_FENGXIANG	[Th¸i thó Ph­îng T­êng]
G_VICEROY_CHENGDU	[Th¸i thó Thµnh §«]
G_VICEROY_DALI	[Th¸i thó §¹i Lý]
G_VICEROY_BIANJING	[Th¸i thó BiÖn Kinh]
G_VICEROY_XIANGYANG	[Th¸i thó T­¬ng D­¬ng]
G_VICEROY_YANGZHOU	[Th¸i thó D­¬ng Ch©u]
G_VICEROY_LINAN	[Th¸i thó L©m An]

G_STR_NW_MINISTER	Thõa T­íng
G_STR_NW_MARSHAL	Nguyªn So¸i
G_STR_NW_PIONEER	Tiªn Phong
