Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
Tinh ChÕ §ao ThuÉn 	0	0	7	\spr\item\equip\closeweapon\obj-shield01.spr	480	2	4	§ao ThuÉn tinh x¶o, lµm tõ thĞp tinh, tÊn c«ng rÊt tèt.		15000	10	0	28	16	16	29	144	144	167	30	30	31	81	81										36	81	32	138	33	138	39	11				
Tinh ChÕ ThuÉn §ao 	0	0	8	\spr\item\equip\closeweapon\obj-shield01.spr	480	2	4	Méc ThuÉn lµm tõ gç c©y hoa vµ thĞp tinh, tuy lµ gç nh­ng kh¶ n¨ng phßng ngù rÊt tèt.		50	1	0	28	1	1	29	14	14	167	30	30	31	18	18										36	0	32	25	33	20	39	11				
Tinh ChÕ ThuÉn §ao 	0	0	8	\spr\item\equip\closeweapon\obj-shield01.spr	480	2	4	Méc ThuÉn lµm tõ gç c©y hoa vµ thĞp tinh, tuy lµ gç nh­ng kh¶ n¨ng phßng ngù rÊt tèt.		600	2	0	28	3	3	29	28	28	167	30	30	31	25	25										36	9	32	36	33	36	39	11				
Tinh ChÕ ThuÉn §ao 	0	0	8	\spr\item\equip\closeweapon\obj-shield01.spr	480	2	4	Méc ThuÉn lµm tõ gç c©y hoa vµ thĞp tinh, tuy lµ gç nh­ng kh¶ n¨ng phßng ngù rÊt tèt.		1350	3	0	28	4	4	29	43	43	167	30	30	31	32	32										36	18	32	48	33	48	39	11				
Tinh ChÕ ThuÉn §ao 	0	0	8	\spr\item\equip\closeweapon\obj-shield01.spr	480	2	4	Méc ThuÉn lµm tõ gç c©y hoa vµ thĞp tinh, tuy lµ gç nh­ng kh¶ n¨ng phßng ngù rÊt tèt.		2400	4	0	28	6	6	29	57	57	167	30	30	31	39	39										36	27	32	61	33	61	39	11				
Tinh ChÕ ThuÉn §ao 	0	0	8	\spr\item\equip\closeweapon\obj-shield01.spr	480	2	4	Méc ThuÉn lµm tõ gç c©y hoa vµ thĞp tinh, tuy lµ gç nh­ng kh¶ n¨ng phßng ngù rÊt tèt.		3750	5	0	28	8	8	29	72	72	167	30	30	31	46	46										36	36	32	74	33	74	39	11				
Tinh ChÕ ThuÉn §ao 	0	0	8	\spr\item\equip\closeweapon\obj-shield01.spr	480	2	4	Méc ThuÉn lµm tõ gç c©y hoa vµ thĞp tinh, tuy lµ gç nh­ng kh¶ n¨ng phßng ngù rÊt tèt.		5400	6	0	28	9	9	29	86	86	167	30	30	31	53	53										36	45	32	87	33	87	39	11				
Tinh ChÕ ThuÉn §ao 	0	0	8	\spr\item\equip\closeweapon\obj-shield01.spr	480	2	4	Méc ThuÉn lµm tõ gç c©y hoa vµ thĞp tinh, tuy lµ gç nh­ng kh¶ n¨ng phßng ngù rÊt tèt.		7500	7	0	28	11	11	29	100	100	167	30	30	31	60	60										36	54	32	99	33	99	39	11				
Tinh ChÕ ThuÉn §ao 	0	0	8	\spr\item\equip\closeweapon\obj-shield01.spr	480	2	4	Méc ThuÉn lµm tõ gç c©y hoa vµ thĞp tinh, tuy lµ gç nh­ng kh¶ n¨ng phßng ngù rÊt tèt.		10000	8	0	28	12	12	29	115	115	167	30	30	31	67	67										36	63	32	111	33	111	39	11				
Tinh ChÕ ThuÉn §ao 	0	0	8	\spr\item\equip\closeweapon\obj-shield01.spr	480	2	4	Méc ThuÉn lµm tõ gç c©y hoa vµ thĞp tinh, tuy lµ gç nh­ng kh¶ n¨ng phßng ngù rÊt tèt.		12500	9	0	28	14	14	29	129	129	167	30	30	31	74	74										36	72	32	124	33	124	39	11				
Tinh ChÕ ThuÉn §ao 	0	0	8	\spr\item\equip\closeweapon\obj-shield01.spr	480	2	4	Méc ThuÉn lµm tõ gç c©y hoa vµ thĞp tinh, tuy lµ gç nh­ng kh¶ n¨ng phßng ngù rÊt tèt.		15000	10	0	28	16	16	29	144	144	167	30	30	31	81	81										36	81	32	138	33	138	39	11				
