EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
XÝch Thè																																																																		..\male\ma_010_hh_rs01.spr	..\male\ma_010_hh_rw.spr	..\male\ma_010_hh_rr.spr	..\male\ma_010_hh_ra01.spr	..\male\ma_010_hh_ra02.spr	..\male\ma_010_hh_rm.spr	..\male\ma_010_hh_rb.spr	..\male\ma_010_hh_rd.spr	..\male\ma_010_hh_rs01.spr	..\male\ma_010_hh_rs01.spr
B«n Tiªu																																																																		..\male\ma_011_hh_rs01.spr	..\male\ma_011_hh_rw.spr	..\male\ma_011_hh_rr.spr	..\male\ma_011_hh_ra01.spr	..\male\ma_011_hh_ra02.spr	..\male\ma_011_hh_rm.spr	..\male\ma_011_hh_rb.spr	..\male\ma_011_hh_rd.spr	..\male\ma_011_hh_rs01.spr	..\male\ma_011_hh_rs01.spr
Phiªn Vò																																																																		..\male\ma_012_hh_rs01.spr	..\male\ma_012_hh_rw.spr	..\male\ma_012_hh_rr.spr	..\male\ma_012_hh_ra01.spr	..\male\ma_012_hh_ra02.spr	..\male\ma_012_hh_rm.spr	..\male\ma_012_hh_rb.spr	..\male\ma_012_hh_rd.spr	..\male\ma_012_hh_rs01.spr	..\male\ma_012_hh_rs01.spr
Hû Hû 																																																																		..\male\ma_021b_hh_rs01.spr	..\male\ma_021b_hh_rw01.spr	..\male\ma_021b_hh_rr.spr	..\male\ma_021b_hh_ra01.spr	..\male\ma_021b_hh_ra02.spr	..\male\ma_021b_hh_rm.spr	..\male\ma_021b_hh_rb.spr	..\male\ma_021b_hh_rd.spr	..\male\ma_021b_hh_rs01.spr	..\male\ma_021b_hh_rs01.spr
Hoan Hoan																																																																		..\male\ma_022b_hh_rs01.spr	..\male\ma_022b_hh_rw.spr	..\male\ma_022b_hh_rr.spr	..\male\ma_022b_hh_ra01.spr	..\male\ma_022b_hh_ra02.spr	..\male\ma_022b_hh_rm.spr	..\male\ma_022b_hh_rb.spr	..\male\ma_022b_hh_rd.spr	..\male\ma_022b_hh_rs01.spr	..\male\ma_022b_hh_rs01.spr
L¨ng Thiªn																																																																		..\male\ma_lanma_hh_rs.spr	..\male\ma_lanma_hh_rw.spr	..\male\ma_lanma_hh_rr.spr	..\male\ma_lanma_hh_ra01.spr	..\male\ma_lanma_hh_ra02.spr	..\male\ma_lanma_hh_rm.spr	..\male\ma_lanma_hh_rb.spr	..\male\ma_lanma_hh_rd.spr	..\male\ma_lanma_hh_rs.spr	..\male\ma_lanma_hh_rs.spr
Trôc NhËt																																																																		..\male\ma_jinma_hh_rs.spr	..\male\ma_jinma_hh_rw.spr	..\male\ma_jinma_hh_rr.spr	..\male\ma_jinma_hh_ra01.spr	..\male\ma_jinma_hh_ra02.spr	..\male\ma_jinma_hh_rm.spr	..\male\ma_jinma_hh_rb.spr	..\male\ma_jinma_hh_rd.spr	..\male\ma_jinma_hh_rs.spr	..\male\ma_jinma_hh_rs.spr
Hæ C¸t T­êng																																																																		..\male\ma_022_hh_rs01.spr	..\male\ma_022_hh_rw.spr	..\male\ma_022_hh_rr.spr	..\male\ma_022_hh_ra01.spr	..\male\ma_022_hh_ra02.spr	..\male\ma_022_hh_rm.spr	..\male\ma_022_hh_rb.spr	..\male\ma_022_hh_rd.spr	..\male\ma_022_hh_rs01.spr	..\male\ma_022_hh_rs01.spr
øc V©n																																																																		..\male\horse_32_hh_rs.spr	..\male\horse_32_hh_rw.spr	..\male\horse_32_hh_rr.spr	..\male\horse_32_hh_ra01.spr	..\male\horse_32_hh_ra02.spr	..\male\horse_32_hh_rm.spr	..\male\horse_32_hh_rb.spr	..\male\horse_32_hh_rd.spr	..\male\horse_32_hh_rs.spr	..\male\horse_32_hh_rs.spr
TuyÕt Hån																																																																		..\male\ma_xiong_hh_rs.spr	..\male\ma_xiong_hh_rw.spr	..\male\ma_xiong_hh_rr.spr	..\male\ma_xiong_hh_ra01.spr	..\male\ma_xiong_hh_ra02.spr	..\male\ma_xiong_hh_rm.spr	..\male\ma_xiong_hh_rb.spr	..\male\ma_xiong_hh_rd.spr	..\male\ma_xiong_hh_rs.spr	..\male\ma_xiong_hh_rs.spr
Sø gi¶ Truy Phong																																																																		..\male\lanqilin_hh_rs01.spr	..\male\lanqilin_hh_rw.spr	..\male\lanqilin_hh_rr.spr	..\male\lanqilin_hh_ra01.spr	..\male\lanqilin_hh_ra02.spr	..\male\lanqilin_hh_rm.spr	..\male\lanqilin_hh_rb.spr	..\male\lanqilin_hh_rd.spr	..\male\lanqilin_hh_rs01.spr	..\male\lanqilin_hh_rs01.spr
Háa Kú L©n																																																																		..\male\huoqilin_hh_rs01.spr	..\male\huoqilin_hh_rw.spr	..\male\huoqilin_hh_rr.spr	..\male\huoqilin_hh_ra01.spr	..\male\huoqilin_hh_ra02.spr	..\male\huoqilin_hh_rm.spr	..\male\huoqilin_hh_rb.spr	..\male\huoqilin_hh_rd.spr	..\male\huoqilin_hh_rs01.spr	..\male\huoqilin_hh_rs01.spr
L©n Quang																																																																		..\male\ma_030_hh_rs01.spr	..\male\ma_030_hh_rw.spr	..\male\ma_030_hh_rr.spr	..\male\ma_030_hh_ra01.spr	..\male\ma_030_hh_ra02.spr	..\male\ma_030_hh_rm.spr	..\male\ma_030_hh_rb.spr	..\male\ma_030_hh_rd.spr	..\male\ma_030_hh_rs01.spr	..\male\ma_030_hh_rs01.spr
L¹c ®µ (Tr¾ng)																																																																		..\male\luotuobai_hh_rs01.spr	..\male\luotuobai_hh_rw.spr	..\male\luotuobai_hh_rr.spr	..\male\luotuobai_hh_ra01.spr	..\male\luotuobai_hh_ra02.spr	..\male\luotuobai_hh_rm.spr	..\male\luotuobai_hh_rb.spr	..\male\luotuobai_hh_rd.spr	..\male\luotuobai_hh_rs01.spr	..\male\luotuobai_hh_rs01.spr
L¹c ®µ (§en)																																																																		..\male\luotuohei_hh_rs01.spr	..\male\luotuohei_hh_rw.spr	..\male\luotuohei_hh_rr.spr	..\male\luotuohei_hh_ra01.spr	..\male\luotuohei_hh_ra02.spr	..\male\luotuohei_hh_rm.spr	..\male\luotuohei_hh_rb.spr	..\male\luotuohei_hh_rd.spr	..\male\luotuohei_hh_rs01.spr	..\male\luotuohei_hh_rs01.spr
Kh«ng cã res luotuohuang																																																																		..\male\luotuohuang_hh_rs01.spr	..\male\luotuohuang_hh_rw.spr	..\male\luotuohuang_hh_rr.spr	..\male\luotuohuang_hh_ra01.spr	..\male\luotuohuang_hh_ra02.spr	..\male\luotuohuang_hh_rm.spr	..\male\luotuohuang_hh_rb.spr	..\male\luotuohuang_hh_rd.spr	..\male\luotuohuang_hh_rs01.spr	..\male\luotuohuang_hh_rs01.spr
L¹c §µ Kh«ng B­íu																																																																		..\male\yangtuobai_hh_rs01.spr	..\male\yangtuobai_hh_rw.spr	..\male\yangtuobai_hh_rr.spr	..\male\yangtuobai_hh_ra01.spr	..\male\yangtuobai_hh_ra02.spr	..\male\yangtuobai_hh_rm.spr	..\male\yangtuobai_hh_rb.spr	..\male\yangtuobai_hh_rd.spr	..\male\yangtuobai_hh_rs01.spr	..\male\yangtuobai_hh_rs01.spr
L¹c §µ Kh«ng B­íu (§á)																																																																		..\male\yangtuohong_hh_rs01.spr	..\male\yangtuohong_hh_rw.spr	..\male\yangtuohong_hh_rr.spr	..\male\yangtuohong_hh_ra01.spr	..\male\yangtuohong_hh_ra02.spr	..\male\yangtuohong_hh_rm.spr	..\male\yangtuohong_hh_rb.spr	..\male\yangtuohong_hh_rd.spr	..\male\yangtuohong_hh_rs01.spr	..\male\yangtuohong_hh_rs01.spr
L¹c §µ Kh«ng B­íu (Lôc)																																																																		..\male\yangtuolv_hh_rs01.spr	..\male\yangtuolv_hh_rw.spr	..\male\yangtuolv_hh_rr.spr	..\male\yangtuolv_hh_ra01.spr	..\male\yangtuolv_hh_ra02.spr	..\male\yangtuolv_hh_rm.spr	..\male\yangtuolv_hh_rb.spr	..\male\yangtuolv_hh_rd.spr	..\male\yangtuolv_hh_rs01.spr	..\male\yangtuolv_hh_rs01.spr
B«n L«i																																																																		..\male\ma_038_hh_rs01.spr	..\male\ma_038_hh_rw.spr	..\male\ma_038_hh_rr.spr	..\male\ma_038_hh_ra01.spr	..\male\ma_038_hh_ra02.spr	..\male\ma_038_hh_rm.spr	..\male\ma_038_hh_rb.spr	..\male\ma_038_hh_rd.spr	..\male\ma_038_hh_rs01.spr	..\male\ma_038_hh_rs01.spr
Hång Long XÝch DiÖm																																																																		..\male\130huoyanma_hh_rs.spr	..\male\130huoyanma_hh_rw.spr	..\male\130huoyanma_hh_rr.spr	..\male\130huoyanma_hh_ra01.spr	..\male\130huoyanma_hh_ra02.spr	..\male\130huoyanma_hh_rm.spr	..\male\130huoyanma_hh_rb.spr	..\male\130huoyanma_hh_rd.spr	..\male\130huoyanma_hh_rs.spr	..\male\130huoyanma_hh_rs.spr
TuyÖt ThÕ TuyÕt Vò																																																																		..\male\jueshixueyu_hh_rs.spr	..\male\jueshixueyu_hh_rw.spr	..\male\jueshixueyu_hh_rr.spr	..\male\jueshixueyu_hh_ra01.spr	..\male\jueshixueyu_hh_ra02.spr	..\male\jueshixueyu_hh_rm.spr	..\male\jueshixueyu_hh_rb.spr	..\male\jueshixueyu_hh_rd.spr	..\male\jueshixueyu_hh_rs.spr	..\male\jueshixueyu_hh_rs.spr
Tóy NguyÖt-V« Tµ																																																																		..\male\gumu_01_hh_rs01.spr	..\male\gumu_01_hh_rw.spr	..\male\gumu_01_hh_rr.spr	..\male\gumu_01_hh_ra01.spr	..\male\gumu_01_hh_ra02.spr	..\male\gumu_01_hh_rm.spr	..\male\gumu_01_hh_rb.spr	..\male\gumu_01_hh_rd.spr	..\male\gumu_01_hh_rs01.spr	..\male\gumu_01_hh_rs01.spr
Tóy NguyÖt-Trôc Qu©n																																																																		..\male\gumu_02_hh_rs01.spr	..\male\gumu_02_hh_rw.spr	..\male\gumu_02_hh_rr.spr	..\male\gumu_02_hh_ra01.spr	..\male\gumu_02_hh_ra02.spr	..\male\gumu_02_hh_rm.spr	..\male\gumu_02_hh_rb.spr	..\male\gumu_02_hh_rd.spr	..\male\gumu_02_hh_rs01.spr	..\male\gumu_02_hh_rs01.spr
Thùc NhËt Cuång S­																																																																		..\male\horse_043_hh_rs01.spr	..\male\horse_043_hh_rw.spr	..\male\horse_043_hh_rr.spr	..\male\horse_043_hh_ra01.spr	..\male\horse_043_hh_ra02.spr	..\male\horse_043_hh_rm.spr	..\male\horse_043_hh_rb.spr	..\male\horse_043_hh_rd.spr	..\male\horse_043_hh_rs01.spr	..\male\horse_043_hh_rs01.spr
MËt Thµnh ThiÕt Kþ																																																																		..\male\horse_044_hh_rs01.spr	..\male\horse_044_hh_rw.spr	..\male\horse_044_hh_rr.spr	..\male\horse_044_hh_ra01.spr	..\male\horse_044_hh_ra02.spr	..\male\horse_044_hh_rm.spr	..\male\horse_044_hh_rb.spr	..\male\horse_044_hh_rd.spr	..\male\horse_044_hh_rs01.spr	..\male\horse_044_hh_rs01.spr
Ngäc Tiªu Dao																																																																		..\male\horse45_hh_rs.spr	..\male\horse45_hh_rw.spr	..\male\horse45_hh_rr.spr	..\male\horse45_hh_ra01.spr	..\male\horse45_hh_ra02.spr	..\male\horse45_hh_rm.spr	..\male\horse45_hh_rb.spr	..\male\horse45_hh_rd.spr	..\male\horse45_hh_rs.spr	..\male\horse45_hh_rs.spr
M¹ch Th­îng Phi S­¬ng																																																																		..\male\vipyang02_hh_rs01.spr	..\male\vipyang02_hh_rw.spr	..\male\vipyang02_hh_rr.spr	..\male\vipyang02_hh_ra01.spr	..\male\vipyang02_hh_ra02.spr	..\male\vipyang02_hh_rm.spr	..\male\vipyang02_hh_rb.spr	..\male\vipyang02_hh_rd.spr	..\male\vipyang02_hh_rs01.spr	..\male\vipyang02_hh_rs01.spr
TuyÕt Vò Thiªn H­¬ng																																																																		..\male\vipyaohu02_hh_rs01.spr	..\male\vipyaohu02_hh_rw.spr	..\male\vipyaohu02_hh_rr.spr	..\male\vipyaohu02_hh_ra01.spr	..\male\vipyaohu02_hh_ra02.spr	..\male\vipyaohu02_hh_rm.spr	..\male\vipyaohu02_hh_rb.spr	..\male\vipyaohu02_hh_rd.spr	..\male\vipyaohu02_hh_rs01.spr	..\male\vipyaohu02_hh_rs01.spr
MÞ Vò Thiªn H­¬ng																																																																		..\male\vipyaohu01_hh_rs01.spr	..\male\vipyaohu01_hh_rw.spr	..\male\vipyaohu01_hh_rr.spr	..\male\vipyaohu01_hh_ra01.spr	..\male\vipyaohu01_hh_ra02.spr	..\male\vipyaohu01_hh_rm.spr	..\male\vipyaohu01_hh_rb.spr	..\male\vipyaohu01_hh_rd.spr	..\male\vipyaohu01_hh_rs01.spr	..\male\vipyaohu01_hh_rs01.spr
DuDu Vui VÎ																																																																		..\male\maolv_hh_rs01.spr	..\male\maolv_hh_rw.spr	..\male\maolv_hh_rr.spr	..\male\maolv_hh_ra01.spr	..\male\maolv_hh_ra02.spr	..\male\maolv_hh_rm.spr	..\male\maolv_hh_rb.spr	..\male\maolv_hh_rd.spr	..\male\maolv_hh_rs01.spr	..\male\maolv_hh_rs01.spr
¤ng Thá																																																																		..\male\horse_tuzi_hh_rs01.spr	..\male\horse_tuzi_hh_rw.spr	..\male\horse_tuzi_hh_rr.spr	..\male\horse_tuzi_hh_ra01.spr	..\male\horse_tuzi_hh_ra02.spr	..\male\horse_tuzi_hh_rm.spr	..\male\horse_tuzi_hh_rb.spr	..\male\horse_tuzi_hh_rd.spr	..\male\horse_tuzi_hh_rs01.spr	..\male\horse_tuzi_hh_rs01.spr
Kim T­îng Th¸i §¹t																																																																		..\male\daxiang01_hh_rs01.spr	..\male\daxiang01_hh_rw.spr	..\male\daxiang01_hh_rr.spr	..\male\daxiang01_hh_ra01.spr	..\male\daxiang01_hh_ra02.spr	..\male\daxiang01_hh_rm.spr	..\male\daxiang01_hh_rb.spr	..\male\daxiang01_hh_rd.spr	..\male\daxiang01_hh_rs01.spr	..\male\daxiang01_hh_rs01.spr
Kinh HuyÒn SÊm																																																																		..\male\horse014_hh_rs.spr	..\male\horse014_hh_rw.spr	..\male\horse014_hh_rr.spr	..\male\horse014_hh_ra01.spr	..\male\horse014_hh_ra02.spr	..\male\horse014_hh_rm.spr	..\male\horse014_hh_rb.spr	..\male\horse014_hh_rd.spr	..\male\horse014_hh_rs.spr	..\male\horse014_hh_rs.spr
§éc Vò Thiªn H¹																																																																		..\male\QianLiMa_hh_rs01.spr	..\male\QianLiMa_hh_rw.spr	..\male\QianLiMa_hh_rr.spr	..\male\QianLiMa_hh_ra01.spr	..\male\QianLiMa_hh_ra02.spr	..\male\QianLiMa_hh_rm.spr	..\male\QianLiMa_hh_rb.spr	..\male\QianLiMa_hh_rd.spr	..\male\QianLiMa_hh_rs01.spr	..\male\QianLiMa_hh_rs01.spr
Ng¹o Ng« Hiªn Viªn																																																																		..\male\horse66_hh_rs01.spr	..\male\horse66_hh_rw.spr	..\male\horse66_hh_rr.spr	..\male\horse66_hh_ra01.spr	..\male\horse66_hh_ra02.spr	..\male\horse66_hh_rm.spr	..\male\horse66_hh_rb.spr	..\male\horse66_hh_rd.spr	..\male\horse66_hh_rs01.spr	..\male\horse66_hh_rs01.spr
Nô H«n H¾c ¸m																																																																		..\male\horse055_hh_rs.spr	..\male\horse055_hh_rw.spr	..\male\horse055_hh_rr.spr	..\male\horse055_hh_ra01.spr	..\male\horse055_hh_ra02.spr	..\male\horse055_hh_rm.spr	..\male\horse055_hh_rb.spr	..\male\horse055_hh_rd.spr	..\male\horse055_hh_rs.spr	..\male\horse055_hh_rs.spr
Ngän Löa ¸nh S¸ng																																																																		..\male\horse056_hh_rs.spr	..\male\horse056_hh_rw.spr	..\male\horse056_hh_rr.spr	..\male\horse056_hh_ra01.spr	..\male\horse056_hh_ra02.spr	..\male\horse056_hh_rm.spr	..\male\horse056_hh_rb.spr	..\male\horse056_hh_rd.spr	..\male\horse056_hh_rs.spr	..\male\horse056_hh_rs.spr
Viªm D­¬ng Long Tö																																																																		..\male\horse065_hh_rs01.spr	..\male\horse065_hh_rw.spr	..\male\horse065_hh_rr.spr	..\male\horse065_hh_ra01.spr	..\male\horse065_hh_ra02.spr	..\male\horse065_hh_rm.spr	..\male\horse065_hh_rb.spr	..\male\horse065_hh_rd.spr	..\male\horse065_hh_rs01.spr	..\male\horse065_hh_rs01.spr
L¹c Th¸i Li VÉn																																																																		..\male\qilin_hh_rs01.spr	..\male\qilin_hh_rw.spr	..\male\qilin_hh_rr.spr	..\male\qilin_hh_ra01.spr	..\male\qilin_hh_ra02.spr	..\male\qilin_hh_rm.spr	..\male\qilin_hh_rb.spr	..\male\qilin_hh_rd.spr	..\male\qilin_hh_rs01.spr	..\male\qilin_hh_rs01.spr
T¸i Th¸i TuÕ																																																																		..\male\horse64_hh_rs01.spr	..\male\horse64_hh_rw.spr	..\male\horse64_hh_rr.spr	..\male\horse64_hh_ra01.spr	..\male\horse64_hh_ra02.spr	..\male\horse64_hh_rm.spr	..\male\horse64_hh_rb.spr	..\male\horse64_hh_rd.spr	..\male\horse64_hh_rs01.spr	..\male\horse64_hh_rs01.spr
Ngùa 105																																																																		..\male\horse070_hh_rs01.spr	..\male\horse070_hh_rw.spr	..\male\horse070_hh_rr.spr	..\male\horse070_hh_ra01.spr	..\male\horse070_hh_ra02.spr	..\male\horse070_hh_rm.spr	..\male\horse070_hh_rb.spr	..\male\horse070_hh_rd.spr	..\male\horse070_hh_rs01.spr	..\male\horse070_hh_rs01.spr
Ngùa 106																																																																		..\male\horse72_hh_rs01.spr	..\male\horse72_hh_rw.spr	..\male\horse72_hh_rr.spr	..\male\horse72_hh_ra01.spr	..\male\horse72_hh_ra02.spr	..\male\horse72_hh_rm.spr	..\male\horse72_hh_rb.spr	..\male\horse72_hh_rd.spr	..\male\horse72_hh_rs01.spr	..\male\horse72_hh_rs01.spr
Ngùa 107																																																																		..\male\horse73_hh_rs01.spr	..\male\horse73_hh_rw.spr	..\male\horse73_hh_rr.spr	..\male\horse73_hh_ra01.spr	..\male\horse73_hh_ra02.spr	..\male\horse73_hh_rm.spr	..\male\horse73_hh_rb.spr	..\male\horse73_hh_rd.spr	..\male\horse73_hh_rs01.spr	..\male\horse73_hh_rs01.spr
Ngùa 108																																																																		..\male\horse074_hh_rs01.spr	..\male\horse074_hh_rw.spr	..\male\horse074_hh_rr.spr	..\male\horse074_hh_ra01.spr	..\male\horse074_hh_ra02.spr	..\male\horse074_hh_rm.spr	..\male\horse074_hh_rb.spr	..\male\horse074_hh_rd.spr	..\male\horse074_hh_rs01.spr	..\male\horse074_hh_rs01.spr
Ngùa 109																																																																		..\male\horse075_hh_rs01.spr	..\male\horse075_hh_rw.spr	..\male\horse075_hh_rr.spr	..\male\horse075_hh_ra01.spr	..\male\horse075_hh_ra02.spr	..\male\horse075_hh_rm.spr	..\male\horse075_hh_rb.spr	..\male\horse075_hh_rd.spr	..\male\horse075_hh_rs01.spr	..\male\horse075_hh_rs01.spr
Ngùa 110																																																																		..\male\horse076_hh_rs01.spr	..\male\horse076_hh_rw.spr	..\male\horse076_hh_rr.spr	..\male\horse076_hh_ra01.spr	..\male\horse076_hh_ra02.spr	..\male\horse076_hh_rm.spr	..\male\horse076_hh_rb.spr	..\male\horse076_hh_rd.spr	..\male\horse076_hh_rs01.spr	..\male\horse076_hh_rs01.spr
Ngùa 111																																																																		..\male\vipyang01_hh_rs01.spr	..\male\vipyang01_hh_rw.spr	..\male\vipyang01_hh_rr.spr	..\male\vipyang01_hh_ra01.spr	..\male\vipyang01_hh_ra02.spr	..\male\vipyang01_hh_rm.spr	..\male\vipyang01_hh_rb.spr	..\male\vipyang01_hh_rd.spr	..\male\vipyang01_hh_rs01.spr	..\male\vipyang01_hh_rs01.spr
Ngùa 112																																																																		..\male\vipyaohu03_hh_rs01.spr	..\male\vipyaohu03_hh_rw.spr	..\male\vipyaohu03_hh_rr.spr	..\male\vipyaohu03_hh_ra01.spr	..\male\vipyaohu03_hh_ra02.spr	..\male\vipyaohu03_hh_rm.spr	..\male\vipyaohu03_hh_rb.spr	..\male\vipyaohu03_hh_rd.spr	..\male\vipyaohu03_hh_rs01.spr	..\male\vipyaohu03_hh_rs01.spr
Ngùa 113																																																																		..\male\horse077_hh_rs01.spr	..\male\horse077_hh_rw.spr	..\male\horse077_hh_rr.spr	..\male\horse077_hh_ra01.spr	..\male\horse077_hh_ra02.spr	..\male\horse077_hh_rm.spr	..\male\horse077_hh_rb.spr	..\male\horse077_hh_rd.spr	..\male\horse077_hh_rs01.spr	..\male\horse077_hh_rs01.spr
Ngùa 114																																																																		..\male\horse078_hh_rs01.spr	..\male\horse078_hh_rw.spr	..\male\horse078_hh_rr.spr	..\male\horse078_hh_ra01.spr	..\male\horse078_hh_ra02.spr	..\male\horse078_hh_rm.spr	..\male\horse078_hh_rb.spr	..\male\horse078_hh_rd.spr	..\male\horse078_hh_rs01.spr	..\male\horse078_hh_rs01.spr
Ngùa 115																																																																		..\male\horse079_hh_rs01.spr	..\male\horse079_hh_rw.spr	..\male\horse079_hh_rr.spr	..\male\horse079_hh_ra01.spr	..\male\horse079_hh_ra02.spr	..\male\horse079_hh_rm.spr	..\male\horse079_hh_rb.spr	..\male\horse079_hh_rd.spr	..\male\horse079_hh_rs01.spr	..\male\horse079_hh_rs01.spr
Ngùa 116																																																																		..\male\horse080_hh_rs01.spr	..\male\horse080_hh_rw.spr	..\male\horse080_hh_rr.spr	..\male\horse080_hh_ra01.spr	..\male\horse080_hh_ra02.spr	..\male\horse080_hh_rm.spr	..\male\horse080_hh_rb.spr	..\male\horse080_hh_rd.spr	..\male\horse080_hh_rs01.spr	..\male\horse080_hh_rs01.spr
Ngùa 117																																																																		..\male\horse081_hh_rs01.spr	..\male\horse081_hh_rw.spr	..\male\horse081_hh_rr.spr	..\male\horse081_hh_ra01.spr	..\male\horse081_hh_ra02.spr	..\male\horse081_hh_rm.spr	..\male\horse081_hh_rb.spr	..\male\horse081_hh_rd.spr	..\male\horse081_hh_rs01.spr	..\male\horse081_hh_rs01.spr
Ngùa 118																																																																		..\male\horse082_hh_rs01.spr	..\male\horse082_hh_rw.spr	..\male\horse082_hh_rr.spr	..\male\horse082_hh_ra01.spr	..\male\horse082_hh_ra02.spr	..\male\horse082_hh_rm.spr	..\male\horse082_hh_rb.spr	..\male\horse082_hh_rd.spr	..\male\horse082_hh_rs01.spr	..\male\horse082_hh_rs01.spr
Ngùa 119																																																																		..\male\horse083_hh_rs01.spr	..\male\horse083_hh_rw.spr	..\male\horse083_hh_rr.spr	..\male\horse083_hh_ra01.spr	..\male\horse083_hh_ra02.spr	..\male\horse083_hh_rm.spr	..\male\horse083_hh_rb.spr	..\male\horse083_hh_rd.spr	..\male\horse083_hh_rs01.spr	..\male\horse083_hh_rs01.spr
Ngùa 120																																																																		..\male\horse084_hh_rs01.spr	..\male\horse084_hh_rw.spr	..\male\horse084_hh_rr.spr	..\male\horse084_hh_ra01.spr	..\male\horse084_hh_ra02.spr	..\male\horse084_hh_rm.spr	..\male\horse084_hh_rb.spr	..\male\horse084_hh_rd.spr	..\male\horse084_hh_rs01.spr	..\male\horse084_hh_rs01.spr
Ngùa 121																																																																		..\male\horse085_hh_rs01.spr	..\male\horse085_hh_rw.spr	..\male\horse085_hh_rr.spr	..\male\horse085_hh_ra01.spr	..\male\horse085_hh_ra02.spr	..\male\horse085_hh_rm.spr	..\male\horse085_hh_rb.spr	..\male\horse085_hh_rd.spr	..\male\horse085_hh_rs01.spr	..\male\horse085_hh_rs01.spr
Ngùa 122																																																																		..\male\horse086_hh_rs01.spr	..\male\horse086_hh_rw.spr	..\male\horse086_hh_rr.spr	..\male\horse086_hh_ra01.spr	..\male\horse086_hh_ra02.spr	..\male\horse086_hh_rm.spr	..\male\horse086_hh_rb.spr	..\male\horse086_hh_rd.spr	..\male\horse086_hh_rs01.spr	..\male\horse086_hh_rs01.spr
Ngùa 123																																																																		..\male\horse087_hh_rs01.spr	..\male\horse087_hh_rw.spr	..\male\horse087_hh_rr.spr	..\male\horse087_hh_ra01.spr	..\male\horse087_hh_ra02.spr	..\male\horse087_hh_rm.spr	..\male\horse087_hh_rb.spr	..\male\horse087_hh_rd.spr	..\male\horse087_hh_rs01.spr	..\male\horse087_hh_rs01.spr
Ngùa 124																																																																		..\male\horse_107_hh_rs.spr	..\male\horse_107_hh_rw.spr	..\male\horse_107_hh_rr.spr	..\male\horse_107_hh_ra01.spr	..\male\horse_107_hh_ra02.spr	..\male\horse_107_hh_rm.spr	..\male\horse_107_hh_rb.spr	..\male\horse_107_hh_rd.spr	..\male\horse_107_hh_rs.spr	..\male\horse_107_hh_rs.spr
Ngùa 125																																																																		..\male\horse_108_hh_rs.spr	..\male\horse_108_hh_rw.spr	..\male\horse_108_hh_rr.spr	..\male\horse_108_hh_ra01.spr	..\male\horse_108_hh_ra02.spr	..\male\horse_108_hh_rm.spr	..\male\horse_108_hh_rb.spr	..\male\horse_108_hh_rd.spr	..\male\horse_108_hh_rs.spr	..\male\horse_108_hh_rs.spr
Ngùa 126																																																																		..\male\horse_109_hh_rs.spr	..\male\horse_109_hh_rw.spr	..\male\horse_109_hh_rr.spr	..\male\horse_109_hh_ra01.spr	..\male\horse_109_hh_ra02.spr	..\male\horse_109_hh_rm.spr	..\male\horse_109_hh_rb.spr	..\male\horse_109_hh_rd.spr	..\male\horse_109_hh_rs.spr	..\male\horse_109_hh_rs.spr
Ngùa 127																																																																		..\male\horse_110_hh_rs.spr	..\male\horse_110_hh_rw.spr	..\male\horse_110_hh_rr.spr	..\male\horse_110_hh_ra01.spr	..\male\horse_110_hh_ra02.spr	..\male\horse_110_hh_rm.spr	..\male\horse_110_hh_rb.spr	..\male\horse_110_hh_rd.spr	..\male\horse_110_hh_rs.spr	..\male\horse_110_hh_rs.spr
Ngùa 128																																																																		..\male\horse1091_hh_rs01.spr	..\male\horse1091_hh_rw.spr	..\male\horse1091_hh_rr.spr	..\male\horse1091_hh_ra01.spr	..\male\horse1091_hh_ra02.spr	..\male\horse1091_hh_rm.spr	..\male\horse1091_hh_rb.spr	..\male\horse1091_hh_rd.spr	..\male\horse1091_hh_rs01.spr	..\male\horse1091_hh_rs01.spr
