Ð§¹û	ÊÇ·ñÇ°×º	ÎåÐÐÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷
ÐÂµÖÏûÉËº¦25_30£¨5¼¶£©				237	25	30	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦30_35£¨6¼¶£©				237	30	35	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦35_40£¨7¼¶£©				237	35	40	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦40_45£¨8¼¶£©				237	40	45	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦45_50£¨9¼¶£©				237	45	50	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦50_55£¨10¼¶£©				237	50	55	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦55_60£¨11¼¶£©				237	55	60	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦60_65£¨12¼¶£©				237	60	65	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦65_70£¨13¼¶£©				237	65	70	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦70_75£¨14¼¶£©				237	70	75	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦75_80£¨15¼¶£©				237	75	80	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦80_85£¨16¼¶£©				237	80	85	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦85_90£¨17¼¶£©				237	85	90	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦90_95£¨18¼¶£©				237	90	95	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦95_100£¨19¼¶£©				237	95	100	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦100_105£¨20¼¶£©				237	100	105	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ13£¨1¼¶£©				239	1	13	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ21£¨2¼¶£©				239	13	21	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ29£¨3¼¶£©				239	21	29	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ39£¨4¼¶£©				239	29	39	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ51£¨5¼¶£©				239	39	51	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ64£¨6¼¶£©				239	51	64	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ81£¨7¼¶£©				239	64	81	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ101£¨8¼¶£©				239	81	101	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ126£¨9¼¶£©				239	101	126	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ158£¨10¼¶£©				239	126	158	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ201£¨11¼¶£©				239	158	201	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ261£¨12¼¶£©				239	201	261	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨13¼¶£©				239	261	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨14¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨15¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨16¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨17¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨18¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨19¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ351£¨20¼¶£©				239	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ13£¨1¼¶£©				240	1	13	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ21£¨2¼¶£©				240	13	21	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ29£¨3¼¶£©				240	21	29	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ39£¨4¼¶£©				240	29	39	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ51£¨5¼¶£©				240	39	51	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ64£¨6¼¶£©				240	51	64	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ81£¨7¼¶£©				240	64	81	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ101£¨8¼¶£©				240	81	101	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ126£¨9¼¶£©				240	101	126	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ158£¨10¼¶£©				240	126	158	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ201£¨11¼¶£©				240	158	201	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ261£¨12¼¶£©				240	201	261	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨13¼¶£©				240	261	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨14¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨15¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨16¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨17¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨18¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨19¼¶£©				240	351	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ351£¨20¼¶£©				240	351	351	-1	-1	0	0	0
Ô­ÆÕµãÊý(1¼¶)				121	1	1	-1	-1	0	0	0
Ô­ÆÕµãÊý(2¼¶)				121	5	5	-1	-1	0	0	0
Ô­ÆÕµãÊý(3¼¶)				121	10	20	-1	-1	0	0	0
Ô­ÆÕµãÊý(4¼¶)				121	20	30	-1	-1	0	0	0
Ô­ÆÕµãÊý(5¼¶)				121	30	40	-1	-1	0	0	0
Ô­ÆÕµãÊý(6¼¶)				121	40	50	-1	-1	0	0	0
Ô­ÆÕµãÊý(7¼¶)				121	50	60	-1	-1	0	0	0
Ô­ÆÕµãÊý(8¼¶)				121	60	65	-1	-1	0	0	0
Ô­ÆÕµãÊý(9¼¶)				121	75	85	-1	-1	0	0	0
Ô­ÆÕµãÊý(10¼¶)				121	85	90	-1	-1	0	0	0
Ô­ÆÕµãÊý(11¼¶)				121	90	100	-1	-1	0	0	0
Ô­ÆÕµãÊý(12¼¶)				121	100	110	-1	-1	0	0	0
Ô­ÆÕµãÊý(13¼¶)				121	110	120	-1	-1	0	0	0
Ô­ÆÕµãÊý(14¼¶)				121	120	130	-1	-1	0	0	0
Ô­ÆÕµãÊý(15¼¶)				121	130	140	-1	-1	0	0	0
Ô­ÆÕµãÊý(16¼¶)				121	140	150	-1	-1	0	0	0
Ô­ÆÕµãÊý(17¼¶)				121	150	160	-1	-1	0	0	0
Ô­ÆÕµãÊý(18¼¶)				121	160	170	-1	-1	0	0	0
Ô­ÆÕµãÊý(19¼¶)				121	170	180	-1	-1	0	0	0
Ô­ÆÕµãÊý(20¼¶)				121	180	190	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨1¼¶£©				172	40	80	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨2¼¶£©				172	80	120	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨3¼¶£©				172	120	160	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨4¼¶£©				172	160	200	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨5¼¶£©				172	200	240	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨6¼¶£©				172	240	280	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨7¼¶£©				172	280	320	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨8¼¶£©				172	320	360	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨9¼¶£©				172	360	400	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨10¼¶£©				172	400	440	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨11¼¶£©				172	440	480	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨12¼¶£©				172	480	520	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨13¼¶£©				172	520	560	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨14¼¶£©				172	560	600	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨15¼¶£©				172	600	640	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨16¼¶£©				172	640	680	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨17¼¶£©				172	680	720	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨18¼¶£©				172	720	760	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨19¼¶£©				172	760	800	-1	-1	0	0	0
Ô­ÄÚ¶¾µãÉË£¨20¼¶£©				172	800	840	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨1¼¶£©				169	300	400	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨2¼¶£©				169	400	500	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨3¼¶£©				169	500	600	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨4¼¶£©				169	600	700	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨5¼¶£©				169	700	800	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨6¼¶£©				169	800	900	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨7¼¶£©				169	900	1000	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨8¼¶£©				169	1000	1100	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨9¼¶£©				169	1100	1200	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨10¼¶£©				169	1200	1300	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨11¼¶£©				169	1300	1400	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨12¼¶£©				169	1400	1500	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨13¼¶£©				169	1500	1600	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨14¼¶£©				169	1600	1700	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨15¼¶£©				169	1700	1800	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨16¼¶£©				169	1800	1900	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨17¼¶£©				169	1900	2000	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨18¼¶£©				169	2000	2100	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨19¼¶£©				169	2100	2200	-1	-1	0	0	0
Ô­ÄÚ±ùµãÉË£¨20¼¶£©				169	2200	2300	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨1¼¶£©				170	300	400	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨2¼¶£©				170	400	500	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨3¼¶£©				170	500	600	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨4¼¶£©				170	600	700	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨5¼¶£©				170	700	800	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨6¼¶£©				170	800	900	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨7¼¶£©				170	900	1000	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨8¼¶£©				170	1000	1100	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨9¼¶£©				170	1100	1200	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨10¼¶£©				170	1200	1300	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨11¼¶£©				170	1300	1400	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨12¼¶£©				170	1400	1500	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨13¼¶£©				170	1500	1600	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨14¼¶£©				170	1600	1700	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨15¼¶£©				170	1700	1800	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨16¼¶£©				170	1800	1900	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨17¼¶£©				170	1900	2000	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨18¼¶£©				170	2000	2100	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨19¼¶£©				170	2100	2200	-1	-1	0	0	0
Ô­ÄÚ»ðµãÉË£¨20¼¶£©				170	2200	2300	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨1¼¶£©				171	300	400	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨2¼¶£©				171	400	500	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨3¼¶£©				171	500	600	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨4¼¶£©				171	600	700	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨5¼¶£©				171	700	800	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨6¼¶£©				171	800	900	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨7¼¶£©				171	900	1000	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨8¼¶£©				171	1000	1100	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨9¼¶£©				171	1100	1200	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨10¼¶£©				171	1200	1300	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨11¼¶£©				171	1300	1400	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨12¼¶£©				171	1400	1500	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨13¼¶£©				171	1500	1600	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨14¼¶£©				171	1600	1700	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨15¼¶£©				171	1700	1800	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨16¼¶£©				171	1800	1900	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨17¼¶£©				171	1900	2000	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨18¼¶£©				171	2000	2100	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨19¼¶£©				171	2100	2200	-1	-1	0	0	0
Ô­ÄÚµçµãÉË£¨20¼¶£©				171	2200	2300	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨1¼¶£©				108	10	10	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨2¼¶£©				108	10	10	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨3¼¶£©				108	10	10	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨4¼¶£©				108	10	20	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨5¼¶£©				108	20	30	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨6¼¶£©				108	30	40	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨7¼¶£©				108	40	50	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨8¼¶£©				108	50	60	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨9¼¶£©				108	60	70	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨10¼¶£©				108	70	80	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨11¼¶£©				108	75	85	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨12¼¶£©				108	90	100	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨13¼¶£©				108	100	110	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨14¼¶£©				108	110	120	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨15¼¶£©				108	120	130	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨16¼¶£©				108	130	140	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨17¼¶£©				108	140	150	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨18¼¶£©				108	150	160	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨19¼¶£©				108	160	170	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨20¼¶£©				108	170	180	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨1¼¶£©				110	10	10	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨2¼¶£©				110	10	10	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨3¼¶£©				110	10	10	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨4¼¶£©				110	10	20	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨5¼¶£©				110	20	30	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨6¼¶£©				110	30	40	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨7¼¶£©				110	40	50	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨8¼¶£©				110	50	60	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨9¼¶£©				110	60	70	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨10¼¶£©				110	70	80	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨11¼¶£©				110	75	85	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨12¼¶£©				110	90	100	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨13¼¶£©				110	100	110	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨14¼¶£©				110	110	120	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨15¼¶£©				110	120	130	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨16¼¶£©				110	130	140	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨17¼¶£©				110	140	150	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨18¼¶£©				110	150	160	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨19¼¶£©				110	160	170	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨20¼¶£©				110	170	180	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨1¼¶£©				106	10	10	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨2¼¶£©				106	10	10	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨3¼¶£©				106	10	10	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨4¼¶£©				106	10	20	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨5¼¶£©				106	20	30	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨6¼¶£©				106	30	40	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨7¼¶£©				106	40	50	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨8¼¶£©				106	50	60	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨9¼¶£©				106	60	70	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨10¼¶£©				106	70	80	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨11¼¶£©				106	75	85	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨12¼¶£©				106	90	100	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨13¼¶£©				106	100	110	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨14¼¶£©				106	110	120	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨15¼¶£©				106	120	130	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨16¼¶£©				106	130	140	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨17¼¶£©				106	140	150	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨18¼¶£©				106	150	160	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨19¼¶£©				106	160	170	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨20¼¶£©				106	170	180	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨1¼¶£©				245	1	9	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨2¼¶£©				245	9	17	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨3¼¶£©				245	17	26	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨4¼¶£©				245	26	34	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨5¼¶£©				245	34	42	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨6¼¶£©				245	42	51	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨7¼¶£©				245	51	59	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨8¼¶£©				245	59	67	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨9¼¶£©				245	67	76	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨10¼¶£©				245	76	84	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨11¼¶£©				245	84	92	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨12¼¶£©				245	92	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨13¼¶£©				245	100	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨14¼¶£©				245	100	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨15¼¶£©				245	100	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨16¼¶£©				245	100	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨17¼¶£©				245	100	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨18¼¶£©				245	100	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨19¼¶£©				245	100	100	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´£¨20¼¶£©				245	100	100	-1	-1	0	0	0
Ô­ÅÜËÙ£¨1¼¶£©				111	25	30	-1	-1	0	0	0
Ô­ÅÜËÙ£¨2¼¶£©				111	30	35	-1	-1	0	0	0
Ô­ÅÜËÙ£¨3¼¶£©				111	35	40	-1	-1	0	0	0
Ô­ÅÜËÙ£¨4¼¶£©				111	40	45	-1	-1	0	0	0
Ô­ÅÜËÙ£¨5¼¶£©				111	45	50	-1	-1	0	0	0
Ô­ÅÜËÙ£¨6¼¶£©				111	50	55	-1	-1	0	0	0
Ô­ÅÜËÙ£¨7¼¶£©				111	55	60	-1	-1	0	0	0
Ô­ÅÜËÙ£¨8¼¶£©				111	60	65	-1	-1	0	0	0
Ô­ÅÜËÙ£¨9¼¶£©				111	65	70	-1	-1	0	0	0
Ô­ÅÜËÙ£¨10¼¶£©				111	70	75	-1	-1	0	0	0
Ô­ÅÜËÙ£¨11¼¶£©				111	75	80	-1	-1	0	0	0
Ô­ÅÜËÙ£¨12¼¶£©				111	80	85	-1	-1	0	0	0
Ô­ÅÜËÙ£¨13¼¶£©				111	85	90	-1	-1	0	0	0
Ô­ÅÜËÙ£¨14¼¶£©				111	90	95	-1	-1	0	0	0
Ô­ÅÜËÙ£¨15¼¶£©				111	95	100	-1	-1	0	0	0
Ô­ÅÜËÙ£¨16¼¶£©				111	100	105	-1	-1	0	0	0
Ô­ÅÜËÙ£¨17¼¶£©				111	105	110	-1	-1	0	0	0
Ô­ÅÜËÙ£¨18¼¶£©				111	110	115	-1	-1	0	0	0
Ô­ÅÜËÙ£¨19¼¶£©				111	115	120	-1	-1	0	0	0
Ô­ÅÜËÙ£¨20¼¶£©				111	120	125	-1	-1	0	0	0
Ô­ÖØ»÷£¨1¼¶£©				227	1	1	-1	-1	0	0	0
Ô­ÖØ»÷£¨2¼¶£©				227	1	1	-1	-1	0	0	0
Ô­ÖØ»÷£¨3¼¶£©				227	1	1	-1	-1	0	0	0
Ô­ÖØ»÷£¨4¼¶£©				227	1	1	-1	-1	0	0	0
Ô­ÖØ»÷£¨5¼¶£©				227	1	1	-1	-1	0	0	0
Ô­ÖØ»÷£¨6¼¶£©				227	1	2	-1	-1	0	0	0
Ô­ÖØ»÷£¨7¼¶£©				227	2	2	-1	-1	0	0	0
Ô­ÖØ»÷£¨8¼¶£©				227	2	3	-1	-1	0	0	0
Ô­ÖØ»÷£¨9¼¶£©				227	3	3	-1	-1	0	0	0
Ô­ÖØ»÷£¨10¼¶£©				227	3	4	-1	-1	0	0	0
Ô­ÖØ»÷£¨11¼¶£©				227	4	4	-1	-1	0	0	0
Ô­ÖØ»÷£¨12¼¶£©				227	4	5	-1	-1	0	0	0
Ô­ÖØ»÷£¨13¼¶£©				227	5	5	-1	-1	0	0	0
Ô­ÖØ»÷£¨14¼¶£©				227	5	6	-1	-1	0	0	0
Ô­ÖØ»÷£¨15¼¶£©				227	6	6	-1	-1	0	0	0
Ô­ÖØ»÷£¨16¼¶£©				227	6	7	-1	-1	0	0	0
Ô­ÖØ»÷£¨17¼¶£©				227	7	7	-1	-1	0	0	0
Ô­ÖØ»÷£¨18¼¶£©				227	7	8	-1	-1	0	0	0
Ô­ÖØ»÷£¨19¼¶£©				227	8	8	-1	-1	0	0	0
Ô­ÖØ»÷£¨20¼¶£©				227	8	9	-1	-1	0	0	0
Ô­¸ñµ²£¨1¼¶£©				226	1	1	-1	-1	0	0	0
Ô­¸ñµ²£¨2¼¶£©				226	1	1	-1	-1	0	0	0
Ô­¸ñµ²£¨3¼¶£©				226	1	1	-1	-1	0	0	0
Ô­¸ñµ²£¨4¼¶£©				226	1	1	-1	-1	0	0	0
Ô­¸ñµ²£¨5¼¶£©				226	1	1	-1	-1	0	0	0
Ô­¸ñµ²£¨6¼¶£©				226	1	2	-1	-1	0	0	0
Ô­¸ñµ²£¨7¼¶£©				226	2	2	-1	-1	0	0	0
