PlatinaItem	Level	SkillNo	ActiveRate	Rate1	MagicIdx1	Rate2	MagicIdx2	Rate3	MagicIdx3	Comment
24	5	1	100	95	4	5	5	0	6	[Thiªn Tø] KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa
24	6	1	100	50	4	50	5	0	6	[Thiªn Tø] KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa
24	7	1	100	0	4	100	5	0	6	[Thiªn Tø] KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa
24	8	1	100	0	4	50	5	50	6	[Thiªn Tø] KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa
24	9	1	100	0	4	0	5	100	6	[Thiªn Tø] KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa
24	5	2	100	3	92	0	93	0	94	[Thiªn Tø] KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa
24	6	2	100	95	92	5	93	0	94	[Thiªn Tø] KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa
24	7	2	100	0	92	100	93	0	94	[Thiªn Tø] KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa
24	8	2	100	0	92	100	93	0	94	[Thiªn Tø] KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa
24	9	2	100	0	92	0	93	100	94	[Thiªn Tø] KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa
25	5	1	100	95	23	5	24	0	25	[Thiªn Tø] Ngù Long L­îng Ng©n B¶o §ao
25	6	1	100	50	23	50	24	0	25	[Thiªn Tø] Ngù Long L­îng Ng©n B¶o §ao
25	7	1	100	0	23	100	24	0	25	[Thiªn Tø] Ngù Long L­îng Ng©n B¶o §ao
25	8	1	100	0	23	50	24	50	25	[Thiªn Tø] Ngù Long L­îng Ng©n B¶o §ao
25	9	1	100	0	23	0	24	100	25	[Thiªn Tø] Ngù Long L­îng Ng©n B¶o §ao
25	5	2	100	3	20	0	21	0	22	[Thiªn Tø] Ngù Long L­îng Ng©n B¶o §ao
25	6	2	100	95	20	5	21	0	22	[Thiªn Tø] Ngù Long L­îng Ng©n B¶o §ao
25	7	2	100	0	20	100	21	0	22	[Thiªn Tø] Ngù Long L­îng Ng©n B¶o §ao
25	8	2	100	0	20	100	21	0	22	[Thiªn Tø] Ngù Long L­îng Ng©n B¶o §ao
25	9	2	100	0	20	0	21	100	22	[Thiªn Tø] Ngù Long L­îng Ng©n B¶o §ao
26	5	1	100	95	1	5	2	0	3	[Thiªn Tø] Ngù Long ChiÕn ThÇn Phi Qu¸i Gi¸p
26	6	1	100	50	1	50	2	0	3	[Thiªn Tø] Ngù Long ChiÕn ThÇn Phi Qu¸i Gi¸p
26	7	1	100	0	1	100	2	0	3	[Thiªn Tø] Ngù Long ChiÕn ThÇn Phi Qu¸i Gi¸p
26	8	1	100	0	1	50	2	50	3	[Thiªn Tø] Ngù Long ChiÕn ThÇn Phi Qu¸i Gi¸p
26	9	1	100	0	1	0	2	100	3	[Thiªn Tø] Ngù Long ChiÕn ThÇn Phi Qu¸i Gi¸p
26	5	2	100	3	191	0	192	0	193	[Thiªn Tø] Ngù Long ChiÕn ThÇn Phi Qu¸i Gi¸p
26	6	2	100	95	191	5	192	0	193	[Thiªn Tø] Ngù Long ChiÕn ThÇn Phi Qu¸i Gi¸p
26	7	2	100	0	191	100	192	0	193	[Thiªn Tø] Ngù Long ChiÕn ThÇn Phi Qu¸i Gi¸p
26	8	2	100	0	191	100	192	0	193	[Thiªn Tø] Ngù Long ChiÕn ThÇn Phi Qu¸i Gi¸p
26	9	2	100	0	191	0	192	100	193	[Thiªn Tø] Ngù Long ChiÕn ThÇn Phi Qu¸i Gi¸p
27	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Ngù Long Thiªn M«n Thóc Yªu Hoµn
27	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Ngù Long Thiªn M«n Thóc Yªu Hoµn
27	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Ngù Long Thiªn M«n Thóc Yªu Hoµn
27	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Ngù Long Thiªn M«n Thóc Yªu Hoµn
27	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Ngù Long Thiªn M«n Thóc Yªu Hoµn
27	5	2	100	3	95	0	96	0	97	[Thiªn Tø] Ngù Long Thiªn M«n Thóc Yªu Hoµn
27	6	2	100	95	95	5	96	0	97	[Thiªn Tø] Ngù Long Thiªn M«n Thóc Yªu Hoµn
27	7	2	100	0	95	100	96	0	97	[Thiªn Tø] Ngù Long Thiªn M«n Thóc Yªu Hoµn
27	8	2	100	0	95	100	96	0	97	[Thiªn Tø] Ngù Long Thiªn M«n Thóc Yªu Hoµn
27	9	2	100	0	95	0	96	100	97	[Thiªn Tø] Ngù Long Thiªn M«n Thóc Yªu Hoµn
28	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Ngù Long TÊn Phong Hé YÓn
28	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Ngù Long TÊn Phong Hé YÓn
28	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Ngù Long TÊn Phong Hé YÓn
28	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Ngù Long TÊn Phong Hé YÓn
28	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Ngù Long TÊn Phong Hé YÓn
28	5	2	100	3	95	0	96	0	97	[Thiªn Tø] Ngù Long TÊn Phong Hé YÓn
28	6	2	100	95	95	5	96	0	97	[Thiªn Tø] Ngù Long TÊn Phong Hé YÓn
28	7	2	100	0	95	100	96	0	97	[Thiªn Tø] Ngù Long TÊn Phong Hé YÓn
28	8	2	100	0	95	100	96	0	97	[Thiªn Tø] Ngù Long TÊn Phong Hé YÓn
28	9	2	100	0	95	0	96	100	97	[Thiªn Tø] Ngù Long TÊn Phong Hé YÓn
29	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Ngù Long TuyÖt MÖnh ChØ Hoµn
29	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Ngù Long TuyÖt MÖnh ChØ Hoµn
29	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Ngù Long TuyÖt MÖnh ChØ Hoµn
29	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Ngù Long TuyÖt MÖnh ChØ Hoµn
29	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Ngù Long TuyÖt MÖnh ChØ Hoµn
29	5	2	100	3	194	0	195	0	196	[Thiªn Tø] Ngù Long TuyÖt MÖnh ChØ Hoµn
29	6	2	100	95	194	5	195	0	196	[Thiªn Tø] Ngù Long TuyÖt MÖnh ChØ Hoµn
29	7	2	100	0	194	100	195	0	196	[Thiªn Tø] Ngù Long TuyÖt MÖnh ChØ Hoµn
29	8	2	100	0	194	100	195	0	196	[Thiªn Tø] Ngù Long TuyÖt MÖnh ChØ Hoµn
29	9	2	100	0	194	0	195	100	196	[Thiªn Tø] Ngù Long TuyÖt MÖnh ChØ Hoµn
30	5	1	100	95	23	5	24	0	25	[Thiªn Tø] V« Gian û Thiªn KiÕm
30	6	1	100	50	23	50	24	0	25	[Thiªn Tø] V« Gian û Thiªn KiÕm
30	7	1	100	0	23	100	24	0	25	[Thiªn Tø] V« Gian û Thiªn KiÕm
30	8	1	100	0	23	50	24	50	25	[Thiªn Tø] V« Gian û Thiªn KiÕm
30	9	1	100	0	23	0	24	100	25	[Thiªn Tø] V« Gian û Thiªn KiÕm
30	5	2	100	3	20	0	21	0	22	[Thiªn Tø] V« Gian û Thiªn KiÕm
30	6	2	100	95	20	5	21	0	22	[Thiªn Tø] V« Gian û Thiªn KiÕm
30	7	2	100	0	20	100	21	0	22	[Thiªn Tø] V« Gian û Thiªn KiÕm
30	8	2	100	0	20	100	21	0	22	[Thiªn Tø] V« Gian û Thiªn KiÕm
30	9	2	100	0	20	0	21	100	22	[Thiªn Tø] V« Gian û Thiªn KiÕm
31	5	1	100	95	4	5	5	0	6	[Thiªn Tø] V« Gian Thanh Phong NhuyÔn Lý
31	6	1	100	50	4	50	5	0	6	[Thiªn Tø] V« Gian Thanh Phong NhuyÔn Lý
31	7	1	100	0	4	100	5	0	6	[Thiªn Tø] V« Gian Thanh Phong NhuyÔn Lý
31	8	1	100	0	4	50	5	50	6	[Thiªn Tø] V« Gian Thanh Phong NhuyÔn Lý
31	9	1	100	0	4	0	5	100	6	[Thiªn Tø] V« Gian Thanh Phong NhuyÔn Lý
31	5	2	100	3	71	0	72	0	73	[Thiªn Tø] V« Gian Thanh Phong NhuyÔn Lý
31	6	2	100	95	71	5	72	0	73	[Thiªn Tø] V« Gian Thanh Phong NhuyÔn Lý
31	7	2	100	0	71	100	72	0	73	[Thiªn Tø] V« Gian Thanh Phong NhuyÔn Lý
31	8	2	100	0	71	100	72	0	73	[Thiªn Tø] V« Gian Thanh Phong NhuyÔn Lý
31	9	2	100	0	71	0	72	100	73	[Thiªn Tø] V« Gian Thanh Phong NhuyÔn Lý
32	5	1	100	95	4	5	5	0	6	[Thiªn Tø] V« Gian PhËt V©n Ti §¸i
32	6	1	100	50	4	50	5	0	6	[Thiªn Tø] V« Gian PhËt V©n Ti §¸i
32	7	1	100	0	4	100	5	0	6	[Thiªn Tø] V« Gian PhËt V©n Ti §¸i
32	8	1	100	0	4	50	5	50	6	[Thiªn Tø] V« Gian PhËt V©n Ti §¸i
32	9	1	100	0	4	0	5	100	6	[Thiªn Tø] V« Gian PhËt V©n Ti §¸i
32	5	2	100	3	71	0	72	0	73	[Thiªn Tø] V« Gian PhËt V©n Ti §¸i
32	6	2	100	95	71	5	72	0	73	[Thiªn Tø] V« Gian PhËt V©n Ti §¸i
32	7	2	100	0	71	100	72	0	73	[Thiªn Tø] V« Gian PhËt V©n Ti §¸i
32	8	2	100	0	71	100	72	0	73	[Thiªn Tø] V« Gian PhËt V©n Ti §¸i
32	9	2	100	0	71	0	72	100	73	[Thiªn Tø] V« Gian PhËt V©n Ti §¸i
33	5	1	100	95	4	5	5	0	6	[Thiªn Tø] V« Gian CÇm VËn Hé UyÓn
33	6	1	100	50	4	50	5	0	6	[Thiªn Tø] V« Gian CÇm VËn Hé UyÓn
33	7	1	100	0	4	100	5	0	6	[Thiªn Tø] V« Gian CÇm VËn Hé UyÓn
33	8	1	100	0	4	50	5	50	6	[Thiªn Tø] V« Gian CÇm VËn Hé UyÓn
33	9	1	100	0	4	0	5	100	6	[Thiªn Tø] V« Gian CÇm VËn Hé UyÓn
33	5	2	100	3	132	0	133	0	134	[Thiªn Tø] V« Gian CÇm VËn Hé UyÓn
33	6	2	100	95	132	5	133	0	134	[Thiªn Tø] V« Gian CÇm VËn Hé UyÓn
33	7	2	100	0	132	100	133	0	134	[Thiªn Tø] V« Gian CÇm VËn Hé UyÓn
33	8	2	100	0	132	100	133	0	134	[Thiªn Tø] V« Gian CÇm VËn Hé UyÓn
33	9	2	100	0	132	0	133	100	134	[Thiªn Tø] V« Gian CÇm VËn Hé UyÓn
34	5	1	100	95	4	5	5	0	6	[Thiªn Tø] V« Gian B¹ch Ngäc Bµn ChØ
34	6	1	100	50	4	50	5	0	6	[Thiªn Tø] V« Gian B¹ch Ngäc Bµn ChØ
34	7	1	100	0	4	100	5	0	6	[Thiªn Tø] V« Gian B¹ch Ngäc Bµn ChØ
34	8	1	100	0	4	50	5	50	6	[Thiªn Tø] V« Gian B¹ch Ngäc Bµn ChØ
34	9	1	100	0	4	0	5	100	6	[Thiªn Tø] V« Gian B¹ch Ngäc Bµn ChØ
34	5	2	100	3	233	0	234	0	235	[Thiªn Tø] V« Gian B¹ch Ngäc Bµn ChØ
34	6	2	100	95	233	5	234	0	235	[Thiªn Tø] V« Gian B¹ch Ngäc Bµn ChØ
34	7	2	100	0	233	100	234	0	235	[Thiªn Tø] V« Gian B¹ch Ngäc Bµn ChØ
34	8	2	100	0	233	100	234	0	235	[Thiªn Tø] V« Gian B¹ch Ngäc Bµn ChØ
34	9	2	100	0	233	0	234	100	235	[Thiªn Tø] V« Gian B¹ch Ngäc Bµn ChØ
35	5	1	100	95	4	5	5	0	6	[Thiªn Tø] V« Ma Ma Ni Qu¸n
35	6	1	100	50	4	50	5	0	6	[Thiªn Tø] V« Ma Ma Ni Qu¸n
35	7	1	100	0	4	100	5	0	6	[Thiªn Tø] V« Ma Ma Ni Qu¸n
35	8	1	100	0	4	50	5	50	6	[Thiªn Tø] V« Ma Ma Ni Qu¸n
35	9	1	100	0	4	0	5	100	6	[Thiªn Tø] V« Ma Ma Ni Qu¸n
35	5	2	100	3	74	0	75	0	76	[Thiªn Tø] V« Ma Ma Ni Qu¸n
35	6	2	100	95	74	5	75	0	76	[Thiªn Tø] V« Ma Ma Ni Qu¸n
35	7	2	100	0	74	100	75	0	76	[Thiªn Tø] V« Ma Ma Ni Qu¸n
35	8	2	100	0	74	100	75	0	76	[Thiªn Tø] V« Ma Ma Ni Qu¸n
35	9	2	100	0	74	0	75	100	76	[Thiªn Tø] V« Ma Ma Ni Qu¸n
36	5	1	100	95	4	5	5	0	6	[Thiªn Tø] V« Ma Thu Thñy L­u Quang §¸i
36	6	1	100	50	4	50	5	0	6	[Thiªn Tø] V« Ma Thu Thñy L­u Quang §¸i
36	7	1	100	0	4	100	5	0	6	[Thiªn Tø] V« Ma Thu Thñy L­u Quang §¸i
36	8	1	100	0	4	50	5	50	6	[Thiªn Tø] V« Ma Thu Thñy L­u Quang §¸i
36	9	1	100	0	4	0	5	100	6	[Thiªn Tø] V« Ma Thu Thñy L­u Quang §¸i
36	5	2	100	3	74	0	75	0	76	[Thiªn Tø] V« Ma Thu Thñy L­u Quang §¸i
36	6	2	100	95	74	5	75	0	76	[Thiªn Tø] V« Ma Thu Thñy L­u Quang §¸i
36	7	2	100	0	74	100	75	0	76	[Thiªn Tø] V« Ma Thu Thñy L­u Quang §¸i
36	8	2	100	0	74	100	75	0	76	[Thiªn Tø] V« Ma Thu Thñy L­u Quang §¸i
36	9	2	100	0	74	0	75	100	76	[Thiªn Tø] V« Ma Thu Thñy L­u Quang §¸i
37	5	1	100	95	4	5	5	0	6	[Thiªn Tø] V« Ma B¨ng Tinh ChØ Hoµn
37	6	1	100	50	4	50	5	0	6	[Thiªn Tø] V« Ma B¨ng Tinh ChØ Hoµn
37	7	1	100	0	4	100	5	0	6	[Thiªn Tø] V« Ma B¨ng Tinh ChØ Hoµn
37	8	1	100	0	4	50	5	50	6	[Thiªn Tø] V« Ma B¨ng Tinh ChØ Hoµn
37	9	1	100	0	4	0	5	100	6	[Thiªn Tø] V« Ma B¨ng Tinh ChØ Hoµn
37	5	2	100	3	37	0	159	0	160	[Thiªn Tø] V« Ma B¨ng Tinh ChØ Hoµn
37	6	2	100	95	37	5	159	0	160	[Thiªn Tø] V« Ma B¨ng Tinh ChØ Hoµn
37	7	2	100	0	37	100	159	0	160	[Thiªn Tø] V« Ma B¨ng Tinh ChØ Hoµn
37	8	2	100	0	37	100	159	0	160	[Thiªn Tø] V« Ma B¨ng Tinh ChØ Hoµn
37	9	2	100	0	37	0	159	100	160	[Thiªn Tø] V« Ma B¨ng Tinh ChØ Hoµn
38	5	1	100	95	36	5	38	0	39	[Thiªn Tø] V« Ma TÈy T­îng Ngäc KhÊu
38	6	1	100	50	36	50	38	0	39	[Thiªn Tø] V« Ma TÈy T­îng Ngäc KhÊu
38	7	1	100	0	36	100	38	0	39	[Thiªn Tø] V« Ma TÈy T­îng Ngäc KhÊu
38	8	1	100	0	36	50	38	50	39	[Thiªn Tø] V« Ma TÈy T­îng Ngäc KhÊu
38	9	1	100	0	36	0	38	100	39	[Thiªn Tø] V« Ma TÈy T­îng Ngäc KhÊu
38	5	2	100	3	138	0	139	0	140	[Thiªn Tø] V« Ma TÈy T­îng Ngäc KhÊu
38	6	2	100	95	138	5	139	0	140	[Thiªn Tø] V« Ma TÈy T­îng Ngäc KhÊu
38	7	2	100	0	138	100	139	0	140	[Thiªn Tø] V« Ma TÈy T­îng Ngäc KhÊu
38	8	2	100	0	138	100	139	0	140	[Thiªn Tø] V« Ma TÈy T­îng Ngäc KhÊu
38	9	2	100	0	138	0	139	100	140	[Thiªn Tø] V« Ma TÈy T­îng Ngäc KhÊu
39	5	1	100	95	4	5	5	0	6	[Thiªn Tø] V« Ma Hång Truy NhuyÔn Th¸p Hµi
39	6	1	100	50	4	50	5	0	6	[Thiªn Tø] V« Ma Hång Truy NhuyÔn Th¸p Hµi
39	7	1	100	0	4	100	5	0	6	[Thiªn Tø] V« Ma Hång Truy NhuyÔn Th¸p Hµi
39	8	1	100	0	4	50	5	50	6	[Thiªn Tø] V« Ma Hång Truy NhuyÔn Th¸p Hµi
39	9	1	100	0	4	0	5	100	6	[Thiªn Tø] V« Ma Hång Truy NhuyÔn Th¸p Hµi
39	5	2	100	3	135	0	136	0	137	[Thiªn Tø] V« Ma Hång Truy NhuyÔn Th¸p Hµi
39	6	2	100	95	135	5	136	0	137	[Thiªn Tø] V« Ma Hång Truy NhuyÔn Th¸p Hµi
39	7	2	100	0	135	100	136	0	137	[Thiªn Tø] V« Ma Hång Truy NhuyÔn Th¸p Hµi
39	8	2	100	0	135	100	136	0	137	[Thiªn Tø] V« Ma Hång Truy NhuyÔn Th¸p Hµi
39	9	2	100	0	135	0	136	100	137	[Thiªn Tø] V« Ma Hång Truy NhuyÔn Th¸p Hµi
42	5	1	100	95	4	5	5	0	6	[Thiªn Tø] V« TrÇn Tõ Bi Ngäc Ban ChØ
42	6	1	100	50	4	50	5	0	6	[Thiªn Tø] V« TrÇn Tõ Bi Ngäc Ban ChØ
42	7	1	100	0	4	100	5	0	6	[Thiªn Tø] V« TrÇn Tõ Bi Ngäc Ban ChØ
42	8	1	100	0	4	50	5	50	6	[Thiªn Tø] V« TrÇn Tõ Bi Ngäc Ban ChØ
42	9	1	100	0	4	0	5	100	6	[Thiªn Tø] V« TrÇn Tõ Bi Ngäc Ban ChØ
42	5	2	100	3	287	0	288	0	289	[Thiªn Tø] V« TrÇn Tõ Bi Ngäc Ban ChØ
42	6	2	100	95	287	5	288	0	289	[Thiªn Tø] V« TrÇn Tõ Bi Ngäc Ban ChØ
42	7	2	100	0	287	100	288	0	289	[Thiªn Tø] V« TrÇn Tõ Bi Ngäc Ban ChØ
42	8	2	100	0	287	100	288	0	289	[Thiªn Tø] V« TrÇn Tõ Bi Ngäc Ban ChØ
42	9	2	100	0	287	0	288	100	289	[Thiªn Tø] V« TrÇn Tõ Bi Ngäc Ban ChØ
45	5	1	100	95	24	5	25	0	163	[Thiªn Tø] Tª Hoµng Phông Nghi §ao
45	6	1	100	50	24	50	25	0	163	[Thiªn Tø] Tª Hoµng Phông Nghi §ao
45	7	1	100	0	24	100	25	0	163	[Thiªn Tø] Tª Hoµng Phông Nghi §ao
45	8	1	100	0	24	50	25	50	163	[Thiªn Tø] Tª Hoµng Phông Nghi §ao
45	9	1	100	0	24	0	25	100	163	[Thiªn Tø] Tª Hoµng Phông Nghi §ao
45	5	2	100	3	20	0	21	0	22	[Thiªn Tø] Tª Hoµng Phông Nghi §ao
45	6	2	100	95	20	5	21	0	22	[Thiªn Tø] Tª Hoµng Phông Nghi §ao
45	7	2	100	0	20	100	21	0	22	[Thiªn Tø] Tª Hoµng Phông Nghi §ao
45	8	2	100	0	20	100	21	0	22	[Thiªn Tø] Tª Hoµng Phông Nghi §ao
45	9	2	100	0	20	0	21	100	22	[Thiªn Tø] Tª Hoµng Phông Nghi §ao
46	5	1	100	95	4	5	5	0	6	[Thiªn Tø] Tª Hoµng TuÖ T©m Khinh Sa Y
46	6	1	100	50	4	50	5	0	6	[Thiªn Tø] Tª Hoµng TuÖ T©m Khinh Sa Y
46	7	1	100	0	4	100	5	0	6	[Thiªn Tø] Tª Hoµng TuÖ T©m Khinh Sa Y
46	8	1	100	0	4	50	5	50	6	[Thiªn Tø] Tª Hoµng TuÖ T©m Khinh Sa Y
46	9	1	100	0	4	0	5	100	6	[Thiªn Tø] Tª Hoµng TuÖ T©m Khinh Sa Y
46	5	2	100	3	110	0	111	0	112	[Thiªn Tø] Tª Hoµng TuÖ T©m Khinh Sa Y
46	6	2	100	95	110	5	111	0	112	[Thiªn Tø] Tª Hoµng TuÖ T©m Khinh Sa Y
46	7	2	100	0	110	100	111	0	112	[Thiªn Tø] Tª Hoµng TuÖ T©m Khinh Sa Y
46	8	2	100	0	110	100	111	0	112	[Thiªn Tø] Tª Hoµng TuÖ T©m Khinh Sa Y
46	9	2	100	0	110	0	111	100	112	[Thiªn Tø] Tª Hoµng TuÖ T©m Khinh Sa Y
47	5	1	100	95	5	5	6	0	7	[Thiªn Tø] Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i
47	6	1	100	50	5	50	6	0	7	[Thiªn Tø] Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i
47	7	1	100	0	5	100	6	0	7	[Thiªn Tø] Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i
47	8	1	100	0	5	50	6	50	7	[Thiªn Tø] Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i
47	9	1	100	0	5	0	6	100	7	[Thiªn Tø] Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i
47	5	2	100	3	110	0	111	0	112	[Thiªn Tø] Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i
47	6	2	100	95	110	5	111	0	112	[Thiªn Tø] Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i
47	7	2	100	0	110	100	111	0	112	[Thiªn Tø] Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i
47	8	2	100	0	110	100	111	0	112	[Thiªn Tø] Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i
47	9	2	100	0	110	0	111	100	112	[Thiªn Tø] Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i
48	5	1	100	95	5	5	6	0	7	[Thiªn Tø] Tª Hoµng B¨ng Tung CÈm Uyªn
48	6	1	100	50	5	50	6	0	7	[Thiªn Tø] Tª Hoµng B¨ng Tung CÈm Uyªn
48	7	1	100	0	5	100	6	0	7	[Thiªn Tø] Tª Hoµng B¨ng Tung CÈm Uyªn
48	8	1	100	0	5	50	6	50	7	[Thiªn Tø] Tª Hoµng B¨ng Tung CÈm Uyªn
48	9	1	100	0	5	0	6	100	7	[Thiªn Tø] Tª Hoµng B¨ng Tung CÈm Uyªn
48	5	2	100	3	144	0	145	0	146	[Thiªn Tø] Tª Hoµng B¨ng Tung CÈm Uyªn
48	6	2	100	95	144	5	145	0	146	[Thiªn Tø] Tª Hoµng B¨ng Tung CÈm Uyªn
48	7	2	100	0	144	100	145	0	146	[Thiªn Tø] Tª Hoµng B¨ng Tung CÈm Uyªn
48	8	2	100	0	144	100	145	0	146	[Thiªn Tø] Tª Hoµng B¨ng Tung CÈm Uyªn
48	9	2	100	0	144	0	145	100	146	[Thiªn Tø] Tª Hoµng B¨ng Tung CÈm Uyªn
49	5	1	100	95	5	5	6	0	7	[Thiªn Tø] Tª Hoµng Thóy Ngäc ChØ Hoµn
49	6	1	100	50	5	50	6	0	7	[Thiªn Tø] Tª Hoµng Thóy Ngäc ChØ Hoµn
49	7	1	100	0	5	100	6	0	7	[Thiªn Tø] Tª Hoµng Thóy Ngäc ChØ Hoµn
49	8	1	100	0	5	50	6	50	7	[Thiªn Tø] Tª Hoµng Thóy Ngäc ChØ Hoµn
49	9	1	100	0	5	0	6	100	7	[Thiªn Tø] Tª Hoµng Thóy Ngäc ChØ Hoµn
49	5	2	100	3	239	0	240	0	241	[Thiªn Tø] Tª Hoµng Thóy Ngäc ChØ Hoµn
49	6	2	100	95	239	5	240	0	241	[Thiªn Tø] Tª Hoµng Thóy Ngäc ChØ Hoµn
49	7	2	100	0	239	100	240	0	241	[Thiªn Tø] Tª Hoµng Thóy Ngäc ChØ Hoµn
49	8	2	100	0	239	100	240	0	241	[Thiªn Tø] Tª Hoµng Thóy Ngäc ChØ Hoµn
49	9	2	100	0	239	0	240	100	241	[Thiªn Tø] Tª Hoµng Thóy Ngäc ChØ Hoµn
50	5	1	100	95	159	5	160	0	11	[Thiªn Tø] BÝch H¶i Uyªn ¦¬ng Liªn Hoµn §ao
50	6	1	100	50	159	50	160	0	11	[Thiªn Tø] BÝch H¶i Uyªn ¦¬ng Liªn Hoµn §ao
50	7	1	100	0	159	100	160	0	11	[Thiªn Tø] BÝch H¶i Uyªn ¦¬ng Liªn Hoµn §ao
50	8	1	100	0	159	50	160	50	11	[Thiªn Tø] BÝch H¶i Uyªn ¦¬ng Liªn Hoµn §ao
50	9	1	100	0	159	0	160	100	11	[Thiªn Tø] BÝch H¶i Uyªn ¦¬ng Liªn Hoµn §ao
50	5	2	100	3	11	0	161	0	162	[Thiªn Tø] BÝch H¶i Uyªn ¦¬ng Liªn Hoµn §ao
50	6	2	100	95	11	5	161	0	162	[Thiªn Tø] BÝch H¶i Uyªn ¦¬ng Liªn Hoµn §ao
50	7	2	100	0	11	100	161	0	162	[Thiªn Tø] BÝch H¶i Uyªn ¦¬ng Liªn Hoµn §ao
50	8	2	100	0	11	100	161	0	162	[Thiªn Tø] BÝch H¶i Uyªn ¦¬ng Liªn Hoµn §ao
50	9	2	100	0	11	0	161	100	162	[Thiªn Tø] BÝch H¶i Uyªn ¦¬ng Liªn Hoµn §ao
51	5	1	100	95	4	5	5	0	6	[Thiªn Tø] BÝch H¶i Hoµn Ch©u Vò Liªn
51	6	1	100	50	4	50	5	0	6	[Thiªn Tø] BÝch H¶i Hoµn Ch©u Vò Liªn
51	7	1	100	0	4	100	5	0	6	[Thiªn Tø] BÝch H¶i Hoµn Ch©u Vò Liªn
51	8	1	100	0	4	50	5	50	6	[Thiªn Tø] BÝch H¶i Hoµn Ch©u Vò Liªn
51	9	1	100	0	4	0	5	100	6	[Thiªn Tø] BÝch H¶i Hoµn Ch©u Vò Liªn
51	5	2	100	3	107	0	108	0	109	[Thiªn Tø] BÝch H¶i Hoµn Ch©u Vò Liªn
51	6	2	100	95	107	5	108	0	109	[Thiªn Tø] BÝch H¶i Hoµn Ch©u Vò Liªn
51	7	2	100	0	107	100	108	0	109	[Thiªn Tø] BÝch H¶i Hoµn Ch©u Vò Liªn
51	8	2	100	0	107	100	108	0	109	[Thiªn Tø] BÝch H¶i Hoµn Ch©u Vò Liªn
51	9	2	100	0	107	0	108	100	109	[Thiªn Tø] BÝch H¶i Hoµn Ch©u Vò Liªn
52	5	1	100	95	5	5	6	0	7	[Thiªn Tø] BÝch H¶i Hång Linh Kim Ti §¸i
52	6	1	100	50	5	50	6	0	7	[Thiªn Tø] BÝch H¶i Hång Linh Kim Ti §¸i
52	7	1	100	0	5	100	6	0	7	[Thiªn Tø] BÝch H¶i Hång Linh Kim Ti §¸i
52	8	1	100	0	5	50	6	50	7	[Thiªn Tø] BÝch H¶i Hång Linh Kim Ti §¸i
52	9	1	100	0	5	0	6	100	7	[Thiªn Tø] BÝch H¶i Hång Linh Kim Ti §¸i
52	5	2	100	3	141	0	142	0	143	[Thiªn Tø] BÝch H¶i Hång Linh Kim Ti §¸i
52	6	2	100	95	141	5	142	0	143	[Thiªn Tø] BÝch H¶i Hång Linh Kim Ti §¸i
52	7	2	100	0	141	100	142	0	143	[Thiªn Tø] BÝch H¶i Hång Linh Kim Ti §¸i
52	8	2	100	0	141	100	142	0	143	[Thiªn Tø] BÝch H¶i Hång Linh Kim Ti §¸i
52	9	2	100	0	141	0	142	100	143	[Thiªn Tø] BÝch H¶i Hång Linh Kim Ti §¸i
53	5	1	100	95	5	5	6	0	7	[Thiªn Tø] BÝch H¶i Hång L¨ng Ba
53	6	1	100	50	5	50	6	0	7	[Thiªn Tø] BÝch H¶i Hång L¨ng Ba
53	7	1	100	0	5	100	6	0	7	[Thiªn Tø] BÝch H¶i Hång L¨ng Ba
