???????	???????	????????
2685		0
2686	24	0
2687		0
2688		0
2689		0
2690	50	0
2691	62	0
2692		0
2693		0
2694		0
2695		0
2696	24	0
2697		0
2698		0
2699		0
2700	50	0
2701	52	0
2702		0
2703		0
2704		0
2705		0
2706	24	0
2707		0
2708		0
2709		0
2710	50	0
2711	54	0
2712		0
2713		0
2714		0
1715		0
2716	25	0
2717		0
2718		0
2719		0
2720	51	0
2721	59	0
2722		0
2723		0
2724		0
2725		0
2726	25	0
2727		0
2728		0
2729		0
2730	51	0
2731	47	0
2732		0
2733		0
2734		0
2735		0
2736	25	0
2737		0
2738		0
2739		0
2740	51	0
2741	56	0
2742		0
2743		0
2744		0
2745		0
2746	25	0
2747		0
2748		0
2749		0
2750	51	0
2751	63	0
2752		0
2753		0
2754		0
2755		0
2756	26	0
2757		0
2758		0
2759		0
2760	52	0
2761	48	0
2762		0
2763		0
2764		0
2765		0
2766	26	0
2767		0
2768		0
2769		0
2770	52	0
2771	55	0
2772		0
2773		0
2774		0
2775		0
2776	26	0
2777		0
2778		0
2779		0
2780	52	0
2781	48	0
2782		0
2783		0
2784		0
2785		0
2786	26	0
2787		0
2788		0
2789		0
2790	52	0
2791	48	0
2792		0
2793		0
2794		0
2795		0
2796	26	0
2797		0
2798		0
2799		0
2800	52	0
2801	48	0
2802		0
2803		0
2804		0
2805		0
2806	27	0
2807		0
2808		0
2809		0
2810	53	0
2811	49	0
2812		0
2813		0
2814		0
2815		0
2816	27	0
2817		0
2818		0
2819		0
2820	53	0
2821	43	0
2822		0
2823		0
2824		0
2825		0
2826	28	0
2827		0
2828		0
2829		0
2830	54	0
2831	53	0
2832		0
2833		0
2834		0
2835		0
2836	28	0
2837		0
2838		0
2839		0
2840	54	0
2841	57	0
2842		0
2843		0
2844		0
2845		0
2846	29	0
2847		0
2848		0
2849		0
2850	55	0
2851	60	0
2852		0
2853		0
2854		0
2855		0
2856	29	0
2857		0
2858		0
2859		0
2860	55	0
2861	60	0
2862		0
2863		0
2864		0
2865		0
2866	29	0
2867		0
2868		0
2869		0
2870	55	0
2871	58	0
2872		0
2873		0
2874		0
2875		0
2876	29	0
2877		0
2878		0
2879		0
2880	55	0
2881	61	0
2882		0
2883		0
2884		0
2885		0
2886	41	0
2887		0
2888		0
2889		0
2890	67	0
2891	110	0
2892		0
2893		0
2894		0
2895		0
2896	41	0
2897		0
2898		0
2899		0
2900	67	0
2901	110	0
2902		0
2903		0
2904		0
2905		0
2906	30	0
2907		0
2908		0
2909		0
2910	56	0
2911	86	0
2912		0
2913		0
2914		0
2915		0
2916	30	0
2917		0
2918		0
2919		0
2920	56	0
2921	87	0
2922		0
2923		0
2924		0
2925		0
2926	30	0
2927		0
2928		0
2929		0
2930	56	0
2931	88	0
2932		0
2933		0
2934		0
2935		0
2936	31	0
2937		0
2938		0
2939		0
2940	57	0
2941	89	0
2942		0
2943		0
2944		0
2945		0
2946	31	0
2947		0
2948		0
2949		0
2950	57	0
2951	90	0
2952		0
2953		0
2954		0
2955		0
2956	31	0
2957		0
2958		0
2959		0
2960	57	0
2961	91	0
2962		0
2963		0
2964		0
2965		0
2966	32	0
2967		0
2968		0
2969		0
2970	58	0
2971	92	0
2972		0
2973		0
2974		0
2975		0
2976	32	0
2977		0
2978		0
2979		0
2980	58	0
2981	93	0
2982		0
2983		0
2984		0
2985		0
2986	33	0
2987		0
2988		0
2989		0
2990	59	0
2991	94	0
2992		0
2993		0
2994		0
2995		0
2996	33	0
2997		0
2998		0
2999		0
3000	59	0
3001	95	0
3002		0
3003		0
3004		0
3005		0
3006	34	0
3007		0
3008		0
3009		0
3010	60	0
3011	96	0
3012		0
3013		0
3014		0
3015		0
3016	34	0
3017		0
3018		0
3019		0
3020	60	0
3021	97	0
3022		0
3023		0
3024		0
3025		0
3026	35	0
3027		0
3028		0
3029		0
3030	61	0
3031	98	0
3032		0
3033		0
3034		0
3035		0
3036	35	0
3037		0
3038		0
3039		0
3040	61	0
3041	99	0
3042		0
3043		0
3044		0
3045		0
3046	35	0
3047		0
3048		0
3049		0
3050	61	0
3051	100	0
3052		0
3053		0
3054		0
3055		0
3056	36	0
3057		0
3058		0
3059		0
3060	62	0
3061	101	0
3062		0
3063		0
3064		0
3065		0
3066	36	0
3067		0
3068		0
3069		0
3070	62	0
3071	102	0
3072		0
3073		0
3074		0
3075		0
3076	37	0
3077		0
3078		0
3079		0
3080	63	0
3081	103	0
3082		0
3083		0
3084		0
3085		0
3086	37	0
3087		0
3088		0
3089		0
3090	63	0
3091	104	0
3092		0
3093		0
3094		0
3095		0
3096	38	0
3097		0
3098		0
3099		0
3100	64	0
3101	105	0
3102		0
3103		0
3104		0
3105		0
3106	38	0
3107		0
3108		0
3109		0
3110	64	0
3111	106	0
3112		0
3113		0
3114		0
3115		0
3116	39	0
3117		0
3118		0
3119		0
3120	65	0
3121	107	0
3122		0
3123		0
3124		0
3125		0
3126	39	0
3127		0
3128		0
3129		0
3130	65	0
3131	108	0
3132		0
3133		0
3134		0
3135		0
3136	45	0
3137		0
3138		0
3139		0
3140	71	0
3141	111	0
3142		0
3143		0
3144		0
3145		0
3146	45	0
3147		0
3148		0
3149		0
3150	71	0
3151	111	0
3152		0
3153		0
3154		0
3155		0
3156	30	0
3157		0
3158		0
3159		0
3160	56	0
3161	112	0
3162		0
3163		0
3164		0
3165		0
3166	30	0
3167		0
3168		0
3169		0
3170	56	0
3171	113	0
3172		0
3173		0
3174		0
3175		0
3176	30	0
3177		0
3178		0
3179		0
3180	56	0
3181	114	0
3182		0
3183		0
3184		0
3185		0
3186	31	0
3187		0
3188		0
3189		0
3190	57	0
3191	115	0
3192		0
3193		0
3194		0
3195		0
3196	31	0
3197		0
3198		0
3199		0
3200	57	0
3201	116	0
3202		0
3203		0
3204		0
3205		0
3206	31	0
3207		0
3208		0
3209		0
3210	57	0
3211	117	0
3212		0
3213		0
3214		0
3215		0
3216	32	0
3217		0
3218		0
3219		0
3220	58	0
3221	118	0
3222		0
3223		0
3224		0
3225		0
3226	32	0
3227		0
3228		0
3229		0
3230	58	0
3231	119	0
3232		0
3233		0
3234		0
3235		0
3236	33	0
3237		0
3238		0
3239		0
3240	59	0
3241	120	0
3242		0
3243		0
3244		0
3245		0
3246	33	0
3247		0
3248		0
3249		0
3250	59	0
3251	121	0
3252		0
3253		0
3254		0
3255		0
3256	34	0
3257		0
3258		0
3259		0
3260	60	0
3261	122	0
3262		0
3263		0
3264		0
3265		0
3266	34	0
3267		0
3268		0
3269		0
3270	60	0
3271	123	0
3272		0
3273		0
3274		0
3275		0
3276	35	0
3277		0
3278		0
3279		0
3280	61	0
3281	124	0
3282		0
3283		0
3284		0
3285		0
3286	35	0
3287		0
3288		0
3289		0
3290	61	0
3291	125	0
3292		0
3293		0
3294		0
3295		0
3296	35	0
3297		0
3298		0
3299		0
3300	61	0
3301	126	0
3302		0
3303		0
3304		0
3305		0
3306	36	0
3307		0
3308		0
3309		0
3310	62	0
3311	127	0
3312		0
3313		0
3314		0
3315		0
3316	36	0
3317		0
3318		0
3319		0
3320	62	0
3321	128	0
3322		0
3323		0
3324		0
3325		0
3326	37	0
3327		0
3328		0
3329		0
3330	63	0
3331	129	0
3332		0
3333		0
3334		0
3335		0
3336	37	0
3337		0
3338		0
3339		0
3340	63	0
3341	130	0
3342		0
3343		0
3344		0
3345		0
3346	38	0
3347		0
3348		0
3349		0
3350	64	0
3351	131	0
3352		0
3353		0
3354		0
3355		0
3356	38	0
3357		0
3358		0
3359		0
3360	64	0
3361	132	0
3362		0
3363		0
3364		0
3365		0
3366	39	0
3367		0
3368		0
3369		0
3370	65	0
3371	133	0
3372		0
3373		0
3374		0
3375		0
3376	39	0
3377		0
3378		0
3379		0
3380	65	0
3381	134	0
3382		0
3383		0
3384		0
3385		0
3386	45	0
3387		0
3388		0
3389		0
3390	71	0
3391	135	0
3392		0
3393		0
3394		0
3395		0
3396	45	0
3397		0
3398		0
3399		0
3400	71	0
3401	136	0
3402		0
3403		0
3404		0
3405		0
3406	46	0
3407		0
3408		0
3409		0
3410	72	0
3411	137	0
3412		0
3413		0
3414		0
3415		0
3416	46	0
3417		0
3418		0
3419		0
3420	72	0
3421	138	0
3422		0
3423		0
3424		0
3425		0
3426	46	0
3427		0
3428		0
3429		0
3430	72	0
3431	139	0
3432		0
3433		0
3434		0
3435		0
3436	47	0
3437		0
3438		0
3439		0
3440	73	0
3441	140	0
3442		0
3443		0
3444		0
3445		0
3446	47	0
3447		0
3448		0
3449		0
3450	73	0
3451	141	0
3452		0
3453		0
3454		0
3455		0
3456	47	0
3457		0
3458		0
3459		0
3460	73	0
3461	142	0
3462		0
3463		0
3464		0
3465		0
3466	48	0
3467		0
3468		0
3469		0
3470	74	0
3471	143	0
3472		0
3473		0
3474		0
3475		0
3476	48	0
3477		0
3478		0
3479		0
3480	74	0
3481	144	0
3482		0
3483		0
3484		0
3485		0
3486	49	0
3487		0
3488		0
3489		0
3490	75	0
3491	145	0
3492		0
3493		0
3494		0
3495		0
3496	49	0
3497		0
3498		0
3499		0
3500	75	0
3501	146	0
3502		0
3503		0
3504		0
3505		0
3506	50	0
3507		0
3508		0
3509		0
3510	76	0
3511	147	0
3512		0
3513		0
3514		0
3515		0
3516	50	0
3517		0
3518		0
3519		0
3520	76	0
3521	148	0
3522		0
3523		0
3524		0
3525		0
3526	51	0
3527		0
3528		0
3529		0
3530	77	0
3531	149	0
3532		0
3533		0
3534		0
3535		0
3536	51	0
3537		0
3538		0
3539		0
3540	77	0
3541	150	0
3542		0
3543		0
3544		0
3545		0
3546	51	0
3547		0
3548		0
3549		0
3550	77	0
3551	151	0
3552		0
3553		0
3554		0
3555		0
3556	52	0
3557		0
3558		0
3559		0
3560	78	0
3561	152	0
3562		0
3563		0
3564		0
3565		0
3566	52	0
3567		0
3568		0
3569		0
3570	78	0
3571	153	0
3572		0
3573		0
3574		0
3575		0
3576	53	0
3577		0
3578		0
3579		0
3580	79	0
3581	154	0
3582		0
3583		0
3584		0
3585		0
3586	53	0
3587		0
3588		0
3589		0
3590	79	0
3591	155	0
3592		0
3593		0
3594		0
3595		0
3596	54	0
3597		0
3598		0
3599		0
3600	80	0
3601	156	0
3602		0
3603		0
3604		0
3605		0
3606	54	0
3607		0
3608		0
3609		0
3610	80	0
3611	157	0
3612		0
3613		0
3614		0
3615		0
3616	55	0
3617		0
3618		0
3619		0
3620	81	0
3621	158	0
3622		0
3623		0
3624		0
3625		0
3626	55	0
3627		0
3628		0
3629		0
3630	81	0
3631	159	0
3632		0
3633		0
3634		0
3635		0
3636	56	0
3637		0
3638		0
3639		0
3640	82	0
3641	160	0
3642		0
3643		0
3644		0
3645		0
3646	56	0
3647		0
3648		0
3649		0
3650	82	0
3651	161	0
3652		0
3653		0
3654		0
3655		0
3656	83	0
3657		0
3658		0
3659		0
3660	83	0
3661	162	0
3662		0
3663		0
3664		0
3665		0
3666	83	0
3667		0
3668		0
3669		0
3670	83	0
3671	163	0
3672		0
3673		0
3674		0
3675		0
3676	83	0
3677		0
3678		0
3679		0
3680	83	0
3681	164	0
3682		0
3683		0
3684		0
3685		0
3686	86	0
3687		0
3688		0
3689		0
3690	86	0
3691	165	0
3692		0
3693		0
3694		0
3695		0
3696	86	0
3697		0
3698		0
3699		0
3700	86	0
3701	166	0
3702		0
3703		0
3704		0
3705		0
3706	86	0
3707		0
3708		0
3709		0
3710	86	0
3711	167	0
3712		0
3713		0
3714		0
3715		0
3716	89	0
3717		0
3718		0
3719		0
3720	89	0
3721	168	0
3722		0
3723		0
3724		0
3725		0
3726	89	0
3727		0
3728		0
3729		0
3730	89	0
3731	169	0
3732		0
3733		0
3734		0
3735		0
3736	91	0
3737		0
3738		0
3739		0
3740	91	0
3741	170	0
3742		0
3743		0
3744		0
3745		0
3746	91	0
3747		0
3748		0
3749		0
3750	91	0
3751	171	0
3752		0
3753		0
3754		0
3755		0
3756	93	0
3757		0
3758		0
3759		0
3760	93	0
3761	172	0
3762		0
3763		0
3764		0
3765		0
3766	93	0
3767		0
3768		0
3769		0
3770	93	0
3771	173	0
3772		0
3773		0
3774		0
3775		0
3776	95	0
3777		0
3778		0
3779		0
3780	95	0
3781	174	0
3782		0
3783		0
3784		0
3785		0
3786	95	0
3787		0
3788		0
3789		0
3790	95	0
3791	175	0
3792		0
3793		0
3794		0
3795		0
3796	95	0
3797		0
3798		0
3799		0
3800	95	0
3801	176	0
3802		0
3803		0
3804		0
3805		0
3806	98	0
3807		0
3808		0
3809		0
3810	98	0
3811	177	0
3812		0
3813		0
3814		0
3815		0
3816	98	0
3817		0
3818		0
3819		0
3820	98	0
3821	178	0
3822		0
3823		0
3824		0
3825		0
3826	100	0
3827		0
3828		0
3829		0
3830	100	0
3831	179	0
3832		0
3833		0
3834		0
3835		0
3836	100	0
3837		0
3838		0
3839		0
3840	100	0
3841	180	0
3842		0
3843		0
3844		0
3845		0
3846	102	0
3847		0
3848		0
3849		0
3850	102	0
3851	181	0
3852		0
3853		0
3854		0
3855		0
3856	102	0
3857		0
3858		0
3859		0
3860	102	0
3861	182	0
3862		0
3863		0
3864		0
3865		0
3866	104	0
3867		0
3868		0
3869		0
3870	104	0
3871	183	0
3872		0
3873		0
3874		0
3875		0
3876	104	0
3877		0
3878		0
3879		0
3880	104	0
3881	184	0
3882		0
3883		0
3884		0
3885		0
3886	106	0
3887		0
3888		0
3889		0
3890	106	0
3891	185	0
3892		0
3893		0
3894		0
3895		0
3896	106	0
3897		0
3898		0
3899		0
3900	106	0
3901	186	0
3902		0
3903		0
3904		0
3905	2	0
3906	3	0
3907	29	0
3908	30	0
3909	31	0
3910	32	0
3911	25	0
3912	6	0
3913	7	0
3914	7	0
3915	7	0
3916	8	0
3917	8	0
3918	8	0
3919	9	0
3920	9	0
3921	9	0
3922	11	0
3923	11	0
3924	11	0
3925	12	0
3926	12	0
3927	12	0
3928	2	0
3929	3	0
3930	4	0
3931	5	0
3932	6	0
3933	7	0
3934	8	0
3935	9	0
3936	11	0
3937	12	0
3938	11	0
3939	12	0
3940	13	0
3941	15	0
3942	25	0
3943	22	0
3944	29	0
3945	30	0
3946	24	0
3947	43	0
3948	42	0
3949	33	0
3950		0
3951		0
3952		0
3953		0
3954		0
3955		0
3956		0
3957		0
3958		0
3959		0
3960		0
3961		0
3962		0
3963	29	0
3964	30	0
3965	31	0
3966	32	0
3967	25	0
3968		0
3969		0
3970		0
3971		0
3972		0
3973		0
3974		0
3975		0
3976		0
3977		0
3978		0
3979		0
3980		0
3981		0
3982		0
3983		0
3984		0
3985		0
3986		0
3987		0
3988		0
3989		0
3990		0
3991		0
3992		0
3993		0
3994		0
3995		0
3996		0
3997		0
3998	40	0
3999	66	0
4000		0
4001		0
4002		0
4003	40	0
4004	66	0
4005		0
4006		0
4007		0
4008	40	0
4009	66	0
4010		0
4011		0
4012		0
4013	40	0
4014	66	0
4015		0
4016		0
4017		0
4018		0
4019	43	0
4020		0
4021		0
4022		0
4023	69	0
4024		0
4025		0
4026		0
4027		0
4028		0
4029		0
4030		0
4031		0
4032		0
4033		0
4034		0
4035		0
4036		0
4037		0
4038		0
4039		0
4040		0
4041		0
4042		0
4043		0
4044		0
4045		0
4046		0
4047		0
4048		0
4049		0
4050		0
4051		0
4052		0
4053		0
4054		0
4055		0
4056		0
4057		0
4058		0
4059		0
4060		0
4061		0
4062		0
4063		0
4064		0
4065		0
4066		0
4067		0
4068		0
4069		0
4070		0
4071		0
4072		0
4073		0
4074		0
4075		0
4076		0
4077		0
4078		0
4079		0
4080		0
4081		0
4082		0
4083		0
4084		0
4085		0
4086		0
4087		0
4088		0
4089		0
4090		0
4091		0
4092		0
4093		0
4094		0
4095		0
4096		0
4097		0
4098		0
4099		0
4100		0
4101		0
4102		0
4103		0
4104		0
4105		0
4106		0
4107		0
4108		0
4109		0
4110		0
4111		0
4112		0
4113		0
4114		0
4115		0
4116		0
4117		0
4118		0
4119		0
4120		0
4121		0
4122		0
4123		0
4124		0
4125		0
4126		0
4127		0
4128		0
4129		0
4130		0
4131		0
4132		0
4133		0
4134		0
4135		0
4136		0
4137		0
4138		0
4139		0
4140		0
4141		0
4142		0
4143		0
4144		0
4145		0
4146		0
4147		0
4148		0
4149		0
4150		0
4151	23	0
4152		0
4153		0
4154		0
4155	49	0
4156	46	0
4157		0
4158		0
4159		0
4160		0
4161	23	0
4162		0
4163		0
4164		0
4165	49	0
4166	42	0
4167		0
4168		0
4169		0
4170		0
4171	23	0
4172		0
4173		0
4174		0
4175	49	0
4176	54	0
4177		0
4178		0
4179		0
4180		0
4181	24	0
4182		0
4183		0
4184		0
4185	50	0
4186	62	0
4187		0
4188		0
4189		0
4190		0
4191	24	0
4192		0
4193		0
4194		0
4195	50	0
4196	52	0
4197		0
4198		0
4199		0
4200		0
4201	24	0
4202		0
4203		0
4204		0
4205	50	0
4206	54	0
4207		0
4208		0
4209		0
4210		0
4211	25	0
4212		0
4213		0
4214		0
4215	51	0
4216	59	0
4217		0
4218		0
4219		0
4220		0
4221	25	0
4222		0
4223		0
4224		0
4225	51	0
4226	47	0
4227		0
4228		0
4229		0
4230		0
4231	25	0
4232		0
4233		0
4234		0
4235	51	0
4236	56	0
4237		0
4238		0
4239		0
4240		0
4241	25	0
4242		0
4243		0
4244		0
4245	51	0
4246	63	0
4247		0
4248		0
4249		0
4250		0
4251	26	0
4252		0
4253		0
4254		0
4255	52	0
4256	48	0
4257		0
4258		0
4259		0
4260		0
4261	26	0
4262		0
4263		0
4264		0
4265	52	0
4266	55	0
4267		0
4268		0
4269		0
4270		0
4271	26	0
4272		0
4273		0
4274		0
4275	52	0
4276	48	0
4277		0
4278		0
4279		0
4280		0
4281	26	0
4282		0
4283		0
4284		0
4285	52	0
4286	48	0
4287		0
4288		0
4289		0
4290		0
4291	26	0
4292		0
4293		0
4294		0
4295	52	0
4296	48	0
4297		0
4298		0
4299		0
4300		0
4301	27	0
4302		0
4303		0
4304		0
4305	53	0
4306	49	0
4307		0
4308		0
4309		0
4310		0
4311	27	0
4312		0
4313		0
4314		0
4315	53	0
4316	43	0
4317		0
4318		0
4319		0
4320		0
4321	28	0
4322		0
4323		0
4324		0
4325	54	0
4326	53	0
4327		0
4328		0
4329		0
4330		0
4331	28	0
4332		0
4333		0
4334		0
4335	54	0
4336	57	0
4337		0
4338		0
4339		0
4340		0
4341	29	0
4342		0
4343		0
4344		0
4345	55	0
4346	60	0
4347		0
4348		0
4349		0
4350		0
4351	29	0
4352		0
4353		0
4354		0
4355	55	0
4356	60	0
4357		0
4358		0
4359		0
4360		0
4361	29	0
4362		0
4363		0
4364		0
4365	55	0
4366	58	0
4367		0
4368		0
4369		0
4370		0
4371	29	0
4372		0
4373		0
4374		0
4375	55	0
4376	61	0
4377		0
4378		0
4379		0
4380		0
4381	20	0
4382		0
4383		0
4384		0
4385	21	0
4386	109	0
4387		0
4388		0
4389		0
4390		0
4391	20	0
4392		0
4393		0
4394		0
4395	21	0
4396	109	0
4397		0
4398		0
4399		0
4400		0
4401	23	0
4402		0
4403		0
4404		0
4405	49	0
4406	46	0
4407		0
4408		0
4409		0
4410		0
4411	23	0
4412		0
4413		0
4414		0
4415	49	0
4416	42	0
4417		0
4418		0
4419		0
4420		0
4421	23	0
4422		0
4423		0
4424		0
4425	49	0
4426	54	0
4427		0
4428		0
4429		0
4430		0
4431	24	0
4432		0
4433		0
4434		0
4435	50	0
4436	62	0
4437		0
4438		0
4439		0
4440		0
4441	24	0
4442		0
4443		0
4444		0
4445	50	0
4446	52	0
4447		0
4448		0
4449		0
4450		0
4451	24	0
4452		0
4453		0
4454		0
4455	50	0
4456	54	0
4457		0
4458		0
4459		0
4460		0
4461	25	0
4462		0
4463		0
4464		0
4465	51	0
4466	59	0
4467		0
4468		0
4469		0
4470		0
4471	25	0
4472		0
4473		0
4474		0
4475	51	0
4476	47	0
4477		0
4478		0
4479		0
4480		0
4481	25	0
4482		0
4483		0
4484		0
4485	51	0
4486	56	0
4487		0
4488		0
4489		0
4490		0
4491	25	0
4492		0
4493		0
4494		0
4495	51	0
4496	63	0
4497		0
4498		0
4499		0
4500		0
4501	26	0
4502		0
4503		0
4504		0
4505	52	0
4506	48	0
4507		0
4508		0
4509		0
4510		0
4511	26	0
4512		0
4513		0
4514		0
4515	52	0
4516	55	0
4517		0
4518		0
4519		0
4520		0
4521	26	0
4522		0
4523		0
4524		0
4525	52	0
4526	48	0
4527		0
4528		0
4529		0
4530		0
4531	26	0
4532		0
4533		0
4534		0
4535	52	0
4536	48	0
4537		0
4538		0
4539		0
4540		0
4541	26	0
4542		0
4543		0
4544		0
4545	52	0
4546	48	0
4547		0
4548		0
4549		0
4550		0
4551	27	0
4552		0
4553		0
4554		0
4555	53	0
4556	49	0
4557		0
4558		0
4559		0
4560		0
4561	27	0
4562		0
4563		0
4564		0
4565	53	0
4566	43	0
4567		0
4568		0
4569		0
4570		0
4571	28	0
4572		0
4573		0
4574		0
4575	54	0
4576	53	0
4577		0
4578		0
4579		0
4580		0
4581	28	0
4582		0
4583		0
4584		0
4585	54	0
4586	57	0
4587		0
4588		0
4589		0
4590		0
4591	29	0
4592		0
4593		0
4594		0
4595	55	0
4596	60	0
4597		0
4598		0
4599		0
4600		0
4601	29	0
4602		0
4603		0
4604		0
4605	55	0
4606	60	0
4607		0
4608		0
4609		0
4610		0
4611	29	0
4612		0
4613		0
4614		0
4615	55	0
4616	58	0
4617		0
4618		0
4619		0
4620		0
4621	29	0
4622		0
4623		0
4624		0
4625	55	0
4626	61	0
4627		0
4628		0
4629		0
4630		0
4631	41	0
4632		0
4633		0
4634		0
4635	67	0
4636	110	0
4637		0
4638		0
4639		0
4640		0
4641	41	0
4642		0
4643		0
4644		0
4645	67	0
4646	110	0
4647		0
4648		0
4649		0
4650		0
4651	23	0
4652		0
4653		0
4654		0
4655	49	0
4656	46	0
4657		0
4658		0
4659		0
4660		0
4661	23	0
4662		0
4663		0
4664		0
4665	49	0
4666	42	0
4667		0
4668		0
4669		0
4670		0
4671	23	0
4672		0
4673		0
4674		0
4675	49	0
4676	54	0
4677		0
4678		0
4679		0
4680		0
4681	24	0
4682		0
4683		0
4684		0
4685	50	0
4686	62	0
4687		0
4688		0
4689		0
4690		0
4691	24	0
4692		0
4693		0
4694		0
4695	50	0
4696	52	0
4697		0
4698		0
4699		0
4700		0
4701	24	0
4702		0
4703		0
4704		0
4705	50	0
4706	54	0
4707		0
4708		0
4709		0
4710		0
4711	25	0
4712		0
4713		0
4714		0
4715	51	0
4716	59	0
4717		0
4718		0
4719		0
4720		0
4721	25	0
4722		0
4723		0
4724		0
4725	51	0
4726	47	0
4727		0
4728		0
4729		0
4730		0
4731	25	0
4732		0
4733		0
4734		0
4735	51	0
4736	56	0
4737		0
4738		0
4739		0
4740		0
4741	25	0
4742		0
4743		0
4744		0
4745	51	0
4746	63	0
4747		0
4748		0
4749		0
4750		0
4751	26	0
4752		0
4753		0
4754		0
4755	52	0
4756	48	0
4757		0
4758		0
4759		0
4760		0
4761	26	0
4762		0
4763		0
4764		0
4765	52	0
4766	55	0
4767		0
4768		0
4769		0
4770		0
4771	26	0
4772		0
4773		0
4774		0
4775	52	0
4776	48	0
4777		0
4778		0
4779		0
4780		0
4781	26	0
4782		0
4783		0
4784		0
4785	52	0
4786	48	0
4787		0
4788		0
4789		0
4790		0
4791	26	0
4792		0
4793		0
4794		0
4795	52	0
4796	48	0
4797		0
4798		0
4799		0
4800		0
4801	27	0
4802		0
4803		0
4804		0
4805	53	0
4806	49	0
4807		0
4808		0
4809		0
4810		0
4811	27	0
4812		0
4813		0
4814		0
4815	53	0
4816	43	0
4817		0
4818		0
4819		0
4820		0
4821	28	0
4822		0
4823		0
4824		0
4825	54	0
4826	53	0
4827		0
4828		0
4829		0
4830		0
4831	28	0
4832		0
4833		0
4834		0
4835	54	0
4836	57	0
4837		0
4838		0
4839		0
4840		0
4841	29	0
4842		0
4843		0
4844		0
4845	55	0
4846	60	0
4847		0
4848		0
4849		0
4850		0
4851	29	0
4852		0
4853		0
4854		0
4855	55	0
4856	60	0
4857		0
4858		0
4859		0
4860		0
4861	29	0
4862		0
4863		0
4864		0
4865	55	0
4866	58	0
4867		0
4868		0
4869		0
4870		0
4871	29	0
4872		0
4873		0
4874		0
4875	55	0
4876	61	0
4877		0
4878		0
4879		0
4880		0
4881	41	0
4882		0
4883		0
4884		0
4885	67	0
4886	110	0
4887		0
4888		0
4889		0
4890		0
4891	41	0
4892		0
4893		0
4894		0
4895	67	0
4896	110	0
4897		0
4898		0
4899		0
4900		0
4901	30	0
4902		0
4903		0
4904		0
4905	56	0
4906	86	0
4907		0
4908		0
4909		0
4910		0
4911	30	0
4912		0
4913		0
4914		0
4915	56	0
4916	87	0
4917		0
4918		0
4919		0
4920		0
4921	30	0
4922		0
4923		0
4924		0
4925	56	0
4926	88	0
4927		0
4928		0
4929		0
4930		0
4931	31	0
4932		0
4933		0
4934		0
4935	57	0
4936	89	0
4937		0
4938		0
4939		0
4940		0
4941	31	0
4942		0
4943		0
4944		0
4945	57	0
4946	90	0
4947		0
4948		0
4949		0
4950		0
4951	31	0
4952		0
4953		0
4954		0
4955	57	0
4956	91	0
4957		0
4958		0
4959		0
4960		0
4961	32	0
4962		0
4963		0
4964		0
4965	58	0
4966	92	0
4967		0
4968		0
4969		0
4970		0
4971	32	0
4972		0
4973		0
4974		0
4975	58	0
4976	93	0
4977		0
4978		0
4979		0
4980		0
4981	33	0
4982		0
4983		0
4984		0
4985	59	0
4986	94	0
4987		0
4988		0
4989		0
4990		0
4991	33	0
4992		0
4993		0
4994		0
4995	59	0
4996	95	0
4997		0
4998		0
4999		0
5000		0
5001	34	0
5002		0
5003		0
5004		0
5005	60	0
5006	96	0
5007		0
5008		0
5009		0
5010		0
5011	34	0
5012		0
5013		0
5014		0
5015	60	0
5016	97	0
5017		0
5018		0
5019		0
5020		0
5021	35	0
5022		0
5023		0
5024		0
5025	61	0
5026	98	0
5027		0
5028		0
5029		0
5030		0
5031	35	0
5032		0
5033		0
5034		0
5035	61	0
5036	99	0
5037		0
5038		0
5039		0
5040		0
5041	35	0
5042		0
5043		0
5044		0
5045	61	0
5046	100	0
5047		0
5048		0
5049		0
5050		0
5051	36	0
5052		0
5053		0
5054		0
5055	62	0
5056	101	0
5057		0
5058		0
5059		0
5060		0
5061	36	0
5062		0
5063		0
5064		0
5065	62	0
5066	102	0
5067		0
5068		0
5069		0
5070		0
5071	37	0
5072		0
5073		0
5074		0
5075	63	0
5076	103	0
5077		0
5078		0
5079		0
5080		0
5081	37	0
5082		0
5083		0
5084		0
5085	63	0
5086	104	0
5087		0
5088		0
5089		0
5090		0
5091	38	0
5092		0
5093		0
5094		0
5095	64	0
5096	105	0
5097		0
5098		0
5099		0
5100		0
5101	38	0
5102		0
5103		0
5104		0
5105	64	0
5106	106	0
5107		0
5108		0
5109		0
5110		0
5111	39	0
5112		0
5113		0
5114		0
5115	65	0
5116	107	0
5117		0
5118		0
5119		0
5120		0
5121	39	0
5122		0
5123		0
5124		0
5125	65	0
5126	108	0
5127		0
5128		0
5129		0
5130		0
5131	45	0
5132		0
5133		0
5134		0
5135	71	0
5136	111	0
5137		0
5138		0
5139		0
5140		0
5141	45	0
5142		0
5143		0
5144		0
5145	71	0
5146	111	0
5147		0
5148		0
5149		0
5150		0
5151	30	0
5152		0
5153		0
5154		0
5155	56	0
5156	112	0
5157		0
5158		0
5159		0
5160		0
5161	30	0
5162		0
5163		0
5164		0
5165	56	0
5166	113	0
5167		0
5168		0
5169		0
5170		0
5171	30	0
5172		0
5173		0
5174		0
5175	56	0
5176	114	0
5177		0
5178		0
5179		0
5180		0
5181	31	0
5182		0
5183		0
5184		0
5185	57	0
5186	115	0
5187		0
