Name	ItemGenre	DetailType	ParticularType	Descript
§å phæ Hoµng Kim - B¨ng Hµn §¬n ChØ Phi §ao	6	1	309	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 7 trë lªn<enter>MËt Ng©n Kho¸ng: T¨ng % STVL ngo¹i c«ng cÊp 6 trë lªn<enter>Chu Sa Kho¸ng: T¨ng møc néi lùc cÊp 6 trë lªn<enter>HuyÒn ThiÕt Kho¸ng: T¨ng tèc ®é ®¸nh ngo¹i c«ng cÊp 5 trë lªn<enter>Phï Dung Th¹ch: T¨ng ®iÓm STVL ngo¹i c«ng cÊp 5 trë lªn<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - B¨ng Hµn HuyÒn Y Thóc Gi¸p	6	1	310	VËt liÖu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc, cÊp 8 trë lªn<enter>Phi §ao ThuËt - NhiÕp Hån NguyÖt ¶nh<enter>MËt Ng©n Kho¸ng: Thêi gian phôc håi, cÊp 7 trë lªn<enter>Phï Dung Th¹ch: T¨ng PTVL, cÊp 6 trë lªn<enter>Chu Sa Kho¸ng: T¨ng néi lùc, cÊp 6 trë lªn<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - B¨ng Hµn T©m TiÔn Yªu KhÊu	6	1	311	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Phï Dung Th¹ch: T¨ng phßng thñ vËt lı cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>Chung Nhò Th¹ch: Gi¶m cho¸ng cÊp trªn 8<enter>Phi §ao ThuËt - NhiÕp Hån NguyÖt ¶nh
§å phæ Hoµng Kim - B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi	6	1	312	.
§å phæ Hoµng Kim - B¨ng Hµn NguyÖt ¶nh Ngoa	6	1	313	.
§å phæ Hoµng Kim - Thiªn Quang Hoa Vò M¹n Thiªn	6	1	314	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng Néi lùc)<enter>MËt Ng©n Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng s¸t th­¬ng vËt lı hÖ Ngo¹i c«ng)<enter>Chu Sa Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng Néi lùc)<enter>HuyÒn ThiÕt Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng ®éng t¸c xuÊt chiªu hÖ Ngo¹i c«ng)<enter>Phï Dung Th¹ch cÊp 7 trë lªn (lo¹i t¨ng s¸t th­¬ng vËt lı hÖ Ngo¹i c«ng)<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - Thiªn Quang §Şnh T©m Ng­ng ThÇn phï 	6	1	315	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 7 trë lªn<enter>Khæng T­íc Th¹ch: T¨ng PTVL cÊp 5 trë lªn<enter>Tô TiÔn ThuËt B¹o Vò Lª Hoa<enter>MËt Ng©n Kho¸ng: T¨ng kh¸ng tÊt c¶ cÊp 4 trë lªn<enter>Chu Sa Kho¸ng: T¨ng møc néi lùc cÊp 5 trë lªn<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - Thiªn Quang S©m La Thóc Yªu	6	1	316	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Vâ L©m MËt TŞch<enter>Phï Dung Th¹ch: T¨ng phßng thñ vËt lı cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>Tô TiÔn ThuËt - B¹o Vò Lª Hoa
§å phæ Hoµng Kim - Thiªn Quang Phong B¹o Hµn ThiÕt Tr¹c	6	1	317	.
§å phæ Hoµng Kim - Thiªn Quang Thóc Thiªn Ph­îc §Şa Hoµn	6	1	318	.
§å phæ Hoµng Kim - S©m Hoang Phi Tinh §o¹t Hån	6	1	319	Nguyªn liÖu yªu cÇu:<color=yellow><enter>HuyÒn thiÕt kho¸ng: Sinh lùc tèi ®a cÊp 7 trë lªn<enter>MËt ng©n kho¸ng: STVL ngo¹i c«ng % cÊp 5 trë lªn<enter>Chu sa kho¸ng: TrŞ néi lùc tèi ®a cÊp 5 trë lªn<enter>HuyÒn thiÕt kho¸ng: Tèc ®é ®¸nh cÊp 5 trë lªn<enter>Phï dung th¹ch: STVL ngo¹i c«ng ®iÓm cÊp 4 trë lªn<enter>Vâ l©m mËt tŞch
§å phæ Hoµng Kim - S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p	6	1	320	.
§å phæ Hoµng Kim - S©m Hoang Hån Gi¶o Yªu Thóc	6	1	321	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Phï Dung Th¹ch: T¨ng phßng thñ vËt lı cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>Chung Nhò Th¹ch: Gi¶m cho¸ng cÊp trªn 8<enter>Phi Tiªu ThuËt - Cöu Cung Phi Tinh
§å phæ Hoµng Kim - S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi	6	1	322	.
§å phæ Hoµng Kim - S©m Hoang Tinh VÉn Phi Lı 	6	1	323	VËt liÖu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc, cÊp 8 trë lªn<enter>Phi tiªu thuËt - Cöu Cung Phi Tinh<enter>MËt Ng©n Kho¸ng: T¨ng tèc ®é di chuyÓn, cÊp 7 trë lªn<enter>Phï Dung Th¹ch: T¨ng kh¸ng l«i, cÊp 6 trë lªn<enter>Chu Sa Kho¸ng: T¨ng néi lùc, 7###<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - §Şa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n	6	1	324	VËt liÖu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc, cÊp 8 trë lªn<enter>H·m TØnh ThuËt - Lo¹n Hoµn Kİch<enter>Phï Dung Th¹ch: Thêi gian lµm chËm, cÊp 6 trë lªn<enter>Phï Dung Th¹ch: T¨ng kh¸ng l«i, cÊp 7 trë lªn<enter>Chu Sa Kho¸ng: T¨ng néi lùc, cÊp 7 trë lªn<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - §Şa Ph¸ch H¾c DiÖm Xung Thiªn Liªn	6	1	325	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 6 trë lªn<enter>H·m TÜnh ThuËt Lo¹n Hoµn Kİch<enter>Chu Sa Kho¸ng: T¨ng møc néi lùc cÊp 5 trë lªn<enter>Phï Dung Th¹ch: T¨ng PTVL cÊp 5 trë lªn<enter>Chu Sa Kho¸ng: T¨ng kh¸ng tÊt c¶ cÊp 4 trë lªn
§å phæ Hoµng Kim - §Şa Ph¸ch Tİch LŞch L«i Háa Giíi	6	1	326	.
§å phæ Hoµng Kim - §Şa Ph¸ch KhÊu T©m Tr¹c	6	1	327	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Phï Dung Th¹ch: T¨ng phßng thñ vËt lı cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>Chung Nhò Th¹ch: Gi¶m cho¸ng cÊp trªn 8<enter>H·m TÜnh ThuËt - Lo¹n Hoµn Kİch
§å phæ Hoµng Kim - §Şa Ph¸ch §Şa Hµnh Thiªn Lı Ngoa	6	1	328	.
§å phæ Hoµng Kim - §ång Cõu Phi Long §Çu Hoµn	6	1	329	.
§å phæ Hoµng Kim - §ång Cõu Gi¸ng Long C¸i Y	6	1	330	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 7 trë lªn<enter>MËt Ng©n Kho¸ng: T¨ng møc néi lùc tèi ®a cÊp 5 trë lªn<enter>Chung Nhò Th¹ch: T¨ng sinh khİ cÊp 4 trë lªn<enter>Khæng T­íc Th¹ch: T¨ng PTVL cÊp 5 trë lªn<enter>MËt Ng©n Kho¸ng: Gi¶m thêi gian phôc håi cÊp 5 trë lªn<enter>C¸i Bang Ch­ëng Ph¸p
§å phæ Hoµng Kim - §ång Cõu TiÒm Long Yªu §¸i	6	1	331	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: T¨ng kh¸ng b¨ng cÊp trªn 7<enter>Phï Dung Th¹ch: Thêi gian lµm chËm cÊp trªn 8<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>Phï Dung Th¹ch: Thêi gian tróng ®éc cÊp trªn 8<enter>C¸i Bang Ch­ëng Ph¸p
§å phæ Hoµng Kim - §ång Cõu Kh¸ng Long Hé UyÓn	6	1	332	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 8 trë lªn<enter>C¸i Bang Ch­ëng Ph¸p<enter>Chu Sa Kho¸ng: T¨ng møc néi lùc cÊp 8 trë lªn<enter>Phï Dung Th¹ch: T¨ng háa s¸t néi c«ng cÊp 6 trë lªn<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - §ång Cõu KiÕn Long Ban ChØ 	6	1	333	.
§å phæ Hoµng Kim - §Şch Kh¸i Lôc Ngäc Tr­îng	6	1	334	Nguyªn liÖu yªu cÇu: <color=yellow><enter>Vâ L©m MËt TŞch<enter>MËt Ng©n Kho¸ng: Hót néi lùc cÊp 6 trë lªn<enter>Chu Sa Kho¸ng: T¨ng tèc ®é ®¸nh ngo¹i c«ng cÊp 6 trë lªn<enter>Khæng T­íc Th¹ch: T¨ng ®iÓm STVL ngo¹i c«ng cÊp 8 trë lªn<enter>Phï Dung Th¹ch: T¨ng b¨ng s¸t ngo¹i c«ng cÊp 6 trë lªn<enter>C¸i Bang C«n Ph¸p
§å phæ Hoµng Kim - §Şch Kh¸i Cöu §¹i C¸i Y	6	1	335	.
§å phæ Hoµng Kim - §Şch Kh¸i TriÒn M·ng Yªu §¸i	6	1	336	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Vâ L©m MËt TŞch<enter>Phï Dung Th¹ch: T¨ng kh¸ng b¨ng cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>C¸i Bang C«n Ph¸p
§å phæ Hoµng Kim - §Şch Kh¸i CÈu Tİch B× Hé UyÓn	6	1	337	VËt liÖu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc, cÊp 8 trë lªn<enter>Khæng T­íc Th¹ch: Gi¶m cho¸ng, cÊp 7 trë lªn<enter>Vâ L©m MËt TŞch<enter>Phï Dung Th¹ch: T¨ng kh¸ng b¨ng, cÊp 7 trë lªn<enter>Chu Sa Kho¸ng: T¨ng néi lùc, cÊp 7 trë lªn<enter>Phï Dung Th¹ch: Thêi gian tróng ®éc, cÊp 6 trë lªn
§å phæ Hoµng Kim - §Şch Kh¸i Th¶o Gian Th¹ch Giíi	6	1	338	.
§å phæ Hoµng Kim - Ma S¸t Quû Cèc U Minh Th­¬ng	6	1	339	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng % STVL ngo¹i c«ng cÊp 7 trë lªn<enter>MËt Ng©n Kho¸ng: T¨ng ®é chİnh x¸c cÊp 6 trë lªn<enter>Chu Sa Kho¸ng: T¨ng tèc ®é ®¸nh ngo¹i c«ng cÊp 6 trë lªn<enter>Khæng T­íc Th¹ch: T¨ng ®iÓm STVL ngo¹i c«ng cÊp 5 trë lªn<enter>Phï Dung Th¹ch: T¨ng b¨ng s¸t ngo¹i c«ng cÊp 5 trë lªn<enter]Vâ L©m MËt TŞch
§å phæ Hoµng Kim - Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p	6	1	340	VËt liÖu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc, cÊp 8 trë lªn<enter>MËt Ng©n Kho¸ng: Thêi gian phôc håi, cÊp 7 trë lªn<enter>Phï Dung Th¹ch: Thêi gian gi¶m cho¸ng, cÊp 6 trë lªn<enter>Phï Dung Th¹ch: T¨ng kh¸ng l«i, cÊp 7 trë lªn<enter>Chu Sa Kho¸ng: T¨ng néi lùc, cÊp 7 trë lªn<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - Ma S¸t Xİch Kı Táa Yªu KhÊu	6	1	341	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Phï Dung Th¹ch: Gi¶m cho¸ng cÊp trªn 8<enter>Phï Dung Th¹ch: T¨ng kh¸ng b¨ng cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>V©n Long Kİch - M©u Ph¸p
§å phæ Hoµng Kim - Ma S¸t Cö Háa LiÖu Thiªn UyÓn	6	1	342	.
§å phæ Hoµng Kim - Ma S¸t V©n Long Thæ Ch©u Giíi	6	1	343	.
§å phæ Hoµng Kim - Ma ThŞ LiÖt DiÖm Qu¸n MiÖn	6	1	344	VËt liÖu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc, cÊp 8 trë lªn<enter>L­u Tinh §ao Ph¸p<enter>Phï Dung Th¹ch: Gi¶m cho¸ng, cÊp 7 trë lªn<enter>Phï Dung Th¹ch: T¨ng PTVL, cÊp 7 trë lªn<enter>Chu Sa Kho¸ng: T¨ng néi lùc, cÊp 8 trë lªn<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - Ma ThŞ LÖ Ma PhÖ T©m Liªn	6	1	345	.
§å phæ Hoµng Kim - Ma ThŞ NghiÖp Háa U Minh Giíi	6	1	346	.
§å phæ Hoµng Kim - Ma ThŞ HuyÕt Ngäc ThÊt S¸t Béi	6	1	347	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Phï Dung Th¹ch: Kh¸ng háa cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: Thêi gian tróng ®éc cÊp trªn 8<enter>L­u Tinh §ao Ph¸p
§å phæ Hoµng Kim - Ma ThŞ s¬n  H¶i Phi Hång Lı 	6	1	348	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng Sinh lùc)<enter>L­u Tinh. §ao ph¸p <enter>Chu Sa Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng Néi lùc)<enter>HuyÒn ThiÕt Kho¸ng cÊp 8 trë lªn (t¨ng tèc ®é di chuyÓn)<enter>Phï Dung Th¹ch cÊp 8 trë lªn (lo¹i t¨ng phßng B¨ng)<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - Ma Hoµng Kim Gi¸p Kh«i	6	1	349	CÇn cã:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng cÊp 7 trë lªn (lo¹i t¨ng Sinh lùc)<enter>NhiÕp Hån. Tr­íc Chó <enter>Chu Sa Kho¸ng cÊp 8 trë lªn (lo¹i t¨ng Néi lùc)<enter>Vâ L©m MËt TŞch<enter>Phï Dung Th¹ch cÊp 8 trë lªn (lo¹i t¨ng phßng B¨ng) 
§å phæ Hoµng Kim - Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	6	1	350	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc  cÊp 7 trë lªn<enter>Phï Dung Th¹ch: T¨ng kh¸ng l«i cÊp 5 trë lªn<enter>Khæng T­íc Th¹ch: T¨ng sinh khİ cÊp 5 trë lªn<enter>Phï Dung Th¹ch: T¨ng PTVL cÊp 5 trë lªn<enter>Chu Sa Kho¸ng: T¨ng kh¸ng tÊt c¶ cÊp 4 trë lªn
§å phæ Hoµng Kim - Ma Hoµng Khª Cèc Thóc Yªu §¸i	6	1	351	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Phï Dung Th¹ch: T¨ng kh¸ng b¨ng cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: Thêi gian tróng ®éc cÊp trªn 8<enter>NhiÕp Hån - bïa chó
§å phæ Hoµng Kim - Ma Hoµng HuyÕt Y Thó Tr¹c	6	1	352	.
§å phæ Hoµng Kim - Ma Hoµng §¨ng §¹p Ngoa	6	1	353	.
§å phæ hoµng kim - L¨ng Nh¹c Th¸i Cùc KiÕm	6	1	354	VËt liÖu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc, cÊp 8 trë lªn<enter>Khæng T­íc Th¹ch: L«i s¸t néi c«ng, cÊp 7 trë lªn<enter>MËt Ng©n Kho¸ng: T¨ng néi lùc, cÊp 8 trë lªn<enter>Phï Dung Th¹ch: T¨ng kh¸ng háa, cÊp 7 trë lªn<enter>Chung Nhò Th¹ch: Thêi gian gi¶m cho¸ng, cÊp 6 trë lªn<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355	.
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Phï Dung Th¹ch: T¨ng kh¸ng ®éc cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>Chung Nhò Th¹ch: Gi¶m cho¸ng cÊp trªn 7<enter>Th¸i Cùc QuyÒn Phæ quyÓn 3
§å phæ Hoµng Kim - L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	6	1	357	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 8 trë lªn<enter>Th¸i Cùc QuyÒn Phæ<enter>Chu Sa Kho¸ng: T¨ng møc néi lùc cÊp 8 trë lªn<enter>Vâ L©m MËt TŞch<enter>Phï Dung Th¹ch: T¨ng kh¸ng ®éc cÊp 7 trë lªn
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Şa HuyÒn Hoµng giíi	6	1	358	.
§å phæ Hoµng Kim - CËp Phong Ch©n Vò KiÕm	6	1	359	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng % STVL ngo¹i c«ng cÊp 8 trë lªn<enter>MËt Ng©n Kho¸ng: T¨ng ®é chİnh x¸c cÊp 8 trë lªn<enter>Chu Sa Kho¸ng: T¨ng tèc ®é ®¸nh ngo¹i c«ng cÊp 7 trë lªn<enter>Khæng T­íc Th¹ch: T¨ng ®iÓm STVL ngo¹i c«ng cÊp 7 trë lªn<enter>Phï Dung Th¹ch: T¨ng b¨ng s¸t ngo¹i c«ng cÊp 6 trë lªn<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - CËp Phong Tam Thanh Phï 	6	1	360	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 7 trë lªn<enter>Vâ L©m MËt TŞch<enter>Phï Dung Th¹ch: T¨ng kh¸ng l«i cÊp 6 trë lªn<enter>Khæng T­íc Th¹ch: T¨ng kh¸ng b¨ng cÊp 6 trë lªn<enter>Phï Dung Th¹ch: T¨ng PTVL cÊp 6 trë lªn<enter>Chu Sa Kho¸ng: T¨ng kh¸ng tÊt c¶ cÊp 5 trë lªn
§å phæ Hoµng Kim - CËp Phong HuyÒn Ti Tam §o¹n CÈm	6	1	361	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Vâ L©m MËt TŞch<enter>Phï Dung Th¹ch: T¨ng phßng thñ vËt lı cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>Th¸i Cùc KiÕm Phæ quyÓn 2
§å phæ Hoµng Kim - CËp Phong Thóy Ngäc HuyÒn Hoµng Béi	6	1	362	.
§å phæ Hoµng Kim - CËp Phong Thanh Tïng Ph¸p Giíi	6	1	363	.
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	6	1	364	Nguyªn liÖu yªu cÇu:<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: Hót néi lùc cÊp 6 trë lªn<enter>MËt Ng©n Kho¸ng: T¨ng STVL ngo¹i c«ng % cÊp 7 trë lªn<enter>Chu Sa Kho¸ng: T¨ng tèc ®é ®¸nh cÊp 6 trë lªn<enter>Khæng T­íc Th¹ch: T¨ng STVL ngo¹i c«ng ®iÓm cÊp 7 trë lªn<enter>Phï Dung Th¹ch: T¨ng b¨ng s¸t ngo¹i c«ng cÊp 6 trë lªn<enter>Vâ l©m mËt tŞch
§å phæ Hoµng Kim - S­¬ng Tinh Ng¹o S­¬ng §¹o Bµo	6	1	365	.
§å phæ Hoµng Kim - S­¬ng Tinh Thanh Phong Lò §¸i	6	1	366	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Phï Dung Th¹ch: T¨ng phßng thñ vËt lı cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>Chung Nhò Th¹ch: Gi¶m cho¸ng cÊp trªn 7<enter>Ngù Phong ThuËt
§å phæ Hoµng Kim - S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ 	6	1	367	VËt liÖu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc, cÊp 8 trë lªn<enter>Ngù Phong ThuËt<enter>Vâ L©m MËt TŞch<enter>Khæng T­íc Th¹ch: T¨ng kh¸ng ®éc, cÊp 8 trë lªn<enter>Chu Sa Kho¸ng: T¨ng néi lùc, cÊp 7 trë lªn<enter>TÈy Tñy Kinh
§å phæ Hoµng Kim - S­¬ng Tinh Phong B¹o ChØ Hoµn	6	1	368	.
§å phæ Hoµng Kim - L«i Khung Hµn Tïng B¨ng B¸ch Quan	6	1	369	VËt liÖu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc, cÊp 8 trë lªn<enter>Ngù L«i ThuËt<enter>Khæng T­íc Th¹ch: L«i s¸t néi c«ng, cÊp 7 trë lªn<enter>Phï Dung Th¹ch: T¨ng kh¸ng ®éc, cÊp 7 trë lªn<enter>Chu Sa Kho¸ng: T¨ng néi lùc, cÊp 7 trë lªn<enter>Vâ L©m MËt TŞch
§å phæ Hoµng Kim - L«i Khung Thiªn §Şa Hé Phï 	6	1	370	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 7 trë lªn<enter>MËt Ng©n Kho¸ng: T¨ng møc néi lùc cÊp 6 trë lªn<enter>Phï Dung Th¹ch: T¨ng kh¸ng ®éc cÊp 6 trë lªn<enter>Khæng T­íc Th¹ch: T¨ng PTVL cÊp 5 trë lªn<enter>MËt Ng©n Kho¸ng: T¨ng kh¸ng tÊt c¶ cÊp 4 trë lªn<enter>Ngù Phong ThuËt
§å phæ Hoµng Kim - L«i Khung Phong L«i Thanh CÈm §¸i	6	1	371	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Phï Dung Th¹ch: T¨ng kh¸ng ®éc cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>Chung Nhò Th¹ch: Gi¶m cho¸ng cÊp trªn 7<enter>Ngù L«i ThuËt
§å phæ Hoµng Kim - L«i Khung Linh Ngäc ¤n L«i	6	1	372	.
§å phæ Hoµng Kim - L«i Khung Cöu Thiªn DÉn L«i Giíi	6	1	373	.
§å phæ Hoµng Kim - Vô ¶o B¾c Minh §¹o Qu¸n	6	1	374	Nguyªn liÖu yªu cÇu: <color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng møc sinh lùc cÊp 6 trë lªn<enter>Ngù T©m ThuËt<enter>Chu Sa Kho¸ng: T¨ng trŞ møc néi lùc cÊp 5 trë lªn<enter>Phï Dung Th¹ch: T¨ng kh¸ng ®éc cÊp 5 trë lªn
§å phæ Hoµng Kim - Vô ¶o Ki B¸n Phï Chó 	6	1	375	.
§å phæ Hoµng Kim - Vô ¶o Thóc T©m ChØ Hoµn	6	1	376	.
§å phæ Hoµng Kim - Vô ¶o Thanh ¶nh HuyÒn Ngäc Béi	6	1	377	VËt liªu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc cÊp trªn 8<enter>Khæng T­íc Th¹ch: thêi gian lµm chËm cÊp trªn 8<enter>Phï Dung Th¹ch: T¨ng phßng thñ vËt lı cÊp trªn 7<enter>Chu Sa Kho¸ng: T¨ng néi lùc cÊp trªn 8<enter>Chung Nhò Th¹ch: Gi¶m cho¸ng cÊp trªn 7<enter>Ngù T©m ThuËt
§å phæ Hoµng Kim - Vô ¶o Tung Phong TuyÕt ¶nh ngoa	6	1	378	VËt liÖu yªu cÇu<color=yellow><enter>HuyÒn ThiÕt Kho¸ng: T¨ng sinh lùc, cÊp 8 trë lªn<enter>Ngù T©m ThuËt<enter>MËt Ng©n Kho¸ng: T¨ng tèc ®é di chuyÓn, cÊp 7 trë lªn<enter>Phï Dung Th¹ch: T¨ng kh¸ng l«i, cÊp 6 trë lªn<enter>Chu Sa Kho¸ng: T¨ng néi lùc, cÊp 6 trë lªn<enter>Chung Nhò Th¹ch: Thêi gian gi¶m cho¸ng, cÊp 6 trë lªn
§å phæ Hoµng Kim - ®éng S¸t B¹ch Kim §iªu Long Giíi	6	1	379	.
