index_Name	index_ItemGenre	index_DetailType	index_ParticualrType	index_taskid	index_level	index_content
同伴修炼任务卷轴257	6	1	703	262	85	去沙漠地表杀沙蝎100只，同伴等级要求不低于75级
同伴修炼任务卷轴258	6	1	704	263	85	去沙漠地表杀沙蝎150只，同伴等级要求不低于75级
同伴修炼任务卷轴259	6	1	705	264	95	去沙漠山洞1杀流云50个，同伴等级要求不低于85级
同伴修炼任务卷轴260	6	1	706	265	95	去沙漠山洞1杀流云100个，同伴等级要求不低于85级
同伴修炼任务卷轴261	6	1	707	266	95	去沙漠山洞1杀流云150个，同伴等级要求不低于85级
同伴修炼任务卷轴262	6	1	708	267	95	去沙漠山洞2杀流云50个，同伴等级要求不低于85级
同伴修炼任务卷轴263	6	1	709	268	95	去沙漠山洞2杀流云100个，同伴等级要求不低于85级
同伴修炼任务卷轴264	6	1	710	269	95	去沙漠山洞2杀流云150个，同伴等级要求不低于85级
同伴修炼任务卷轴265	6	1	711	270	35	去快活林杀铜锤50个，同伴等级要求不低于25级
同伴修炼任务卷轴266	6	1	712	271	35	去快活林杀铜锤100个，同伴等级要求不低于25级
同伴修炼任务卷轴267	6	1	713	272	35	去快活林杀铜锤150个，同伴等级要求不低于25级
同伴修炼任务卷轴268	6	1	714	273	15	去药王谷杀灵猫50只，同伴等级要求不低于5级
同伴修炼任务卷轴269	6	1	715	274	15	去药王谷杀灵猫100只，同伴等级要求不低于5级
同伴修炼任务卷轴270	6	1	716	275	15	去药王谷杀灵猫150只，同伴等级要求不低于5级
同伴修炼任务卷轴271	6	1	717	276	35	去药王洞一层杀铁爪50个，同伴等级要求不低于25级
同伴修炼任务卷轴272	6	1	718	277	35	去药王洞一层杀铁爪100个，同伴等级要求不低于25级
同伴修炼任务卷轴273	6	1	719	278	35	去药王洞一层杀铁爪150个，同伴等级要求不低于25级
同伴修炼任务卷轴274	6	1	720	279	75	去药王洞二层杀铜锤50个，同伴等级要求不低于65级
同伴修炼任务卷轴275	6	1	721	280	75	去药王洞二层杀铜锤100个，同伴等级要求不低于65级
同伴修炼任务卷轴276	6	1	722	281	75	去药王洞二层杀铜锤150个，同伴等级要求不低于65级
同伴修炼任务卷轴277	6	1	723	282	85	去药王洞三层杀蓝巾50个，同伴等级要求不低于75级
同伴修炼任务卷轴278	6	1	724	283	85	去药王洞三层杀蓝巾100个，同伴等级要求不低于75级
同伴修炼任务卷轴279	6	1	725	284	85	去药王洞三层杀蓝巾150个，同伴等级要求不低于75级
同伴修炼任务卷轴280	6	1	726	285	95	去药王洞四层杀穿山50个，同伴等级要求不低于85级
同伴修炼任务卷轴281	6	1	727	286	95	去药王洞四层杀穿山100个，同伴等级要求不低于85级
同伴修炼任务卷轴282	6	1	728	287	95	去药王洞四层杀穿山150个，同伴等级要求不低于85级
同伴修炼任务卷轴283	6	1	729	288	85	去古阳洞迷宫杀髻匕50个，同伴等级要求不低于75级
同伴修炼任务卷轴284	6	1	730	289	85	去古阳洞迷宫杀髻匕100个，同伴等级要求不低于75级
同伴修炼任务卷轴285	6	1	731	290	85	去古阳洞迷宫杀髻匕150个，同伴等级要求不低于75级
同伴修炼任务卷轴286	6	1	732	291	95	去莫高窟杀飞沙50个，同伴等级要求不低于85级
同伴修炼任务卷轴287	6	1	733	292	95	去莫高窟杀飞沙100个，同伴等级要求不低于85级
同伴修炼任务卷轴288	6	1	734	293	95	去莫高窟杀飞沙150个，同伴等级要求不低于85级
同伴修炼任务卷轴289	6	1	735	294	10	去石鼓镇杀白猪50只，同伴等级要求不低于1级
同伴修炼任务卷轴290	6	1	736	295	10	去石鼓镇杀白猪100只，同伴等级要求不低于1级
同伴修炼任务卷轴291	6	1	737	296	10	去石鼓镇杀白猪150只，同伴等级要求不低于1级
同伴修炼任务卷轴292	6	1	738	297	15	去翠烟门外杀浣熊50只，同伴等级要求不低于5级
同伴修炼任务卷轴293	6	1	739	298	15	去翠烟门外杀浣熊100只，同伴等级要求不低于5级
同伴修炼任务卷轴294	6	1	740	299	15	去翠烟门外杀浣熊150只，同伴等级要求不低于5级
同伴修炼任务卷轴295	6	1	741	300	65	去禁地迷宫杀黑巾50个，同伴等级要求不低于55级
同伴修炼任务卷轴296	6	1	742	301	65	去禁地迷宫杀黑巾100个，同伴等级要求不低于55级
同伴修炼任务卷轴297	6	1	743	302	65	去禁地迷宫杀黑巾150个，同伴等级要求不低于55级
同伴修炼任务卷轴298	6	1	744	303	15	去大理府外杀火蜥50只，同伴等级要求不低于5级
同伴修炼任务卷轴299	6	1	745	304	15	去大理府外杀火蜥100只，同伴等级要求不低于5级
同伴修炼任务卷轴300	6	1	746	305	15	去大理府外杀火蜥150只，同伴等级要求不低于5级
同伴修炼任务卷轴301	6	1	747	306	55	去恶霸家地道杀恶霸50个，同伴等级要求不低于45级
同伴修炼任务卷轴302	6	1	748	307	55	去恶霸家地道杀恶霸100个，同伴等级要求不低于45级
同伴修炼任务卷轴303	6	1	749	308	55	去恶霸家地道杀恶霸150个，同伴等级要求不低于45级
同伴修炼任务卷轴304	6	1	750	309	55	去千寻塔一层杀莽汉50个，同伴等级要求不低于45级
同伴修炼任务卷轴305	6	1	751	310	55	去千寻塔一层杀莽汉100个，同伴等级要求不低于45级
同伴修炼任务卷轴306	6	1	752	311	55	去千寻塔一层杀莽汉150个，同伴等级要求不低于45级
同伴修炼任务卷轴307	6	1	753	312	55	去千寻塔二层杀流浪50个，同伴等级要求不低于45级
同伴修炼任务卷轴308	6	1	754	313	55	去千寻塔二层杀流浪100个，同伴等级要求不低于45级
同伴修炼任务卷轴309	6	1	755	314	55	去千寻塔二层杀流浪150个，同伴等级要求不低于45级
同伴修炼任务卷轴310	6	1	756	315	65	去千寻塔三层杀双锋50个，同伴等级要求不低于55级
同伴修炼任务卷轴311	6	1	757	316	65	去千寻塔三层杀双锋100个，同伴等级要求不低于55级
同伴修炼任务卷轴312	6	1	758	317	65	去千寻塔三层杀双锋150个，同伴等级要求不低于55级
同伴修炼任务卷轴313	6	1	759	318	45	去点苍山杀猞猁50只，同伴等级要求不低于35级
同伴修炼任务卷轴314	6	1	760	319	45	去点苍山杀猞猁100只，同伴等级要求不低于35级
同伴修炼任务卷轴315	6	1	761	320	45	去点苍山杀猞猁150只，同伴等级要求不低于35级
同伴修炼任务卷轴316	6	1	762	321	45	去凤眼洞迷宫杀红蝠50只，同伴等级要求不低于35级
同伴修炼任务卷轴317	6	1	763	322	45	去凤眼洞迷宫杀红蝠100只，同伴等级要求不低于35级
同伴修炼任务卷轴318	6	1	764	323	45	去凤眼洞迷宫杀红蝠150只，同伴等级要求不低于35级
同伴修炼任务卷轴319	6	1	765	324	75	去龙眼洞迷宫杀利斧50个，同伴等级要求不低于65级
同伴修炼任务卷轴320	6	1	766	325	75	去龙眼洞迷宫杀利斧100个，同伴等级要求不低于65级
同伴修炼任务卷轴321	6	1	767	326	75	去龙眼洞迷宫杀利斧150个，同伴等级要求不低于65级
同伴修炼任务卷轴322	6	1	768	327	35	去土匪迷宫杀莽汉50个，同伴等级要求不低于25级
同伴修炼任务卷轴323	6	1	769	328	35	去土匪迷宫杀莽汉100个，同伴等级要求不低于25级
同伴修炼任务卷轴324	6	1	770	329	35	去土匪迷宫杀莽汉150个，同伴等级要求不低于25级
同伴修炼任务卷轴325	6	1	771	330	45	去点苍洞一层杀莽汉50个，同伴等级要求不低于35级
同伴修炼任务卷轴326	6	1	772	331	45	去点苍洞一层杀莽汉100个，同伴等级要求不低于35级
同伴修炼任务卷轴327	6	1	773	332	45	去点苍洞一层杀莽汉150个，同伴等级要求不低于35级
同伴修炼任务卷轴328	6	1	774	333	45	去点苍洞二层杀玉面50个，同伴等级要求不低于35级
同伴修炼任务卷轴329	6	1	775	334	45	去点苍洞二层杀玉面100个，同伴等级要求不低于35级
同伴修炼任务卷轴330	6	1	776	335	45	去点苍洞二层杀玉面150个，同伴等级要求不低于35级
同伴修炼任务卷轴331	6	1	777	336	45	去点苍洞三层杀黑巾50个，同伴等级要求不低于35级
同伴修炼任务卷轴332	6	1	778	337	45	去点苍洞三层杀黑巾100个，同伴等级要求不低于35级
同伴修炼任务卷轴333	6	1	779	338	45	去点苍洞三层杀黑巾150个，同伴等级要求不低于35级
同伴修炼任务卷轴334	6	1	780	339	85	去无名洞迷宫杀长枪50个，同伴等级要求不低于75级
同伴修炼任务卷轴335	6	1	781	340	85	去无名洞迷宫杀长枪100个，同伴等级要求不低于75级
同伴修炼任务卷轴336	6	1	782	341	85	去无名洞迷宫杀长枪150个，同伴等级要求不低于75级
同伴修炼任务卷轴337	6	1	783	342	10	去龙泉村外杀白猪50只，同伴等级要求不低于1级
同伴修炼任务卷轴338	6	1	784	343	10	去龙泉村外杀白猪100只，同伴等级要求不低于1级
同伴修炼任务卷轴339	6	1	785	344	10	去龙泉村外杀白猪150只，同伴等级要求不低于1级
同伴修炼任务卷轴340	6	1	786	345	15	去临安城外杀刺猬50个，同伴等级要求不低于5级
同伴修炼任务卷轴341	6	1	787	346	15	去临安城外杀刺猬100个，同伴等级要求不低于5级
同伴修炼任务卷轴342	6	1	788	347	15	去临安城外杀刺猬150个，同伴等级要求不低于5级
同伴修炼任务卷轴343	6	1	789	348	25	去罗霄山杀灰狼50只，同伴等级要求不低于15级
同伴修炼任务卷轴344	6	1	790	349	25	去罗霄山杀灰狼100只，同伴等级要求不低于15级
同伴修炼任务卷轴345	6	1	791	350	25	去罗霄山杀灰狼150只，同伴等级要求不低于15级
同伴修炼任务卷轴346	6	1	792	351	45	去龙宫洞迷宫杀黑巾50个，同伴等级要求不低于35级
同伴修炼任务卷轴347	6	1	793	352	45	去龙宫洞迷宫杀黑巾100个，同伴等级要求不低于35级
同伴修炼任务卷轴348	6	1	794	353	45	去龙宫洞迷宫杀黑巾150个，同伴等级要求不低于35级
同伴修炼任务卷轴349	6	1	795	354	85	去两水洞迷宫杀影棍50个，同伴等级要求不低于75级
同伴修炼任务卷轴350	6	1	796	355	85	去两水洞迷宫杀影棍100个，同伴等级要求不低于75级
同伴修炼任务卷轴351	6	1	797	356	85	去两水洞迷宫杀影棍150个，同伴等级要求不低于75级
同伴修炼任务卷轴352	6	1	798	357	55	去孽龙洞迷宫杀平枪50个，同伴等级要求不低于45级
同伴修炼任务卷轴353	6	1	799	358	55	去孽龙洞迷宫杀平枪100个，同伴等级要求不低于45级
同伴修炼任务卷轴354	6	1	800	359	55	去孽龙洞迷宫杀平枪150个，同伴等级要求不低于45级
同伴修炼任务卷轴355	6	1	801	360	35	去武夷山杀雪豹50个，同伴等级要求不低于25级
同伴修炼任务卷轴356	6	1	802	361	35	去武夷山杀雪豹100个，同伴等级要求不低于25级
同伴修炼任务卷轴357	6	1	803	362	35	去武夷山杀雪豹150个，同伴等级要求不低于25级
同伴修炼任务卷轴358	6	1	804	363	55	去玉华洞迷宫杀蓝巾50个，同伴等级要求不低于45级
同伴修炼任务卷轴359	6	1	805	364	55	去玉华洞迷宫杀蓝巾100个，同伴等级要求不低于45级
同伴修炼任务卷轴360	6	1	806	365	55	去玉华洞迷宫杀蓝巾150个，同伴等级要求不低于45级
同伴修炼任务卷轴361	6	1	807	366	65	去羊角洞迷宫杀髻匕50个，同伴等级要求不低于55级
同伴修炼任务卷轴362	6	1	808	367	65	去羊角洞迷宫杀髻匕100个，同伴等级要求不低于55级
同伴修炼任务卷轴363	6	1	809	368	65	去羊角洞迷宫杀髻匕150个，同伴等级要求不低于55级
同伴修炼任务卷轴364	6	1	810	369	85	去清溪洞迷宫杀飞镰50个，同伴等级要求不低于75级
同伴修炼任务卷轴365	6	1	811	370	85	去清溪洞迷宫杀飞镰100个，同伴等级要求不低于75级
同伴修炼任务卷轴366	6	1	812	371	85	去清溪洞迷宫杀飞镰150个，同伴等级要求不低于75级
同伴修炼任务卷轴367	6	1	813	372	75	去临渝关杀奔雷50个，同伴等级要求不低于65级
同伴修炼任务卷轴368	6	1	814	373	75	去临渝关杀奔雷50个，同伴等级要求不低于65级
同伴修炼任务卷轴369	6	1	815	374	75	去临渝关杀奔雷50个，同伴等级要求不低于65级
同伴修炼任务卷轴370	6	1	816	375	85	去长白山脚杀独步50个，同伴等级要求不低于75级
同伴修炼任务卷轴371	6	1	817	376	85	去长白山脚杀独步100个，同伴等级要求不低于75级
同伴修炼任务卷轴372	6	1	818	377	85	去长白山脚杀独步150个，同伴等级要求不低于75级
同伴修炼任务卷轴373	6	1	819	378	95	去长白山南麓杀霜刀50个，同伴等级要求不低于85级
同伴修炼任务卷轴374	6	1	820	379	95	去长白山南麓杀霜刀100个，同伴等级要求不低于85级
同伴修炼任务卷轴375	6	1	821	380	95	去长白山南麓杀霜刀150个，同伴等级要求不低于85级
同伴修炼任务卷轴376	6	1	822	381	95	去长白山北麓杀刀斩50个，同伴等级要求不低于85级
同伴修炼任务卷轴377	6	1	823	382	95	去长白山北麓杀刀斩100个，同伴等级要求不低于85级
同伴修炼任务卷轴378	6	1	824	383	95	去长白山北麓杀刀斩150个，同伴等级要求不低于85级
同伴修炼任务卷轴379	6	1	825	384	95	去漠北草原杀蒙古武士50个，同伴等级要求不低于85级
同伴修炼任务卷轴380	6	1	826	385	95	去漠北草原杀蒙古武士100个，同伴等级要求不低于85级
同伴修炼任务卷轴381	6	1	827	386	95	去漠北草原杀蒙古武士150个，同伴等级要求不低于85级
